"VerejnyIdentifikatorZakazky","DatumPredlozeniaPonuky","Dodavatel_ICO","Dodavatel_ObchodnyNazov","Dodavatel_StatSidla","PredlozenaCenaBezDPH","SadzbaDPH","PredlozenaCenaSDPH","VyslednePoradie","StavKontraktacnejPonuky",
"Z20228307","5.12.2022 13:00:01","51017156","ČECHOVO SK, s.r.o.","Slovenská republika","8726,340","20,000","10471,610","1","platná",
"Z20228307","5.12.2022 13:17:34","51259168","SOL SLOVAKIA s.r.o.","Slovenská republika","16190,000","20,000","19428,000","2","platná",
"Z202211937","1.12.2022 8:59:39","31625657","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","Slovenská republika","6417,000","10,000","7058,700","2","platná",
"Z202211937","1.12.2022 10:52:20","34113924","MED - ART, spol. s r.o.","Slovenská republika","6416,990","10,000","7058,690","1","platná",
"Z202213717","7.12.2022 16:18:21","36172073","Goron, s.r.o.","Slovenská republika","5331,350","","6047,700","1","platná",
"Z202213879","1.12.2022 10:52:43","50687115","HENRYSO, s.r.o.","Slovenská republika","524,990","20,000","629,990","1","platná",
"Z202214073","1.12.2022 12:53:15","52399648","AMÁLIA SERVIS, s. r. o.","Slovenská republika","14099,000","0,000","14099,000","4","platná",
"Z202214073","1.12.2022 14:45:03","46268995","AMG Security s.r.o.","Slovenská republika","12132,000","20,000","14558,400","8","platná",
"Z202214073","1.12.2022 15:54:09","50875566","TERAVAS, s.r.o.","Slovenská republika","12119,990","0,000","12119,990","3","platná",
"Z202214073","1.12.2022 15:56:40","54617669","Upratovanie SK s.r.o.","Slovenská republika","12110,000","","12110,000","2","platná",
"Z202214073","1.12.2022 14:15:30","36579769","LUX FACILITY MANAGEMENT, s.r.o.","Slovenská republika","12140,000","20,000","14568,000","9","platná",
"Z202214085","5.12.2022 9:07:44","31628605","Xepap, spol. s r. o.","Slovenská republika","67450,000","20,000","80940,000","1","platná",
"Z202214085","5.12.2022 9:36:40","50146688","EKOS - partner s.r.o.","Slovenská republika","67460,000","20,000","80952,000","3","platná",
"Z202214085","5.12.2022 9:37:44","53898834","VHM Corp s. r. o.","Slovenská republika","67459,000","20,000","80950,800","2","platná",
"Z202214085","5.12.2022 9:54:10","33768897","PhDr. Gabriela Spišáková - Majster Papier","Slovenská republika","67467,990","20,000","80961,590","4","platná",
"Z202214085","2.12.2022 20:09:03","35710691","Lamitec, spol. s r.o.","Slovenská republika","67469,160","20,000","80962,990","5","platná",
"Z202214140","2.12.2022 8:53:40","51865467","Stredoslovenská energetika, a. s.","Slovenská republika","129933,970","20,000","155920,770","2","platná",
"Z202214140","2.12.2022 10:40:23","52302555","encare, s.r.o.","Slovenská republika","129104,040","20,000","154924,850","1","platná",
"Z202214150","3.12.2022 21:15:38","46178767","Domisoft s.r.o.","Slovenská republika","7500,000","20,000","9000,000","2","platná",
"Z202214150","5.12.2022 9:37:07","53075684","RED PRO s.r.o.","Slovenská republika","7190,000","20,000","8628,000","1","platná",
"Z202214150","5.12.2022 9:40:23","36880574","Ing. Peter Gerši - GC Tech.","Slovenská republika","7617,000","20,000","9140,400","3","platná",
"Z202214314","2.12.2022 11:30:44","46892923","STOLAMED PLUS, s. r. o.","Slovenská republika","1599,990","20,000","1919,990","2","platná",
"Z202214314","2.12.2022 11:40:24","36644048","PYROBOSS, s.r.o. ","Slovenská republika","1500,000","20,000","1800,000","1","platná",
"Z202214317","12.12.2022 22:17:10","35710691","Lamitec, spol. s r.o.","Slovenská republika","2400,000","20,000","2880,000","4","platná",
"Z202214317","13.12.2022 6:52:06","53103092","Mário Drahoš","Slovenská republika","2389,000","20,000","2866,800","2","platná",
"Z202214317","13.12.2022 9:48:21","43812481","TURON GASTRO s.r.o.","Slovenská republika","2390,000","20,000","2868,000","3","platná",
"Z202214317","13.12.2022 11:35:10","43959954","KORAKO plus, s. r. o.","Slovenská republika","2401,280","20,000","2881,540","5","platná",
"Z202214317","13.12.2022 11:53:24","33768897","PhDr. Gabriela Spišáková - Majster Papier","Slovenská republika","2340,000","20,000","2808,000","1","platná",
"Z202214317","13.12.2022 12:55:40","34101110","BETRIX, s.r.o.","Slovenská republika","2401,300","20,000","2881,560","6","platná",
"Z202214332","6.12.2022 7:34:07","35755989","LASER servis, spol. s.r.o. ","Slovenská republika","25499,980","20,000","30599,980","3","platná",
"Z202214332","6.12.2022 10:38:26","31608426","EURO MEDIA Košice, s.r.o. ","Slovenská republika","25490,000","20,000","30588,000","1","platná",
"Z202214332","6.12.2022 13:51:51","35891866","CLEAN TONERY, s.r.o.","Slovenská republika","25499,990","20,000","30599,990","4","platná",
