"VerejnyIdentifikatorZakazky","DatumPredlozeniaPonuky","Dodavatel_ICO","Dodavatel_ObchodnyNazov","Dodavatel_StatSidla","PredlozenaCenaBezDPH","SadzbaDPH","PredlozenaCenaSDPH","VyslednePoradie","StavKontraktacnejPonuky",
"Z201725182","7.7.2017 8:58:29","36851264","ELKOPLAST Slovakia s.r.o.","Slovenská republika","71750,000","20,000","86100,000","1","platná",
"Z201725182","7.7.2017 8:42:26","31681051","MEVA-SK s.r.o. Rožňava","Slovenská republika","71800,000","20,000","86160,000","2","platná",
"Z201725489","6.7.2017 13:10:19","36718301","Marko MT, s.r.o.","Slovenská republika","83667,000","20,000","100400,400","2","platná",
"Z201725489","4.7.2017 7:25:47","36382914","AGRA, s.r.o.","Slovenská republika","83748,660","20,000","100498,390","3","platná",
"Z201725489","7.7.2017 11:49:16","36249297","HANES Slovakia, s.r.o.","Slovenská republika","83334,000","20,000","100000,800","1","platná",
"Z201725924","27.7.2017 8:05:12","31342213","ECOLAB s.r.o.","Slovenská republika","3739,500","","","1","platná",
"Z201725924","27.7.2017 7:15:26","34101110","BETRIX, s.r.o.","Slovenská republika","3740,000","","","2","platná",
"Z201726411","2.7.2017 13:35:36","30940231","Anton Judiak","Slovenská republika","9400,000","","9400,000","1","platná",
"Z201728417","26.7.2017 9:24:31","44258623","AGROPRET - PULZ, a. s.","Slovenská republika","","","107000,000","2","platná",
"Z201728417","27.7.2017 10:59:26","11906022","Marián Šupa","Slovenská republika","","","108000,000","3","platná",
"Z201728417","28.7.2017 9:35:16","36227552","MANNET spol. s r.o.","Slovenská republika","","","103600,000","1","platná",
"Z201728759","13.7.2017 10:54:31","50667386","Ekocon s.r.o.","Slovenská republika","","","13480,000","4","platná",
"Z201728759","17.7.2017 8:48:49","31681051","MEVA-SK s.r.o. Rožňava","Slovenská republika","","","13450,000","3","platná",
"Z201728759","17.7.2017 9:50:20","46920765","UNIKOV NITRA, s.r.o. ","Slovenská republika","","","13400,000","1","platná",
"Z201728759","17.7.2017 9:43:55","17682258","FEREX, s.r.o.","Slovenská republika","","","13449,000","2","platná",
"Z201728812","18.7.2017 15:17:14","36645095","MIHI.sk, s.r.o.","Slovenská republika","43700,000","20,000","52440,000","5","platná",
"Z201728812","20.7.2017 10:46:00","31628605","Xepap, spol. s r. o.","Slovenská republika","43699,200","20,000","52439,040","2","platná",
"Z201728812","20.7.2017 8:20:21","32627211","Tibor Varga TSV PAPIER","Slovenská republika","43699,950","20,000","52439,940","4","platná",
"Z201728812","20.7.2017 13:23:51","36880574","Ing. Peter Gerši - GC Tech.","Slovenská republika","43699,880","20,000","52439,860","3","platná",
"Z201728812","20.7.2017 13:57:07","36276464","TRIPSY s.r.o.","Slovenská republika","43675,000","20,000","52410,000","1","platná",
"Z201729347","3.7.2017 10:38:57","35787473","JUTEX - Contract, s.r.o. ","Slovenská republika","16499,000","20,000","19798,800","2","platná",
"Z201729347","3.7.2017 10:59:51","31332277","KORATEX a. s.","Slovenská republika","16166,660","20,000","19399,990","1","platná",
"Z201729363","4.7.2017 14:13:30","35774673","Syntex Bratislava s.r.o.","Slovenská republika","29999,000","20,000","35998,800","2","platná",
"Z201729363","7.7.2017 9:10:36","35680458","TRACO SYSTEMS a.s.","Slovenská republika","29998,000","20,000","35997,600","1","platná",
"Z201729815","6.7.2017 8:39:43","36340073","IBO s.r.o.","Slovenská republika","330,000","20,000","396,000","1","platná",
"Z201729832","18.7.2017 10:36:00","31396623","PYRA, spol. s r.o.","Slovenská republika","103200,000","20,000","123840,000","2","platná",
"Z201729832","21.7.2017 10:01:28","36305600","ZVS holding, a.s.","Slovenská republika","100000,000","20,000","120000,000","1","platná",
"Z201730088","26.7.2017 15:23:04","35908076","VICOM  s.r.o.","Slovenská republika","1822,600","","","2","platná",
"Z201730088","24.7.2017 15:53:26","48124419","VERDI, s. r. o.","Slovenská republika","1823,000","","","3","platná",
"Z201730088","27.7.2017 9:12:05","33768897","PhDr. Gabriela Spišáková - Majster Papier","Slovenská republika","1822,000","","","1","platná",
"Z201730101","6.7.2017 15:02:33","36547654","BEGA, s.r.o.","Slovenská republika","2158,000","20,000","2589,600","1","platná",
"Z201730177","7.7.2017 11:56:13","36638064","CITONOVA spol. s r.o.","Slovenská republika","161999,000","","","1","platná",
"Z201730197","6.7.2017 15:59:29","36556050","ITSK, s.r.o.","Slovenská republika","269,080","20,000","322,900","2","platná",
"Z201730197","6.7.2017 15:59:46","50687115","HENRYSO, s.r.o.","Slovenská republika","269,070","20,000","322,890","1","platná",
"Z201730210","6.7.2017 15:56:26","50687115","HENRYSO, s.r.o.","Slovenská republika","299,360","20,000","359,230","2","platná",
"Z201730210","6.7.2017 15:46:53","36556050","ITSK, s.r.o.","Slovenská republika","299,370","20,000","359,250","3","platná",
"Z201730212","4.7.2017 14:08:01","31566634","VEP, spol. s r.o.","Slovenská republika","3411,750","20,000","4094,100","1","platná",
"Z201730292","11.7.2017 9:32:14","35900008","HYCA s.r.o.","Slovenská republika","","","86032,000","3","platná",
"Z201730292","11.7.2017 9:31:49","36053694","CENTEX RS, spol. s r.o. ","Slovenská republika","","","85596,000","1","platná",
"Z201730292","11.7.2017 9:48:10","31712380","Tempus - Trans s. r. o.","Slovenská republika","","","85820,000","2","platná",
"Z201730418","6.7.2017 12:09:11","43902138","WARGAS s.r.o. ","Slovenská republika","640,000","","","1","platná",
"Z201730547","26.7.2017 10:58:57","36382914","AGRA, s.r.o.","Slovenská republika","","","145877,000","1","platná",
"Z201730597","3.7.2017 10:11:52","36556050","ITSK, s.r.o.","Slovenská republika","821,270","20,000","985,530","2","platná",
"Z201730597","3.7.2017 9:59:33","30229138","KRPA Slovakia spol. s r.o.","Slovenská republika","816,660","20,000","979,990","1","platná",
"Z201730598","10.7.2017 15:58:25","35810840","OPTOTEAM, s.r.o. ","Slovenská republika","44800,000","20,000","53760,000","2","platná",
"Z201730598","10.7.2017 17:33:26","14890925","Laboratory Imaging s.r.o.","Česká republika","44600,000","20,000","53520,000","1","platná",
"Z201730619","3.7.2017 9:12:25","46344586","DKL-Trans. s.r.o.","Slovenská republika","38455,000","20,000","46146,000","1","platná",
"Z201730630","3.7.2017 8:14:33","31590403","EKOKROK s.r.o.","Slovenská republika","9326,000","","","2","platná",
"Z201730630","3.7.2017 21:07:56","31359825","SARSTEDT spol. s r.o.","Slovenská republika","9327,000","","","3","platná",
"Z201730630","3.7.2017 8:16:26","46732101","INFOLAB Slovakia, s. r. o. ","Slovenská republika","9325,000","","","1","platná",
"Z201730666","3.7.2017 11:22:20","31326650","TEMPEST a.s.","Slovenská republika","","","124416,000","1","platná",
"Z201730713","10.7.2017 8:25:51","31625657","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","Slovenská republika","9560,000","10,000","10516,000","1","platná",
"Z201730716","17.7.2017 9:50:50","46920765","UNIKOV NITRA, s.r.o. ","Slovenská republika","","","10550,000","1","platná",
"Z201730716","13.7.2017 10:49:09","50667386","Ekocon s.r.o.","Slovenská republika","","","10620,000","4","platná",
"Z201730716","17.7.2017 8:49:44","31681051","MEVA-SK s.r.o. Rožňava","Slovenská republika","","","10600,000","2","platná",
"Z201730716","17.7.2017 7:51:52","17682258","FEREX, s.r.o.","Slovenská republika","","","10619,900","3","platná",
"Z201730722","3.7.2017 8:57:01","41192516","Lucia Rošková R-interiér","Slovenská republika","39999,000","20,000","47998,800","2","platná",
"Z201730722","3.7.2017 8:58:35","36658677","STAVCENTRUM SPIŠ s.r.o.","Slovenská republika","39890,000","20,000","47868,000","1","platná",
"Z201730728","10.7.2017 8:27:20","31625657","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","Slovenská republika","9000,000","10,000","9900,000","1","platná",
"Z201730734","3.7.2017 8:34:09","36276464","TRIPSY s.r.o.","Slovenská republika","29170,000","20,000","35004,000","3","platná",
"Z201730734","3.7.2017 9:59:57","35710691","Lamitec, spol. s r.o.","Slovenská republika","27000,000","20,000","32400,000","1","platná",
"Z201730734","3.7.2017 9:59:25","11891581","Peter Šesták - KANPEX","Slovenská republika","27900,000","20,000","33480,000","2","platná",
"Z201730740","4.7.2017 8:29:51","44412223","ONE s.r.o.","Slovenská republika","150,000","20,000","180,000","1","platná",
"Z201730966","3.7.2017 7:59:59","45542759","Tuzexx s. r. o.","Slovenská republika","21900,000","20,000","26280,000","1","platná",
"Z201730966","2.7.2017 23:07:33","31438890","Práčovne a čistiarne s.r.o. Nitra","Slovenská republika","22083,000","20,000","26499,600","2","platná",
"Z201730994","1.7.2017 10:51:04","44865414","EKOFIN Prešov, s.r.o. ","Slovenská republika","204,000","","204,000","1","platná",
