"VerejnyIdentifikatorZakazky","DatumPredlozeniaPonuky","Dodavatel_ICO","Dodavatel_ObchodnyNazov","Dodavatel_StatSidla","PredlozenaCenaBezDPH","SadzbaDPH","PredlozenaCenaSDPH","VyslednePoradie","StavKontraktacnejPonuky",
"Z201930831","7.2.2020 14:35:33","46323546","OFFICE STAR, s.r.o.","Slovenská republika","75,000","20,000","90,000","2","platná",
"Z201930831","11.2.2020 10:16:32","32627211","Tibor Varga TSV PAPIER","Slovenská republika","74,990","20,000","89,990","1","platná",
"Z20201023","5.2.2020 7:56:32","31606458","SAROUTE, s.r.o.","Slovenská republika","105000,000","20,000","126000,000","2","platná",
"Z20201023","5.2.2020 8:00:42","36580040","PLUTKO, s.r.o.","Slovenská republika","137900,000","20,000","165480,000","4","platná",
"Z20201023","5.2.2020 8:02:53","46709380","Alezar, s. r. o.","Slovenská republika","137890,000","20,000","165468,000","3","platná",
"Z20201023","5.2.2020 8:03:22","36202771","TRIS, spol. s r.o.","Slovenská republika","104950,000","20,000","125940,000","1","platná",
"Z20201023","5.2.2020 8:10:07","36000124","HAKOM, s.r.o., ","Slovenská republika","137971,100","20,000","165565,320","5","platná",
"Z20201023","5.2.2020 8:53:53","43931111","ZNAČKY, s.r.o. ","Slovenská republika","137999,900","20,000","165599,880","6","platná",
"Z20201023","5.2.2020 9:32:49","50267370","Sigrent s.r.o.","Slovenská republika","138000,000","20,000","165600,000","7","platná",
"Z20201168","6.2.2020 23:23:58","36396222","AUTOCONT s.r.o.","Slovenská republika","64300,000","20,000","77160,000","2","platná",
"Z20201168","7.2.2020 9:13:46","45650276","Atos IT Solutions and Services s.r.o.","Slovenská republika","64299,000","20,000","77158,800","1","platná",
"Z20201168","7.2.2020 9:34:22","31344194","JURIGA spol. s r. o.","Slovenská republika","64343,990","20,000","77212,790","5","platná",
"Z20201168","7.2.2020 10:14:34","35810734","DATALAN, a.s.","Slovenská republika","64343,130","20,000","77211,760","4","platná",
"Z20201168","3.2.2020 15:21:18","36815799","Vision IT Solutions, a. s.","Slovenská republika","64344,000","20,000","77212,800","6","platná",
"Z20201168","6.2.2020 13:17:49","50603698","flex-it, s.r.o.","Slovenská republika","64340,000","","64340,000","3","platná",
"Z20201341","3.2.2020 7:40:33","47079690","GGFS s.r.o. ","Slovenská republika","185654,000","","185654,000","1","platná",
"Z20201444","6.2.2020 7:19:30","50111990","HAGARD: HAL, spol. s r.o.","Slovenská republika","20093,020","","20183,730","1","platná",
"Z20201514","3.2.2020 13:27:41","35908076","VICOM  s.r.o.","Slovenská republika","2430,000","20,000","2916,000","2","platná",
"Z20201514","4.2.2020 7:57:46","33768897","PhDr. Gabriela Spišáková - Majster Papier","Slovenská republika","2429,000","20,000","2914,800","1","platná",
"Z20201520","3.2.2020 13:31:55","35908076","VICOM  s.r.o.","Slovenská republika","12050,000","20,000","14460,000","5","platná",
"Z20201520","4.2.2020 7:42:37","48124419","VERDI, s. r. o.","Slovenská republika","12049,000","20,000","14458,800","4","platná",
"Z20201520","4.2.2020 7:43:04","36760561","Merida Bratislava, s.r.o.","Slovenská republika","11500,000","20,000","13800,000","3","platná",
"Z20201520","4.2.2020 7:57:14","33768897","PhDr. Gabriela Spišáková - Majster Papier","Slovenská republika","11490,000","20,000","13788,000","1","platná",
"Z20201520","4.2.2020 8:19:27","44783892","Trend Hygiena, s.r.o.","Slovenská republika","11498,860","20,000","13798,630","2","platná",
"Z20201624","3.2.2020 11:43:32","36400491","T+T, a.s.","Slovenská republika","146500,000","20,000","175800,000","1","platná",
"Z20201644","3.2.2020 8:56:50","31712380","Tempus - Trans s. r. o.","Slovenská republika","1111,110","20,000","1333,330","6","platná",
"Z20201644","3.2.2020 9:28:48","47311134","Inter Bus & Truck, s. r. o.","Slovenská republika","1023,000","20,000","1227,600","5","platná",
"Z20201644","3.2.2020 9:30:19","35938111","Inter Cars Slovenská republika s.r.o.","Slovenská republika","960,000","20,000","1152,000","1","platná",
"Z20201645","3.2.2020 10:10:21","31720943","Steeling, s.r.o.","Slovenská republika","3020,000","20,000","3624,000","1","platná",
"Z20201663","2.2.2020 19:21:10","47880775","Lucia Hucíková - ŠKOLÁĆIK MAJO","Slovenská republika","3663,000","20,000","4395,600","4","platná",
"Z20201663","3.2.2020 7:37:23","43885306","Interiéry Riljak, s.r.o.","Slovenská republika","3666,660","20,000","4399,990","10","platná",
"Z20201663","3.2.2020 8:43:37","36005908","KODRETA furniture, s.r.o.","Slovenská republika","3660,000","20,000","4392,000","3","platná",
"Z20201666","3.2.2020 13:15:25","35787228","SATUR TRANSPORT a.s.","Slovenská republika","24999,990","20,000","29999,990","3","platná",
"Z20201666","3.2.2020 19:22:46","35787201","SATUR TRAVEL a.s. ","Slovenská republika","24999,000","20,000","29998,800","2","platná",
"Z20201666","4.2.2020 7:47:50","22679057","Viliam Turan TURANCAR","Slovenská republika","29997,000","","29997,000","1","platná",
"Z20201667","3.2.2020 10:23:33","46749136","SPLITSYSTEM s. r. o.","Slovenská republika","4951,000","20,000","5941,200","5","platná",
"Z20201667","3.2.2020 11:29:33","46685693","CLIMAPORT s.r.o.","Slovenská republika","5000,000","20,000","6000,000","7","platná",
"Z20201667","3.2.2020 17:29:40","36569101","EM-Tech s.r.o.","Slovenská republika","4900,000","20,000","5880,000","4","platná",
"Z20201667","3.2.2020 21:32:19","44133065","VETRANIE DM, s.r.o.","Slovenská republika","4898,000","20,000","5877,600","3","platná",
"Z20201667","4.2.2020 7:58:05","45402582","BISMONT, s. r. o.","Slovenská republika","4891,660","20,000","5869,990","2","platná",
"Z20201667","4.2.2020 9:22:30","45523436","Novoklim s.r.o.","Slovenská republika","4891,650","20,000","5869,980","1","platná",
"Z20201669","6.2.2020 21:44:01","36588831","TOPLIGHT, s.r.o.","Slovenská republika","4999,800","20,000","5999,760","1","platná",
"Z20201671","18.2.2020 13:28:14","35757663","BELT SLOVAKIA s.r.o.","Slovenská republika","14630,000","20,000","17556,000","4","platná",
"Z20201671","18.2.2020 19:24:17","48328715","STOMAPRIM s.r.o.","Slovenská republika","14629,990","0,000","14629,990","3","platná",
"Z20201671","19.2.2020 7:38:32","31621589","LORIKA Slovakia s.r.o.","Slovenská republika","14600,000","20,000","17520,000","1","platná",
"Z20201671","20.2.2020 6:41:14","35908076","VICOM  s.r.o.","Slovenská republika","14616,000","20,000","17539,200","2","platná",
"Z20201676","3.2.2020 9:09:09","32627211","Tibor Varga TSV PAPIER","Slovenská republika","3516,650","20,000","4219,980","1","platná",
"Z20201677","3.2.2020 8:52:02","31583466","NICHOLTRACKT, s.r.o. ","Slovenská republika","2060,000","20,000","2472,000","1","platná",
"Z20201678","3.2.2020 9:53:54","44839677","TLAČIAREŇ J+K s. r. o.","Slovenská republika","250,000","20,000","300,000","2","platná",
"Z20201684","12.2.2020 14:13:04","46323546","OFFICE STAR, s.r.o.","Slovenská republika","11850,000","20,000","14220,000","4","platná",
"Z20201684","13.2.2020 12:24:22","36645095","MIHI.sk, s.r.o.","Slovenská republika","11845,000","20,000","14214,000","3","platná",
"Z20201684","14.2.2020 11:12:42","48124419","VERDI, s. r. o.","Slovenská republika","11844,000","20,000","14212,800","2","platná",
"Z20201684","14.2.2020 14:03:38","36880574","Ing. Peter Gerši - GC Tech.","Slovenská republika","11843,000","20,000","14211,600","1","platná",
"Z20201705","5.2.2020 5:55:17","36626350","HATRICK, s.r.o.","Slovenská republika","40050,000","20,000","48060,000","1","platná",
"Z20201705","3.2.2020 10:08:00","31628541","SATES, a.s.","Slovenská republika","40100,000","20,000","48120,000","2","platná",
"Z20201714","3.2.2020 13:04:57","36526606","PARAPETROL a.s.","Slovenská republika","4640,000","20,000","5568,000","2","platná",
"Z20201714","3.2.2020 13:13:17","31651518","EUROVIA SK, a.s.","Slovenská republika","4635,000","20,000","5562,000","1","platná",
"Z20201714","3.2.2020 12:38:36","05004209","Pasz s. r. o.","Česká republika","4727,000","20,000","5672,400","3","platná",
"Z20201715","3.2.2020 10:53:45","34142941","PHOENIX Zdravotnícke zásobovanie, a.s.","Slovenská republika","6840,800","10,000","7524,880","2","platná",
"Z20201715","3.2.2020 10:56:54","31708030","MEDICAL GROUP SK a. s.","Slovenská republika","6840,790","10,000","7524,870","1","platná",
"Z20201717","3.2.2020 10:39:27","31625657","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","Slovenská republika","6503,350","10,000","7153,690","1","platná",
"Z20201719","3.2.2020 13:59:05","34113924","MED - ART, spol. s r.o.","Slovenská republika","10420,600","10,000","11462,660","1","platná",
"Z20201724","3.2.2020 10:41:36","31344194","JURIGA spol. s r. o.","Slovenská republika","374,990","20,000","449,990","2","platná",
"Z20201724","2.2.2020 21:11:43","37212931","Henrich Sonnenschein - ITSK","Slovenská republika","374,910","20,000","449,890","1","platná",
