"IdentifikatorZakazky","ZakazkaUrl","StavZakazky","PouzityPostup","ObjednavatelDruh","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DatumVyhlasenia","DatumZazmluvnenia","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularFunkcnaSpecifikacia","OpisnyFormularTechnickaSpecifikaciaTextova","OpisnyFormularTechnickaSpecifikaciaCiselna","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","MaximalnaVyskaZdrojov","ZmluvnyVztah","FinancovanieEU","HodnotiaceKriterium","LehotaNaPredkladaniePonuk","PocetNotifikovanychDodavatelov","VstupnaCena","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","PocetSutaziacich","PocetPredlozenychPonuk","ZaciatokAukcie","TrvanieAukcie_Minut","PredlzovanieAukcie_Minut","ProtokolOPriebehuZadavaniaZakazky","Priloha_c1_ZmluvnyFormularZakazky","Priloha_c2_VyslednePoradieDodavatelov","Priloha_c3_Zmluva","Priloha_c4A_ZaznamOSystemovychUdalostiachZakazky","Priloha_c4B_ZaznamOSystemovychUdalostiachElektronickejAukcie","AnonymnyZmluvnyFormularZakazky","ObjednavkovyFormularZakazky","DodavatelICO","DodavatelStat","DodavatelKraj","DodavatelOkres","DodavatelObec","DodavatelPSC","DodavatelUlica","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","IdStavVCrz",
"Z20226287","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/325385","zrušená","§ 110 ZVO","§ 7 ods. 1 písm. d)","Univerzita Komenského v Bratislave","00397865","Slovenská republika","Bratislava","81499","Šafárikovo nám. 6","16.6.2022 9:38:36","","Kancelárske potreby","kancelárske potreby","30192000-1 Kancelárske potreby; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","","Technické vlastnosti: Obálka DL s okienkom, Hodnota / charakteristika: áno; Technické vlastnosti: Samolepiaca, Hodnota / charakteristika: áno; Technické vlastnosti: S potlačou, Hodnota / charakteristika: (font Corbel) podľa prílohy; Technické vlastnosti: Farba, Hodnota / charakteristika: biela; Technické vlastnosti: Písmo, Hodnota / charakteristika: čierne podľa prílohy; Technické vlastnosti: Rozmery, Hodnota / charakteristika: 110 x 220 mm; Technické vlastnosti: Špecifikácia, Hodnota / charakteristika: v prílohe","Technické vlastnosti: Obálka DL s okienkom, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 10000","Slovenská republika","Bratislavský","Bratislava","Bratislava","Univerzita Komenského v Bratislave, Filozofická fakulta, Gondova 2, 81499 Bratislava","11.7.2022 8:00:00","18.7.2022 14:00:00","","kompletný predmet zákazky","1,0000","600,000","Kúpna zmluva","False","Cena bez DPH","4.7.2022 10:45:00","332","","","","","","0","0","4.7.2022 11:00:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=18490459-f25d-4958-8c0b-38cd4e37af92","","","","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=07df0084-9ef3-412a-9c18-9df67186154c","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=990d21a9-f57a-42bb-829a-5260b20f71db","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=eb5d405c-b551-42a2-94fb-1e6520699c91","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=55eff56d-f924-4438-a991-c356c119373a","","","","","","","","","","","","",
"Z20226295","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/325393","zazmluvnená","§ 110 ZVO","§ 7 ods. 1 písm. d)","Žilinská univerzita v Žiline","00397563","Slovenská republika","Žilina","01026","Univerzitná 8215/1","16.6.2022 11:33:24","1.7.2022 10:08:00","Rôzne počítačové vybavenie","Rôzne počítačové vybavenie","30236000-2 Rôzne počítačové vybavenie; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","","Technické vlastnosti: ""dron 1:minimálne technické požiadavky: Dron – 4K kamera, dosah prenosu 6000 m, doba chodu 34 min, max. rýchlosť 68.4 km/h, GPS, Online prenos, Skladanie, Autopristátie, Detekcia prekážok, Stabilizácia obrazu, Otáčacia kamera, Autonómny let a Sledovanie objektov, 8GB vnútorná pamäť, max. veľkosť microSD 256GB, hmotnosť 570g, súčasťou balenia nabíjací adaptér, diaľkový ovládač, batéria, model a vstavaná kamera, + Pamäťová karta micro SDXC, 256 GB, čítanie až 120 MB/s, Class 10, UHS-I, U1, A1 napr: DJ mavic air 2 + SanDisk microSDXC Ultra 256 GB + SD adapté"", Hodnota / charakteristika: ","Technické vlastnosti: dron 1, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 1","Slovenská republika","Žilinský","Žilina","Žilina","Žilinská univerzita v Žiline - Univerzitná 8215/1, Žilina 010 26 , FPEDAS","4.7.2022 8:00:00","25.7.2022 13:00:00","","celý predmet zákazky","1,0000","8036,000","Kúpna zmluva","False","Cena bez DPH","1.7.2022 9:00:00","362","8036,000","7730,000","20,000","9276,000","306,000","3","84","1.7.2022 9:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=ac180ff2-3cfd-44dd-b7cf-db6c1d4048cf","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=82d88724-327a-4352-bb30-f3fef098a7c0","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=48c2e9cb-855d-4931-9cc5-a8512726203d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=98eb0eff-1866-4bc6-ac06-011b2eba63e2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=e6fef6bf-fcbe-4a67-a89b-d35b401d66dd","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=778f12c3-bf98-435f-bed4-5bdcfd4b3af8","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=a93e7ad2-6173-4d12-96b3-8104deb70cd7","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=89ba4248-1ff1-4b76-aef3-b1f3408dc904","36556050","Slovenská republika","","","Nitra","94905","Zelená 29","","","","","",
"Z20226295","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/325393","zazmluvnená","§ 110 ZVO","§ 7 ods. 1 písm. d)","Žilinská univerzita v Žiline","00397563","Slovenská republika","Žilina","01026","Univerzitná 8215/1","16.6.2022 11:33:24","1.7.2022 10:08:00","Rôzne počítačové vybavenie","","","Tovar","","","Technické vlastnosti: bateria do dronu:minimálne technické požiadavky: Batéria do dronu Mavic Air 2 3500 mAh ,akumulátor pre dron DJI Mavic Air 2 , kapacita 3 500 mAh ,jednoduchá výmena ,originálne príslušenstvo, Hodnota / charakteristika: ","Technické vlastnosti: bateria do dronu, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 1","Slovenská republika","Žilinský","Žilina","Žilina","Žilinská univerzita v Žiline - Univerzitná 8215/1, Žilina 010 26 , FPEDAS","4.7.2022 8:00:00","25.7.2022 13:00:00","","celý predmet zákazky","1,0000","8036,000","Kúpna zmluva","False","Cena bez DPH","1.7.2022 9:00:00","362","8036,000","7730,000","20,000","9276,000","306,000","3","84","1.7.2022 9:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=ac180ff2-3cfd-44dd-b7cf-db6c1d4048cf","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=82d88724-327a-4352-bb30-f3fef098a7c0","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=48c2e9cb-855d-4931-9cc5-a8512726203d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=98eb0eff-1866-4bc6-ac06-011b2eba63e2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=e6fef6bf-fcbe-4a67-a89b-d35b401d66dd","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=778f12c3-bf98-435f-bed4-5bdcfd4b3af8","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=a93e7ad2-6173-4d12-96b3-8104deb70cd7","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=89ba4248-1ff1-4b76-aef3-b1f3408dc904","36556050","Slovenská republika","","","Nitra","94905","Zelená 29","","","","","",
"Z20226295","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/325393","zazmluvnená","§ 110 ZVO","§ 7 ods. 1 písm. d)","Žilinská univerzita v Žiline","00397563","Slovenská republika","Žilina","01026","Univerzitná 8215/1","16.6.2022 11:33:24","1.7.2022 10:08:00","Rôzne počítačové vybavenie","","","Tovar","","","Technické vlastnosti: ""Vrtula:minimálne technické požiadavky: Náhradná vrtuľa – pre DJI Mavic Air 2 , + ZNAČKOVACIA FARBA SOPPEC FLUO 5 farieb"", Hodnota / charakteristika: ","Technické vlastnosti: Vrtula + farba, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 1","Slovenská republika","Žilinský","Žilina","Žilina","Žilinská univerzita v Žiline - Univerzitná 8215/1, Žilina 010 26 , FPEDAS","4.7.2022 8:00:00","25.7.2022 13:00:00","","celý predmet zákazky","1,0000","8036,000","Kúpna zmluva","False","Cena bez DPH","1.7.2022 9:00:00","362","8036,000","7730,000","20,000","9276,000","306,000","3","84","1.7.2022 9:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=ac180ff2-3cfd-44dd-b7cf-db6c1d4048cf","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=82d88724-327a-4352-bb30-f3fef098a7c0","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=48c2e9cb-855d-4931-9cc5-a8512726203d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=98eb0eff-1866-4bc6-ac06-011b2eba63e2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=e6fef6bf-fcbe-4a67-a89b-d35b401d66dd","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=778f12c3-bf98-435f-bed4-5bdcfd4b3af8","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=a93e7ad2-6173-4d12-96b3-8104deb70cd7","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=89ba4248-1ff1-4b76-aef3-b1f3408dc904","36556050","Slovenská republika","","","Nitra","94905","Zelená 29","","","","","",
"Z20226295","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/325393","zazmluvnená","§ 110 ZVO","§ 7 ods. 1 písm. d)","Žilinská univerzita v Žiline","00397563","Slovenská republika","Žilina","01026","Univerzitná 8215/1","16.6.2022 11:33:24","1.7.2022 10:08:00","Rôzne počítačové vybavenie","","","Tovar","","","Technické vlastnosti: ""Dron 2:minimálne technické požiadavky: Dron – 3840×2160 kamera, dosah prenosu 12000 m, doba chodu 34 min, max. rýchlosť 57.6 km/h, GPS, Autopristátie, Detekcia prekážok, Stabilizácia obrazu a Otáčacia kamera, 0GB vnútorná pamäť, max. veľkosť microSD 256GB, hmotnosť 249g, súčasťou balenia diaľkový ovládač, batéria, súprava náradia, usb kábel a model,  + Pamäťová karta micro SDXC, 256 GB, čítanie až 130 MB/s, Class 10, U3, V30, A2, napr. DJI Mini 3 Pro (DJI RC) + Samsung MicroSDXC 256 GB EVO Plus "", Hodnota / charakteristika: ","Technické vlastnosti: Dron 2:, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 1","Slovenská republika","Žilinský","Žilina","Žilina","Žilinská univerzita v Žiline - Univerzitná 8215/1, Žilina 010 26 , FPEDAS","4.7.2022 8:00:00","25.7.2022 13:00:00","","celý predmet zákazky","1,0000","8036,000","Kúpna zmluva","False","Cena bez DPH","1.7.2022 9:00:00","362","8036,000","7730,000","20,000","9276,000","306,000","3","84","1.7.2022 9:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=ac180ff2-3cfd-44dd-b7cf-db6c1d4048cf","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=82d88724-327a-4352-bb30-f3fef098a7c0","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=48c2e9cb-855d-4931-9cc5-a8512726203d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=98eb0eff-1866-4bc6-ac06-011b2eba63e2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=e6fef6bf-fcbe-4a67-a89b-d35b401d66dd","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=778f12c3-bf98-435f-bed4-5bdcfd4b3af8","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=a93e7ad2-6173-4d12-96b3-8104deb70cd7","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=89ba4248-1ff1-4b76-aef3-b1f3408dc904","36556050","Slovenská republika","","","Nitra","94905","Zelená 29","","","","","",
"Z20226295","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/325393","zazmluvnená","§ 110 ZVO","§ 7 ods. 1 písm. d)","Žilinská univerzita v Žiline","00397563","Slovenská republika","Žilina","01026","Univerzitná 8215/1","16.6.2022 11:33:24","1.7.2022 10:08:00","Rôzne počítačové vybavenie","","","Tovar","","","Technické vlastnosti: ""tlačiareň 1:minimálne technické požiadavky: Tisková hlava PrecisionCore,Pigment black and Dye colour Inks,Tiskárna, skener, kopírka, Fax,Formát tiskárny: A4,Rozlišení [DPI]: 4.800 x 1.200 dpi,Rychlost černého tisku [str./min.]: 15,5 Str./min ISO/IEC 24734,Rychlost barevného tisku [str./min.]: 8,5 Str./min ISO/IEC 24734,Oboustranný tisk: Automatický oboustranný tisk,Automatický podavač pro skenování: ano,, Hodnota / charakteristika: ; Technické vlastnosti: Kapacita zásobníku [str.]:Automatický podavač dokumentů: 30 Stran,Kapacita výstupního zásobníku: 30 Listů, Kapacita zásobníku papíru: 250 Listů Standardní,Rozhraní: Wi-Fi, USB, Ethernet, Wi-Fi Direct, Skener: Rychlost jednostranného skenování (A4 černobíle): 200 dpi; 5 ipm with ADF scan 12 sec. with flatbed scan,Rychlost jednostranného skenování (A4 barevně): 200 dpi; 5 ipm with ADF scan 27 sec. with flatbed scan, napr: Epson L6290"", Hodnota / charakteristika: ","Technické vlastnosti: tlačiareň, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 1","Slovenská republika","Žilinský","Žilina","Žilina","Žilinská univerzita v Žiline - Univerzitná 8215/1, Žilina 010 26 , FPEDAS","4.7.2022 8:00:00","25.7.2022 13:00:00","","celý predmet zákazky","1,0000","8036,000","Kúpna zmluva","False","Cena bez DPH","1.7.2022 9:00:00","362","8036,000","7730,000","20,000","9276,000","306,000","3","84","1.7.2022 9:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=ac180ff2-3cfd-44dd-b7cf-db6c1d4048cf","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=82d88724-327a-4352-bb30-f3fef098a7c0","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=48c2e9cb-855d-4931-9cc5-a8512726203d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=98eb0eff-1866-4bc6-ac06-011b2eba63e2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=e6fef6bf-fcbe-4a67-a89b-d35b401d66dd","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=778f12c3-bf98-435f-bed4-5bdcfd4b3af8","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=a93e7ad2-6173-4d12-96b3-8104deb70cd7","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=89ba4248-1ff1-4b76-aef3-b1f3408dc904","36556050","Slovenská republika","","","Nitra","94905","Zelená 29","","","","","",
"Z20226295","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/325393","zazmluvnená","§ 110 ZVO","§ 7 ods. 1 písm. d)","Žilinská univerzita v Žiline","00397563","Slovenská republika","Žilina","01026","Univerzitná 8215/1","16.6.2022 11:33:24","1.7.2022 10:08:00","Rôzne počítačové vybavenie","","","Tovar","","","Technické vlastnosti: ""SSD disk 1minimálne technické požiadavky: kapacita 480 GB, 2.5"""", SATA III, TLC (Triple-Level Cell), rýchlosť čítania 500MB/s, rýchlosť zápisu 450MB/s, životnosť 160TBW, napr: Kingston A400 480 GB 7 mm"", Hodnota / charakteristika: ","Technické vlastnosti: SSD disk 1, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 1","Slovenská republika","Žilinský","Žilina","Žilina","Žilinská univerzita v Žiline - Univerzitná 8215/1, Žilina 010 26 , FPEDAS","4.7.2022 8:00:00","25.7.2022 13:00:00","","celý predmet zákazky","1,0000","8036,000","Kúpna zmluva","False","Cena bez DPH","1.7.2022 9:00:00","362","8036,000","7730,000","20,000","9276,000","306,000","3","84","1.7.2022 9:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=ac180ff2-3cfd-44dd-b7cf-db6c1d4048cf","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=82d88724-327a-4352-bb30-f3fef098a7c0","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=48c2e9cb-855d-4931-9cc5-a8512726203d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=98eb0eff-1866-4bc6-ac06-011b2eba63e2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=e6fef6bf-fcbe-4a67-a89b-d35b401d66dd","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=778f12c3-bf98-435f-bed4-5bdcfd4b3af8","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=a93e7ad2-6173-4d12-96b3-8104deb70cd7","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=89ba4248-1ff1-4b76-aef3-b1f3408dc904","36556050","Slovenská republika","","","Nitra","94905","Zelená 29","","","","","",
"Z20226295","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/325393","zazmluvnená","§ 110 ZVO","§ 7 ods. 1 písm. d)","Žilinská univerzita v Žiline","00397563","Slovenská republika","Žilina","01026","Univerzitná 8215/1","16.6.2022 11:33:24","1.7.2022 10:08:00","Rôzne počítačové vybavenie","","","Tovar","","","Technické vlastnosti: ""SSD disk2:minimálne technické požiadavky: 2.5"""", SATA III, TLC (Triple-Level Cell), rýchlosť čítania 540MB/s, rýchlosť zápisu 500MB/s, životnosť 80TBW, kapacita 240 GB, napr: Crucial BX500 240 GB SSD"", Hodnota / charakteristika: ","Technické vlastnosti: SSD Disk 2:, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 1","Slovenská republika","Žilinský","Žilina","Žilina","Žilinská univerzita v Žiline - Univerzitná 8215/1, Žilina 010 26 , FPEDAS","4.7.2022 8:00:00","25.7.2022 13:00:00","","celý predmet zákazky","1,0000","8036,000","Kúpna zmluva","False","Cena bez DPH","1.7.2022 9:00:00","362","8036,000","7730,000","20,000","9276,000","306,000","3","84","1.7.2022 9:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=ac180ff2-3cfd-44dd-b7cf-db6c1d4048cf","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=82d88724-327a-4352-bb30-f3fef098a7c0","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=48c2e9cb-855d-4931-9cc5-a8512726203d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=98eb0eff-1866-4bc6-ac06-011b2eba63e2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=e6fef6bf-fcbe-4a67-a89b-d35b401d66dd","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=778f12c3-bf98-435f-bed4-5bdcfd4b3af8","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=a93e7ad2-6173-4d12-96b3-8104deb70cd7","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=89ba4248-1ff1-4b76-aef3-b1f3408dc904","36556050","Slovenská republika","","","Nitra","94905","Zelená 29","","","","","",
"Z20226295","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/325393","zazmluvnená","§ 110 ZVO","§ 7 ods. 1 písm. d)","Žilinská univerzita v Žiline","00397563","Slovenská republika","Žilina","01026","Univerzitná 8215/1","16.6.2022 11:33:24","1.7.2022 10:08:00","Rôzne počítačové vybavenie","","","Tovar","","","Technické vlastnosti: ""usb 128 GB:minimálne technické požiadavky: USB kľúč USB 3.2 Gen 1 (USB 3.0), USB-C, kapacita 128 GB, 128bitové aes šifrovanie, OTG, s pútkom na kľúče, štýlový, kov, strieborná farba, napr: SanDisk Ultra Dual Drive Luxe 128 GB"", Hodnota / charakteristika: ","Technické vlastnosti: usb 128 GB:, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 1","Slovenská republika","Žilinský","Žilina","Žilina","Žilinská univerzita v Žiline - Univerzitná 8215/1, Žilina 010 26 , FPEDAS","4.7.2022 8:00:00","25.7.2022 13:00:00","","celý predmet zákazky","1,0000","8036,000","Kúpna zmluva","False","Cena bez DPH","1.7.2022 9:00:00","362","8036,000","7730,000","20,000","9276,000","306,000","3","84","1.7.2022 9:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=ac180ff2-3cfd-44dd-b7cf-db6c1d4048cf","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=82d88724-327a-4352-bb30-f3fef098a7c0","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=48c2e9cb-855d-4931-9cc5-a8512726203d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=98eb0eff-1866-4bc6-ac06-011b2eba63e2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=e6fef6bf-fcbe-4a67-a89b-d35b401d66dd","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=778f12c3-bf98-435f-bed4-5bdcfd4b3af8","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=a93e7ad2-6173-4d12-96b3-8104deb70cd7","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=89ba4248-1ff1-4b76-aef3-b1f3408dc904","36556050","Slovenská republika","","","Nitra","94905","Zelená 29","","","","","",
"Z20226295","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/325393","zazmluvnená","§ 110 ZVO","§ 7 ods. 1 písm. d)","Žilinská univerzita v Žiline","00397563","Slovenská republika","Žilina","01026","Univerzitná 8215/1","16.6.2022 11:33:24","1.7.2022 10:08:00","Rôzne počítačové vybavenie","","","Tovar","","","Technické vlastnosti: ""smart okuliare:minimálne technické požiadavky: AR smart okuliare, Autofocus HD kamera 8 megapixel, integrovaný stereo reproduktor s mikrofónmi s potlačením hluku, Plnofarebný displej (iba pravé oko), Šošovky s plnou UV ochranou a s bezpečnostnou certifikáciou ANSI Z87.1Bezdrôtové Wi-Fi a Bluetooth, android OS, 8GB vnútorná pamäť, MicroSD slot, možnosť využitia gest, kompatibilné s iOS a Android zariadeniami, klip s slnečnými sklami (VUZIX BLADE SUNGLASSES CLIP-ON), napr: VUZIX BLADE UPGRADED SMART GLASSES"", Hodnota / charakteristika: ","Technické vlastnosti: smart okuliare:, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 1","Slovenská republika","Žilinský","Žilina","Žilina","Žilinská univerzita v Žiline - Univerzitná 8215/1, Žilina 010 26 , FPEDAS","4.7.2022 8:00:00","25.7.2022 13:00:00","","celý predmet zákazky","1,0000","8036,000","Kúpna zmluva","False","Cena bez DPH","1.7.2022 9:00:00","362","8036,000","7730,000","20,000","9276,000","306,000","3","84","1.7.2022 9:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=ac180ff2-3cfd-44dd-b7cf-db6c1d4048cf","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=82d88724-327a-4352-bb30-f3fef098a7c0","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=48c2e9cb-855d-4931-9cc5-a8512726203d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=98eb0eff-1866-4bc6-ac06-011b2eba63e2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=e6fef6bf-fcbe-4a67-a89b-d35b401d66dd","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=778f12c3-bf98-435f-bed4-5bdcfd4b3af8","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=a93e7ad2-6173-4d12-96b3-8104deb70cd7","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=89ba4248-1ff1-4b76-aef3-b1f3408dc904","36556050","Slovenská republika","","","Nitra","94905","Zelená 29","","","","","",
