"IdentifikatorZakazky","ZakazkaUrl","StavZakazky","PouzityPostup","ObjednavatelDruh","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DatumVyhlasenia","DatumZazmluvnenia","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularFunkcnaSpecifikacia","OpisnyFormularTechnickaSpecifikaciaTextova","OpisnyFormularTechnickaSpecifikaciaCiselna","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","MaximalnaVyskaZdrojov","ZmluvnyVztah","FinancovanieEU","HodnotiaceKriterium","LehotaNaPredkladaniePonuk","PocetNotifikovanychDodavatelov","VstupnaCena","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","PocetSutaziacich","PocetPredlozenychPonuk","ZaciatokAukcie","TrvanieAukcie_Minut","PredlzovanieAukcie_Minut","ProtokolOPriebehuZadavaniaZakazky","Priloha_c1_ZmluvnyFormularZakazky","Priloha_c2_VyslednePoradieDodavatelov","Priloha_c3_Zmluva","Priloha_c4A_ZaznamOSystemovychUdalostiachZakazky","Priloha_c4B_ZaznamOSystemovychUdalostiachElektronickejAukcie","AnonymnyZmluvnyFormularZakazky","ObjednavkovyFormularZakazky","DodavatelICO","DodavatelStat","DodavatelKraj","DodavatelOkres","DodavatelObec","DodavatelPSC","DodavatelUlica","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","IdStavVCrz",
"Z202112895","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/306652","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. a)","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","16.6.2021 14:48:10","1.7.2021 9:38:00","Kovový nábytok","Regály","39151100-6 Regály; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","Skladovanie materiálu","Technické vlastnosti: rozmer VxŠxH cm, Hodnota / charakteristika: 180 x 90 x 45 cm; Technické vlastnosti: nosnosť na policu, Hodnota / charakteristika: 200 kg; Technické vlastnosti: počet políc, Hodnota / charakteristika: 5; Technické vlastnosti: prevedenie, Hodnota / charakteristika: zinok; Technické vlastnosti: popis, Hodnota / charakteristika: bezskrutkový s HDF/MDF policou","Technické vlastnosti: množstvo, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 20","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","ČSA 7","6.7.2021 8:00:00","9.7.2021 10:00:00","","súhrn požadovaného množstva","1,0000","1276,000","Kúpna zmluva","False","Cena s DPH","1.7.2021 9:00:00","260","1274,400","1062,000","20,000","1274,400","0,000","1","1","1.7.2021 9:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=1e54f654-9f93-4b08-b427-28eb8b939581","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=9010564b-c44e-49d7-ad56-16efb9156e9b","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=2d91e329-286b-4896-a088-a9a3b8edd634","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=cc2e5706-c892-49aa-bb73-d4d37af6ed56","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=13ac197e-6755-4587-9d5d-883ac7d62391","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=986ae8d7-2db4-4238-ae90-e3e11460273e","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=63e42d7f-eb35-4551-a21e-69976f487b12","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=30959502-d1fb-482a-8497-a8b12b97c2d8","47462752","Slovenská republika","","","Bardejov","08501","Priemyselná 1454/4","","","","","",
"Z202112895","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/306652","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. a)","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","16.6.2021 14:48:10","1.7.2021 9:38:00","Kovový nábytok","","","","","Skladovanie materiálu","Technické vlastnosti: rozmer VxŠxH cm, Hodnota / charakteristika: 180 x 120 x 60; Technické vlastnosti: nosnosť na policu, Hodnota / charakteristika: 250 kg; Technické vlastnosti: počet políc, Hodnota / charakteristika: 4; Technické vlastnosti: prevedenie, Hodnota / charakteristika: zinok; Technické vlastnosti: popis, Hodnota / charakteristika: bezskrutkový s HDF/MDF policou","Technické vlastnosti: množstvo, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 10","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","ČSA 7","6.7.2021 8:00:00","9.7.2021 10:00:00","","súhrn požadovaného množstva","1,0000","1276,000","Kúpna zmluva","False","Cena s DPH","1.7.2021 9:00:00","260","1274,400","1062,000","20,000","1274,400","0,000","1","1","1.7.2021 9:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=1e54f654-9f93-4b08-b427-28eb8b939581","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=9010564b-c44e-49d7-ad56-16efb9156e9b","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=2d91e329-286b-4896-a088-a9a3b8edd634","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=cc2e5706-c892-49aa-bb73-d4d37af6ed56","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=13ac197e-6755-4587-9d5d-883ac7d62391","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=986ae8d7-2db4-4238-ae90-e3e11460273e","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=63e42d7f-eb35-4551-a21e-69976f487b12","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=30959502-d1fb-482a-8497-a8b12b97c2d8","47462752","Slovenská republika","","","Bardejov","08501","Priemyselná 1454/4","","","","","",
"Z202112899","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/306656","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. a)","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","16.6.2021 15:11:56","1.7.2021 11:38:00","Ostatné interiérové vybavenie","rám na obraz, kôš na odpad, schránka na kľúče, nástenné hodiny, rohožka, dávkovač mydla, dávkovač utierok, osviežovač vzduchu","39290000-1 Rôzne vybavenie a zariadenie interiérov; 39200000-4 Zariadenie interiéru","Tovar","","Vloženie obrazu, fotografie","Technické vlastnosti: rozmer, Hodnota / charakteristika: formát A3; Technické vlastnosti: farba rámu, Hodnota / charakteristika: biela (strieborná); Technické vlastnosti: materiál rámu, Hodnota / charakteristika: drevo (eloxovaný kov); Technické vlastnosti: výplň, Hodnota / charakteristika: sklo (plexisklo s antireflexnou úpravou); Technické vlastnosti: ľahko otvárateľný a vymeniteľný obraz, Hodnota / charakteristika: ; Technické vlastnosti: zavesiteľný horizontálne aj vertikálne, Hodnota / charakteristika: ; Technické vlastnosti: hrúbka (šírka) rámu max. 2 cm, Hodnota / charakteristika: ","Technické vlastnosti: množstvo, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 20","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","ČSA 7","6.7.2021 8:00:00","9.7.2021 11:00:00","","súhrn požadovaného množstva","1,0000","6600,000","Kúpna zmluva","False","Cena s DPH","1.7.2021 11:00:00","231","6600,000","5500,000","20,000","6600,000","0,000","1","1","1.7.2021 11:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=32ed45a7-8815-4533-9e8a-eb0bbdcfccef","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=3f726e43-ee8b-45e3-8381-5b5d92ae5d63","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=0872afe7-1b98-4eec-933d-851439cd336d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=748987e9-4deb-49e9-8bcd-be6838cb43c1","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=2f26ac49-f6bd-454d-9eba-2f5ebff26de9","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=524d49d4-50aa-4346-95f1-5d79b1808008","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=f38c0a4f-92c1-4a22-9f00-f3d47bbb529f","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=b8cc8081-f4eb-43ff-87de-44bfa8e9ca2b","47462752","Slovenská republika","","","Bardejov","08501","Priemyselná 1454/4","","","","","",
"Z202112899","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/306656","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. a)","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","16.6.2021 15:11:56","1.7.2021 11:38:00","Ostatné interiérové vybavenie","","","","","Vloženie obrazu, fotografie","Technické vlastnosti: rozmer, Hodnota / charakteristika: formát A4; Technické vlastnosti: farba rámu, Hodnota / charakteristika: biela (strieborná); Technické vlastnosti: materiál rámu, Hodnota / charakteristika: drevo (eloxovaný kov); Technické vlastnosti: výplň, Hodnota / charakteristika: sklo (plexisklo s antireflexnou úpravou); Technické vlastnosti: ľahko otvárateľný a vymeniteľný obraz, Hodnota / charakteristika: ; Technické vlastnosti: zavesiteľný horizontálne aj vertikálne, Hodnota / charakteristika: ; Technické vlastnosti: hrúbka (šírka) rámu max. 2 cm, Hodnota / charakteristika: ","Technické vlastnosti: množstvo, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 97","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","ČSA 7","6.7.2021 8:00:00","9.7.2021 11:00:00","","súhrn požadovaného množstva","1,0000","6600,000","Kúpna zmluva","False","Cena s DPH","1.7.2021 11:00:00","231","6600,000","5500,000","20,000","6600,000","0,000","1","1","1.7.2021 11:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=32ed45a7-8815-4533-9e8a-eb0bbdcfccef","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=3f726e43-ee8b-45e3-8381-5b5d92ae5d63","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=0872afe7-1b98-4eec-933d-851439cd336d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=748987e9-4deb-49e9-8bcd-be6838cb43c1","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=2f26ac49-f6bd-454d-9eba-2f5ebff26de9","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=524d49d4-50aa-4346-95f1-5d79b1808008","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=f38c0a4f-92c1-4a22-9f00-f3d47bbb529f","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=b8cc8081-f4eb-43ff-87de-44bfa8e9ca2b","47462752","Slovenská republika","","","Bardejov","08501","Priemyselná 1454/4","","","","","",
"Z202112899","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/306656","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. a)","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","16.6.2021 15:11:56","1.7.2021 11:38:00","Ostatné interiérové vybavenie","","","","","plastový kôš na odpad (napr. Kôš Curver DOMINIK 25L)","Technické vlastnosti: farba, Hodnota / charakteristika: strieborná, čierna, tmavohnedá; Technické vlastnosti: ručné otváranie (bez otváracieho mechanizmu), Hodnota / charakteristika: ; Technické vlastnosti: materiál, Hodnota / charakteristika: plast","Technické vlastnosti: množstvo, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 90; Technické vlastnosti: objem, Jednotka: l, Minimum: 25, Maximum: 30, Presná hodnota: ","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","ČSA 7","6.7.2021 8:00:00","9.7.2021 11:00:00","","súhrn požadovaného množstva","1,0000","6600,000","Kúpna zmluva","False","Cena s DPH","1.7.2021 11:00:00","231","6600,000","5500,000","20,000","6600,000","0,000","1","1","1.7.2021 11:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=32ed45a7-8815-4533-9e8a-eb0bbdcfccef","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=3f726e43-ee8b-45e3-8381-5b5d92ae5d63","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=0872afe7-1b98-4eec-933d-851439cd336d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=748987e9-4deb-49e9-8bcd-be6838cb43c1","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=2f26ac49-f6bd-454d-9eba-2f5ebff26de9","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=524d49d4-50aa-4346-95f1-5d79b1808008","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=f38c0a4f-92c1-4a22-9f00-f3d47bbb529f","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=b8cc8081-f4eb-43ff-87de-44bfa8e9ca2b","47462752","Slovenská republika","","","Bardejov","08501","Priemyselná 1454/4","","","","","",
"Z202112899","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/306656","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. a)","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","16.6.2021 15:11:56","1.7.2021 11:38:00","Ostatné interiérové vybavenie","","","","","plastový kôš na odpad","Technické vlastnosti: farba, Hodnota / charakteristika: strieborná, čierna, tmavohnedá; Technické vlastnosti: ručné otváranie (bez otváracieho mechanizmu), Hodnota / charakteristika: ; Technické vlastnosti: materiál, Hodnota / charakteristika: plast","Technické vlastnosti: množstvo, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 20; Technické vlastnosti: objem, Jednotka: l, Minimum: , Maximum: , Presná hodnota: 60","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","ČSA 7","6.7.2021 8:00:00","9.7.2021 11:00:00","","súhrn požadovaného množstva","1,0000","6600,000","Kúpna zmluva","False","Cena s DPH","1.7.2021 11:00:00","231","6600,000","5500,000","20,000","6600,000","0,000","1","1","1.7.2021 11:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=32ed45a7-8815-4533-9e8a-eb0bbdcfccef","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=3f726e43-ee8b-45e3-8381-5b5d92ae5d63","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=0872afe7-1b98-4eec-933d-851439cd336d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=748987e9-4deb-49e9-8bcd-be6838cb43c1","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=2f26ac49-f6bd-454d-9eba-2f5ebff26de9","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=524d49d4-50aa-4346-95f1-5d79b1808008","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=f38c0a4f-92c1-4a22-9f00-f3d47bbb529f","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=b8cc8081-f4eb-43ff-87de-44bfa8e9ca2b","47462752","Slovenská republika","","","Bardejov","08501","Priemyselná 1454/4","","","","","",
"Z202112899","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/306656","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. a)","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","16.6.2021 15:11:56","1.7.2021 11:38:00","Ostatné interiérové vybavenie","","","","","Presklená kovová uzamykateľná skrinka na kľúče, závesná na stenu. Uloženie kľúčov od miestností.","Technické vlastnosti: Ku každému háčiku plastová vysačka s krúžkom., Hodnota / charakteristika: ","Technické vlastnosti: počet, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 6; Technické vlastnosti: Rozmery - výška, Jednotka: cm, Minimum: 50, Maximum: 70, Presná hodnota: ; Technické vlastnosti: Rozmery - šírka, Jednotka: cm, Minimum: 30, Maximum: 47, Presná hodnota: ; Technické vlastnosti: Rozmery - hĺbka, Jednotka: cm, Minimum: 3, Maximum: 11, Presná hodnota: ; Technické vlastnosti: Počet háčikov - kľučov, Jednotka: ks, Minimum: 50, Maximum: 60, Presná hodnota: ","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","ČSA 7","6.7.2021 8:00:00","9.7.2021 11:00:00","","súhrn požadovaného množstva","1,0000","6600,000","Kúpna zmluva","False","Cena s DPH","1.7.2021 11:00:00","231","6600,000","5500,000","20,000","6600,000","0,000","1","1","1.7.2021 11:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=32ed45a7-8815-4533-9e8a-eb0bbdcfccef","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=3f726e43-ee8b-45e3-8381-5b5d92ae5d63","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=0872afe7-1b98-4eec-933d-851439cd336d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=748987e9-4deb-49e9-8bcd-be6838cb43c1","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=2f26ac49-f6bd-454d-9eba-2f5ebff26de9","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=524d49d4-50aa-4346-95f1-5d79b1808008","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=f38c0a4f-92c1-4a22-9f00-f3d47bbb529f","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=b8cc8081-f4eb-43ff-87de-44bfa8e9ca2b","47462752","Slovenská republika","","","Bardejov","08501","Priemyselná 1454/4","","","","","",
"Z202112899","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/306656","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. a)","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","16.6.2021 15:11:56","1.7.2021 11:38:00","Ostatné interiérové vybavenie","","","","","Nástenné hodiny.","Technické vlastnosti: Farba, Hodnota / charakteristika: biely podklad čierny číselník; Technické vlastnosti: Typ číslic, Hodnota / charakteristika: Arabské číslice; Technické vlastnosti: Napájanie, Hodnota / charakteristika: 1 X AA batéria","Technické vlastnosti: Priemer hodín, Jednotka: cm, Minimum: 25, Maximum: 30, Presná hodnota: ; Technické vlastnosti: Počet, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 100","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","ČSA 7","6.7.2021 8:00:00","9.7.2021 11:00:00","","súhrn požadovaného množstva","1,0000","6600,000","Kúpna zmluva","False","Cena s DPH","1.7.2021 11:00:00","231","6600,000","5500,000","20,000","6600,000","0,000","1","1","1.7.2021 11:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=32ed45a7-8815-4533-9e8a-eb0bbdcfccef","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=3f726e43-ee8b-45e3-8381-5b5d92ae5d63","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=0872afe7-1b98-4eec-933d-851439cd336d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=748987e9-4deb-49e9-8bcd-be6838cb43c1","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=2f26ac49-f6bd-454d-9eba-2f5ebff26de9","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=524d49d4-50aa-4346-95f1-5d79b1808008","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=f38c0a4f-92c1-4a22-9f00-f3d47bbb529f","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=b8cc8081-f4eb-43ff-87de-44bfa8e9ca2b","47462752","Slovenská republika","","","Bardejov","08501","Priemyselná 1454/4","","","","","",
"Z202112899","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/306656","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. a)","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","16.6.2021 15:11:56","1.7.2021 11:38:00","Ostatné interiérové vybavenie","","","","","Ukazovateľ presného času v spoločných priestoroch.","Technické vlastnosti: Presný čas riadený rádiovým signálom DCF • Automatické nastavenie letného/zimného času, Hodnota / charakteristika: ; Technické vlastnosti: Farba, Hodnota / charakteristika: biely podklad čierny číselník, strieborný (hliníkový rám); Technické vlastnosti: Typ číslic, Hodnota / charakteristika: Arabské číslice; Technické vlastnosti: Napájanie, Hodnota / charakteristika: 1 X AA batéria","Technické vlastnosti: Priemer hodín, Jednotka: cm, Minimum: 45, Maximum: 55, Presná hodnota: ; Technické vlastnosti: Počet, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 5","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","ČSA 7","6.7.2021 8:00:00","9.7.2021 11:00:00","","súhrn požadovaného množstva","1,0000","6600,000","Kúpna zmluva","False","Cena s DPH","1.7.2021 11:00:00","231","6600,000","5500,000","20,000","6600,000","0,000","1","1","1.7.2021 11:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=32ed45a7-8815-4533-9e8a-eb0bbdcfccef","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=3f726e43-ee8b-45e3-8381-5b5d92ae5d63","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=0872afe7-1b98-4eec-933d-851439cd336d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=748987e9-4deb-49e9-8bcd-be6838cb43c1","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=2f26ac49-f6bd-454d-9eba-2f5ebff26de9","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=524d49d4-50aa-4346-95f1-5d79b1808008","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=f38c0a4f-92c1-4a22-9f00-f3d47bbb529f","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=b8cc8081-f4eb-43ff-87de-44bfa8e9ca2b","47462752","Slovenská republika","","","Bardejov","08501","Priemyselná 1454/4","","","","","",
"Z202112899","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/306656","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. a)","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","16.6.2021 15:11:56","1.7.2021 11:38:00","Ostatné interiérové vybavenie","","","","","Rohož na zachytávanie nečistôt.","Technické vlastnosti: Materiál, Hodnota / charakteristika: Polypropylén; Technické vlastnosti: Farba, Hodnota / charakteristika: šedá (antracit)","Technické vlastnosti: počet kusov, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 14; Technické vlastnosti: rozmer šírka, Jednotka: cm, Minimum: , Maximum: , Presná hodnota: 60; Technické vlastnosti: rozmer dĺžka, Jednotka: cm, Minimum: , Maximum: , Presná hodnota: 80","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","ČSA 7","6.7.2021 8:00:00","9.7.2021 11:00:00","","súhrn požadovaného množstva","1,0000","6600,000","Kúpna zmluva","False","Cena s DPH","1.7.2021 11:00:00","231","6600,000","5500,000","20,000","6600,000","0,000","1","1","1.7.2021 11:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=32ed45a7-8815-4533-9e8a-eb0bbdcfccef","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=3f726e43-ee8b-45e3-8381-5b5d92ae5d63","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=0872afe7-1b98-4eec-933d-851439cd336d","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=748987e9-4deb-49e9-8bcd-be6838cb43c1","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=2f26ac49-f6bd-454d-9eba-2f5ebff26de9","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=524d49d4-50aa-4346-95f1-5d79b1808008","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=f38c0a4f-92c1-4a22-9f00-f3d47bbb529f","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=b8cc8081-f4eb-43ff-87de-44bfa8e9ca2b","47462752","Slovenská republika","","","Bardejov","08501","Priemyselná 1454/4","","","","","",
