"IdentifikatorZakazky","ZakazkaUrl","StavZakazky","PouzityPostup","ObjednavatelDruh","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DatumVyhlasenia","DatumZazmluvnenia","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularFunkcnaSpecifikacia","OpisnyFormularTechnickaSpecifikaciaTextova","OpisnyFormularTechnickaSpecifikaciaCiselna","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","MaximalnaVyskaZdrojov","ZmluvnyVztah","FinancovanieEU","HodnotiaceKriterium","LehotaNaPredkladaniePonuk","PocetNotifikovanychDodavatelov","VstupnaCena","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","PocetSutaziacich","PocetPredlozenychPonuk","ZaciatokAukcie","TrvanieAukcie_Minut","PredlzovanieAukcie_Minut","ProtokolOPriebehuZadavaniaZakazky","Priloha_c1_ZmluvnyFormularZakazky","Priloha_c2_VyslednePoradieDodavatelov","Priloha_c3_Zmluva","Priloha_c4A_ZaznamOSystemovychUdalostiachZakazky","Priloha_c4B_ZaznamOSystemovychUdalostiachElektronickejAukcie","AnonymnyZmluvnyFormularZakazky","ObjednavkovyFormularZakazky","DodavatelICO","DodavatelStat","DodavatelKraj","DodavatelOkres","DodavatelObec","DodavatelPSC","DodavatelUlica","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka",
"Z20187264","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/170189","zazmluvnená","§ 110 ZVO","§ 7 ods. 1 písm. d)","Národná banka Slovenska","30844789","Slovenská republika","Bratislava - Staré Mesto","81325","Imricha Karvaša 1","15.2.2018 15:08:56","1.3.2018 10:38:00","Programové vybavenie MATLAB","moduly, systém Matlab","48461000-7 Analytický alebo vedecký softvérový balík; 72267000-4 Služby na údržbu a opravu softvéru","Tovar; Služba","","","","Technické vlastnosti: MATLAB - 1 uživatel + 1 rok update, individuál, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 2","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Imricha Karvaša 1","5.3.2018 9:00:00","16.3.2018 21:00:00","","predmet zákazky ako celok","1,0000","19400,000","Kúpna zmluva","False","Cena bez DPH","1.3.2018 10:00:00","615","19400,000","19400,000","21,000","23474,000","0,000","1","1","1.3.2018 10:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=8dd23a5e-34d0-4cf9-9d2a-bc468c0b4fb7","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=43416eb7-ba6b-4312-8557-5ab730811596","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=73881497-4fbe-4fcc-a494-07f84a255f9f","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=6d39cace-f7c2-4979-95c3-8db152590a21","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=dcad06b7-acb7-4a03-b28b-8f3f3f06515e","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=b99055d9-4847-47c5-b67f-8213361042af","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=b343de3d-5bf6-4389-8e56-6b975dbf6176","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=091bce88-2fc0-409d-95ee-ed55be0aaf69","40525872","Česká republika","","","Praha","18600","Pobřežní 20","","","","",
"Z20187264","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/170189","zazmluvnená","§ 110 ZVO","§ 7 ods. 1 písm. d)","Národná banka Slovenska","30844789","Slovenská republika","Bratislava - Staré Mesto","81325","Imricha Karvaša 1","15.2.2018 15:08:56","1.3.2018 10:38:00","Programové vybavenie MATLAB","","","","","","Technické vlastnosti: dokumentácia, Hodnota / charakteristika: len v elektronickej podobe","Technické vlastnosti: Optimization Toolbox - 1 uživatel + 1 rok update, individuál, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 2","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Imricha Karvaša 1","5.3.2018 9:00:00","16.3.2018 21:00:00","","predmet zákazky ako celok","1,0000","19400,000","Kúpna zmluva","False","Cena bez DPH","1.3.2018 10:00:00","615","19400,000","19400,000","21,000","23474,000","0,000","1","1","1.3.2018 10:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=8dd23a5e-34d0-4cf9-9d2a-bc468c0b4fb7","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=43416eb7-ba6b-4312-8557-5ab730811596","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=73881497-4fbe-4fcc-a494-07f84a255f9f","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=6d39cace-f7c2-4979-95c3-8db152590a21","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=dcad06b7-acb7-4a03-b28b-8f3f3f06515e","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=b99055d9-4847-47c5-b67f-8213361042af","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=b343de3d-5bf6-4389-8e56-6b975dbf6176","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=091bce88-2fc0-409d-95ee-ed55be0aaf69","40525872","Česká republika","","","Praha","18600","Pobřežní 20","","","","",
"Z20187264","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/170189","zazmluvnená","§ 110 ZVO","§ 7 ods. 1 písm. d)","Národná banka Slovenska","30844789","Slovenská republika","Bratislava - Staré Mesto","81325","Imricha Karvaša 1","15.2.2018 15:08:56","1.3.2018 10:38:00","Programové vybavenie MATLAB","","","","","","Technické vlastnosti: dokumentácia, Hodnota / charakteristika: len v elektronickej podobe","Technické vlastnosti: Statistics Toolbox - 1 uživatel + 1 rok update, individuál, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 2","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Imricha Karvaša 1","5.3.2018 9:00:00","16.3.2018 21:00:00","","predmet zákazky ako celok","1,0000","19400,000","Kúpna zmluva","False","Cena bez DPH","1.3.2018 10:00:00","615","19400,000","19400,000","21,000","23474,000","0,000","1","1","1.3.2018 10:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=8dd23a5e-34d0-4cf9-9d2a-bc468c0b4fb7","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=43416eb7-ba6b-4312-8557-5ab730811596","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=73881497-4fbe-4fcc-a494-07f84a255f9f","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=6d39cace-f7c2-4979-95c3-8db152590a21","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=dcad06b7-acb7-4a03-b28b-8f3f3f06515e","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=b99055d9-4847-47c5-b67f-8213361042af","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=b343de3d-5bf6-4389-8e56-6b975dbf6176","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=091bce88-2fc0-409d-95ee-ed55be0aaf69","40525872","Česká republika","","","Praha","18600","Pobřežní 20","","","","",
"Z20187264","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/170189","zazmluvnená","§ 110 ZVO","§ 7 ods. 1 písm. d)","Národná banka Slovenska","30844789","Slovenská republika","Bratislava - Staré Mesto","81325","Imricha Karvaša 1","15.2.2018 15:08:56","1.3.2018 10:38:00","Programové vybavenie MATLAB","","","","","","Technické vlastnosti: dokumentácia, Hodnota / charakteristika: len v elektronickej podobe","Technické vlastnosti: Financial Toolbox - 1 uživatel + 1 rok update, individuál, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 1","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Imricha Karvaša 1","5.3.2018 9:00:00","16.3.2018 21:00:00","","predmet zákazky ako celok","1,0000","19400,000","Kúpna zmluva","False","Cena bez DPH","1.3.2018 10:00:00","615","19400,000","19400,000","21,000","23474,000","0,000","1","1","1.3.2018 10:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=8dd23a5e-34d0-4cf9-9d2a-bc468c0b4fb7","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=43416eb7-ba6b-4312-8557-5ab730811596","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=73881497-4fbe-4fcc-a494-07f84a255f9f","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=6d39cace-f7c2-4979-95c3-8db152590a21","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=dcad06b7-acb7-4a03-b28b-8f3f3f06515e","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=b99055d9-4847-47c5-b67f-8213361042af","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=b343de3d-5bf6-4389-8e56-6b975dbf6176","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=091bce88-2fc0-409d-95ee-ed55be0aaf69","40525872","Česká republika","","","Praha","18600","Pobřežní 20","","","","",
"Z20187264","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/170189","zazmluvnená","§ 110 ZVO","§ 7 ods. 1 písm. d)","Národná banka Slovenska","30844789","Slovenská republika","Bratislava - Staré Mesto","81325","Imricha Karvaša 1","15.2.2018 15:08:56","1.3.2018 10:38:00","Programové vybavenie MATLAB","","","","","","","Technické vlastnosti: Renewal Matlab č. licencie 1118858 (database, optimization, financial, statistical toolbox), Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 1","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Imricha Karvaša 1","5.3.2018 9:00:00","16.3.2018 21:00:00","","predmet zákazky ako celok","1,0000","19400,000","Kúpna zmluva","False","Cena bez DPH","1.3.2018 10:00:00","615","19400,000","19400,000","21,000","23474,000","0,000","1","1","1.3.2018 10:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=8dd23a5e-34d0-4cf9-9d2a-bc468c0b4fb7","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=43416eb7-ba6b-4312-8557-5ab730811596","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=73881497-4fbe-4fcc-a494-07f84a255f9f","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=6d39cace-f7c2-4979-95c3-8db152590a21","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=dcad06b7-acb7-4a03-b28b-8f3f3f06515e","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=b99055d9-4847-47c5-b67f-8213361042af","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=b343de3d-5bf6-4389-8e56-6b975dbf6176","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=091bce88-2fc0-409d-95ee-ed55be0aaf69","40525872","Česká republika","","","Praha","18600","Pobřežní 20","","","","",
"Z20187264","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/170189","zazmluvnená","§ 110 ZVO","§ 7 ods. 1 písm. d)","Národná banka Slovenska","30844789","Slovenská republika","Bratislava - Staré Mesto","81325","Imricha Karvaša 1","15.2.2018 15:08:56","1.3.2018 10:38:00","Programové vybavenie MATLAB","","","","","","","Technické vlastnosti: Renewal Matlab č. licencie 1074859 (database, optimization toolbox), Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 1","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Imricha Karvaša 1","5.3.2018 9:00:00","16.3.2018 21:00:00","","predmet zákazky ako celok","1,0000","19400,000","Kúpna zmluva","False","Cena bez DPH","1.3.2018 10:00:00","615","19400,000","19400,000","21,000","23474,000","0,000","1","1","1.3.2018 10:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=8dd23a5e-34d0-4cf9-9d2a-bc468c0b4fb7","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=43416eb7-ba6b-4312-8557-5ab730811596","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=73881497-4fbe-4fcc-a494-07f84a255f9f","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=6d39cace-f7c2-4979-95c3-8db152590a21","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=dcad06b7-acb7-4a03-b28b-8f3f3f06515e","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=b99055d9-4847-47c5-b67f-8213361042af","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=b343de3d-5bf6-4389-8e56-6b975dbf6176","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=091bce88-2fc0-409d-95ee-ed55be0aaf69","40525872","Česká republika","","","Praha","18600","Pobřežní 20","","","","",
"Z20187264","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/170189","zazmluvnená","§ 110 ZVO","§ 7 ods. 1 písm. d)","Národná banka Slovenska","30844789","Slovenská republika","Bratislava - Staré Mesto","81325","Imricha Karvaša 1","15.2.2018 15:08:56","1.3.2018 10:38:00","Programové vybavenie MATLAB","","","","","","","Technické vlastnosti: Renewal Matlab č. licencie 40553377 (database, optimization toolbox), Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 1","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Imricha Karvaša 1","5.3.2018 9:00:00","16.3.2018 21:00:00","","predmet zákazky ako celok","1,0000","19400,000","Kúpna zmluva","False","Cena bez DPH","1.3.2018 10:00:00","615","19400,000","19400,000","21,000","23474,000","0,000","1","1","1.3.2018 10:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=8dd23a5e-34d0-4cf9-9d2a-bc468c0b4fb7","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=43416eb7-ba6b-4312-8557-5ab730811596","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=73881497-4fbe-4fcc-a494-07f84a255f9f","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=6d39cace-f7c2-4979-95c3-8db152590a21","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=dcad06b7-acb7-4a03-b28b-8f3f3f06515e","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=b99055d9-4847-47c5-b67f-8213361042af","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=b343de3d-5bf6-4389-8e56-6b975dbf6176","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=091bce88-2fc0-409d-95ee-ed55be0aaf69","40525872","Česká republika","","","Praha","18600","Pobřežní 20","","","","",
"Z20187264","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/170189","zazmluvnená","§ 110 ZVO","§ 7 ods. 1 písm. d)","Národná banka Slovenska","30844789","Slovenská republika","Bratislava - Staré Mesto","81325","Imricha Karvaša 1","15.2.2018 15:08:56","1.3.2018 10:38:00","Programové vybavenie MATLAB","","","","","","","Technické vlastnosti: Renewal Matlab č. licencie 40553378 (database, optimization toolbox), Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 1","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Imricha Karvaša 1","5.3.2018 9:00:00","16.3.2018 21:00:00","","predmet zákazky ako celok","1,0000","19400,000","Kúpna zmluva","False","Cena bez DPH","1.3.2018 10:00:00","615","19400,000","19400,000","21,000","23474,000","0,000","1","1","1.3.2018 10:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=8dd23a5e-34d0-4cf9-9d2a-bc468c0b4fb7","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=43416eb7-ba6b-4312-8557-5ab730811596","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=73881497-4fbe-4fcc-a494-07f84a255f9f","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=6d39cace-f7c2-4979-95c3-8db152590a21","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=dcad06b7-acb7-4a03-b28b-8f3f3f06515e","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=b99055d9-4847-47c5-b67f-8213361042af","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=b343de3d-5bf6-4389-8e56-6b975dbf6176","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=091bce88-2fc0-409d-95ee-ed55be0aaf69","40525872","Česká republika","","","Praha","18600","Pobřežní 20","","","","",
"Z20187264","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/170189","zazmluvnená","§ 110 ZVO","§ 7 ods. 1 písm. d)","Národná banka Slovenska","30844789","Slovenská republika","Bratislava - Staré Mesto","81325","Imricha Karvaša 1","15.2.2018 15:08:56","1.3.2018 10:38:00","Programové vybavenie MATLAB","","","","","","","Technické vlastnosti: Renewal Matlab č. licencie 40553379, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 1","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Imricha Karvaša 1","5.3.2018 9:00:00","16.3.2018 21:00:00","","predmet zákazky ako celok","1,0000","19400,000","Kúpna zmluva","False","Cena bez DPH","1.3.2018 10:00:00","615","19400,000","19400,000","21,000","23474,000","0,000","1","1","1.3.2018 10:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=8dd23a5e-34d0-4cf9-9d2a-bc468c0b4fb7","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=43416eb7-ba6b-4312-8557-5ab730811596","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=73881497-4fbe-4fcc-a494-07f84a255f9f","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=6d39cace-f7c2-4979-95c3-8db152590a21","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=dcad06b7-acb7-4a03-b28b-8f3f3f06515e","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=b99055d9-4847-47c5-b67f-8213361042af","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=b343de3d-5bf6-4389-8e56-6b975dbf6176","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=091bce88-2fc0-409d-95ee-ed55be0aaf69","40525872","Česká republika","","","Praha","18600","Pobřežní 20","","","","",
"Z20187264","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/170189","zazmluvnená","§ 110 ZVO","§ 7 ods. 1 písm. d)","Národná banka Slovenska","30844789","Slovenská republika","Bratislava - Staré Mesto","81325","Imricha Karvaša 1","15.2.2018 15:08:56","1.3.2018 10:38:00","Programové vybavenie MATLAB","","","","","","","Technické vlastnosti: Renewal Matlab č. licencie 1118855 (statistical toolbox), Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 1","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Imricha Karvaša 1","5.3.2018 9:00:00","16.3.2018 21:00:00","","predmet zákazky ako celok","1,0000","19400,000","Kúpna zmluva","False","Cena bez DPH","1.3.2018 10:00:00","615","19400,000","19400,000","21,000","23474,000","0,000","1","1","1.3.2018 10:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=8dd23a5e-34d0-4cf9-9d2a-bc468c0b4fb7","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=43416eb7-ba6b-4312-8557-5ab730811596","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=73881497-4fbe-4fcc-a494-07f84a255f9f","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=6d39cace-f7c2-4979-95c3-8db152590a21","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=dcad06b7-acb7-4a03-b28b-8f3f3f06515e","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=b99055d9-4847-47c5-b67f-8213361042af","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=b343de3d-5bf6-4389-8e56-6b975dbf6176","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=091bce88-2fc0-409d-95ee-ed55be0aaf69","40525872","Česká republika","","","Praha","18600","Pobřežní 20","","","","",
