"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia",
"Z20183152","Z20183152_Z","Ústav na výkon trestu odňatia slobody","00738328","Slovenská republika","Banská Bystrica","97405","Sládkovičova 80","BETRIX, s.r.o.","34101110","Slovenská republika","Dubnica nad Váhom","01841","Lieskovec 583/9","Kúpna zmluva","Chemikálie na doúpravu vody","24962000-5 Chemikálie na úpravu vody;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","Sládkovičova 80","5.2.2018 8:00:00","7.2.2018 13:00:00","","l","10,0000","182,130","20,000","218,560","0,000","1.2.2018 8:38:00",
"Z20183138","Z20183138_Z","Univerzitná nemocnica L. Pasteura Košice","00606707","Slovenská republika","Košice","04190","Rastislavova 43","S.T.C. spol. s r.o.","31345115","Slovenská republika","Bratislava","82104","Galvaniho 16","Kúpna zmluva","Tanier, príbory, poháre, tácky, džbány","39221100-8 Kuchynské potreby;39221120-4 Šálky a poháre;39221210-2 Taniere;39240000-6 Príbor","Tovar;Služba","","Slovenská republika","Košický","Košice IV","Košice - mestská časť Juh","Rastislavova 43 , 040 01 Košice ","5.2.2018 11:00:00","9.2.2018 11:01:00","","ks","1722,0000","920,000","20,000","1104,000","240,000","1.2.2018 9:26:00",
"Z20183142","Z20183142_Z","Spojená škola","00158615","Slovenská republika","Žilina","01009","Hlavná 2","Perfect Distribution a. s. - organizačná zložka","47719150","Slovenská republika","Kočovce","91631","Kočovce 244","Kúpna zmluva","Dezinfekcia rúk, nástrojov a povrchov","33000000-0 Zdravotnícke vybavenie, farmaceutický materiál a výrobky osobnej starostlivosti;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Žilina","Bytčica","Hlavná 2","8.2.2018 9:00:00","9.2.2018 9:00:00","","ks","5,0000","108,330","20,000","130,000","33,000","1.2.2018 9:34:00",
"Z20182387","Z20182387_Z","Slovenský hydrometeorologický ústav","00156884","Slovenská republika","Bratislava","833 15","Jeséniova 17","KESTLER spol. s r.o.","17325579","Slovenská republika","Bratislava","82107","Krajinská cesta 12","Kúpna zmluva","Nákup nového terénneho motorového vozidla Dacia Duster (alebo ekvivalent)","34110000-1 Osobné automobily;34115200-8 Motorové vozidlá na prepravu menej než 10 osôb;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Jeséniova 17","5.2.2018 8:00:00","19.2.2018 12:00:00","","ks","3,0000","44826,670","20,000","53792,010","0,000","1.2.2018 9:38:00",
"Z20183201","Z20183201_Z","Dopravný podnik mesta Košice, akciová spoločnosť","31701914","Slovenská republika","Košice","04329","Bardejovská 6","Lucia Rošková R-interiér","41192516","Slovenská republika","Zvolen","96001","M. R. Štefánika 2588/33","Kúpna zmluva","Farby,riedidlá a príslušenstvo","44800000-8 Náterové farby, laky a tmely;44832200-3 Riedidlá;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","Slovenská republika","Košický","Košice","Košice","Bardejovská 6 ","","","7.2.2018 9:00:00","kg,l,ks","79,0000","210,000","20,000","252,000","31,160","1.2.2018 9:38:00",
"Z20183621","Z20183621_Z","Univerzita Pavla Jozefa Šafárika v Košiciach","00397768","Slovenská republika","Košice","04180","Šrobárova 2","BIOTECH s.r.o.","35768444","Slovenská republika","Bratislava","84105","Kresánkova 12","Kúpna zmluva","Proteíny, enzýmy","24965000-6 Enzýmy;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice","Košice","Trieda SNP č. 1","13.2.2018 8:00:00","20.2.2018 14:00:00","","bal","1,0000","206,000","20,000","247,200","0,000","1.2.2018 9:38:00",
"Z20183631","Z20183631_Z","Psychiatrická nemocnica Hronovce","00607266","Slovenská republika","Hronovce","93561","Dr. J. Zelenyáka 65 ","Lohmann & Rauscher, s.r.o","31347827","Slovenská republika","Bratislava","83103","Jarošova 1","Kúpna zmluva","Jednorázové plienky pre dospelých, Nohavičky  plienkové pre dospelých, Ochranný kožný krém, Čistiaca pena ","33700000-7 Predmety osobnej starostlivosti;33751000-9 Jednorazové plienky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Nitriansky","Levice","Hronovce","ul.Dr. Jána Zelenyáka 65","13.2.2018 8:00:00","12.2.2019 8:04:00","","celok","1,0000","6545,450","10,000","7200,000","805,910","1.2.2018 9:38:00",
"Z20183652","Z20183652_Z","Technická univerzita vo Zvolene","00397440","Slovenská republika","Zvolen","96053","T. G. Masaryka 24","Lucia Rošková R-interiér","41192516","Slovenská republika","Zvolen","96001","M. R. Štefánika 2588/33","Kúpna zmluva","Náterové farby, laky ","44810000-1 Náterové farby;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Zvolen","Zvolen","T.G. Masaryka 24","8.2.2018 8:00:00","13.2.2018 14:00:00","","súbor podľa technickej špecifikácie","1,0000","104,170","20,000","125,000","11,990","1.2.2018 9:48:00",
"Z20183668","Z20183668_Z","Ústav materiálového výskumu Slovenskej akadémie vied","00166804","Slovenská republika","Košice","04001","Watsonova 47","Letecká agentúra SKYTRAVEL s.r.o.","36667234","Slovenská republika","Košice","04001","Letná 45","Kúpna zmluva","Spiatočná letenka  ","60400000-2 Letecké dopravné služby;60410000-5 Pravidelné letecké dopravné služby","Služba","","Slovenská republika","Košický","Košice I","Košice - mestská časť Sever","Watsonova 47","","","12.2.2018 9:20:00","kpl","1,0000","567,000","0,000","567,000","33,000","1.2.2018 9:58:00",
"Z20183672","Z20183672_Z","Ústav materiálového výskumu Slovenskej akadémie vied","00166804","Slovenská republika","Košice","04001","Watsonova 47","SIGMA-ALDRICH spol. s r. o. - organizačná zložka","44613385","Slovenská republika","Bratislava - mestská časť Staré Mesto","81006","Dvořákovo nábrežie 4 ","Kúpna zmluva","Chemikálie ","24310000-0 Základné anorganické chemikálie;24500000-9 Plasty v primárnych formách;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice I","Košice - mestská časť Sever","Watsonova 47","","","2.3.2018 9:20:00","kpl","1,0000","577,920","20,000","693,500","0,000","1.2.2018 9:58:00",
