"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia",
"Z201611183","Z201611183_Z","Ústav na výkon trestu odňatia slobody pre mladistvých","00738361","Slovenská republika","Sučany","03852","Družstevná 1611/2","REMPO UNIVERS EU, s.r.o. ","47619511","Slovenská republika","Košice","04011","Trieda SNP 90/341","Kúpna zmluva","Poťahová látka","19210000-1 Tkaniny;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Žilinský","Martin","Sučany","Družstevná 1611/2","1.8.2016 7:30:00","4.8.2016 14:00:00","","bal","1,0000","830,800","20,000","996,960","0,000","25.7.2016 10:38:03",
"Z201613649","Z201613649_Z","Národný ústav tuberkulózy, pľúcnych chorôb a hrudníkovej chirurgie Vyšné Hágy","00227811","Slovenská republika","Vyšné Hágy","05984","1","mediatip.sk, s. r. o.","36013978","Slovenská republika","Dubnica nad Váhom","01841","Bratislavská 432/7","Kúpna zmluva","PC-pracovné stanice","30214000-2 Pracovné stanice;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Prešovský","Poprad","Vyšné Hágy","","","","20.7.2016 11:30:00","ks","4,0000","1309,990","20,000","1571,990","290,000","8.7.2016 12:38:00",
"Z201613806","Z201613806_Z","Národný žrebčín ""Topoľčianky"" štátny podnik","31447708","Slovenská republika","Topoľčianky","95193","Parková 13","ENSOFT s.r.o.","46386394","Slovenská republika","Nové Zámky","94001","Hviezdoslavova 927/25","Zmluva o dielo","Sójový extrahovaný šrot","15413100-7 Pokrutiny","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Nitriansky","Zlaté Moravce","Žikava","Žikava","","","15.7.2016 12:00:00","tony","25,0000","10000,000","20,000","12000,000","0,000","6.7.2016 12:38:00",
"Z201613836","Z201613836_Z","Správa ciest Trenčianskeho samosprávneho kraja","37915568","Slovenská republika","Trenčín","91105","Brnianska 3","SLOVDEKRA s.r.o.","31324797","Slovenská republika","Bratislava","84101","Polianky 19","Rámcová dohoda","STK a EK","71631200-2 Technická inšpekcia automobilov;71356100-9 Technická kontrola","Služba","27. Ostatné služby","Slovenská republika","Trenčiansky","","","","","","","ks","113,0000","3130,500","20,000","3756,600","1,500","7.7.2016 14:13:00",
"Z201614107","Z201614107_Z","Žilinská univerzita v Žiline","00397563","Slovenská republika","Žilina","01026","Univerzitná 8215/1","EURO MEDIA Košice, s.r.o. ","31608426","Slovenská republika","Košice","04001","Rastislavova 104","Kúpna zmluva","Tonerové náplne","30125100-2 Tonerové náplne;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Žilinský","Žilina","Žilina","Univerzitná 8215/1","","","19.7.2016 12:00:00","Komplet sada","1,0000","539,800","20,000","647,760","20,200","8.7.2016 12:40:00",
"Z201614108","Z201614108_Z","Ústredie práce, sociálnych vecí a rodiny","30794536","Slovenská republika","Bratislava","81267","Špitálska 8","Súkromná bezpečnostná služba SHIELD, spol. s r.o.","36208922","Slovenská republika","Michalovce","07101","Ľudovíta Štúra 70","Zmluva o poskytovaní služieb","Strážna a informačná služba/SBS PD","70331100-1 Služby pri správe zariadení (inštitúcií);79713000-5 Strážne služby;79714000-2 Dozor;98000000-3 Iné služby pre verejnosť, sociálne služby a služby jednotlivcom;98341120-2 Vrátnik;98341140-8 Správcovské služby","Služba","23. Vyšetrovacie a bezpečnostné služby okrem služieb obrnených automobilov ","Slovenská republika","Trenčiansky","Prievidza","Prievidza","Šumperská 1","1.8.2016 6:00:00","31.12.2017 18:00:00","","počet objektov na stráženie","1,0000","13763,890","20,000","16516,670","4051,330","13.7.2016 8:03:04",
"Z201614598","Z201614598_Z","Mesto Piešťany","612031","Slovenská republika","Piešťany","92145","Námestie SNP č. 3","RM Gastro - JAZ s. r. o. ","34153004","Slovenská republika","Nové Mesto nad Váhom","91501","Rybárska 1","Kúpna zmluva","Veľkokuchynské sporáky a kombinované sporáky","39221000-7 Kuchynské vybavenie;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Trnavský","Piešťany","Piešťany","Ružová 2, Detvianska 46, Valová 40","18.7.2016 8:21:00","21.7.2016 8:22:00","","komplet","1,0000","6250,000","20,000","7500,000","1500,000","1.7.2016 14:08:00",
"Z201614839","Z201614839_Z","Národné lesnícke centrum","42001315","Slovenská republika","Zvolen","96092","T.G.Masaryka 22","Miroslav Varešák","45406910","Slovenská republika","Dolný Kubín","02601","Na Sihoti 1157/11","Zmluva o dielo","Rekonštrukcia v budove  verejného obstarávateľa - maľovanie","45442100-8 Maliarske a natieračské práce;60000000-8 Dopravné služby (bez prepravy odpadu);90500000-2 Služby súvisiace s likvidáciou odpadu a odpadom","Stavebná práca;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Banskobystrický","Zvolen","Zvolen","Sokolská 2","7.7.2016 10:00:00","28.7.2016 15:00:00","","súbor (podľa funkčnej a technickej špecifikácie)","1,0000","8800,000","","8800,000","2572,400","1.7.2016 10:03:00",
"Z201615555","Z201615555_Z","Národný onkologický ústav","00165336","Slovenská republika","Bratislava","83110","Klenová 1","HARTMANN- RICO spol. s r.o.","31351361","Slovenská republika","Bratislava","85101","Einsteinova 24","Kúpna zmluva","Dezinfekcia na ruky -alkoholový dezinfekčný prostriedok .","24455000-8 Dezinfekčné prostriedky;33741300-9 Dezinfekčné prostriedky na ruky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Klenová 1","25.7.2016 8:00:00","27.7.2016 8:00:00","","ks","160,0000","580,000","","","85,600","13.7.2016 10:08:00",
"Z201615573","Z201615573_Z","Národný bezpečnostný úrad","36061701","Slovenská republika","Bratislava","85007","Budatínska 30","Tamás Lovasz - TL Holding","47414952","Slovenská republika","Imeľ","94652","Hurbanovská 386/23","Kúpna zmluva","Interaktívna tabuľa s príslušenstvom","30195000-2 Tabule;38652120-7 Videoprojektory;48300000-1 Softvérový balík na vytváranie dokumentov, kreslenie, vytváranie obrázkov, harmonogramov a zlepšovanie produktivity;60000000-8 Dopravné služby (bez prepravy odpadu);30192124-6 Fixky","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava V","Bratislava - mestská časť Petržalka","Budatínska 30","14.7.2016 10:00:00","18.7.2016 13:00:00","","celá zákazka","1,0000","1166,670","20,000","1400,010","69,990","4.7.2016 9:38:00",
"Z201615621","Z201615621_Z","Národný bezpečnostný úrad","36061701","Slovenská republika","Bratislava","85007","Budatínska 30","OFFICE STAR, s.r.o.","46323546","Slovenská republika","Bratislava","83104","Šancová 63/3568","Kúpna zmluva","Ručné skenery (skenovacie perá)","30216110-0 Skenery na používanie s počítačom","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava V","Bratislava - mestská časť Petržalka","Budatínska 30","14.7.2016 10:00:00","18.7.2016 13:00:00","","celá zákazka","1,0000","875,000","20,000","1050,000","0,000","4.7.2016 10:38:00",
"Z201615745","Z201615745_Z","Technické služby mesta Levoča","35528052","Slovenská republika","Levoča","05401","Hradby 2","ŠTÝL - IVANOV s.r.o.","36498548","Slovenská republika","Vyšný Kazimír","09409","23","Kúpna zmluva","Nákup novej teleskopickej pracovnej plošiny GSR E 179T na automobilovom podvozku Nissan Cabstar 35.12 alebo ekvivalent","34134100-6 Plošinové nákladné automobily;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Prešovský","Levoča","Levoča","Kežmarská cesta 65","13.7.2016 14:56:00","31.8.2016 15:00:00","","ks","1,0000","58320,000","20,000","69984,000","13,000","6.7.2016 10:38:00",
"Z201615779","Z201615779_Z","Obec Zlaté Klasy","00305839","Slovenská republika","Zlaté Klasy","93039","Poštová 550","JRK Waste Management s. r. o.","45423237","Slovenská republika","Bratislava","811 09","Grosslingova 17","Kúpna zmluva","Kompostéry, elektrický kompostér","39234000-1 Škatule na kompost;60000000-8 Dopravné služby (bez prepravy odpadu);77120000-7 Kompostovanie","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Trnavský","Dunajská Streda","Zlaté Klasy","Poštová 550","11.7.2016 8:47:00","19.7.2016 8:47:00","","položka","3,0000","16666,660","20,000","19999,990","0,000","6.7.2016 9:28:00",
"Z201615813","Z201615813_Z","Nemocnica Poprad, a. s.","36513458","Slovenská republika","Poprad","05845","Banícka 803/28","MEDICAL GROUP SK a. s.","31708030","Slovenská republika","Bratislava","83104","Trnavská cesta 27/B","Kúpna zmluva","Artroskopický punch","33169000-2 Chirurgické nástroje","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Prešovský","Poprad","Poprad","","19.7.2016 10:21:00","19.7.2017 10:22:00","","ks","10,0000","10489,000","10,000","11537,900","2501,000","7.7.2016 11:10:00",
"Z201615878","Z201615878_Z","Ústav na výkon trestu odňatia slobody","00738328","Slovenská republika","Banská Bystrica","97405","Sládkovičova 80","ACAPO,s.r.o.","36414123","Slovenská republika","Žilina","01001","Sasinková 1","Kúpna zmluva","Osobné ochranné pracovné prostriedky","18110000-3 Pracovné odevy;18140000-2 Doplnky pracovných odevov;18830000-6 Ochranná obuv;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Banskobystrický","Zvolen","Kováčová","Bienska dolina 27","","","6.7.2016 8:00:00","bal.","1,0000","454,270","20,000","545,130","24,870","1.7.2016 17:28:00",
"Z201615880","Z201615880_Z","Ústav na výkon trestu odňatia slobody","00738328","Slovenská republika","Banská Bystrica","97405","Sládkovičova 80","Ing. Petra Spišáková - Majster Papier","46340998","Slovenská republika","Dunajská Lužná","90042","Kvetná 861/1","Kúpna zmluva","Čistiace prostriedky, čistiace pomôcky","18424300-0 Jednorazové rukavice;33141420-0 Chirurgické rukavice;33741100-7 Čistiace prostriedky na ruky;33770000-8 Papierové hygienické výrobky;39800000-0 Čistiace a leštiace výrobky;39822000-0 Žieravé čistiace prostriedky;39830000-9 Čistiace výrobky;39831300-9 Čistiace prostriedky na podlahu;39831600-2 Čistiace prostriedky na toalety;39832000-3 Čistiace prostriedky na riad;39832100-4 Čistiaci prášok na riad;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Banskobystrický","Zvolen","Kováčová","Bienska dolina 27","","","6.7.2016 8:00:00","bal.","1,0000","1744,220","20,000","2093,060","0,000","1.7.2016 17:24:00",
"Z201615881","Z201615881_Z","Ústav na výkon trestu odňatia slobody","00738328","Slovenská republika","Banská Bystrica","97405","Sládkovičova 80","Ing. Petra Spišáková - Majster Papier","46340998","Slovenská republika","Dunajská Lužná","90042","Kvetná 861/1","Kúpna zmluva","Pracie a hygienické potreby","18424300-0 Jednorazové rukavice;33711900-6 Mydlo;39831000-6 Pracie prostriedky","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Banskobystrický","Zvolen","Kováčová","Bienska dolina 27","","","6.7.2016 8:00:00","bal.","1,0000","460,800","20,000","552,960","0,000","1.7.2016 17:08:00",
