"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia",
"Z201825736","Z201825736_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","KODRETA Štefanov spoločnosť s ručením obmedzeným skrátene: KODRETA Štefanov s.r.o.","31418171","Slovenská republika","Štefanov ","90645","Štefanov 372","Zmluva o poskytovaní služieb","Kontroly a tlakové skúšky prenosných a pojazdných HP","35111300-8 Hasiace zariadenia;50514000-1 Opravy a údržba kovových nádob;60000000-8 Dopravné služby (bez prepravy odpadu);71356100-9 Technická kontrola","Služba","","Slovenská republika","Trenčiansky","Trenčín","Nemšová","Slovenskej armády 52","13.8.2018 7:00:00","14.9.2018 13:00:00","","súbor položiek podľa tejto kúpnej zmluvy ","1,0000","5075,810","20,000","6090,970","2209,020","10.7.2018 13:08:00",
"Z201826337","Z201826337_Z","Správa mestskej zelene v Košiciach","17078202","Slovenská republika","Košice","04001","Rastislavova 79","P & L Slovakia, spol. s.r.o.","36330841","Slovenská republika","Horná Streda","916 24","Partizánska 401","Kúpna zmluva","Vyberač stromov","16600000-1 Špeciálne mechanizmy pre poľnohospodárstvo alebo lesníctvo;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice I","Košice - mestská časť Staré Mesto","Rastislavova 79","6.7.2018 10:00:00","6.9.2018 10:00:00","","ks","1,0000","20760,000","","","70,000","2.7.2018 10:38:00",
"Z201826467","Z201826467_Z","Ústav na výkon trestu odňatia slobody a Ústav na výkon väzby Leopoldov","00738271","Slovenská republika","Leopoldov","92041","Gucmanova 19/670","Tibor Varga TSV PAPIER","32627211","Slovenská republika","Lučenec","98401","Vajanského 80","Rámcová dohoda","Kancelárske potreby","30000000-9 Kancelárske a počítacie stroje, vybavenie a spotrebný materiál s výnimkou nábytku a softvérových balíkov;30141100-0 Vreckové kalkulačky;30190000-7 Rôzne kancelárske zariadenia a kancelárske potreby;30192000-1 Kancelárske potreby;30192160-0 Korektory;60000000-8 Dopravné služby (bez prepravy odpadu);30192121-5 Guľôčkové perá;30192125-3 Zvýrazňovače","Tovar;Služba","","Slovenská republika","Trnavský","Hlohovec","Leopoldov","Gucmanova 19/670","","","","celok","1,0000","7541,670","20,000","9050,000","12767,000","2.7.2018 12:01:59",
"Z201826689","Z201826689_Z","Stredná odborná škola záhradnícka Gustáva Čejku Malinovo","31817483","Slovenská republika","Malinovo","90045","Bratislavská 44","OPAlight media online s.r.o.","04102746","Česká republika","Praha","11000","Dlouhá 730/35","Rámcová dohoda","Odborné prehliadky, odborné skúšky elektrických zariadení a revízie elektrických spotrebičov a elektrického ručného náradia ","50532000-3 Opravy a údržba elektrických strojov, prístrojov a súvisiaceho vybavenia;60000000-8 Dopravné služby (bez prepravy odpadu);71630000-3 Technická inšpekcia a skúšanie;71632000-7 Technické skúšky","Služba","1. Opravy a údržba","Slovenská republika","Bratislavský","Senec","Malinovo","Bratislavská44 900 45","","","","1","1,0000","890,000","0,000","890,000","0,000","2.7.2018 13:06:00",
"Z201825506","Z201825506_Z","Trnavský samosprávny kraj","37836901","Slovenská republika","Trnava","91701","Starohájska 10","mediatip.sk, s. r. o.","36013978","Slovenská republika","Dubnica nad Váhom","01841","Bratislavská 432/7","Kúpna zmluva","Informačné a komunikačné technológie","30213100-6 Prenosné počítače;30213200-7 Tabletový počítač;30237270-2 Puzdrá na prenosné počítače;48000000-8 Softvérové balíky a informačné systémy;48761000-0 Antivírusový softvérový balík;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trnavský","Trnava","Trnava","Starohájska 10","16.7.2018 8:00:00","30.7.2018 14:00:00","","ks","7,0000","1124,160","20,000","1348,990","494,690","2.7.2018 15:57:59",
"Z201826835","Z201826835_Z","Spojená škola","42083788","Slovenská republika","Poprad","05801","Dominika Tatarku 4666/7","MB TECH BB s.r.o.","36622524","Slovenská republika","Banská Bystrica","97401","Zvolenská cesta 37","Kúpna zmluva","Interaktívne tabule s príslušenstvom.","30195000-2 Tabule;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Poprad","Poprad","Dominika Tatarku 4666/7","9.7.2018 11:20:00","13.7.2018 11:20:00","","ks","8,0000","3624,170","20,000","4349,000","1250,990","3.7.2018 12:41:59",
"Z201826899","Z201826899_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","CRYOSOFT spol. s r.o.","36578797","Slovenská republika","Košice","040 01","Boženy Němcovej 14","Kúpna zmluva","Technické plyny na laboratórne využitie vrátane prenájmu fliaš (kvapalný dusík, kyslík, acetylén pre spektrometriu, dusík ECD, oxid uhličitý, propán-bután, )","24100000-5 Plyny;24110000-8 Technické plyny;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Prievidza","Zemianske Kostoľany","Pod Horou 1","16.7.2018 13:30:00","10.12.2018 13:36:00","","podľa technickej špecifikácie","1,0000","3175,000","20,000","3810,000","0,000","9.7.2018 14:07:59",
"Z201826995","Z201826995_Z","Úrad pre dohľad nad zdravotnou starostlivosťou","30796482","Slovenská republika","Bratislava","82924","Žellova 2","KORAKO plus, s. r. o.","43959954","Slovenská republika","Partizánske","95804","Bielická 369","Rámcová dohoda","Nákup osobných ochranných pracovných prostriedkov (ďalej len ""OOPP"")","18100000-0 Pracovné odevy, špeciálne pracovné odevy a doplnky;18110000-3 Pracovné odevy;18130000-9 Špeciálne pracovné odevy;18140000-2 Doplnky pracovných odevov;18141000-9 Pracovné rukavice;18800000-7 Obuv;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava II","Bratislava - mestská časť Ružinov","Žellova 2 ","","","","mesiac","12,0000","22187,440","20,000","26624,930","0,000","2.7.2018 10:38:00",
"Z201827043","Z201827043_Z","Záhorské osvetové stredisko v Senici","36088234","Slovenská republika","Senica","90501","Vajanského 19/5","Up Slovensko, s. r. o.","31396674","Slovenská republika","Bratislava","82101","Tomášikova 23/D","Zmluva o poskytovaní služieb","Stravné poukážky","30199770-8 Stravné poukážky","Tovar","","Slovenská republika","Trnavský","Senica","Senica","Vajanského 19/5","1.8.2018 12:24:00","1.8.2020 12:25:00","","ks","4500,0000","16193,520","","16193,520","6,480","2.7.2018 12:59:59",
"Z201827301","Z201827301_Z","Stredná odborná škola polytechnická","00891894","Slovenská republika","Ružomberok","03401","Sládkovičova ulica 104","DIDACTIC Martin, s.r.o.","36374881","Slovenská republika","Martin","03601","Novomeského 5/24","Kúpna zmluva","Vybavenie odbornej učebne pneumatiky a elektropneumatiky s príslušenstvom","31600000-2 Elektrické zariadenia a prístroje;31611000-2 Elektroinštalačné súpravy;31681000-3 Elektropríslušenstvo;31710000-6 Elektronické zariadenia;31720000-9 Elektromechanické zariadenia;42121000-3 Stroje a motory na hydraulický alebo pneumatický pohon;42123000-7 Kompresory;42123610-6 Pneumatické súpravy;42124130-4 Časti pneumatických strojov;42677000-2 Časti pneumatických nástrojov;48000000-8 Softvérové balíky a informačné systémy;60000000-8 Dopravné služby (bez prepravy odpadu);80511000-9 Školenie pracovníkov","Tovar;Služba","","Slovenská republika","Žilinský","Ružomberok","Ružomberok","Sládkovičova ulica 104","1.8.2018 7:52:00","31.8.2018 7:52:00","","podľa rozpísaných položiek","1,0000","35665,000","20,000","42798,000","0,000","10.7.2018 9:37:59",
