"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia","IdStavVCrz",
"Z2022317","Z2022317_Z","Univerzitná nemocnica Bratislava","31813861","Slovenská republika","Bratislava","82101","Pažítková 4","TOPLIGHT, s.r.o.","36588831","Slovenská republika","Košice","04012","Jazerná 1826/5","Rámcová dohoda","Elektroinštalačný materiál ","31214100-0 Spínače;31221000-1 Elektrické relé;31500000-1 Osvetľovacie zariadenia a elektrické žiarovky;31531000-7 Žiarovky;31532920-9 Žiarovky a žiarivkové lampy;31651000-4 Elektroizolačná páska;44322100-4 Elektroinštalačné káble;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava","Bratislava","Ružinovská 6,  Antolská 11, Limbová 5, Mickiewziczova 13","","","","skupina produktov","1,0000","9614,000","20,000","11536,800","1886,000","1.3.2023 9:38:00","",
"Z2023907","Z2023907_Z","Žilinská univerzita v Žiline","00397563","Slovenská republika","Žilina","01026","Univerzitná 8215/1","CreoCom, s.r.o. ","36691836","Slovenská republika","Trnava","91701","Nitrianska 5","Rámcová dohoda","USB s potlačou","30234000-8 Pamäťové médiá;30234500-3 Pamäťové archivačné médiá;60000000-8 Dopravné služby (bez prepravy odpadu);79810000-5 Tlačiarenské služby","Tovar;Služba","","Slovenská republika","Žilinský","Žilina","Žilina","Univerzitná 8215/1, 010 26 Žilina, EDIS - vydavateľské centrum ŽU, blok HB, prízemie","","","","celok","1,0000","1250,000","20,000","1500,000","1214,000","1.3.2023 8:40:00","",
"Z20231093","Z20231093_Z","Správa mestskej zelene v Košiciach","17078202","Slovenská republika","Košice","04001","Rastislavova 79","PLANT SERVICE s.r.o.","35804521","Slovenská republika","Senec","90301","Hviezdoslavova 13/973","Kúpna zmluva","Dreviny pre jarnú výsadbu","03000000-1 Poľnohospodárske, farmárske, rybárske, lesnícke a súvisiace produkty;03100000-2 Poľnohospodárske a záhradnícke produkty;03120000-8 Záhradnícke produkty a škôlkarské výpestky;03121000-5 Záhradnícke produkty;03452000-3 Stromy;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice IV","Košice - mestská časť Juh","Rastislavova 79","9.3.2023 9:00:00","31.3.2023 10:00:00","","ks","296,0000","16602,000","20,000","19922,400","0,000","6.3.2023 9:38:00","",
"Z20231114","Z20231114_Z","Univerzitná nemocnica - Nemocnica svätého Michala, a. s.","44570783","Slovenská republika","Bratislava","81108","Satinského I.7770/1","SIAD Slovakia spol. s r. o.","35746343","Slovenská republika","Bratislava","83104","Rožňavská 17","Rámcová dohoda","Medicinálne a technické plyny","24100000-5 Plyny;24110000-8 Technické plyny;24111500-0 Lekárske plyny;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava","Bratislava","Satinského I.7770/1, Bratislava, Murgašova 1, Košice","","","","Súbor jednotiek definovaných v opisnom formulári","1,0000","250,000","20,000","300,000","","1.3.2023 8:38:00","",
"Z20231122","Z20231122_Z","Fakultná nemocnica s poliklinikou Žilina","17335825","Slovenská republika","Žilina","01207","ul.Vojtecha Spanyola 43","HS technology s.r.o.","52081061","Slovenská republika","Nitra","94901","Fraňa Mojtu 22","Kúpna zmluva","Kancelárske počítače a monitory 23,8“","30213300-8 Stolový počítač;30231000-7 Počítačové monitory a konzoly;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Žilina","Žilina","Vojtecha Spanyola 43","7.3.2023 7:00:00","7.9.2023 16:00:00","","súhrn položiek definovaných v techn.vlastnostiach","1,0000","41269,990","20,000","49523,990","4210,010","2.3.2023 15:08:00","",
"Z20231124","Z20231124_Z","Centrum pre liečbu drogových závislostí","37957651","Slovenská republika","Banská Bystrica","97401","Cesta k nemocnici 55","Cardiopharm spol. s r.o.","44665474","Slovenská republika","Banská Bystrica","97404","Jabloňová 29/5048","Rámcová dohoda","Lieky a liečivá","33600000-6 Farmaceutické výrobky;33612000-3 Liečivá pre funkčné gastrointestinálne poruchy;33616000-1 Vitamíny;33661300-4 Antiepileptiká;33661400-5 Liečivá proti Parkinsonovej chorobe;33661500-6 Psycholeptiká;33661600-7 Psychoanaleptiká;33675000-2 Antihistaminiká na systémové použitie;33692600-3 Galenické roztoky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","Cesta k nemocnici 55","","","","podľa rozpisu položiek","1,0000","","","14454,990","0,000","1.3.2023 10:38:00","",
"Z20231147","Z20231147_Z","Univerzita veterinárskeho lekárstva a farmácie v Košiciach","00397474","Slovenská republika","Košice","04181","Komenského 73","LABO - SK, s.r.o.","36365556","Slovenská republika","Bratislava","81102","Slávičie údolie 102/A","Rámcová dohoda","Chemikálie a špecializované chemické výrobky","24300000-7 Základné anorganické a organické chemikálie;24320000-3 Základné organické chemikálie;24950000-8 Špecializované chemické výrobky;24960000-1 Rôzne chemické výrobky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice I","Košice - mestská časť Sever","Komenského 73","","","","podľa opisu - súbor","1,0000","","","156120,000","10304,000","6.3.2023 12:22:00","",
"Z20231128","Z20231128_Z","Mesto Martin","00316792","Slovenská republika","Martin","03649","Námestie S.H. Vajanského 1","MARTEL Trade s.r.o.","44063725","Slovenská republika","Martin","03601","Robotnícka 9719","Kúpna zmluva","Dodávka a inštalácia fotovoltického lokálneho zdroja elektriny ","09331000-8 Slnečné kolektory;09331200-0 Slnečné fotoelektrické moduly;60000000-8 Dopravné služby (bez prepravy odpadu);45311000-0 Inštalácie a montáž elektrických rozvodov a zariadení","Tovar;Služba","","Slovenská republika","Žilinský","Martin","Martin","Nám. S.H. Vajanského 1","","","30.9.2023 0:00:00","súbor","1,0000","89800,000","20,000","107760,000","16346,400","2.3.2023 9:44:00","",
"Z20231177","Z20231177_Z","Ústav na výkon väzby a Ústav na výkon trestu odňatia slobody","00738255","Slovenská republika","Bratislava","81229","Chorvátska 5","KONE s.r.o.","31359884","Slovenská republika","Bratislava","82104","Galvániho 7/B ","Zmluva o poskytovaní služieb","Servis a revízie výťahov a zdvíhacích zariadení","50750000-7 Opravy a údržba výťahov;60000000-8 Dopravné služby (bez prepravy odpadu)","Služba","","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Chorvátska 5","15.3.2023 7:00:00","14.3.2026 20:00:00","","súbor","1,0000","7190,000","20,000","8628,000","10,200","3.3.2023 9:38:00","",
"Z20231190","Z20231190_Z","Detská fakultná nemocnica s poliklinikou Banská Bystrica","37957937","Slovenská republika","Banská Bystrica ","97409","Námestie L.Svobodu 4","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","31625657","Slovenská republika","Bojnice","97201","Opatovská cesta 4","Rámcová dohoda","Lieky ATC skupiny A12 - Minerálne doplnky","33617000-8 Minerálne doplnky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","Námestie L. Svobodu 4","","","","podľa rozpisu položiek","1,0000","1352,240","10,000","1487,460","254,350","2.3.2023 10:18:00","",
