"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia","IdStavVCrz",
"Z20239233","Z20239233_Z","Obec Štiavnik","00321672","Slovenská republika","Štiavnik","01355","Štiavnik 1350","T a M trans spedition, s.r.o.","34140425","Slovenská republika","Šarovce","93552","545","Kúpna zmluva","Dodávka motorovej nafty","09134100-8 Motorová nafta;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Bytča","Štiavnik","Zberný dvor v obci Štiavnik.","9/7/2023 8:00:00 AM","9/12/2023 2:00:00 PM","","liter","4000.0000","5158.330","20.000","6190.000","530.000","9/4/2023 4:20:00 PM","",
"Z20239519","Z20239519_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","Železiarstvo HAMMER, s.r.o.","36428353","Slovenská republika","Krásno nad Kysucou","02302","Kalinov 1493","Zmluva o poskytovaní služieb","Umývanie osobných motorových vozidiel","50112300-6 Umývanie osobných motorových vozidiel a podobné služby","Služba","","Slovenská republika","Žilinský","Liptovský Mikuláš","Liptovský Mikuláš","Tehelná 1108","9/14/2023 10:00:00 AM","12/29/2023 2:00:00 PM","","ks","1.0000","1737.500","20.000","2085.000","0.000","9/11/2023 10:38:00 AM","",
"Z20239917","Z20239917_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","INSEMPRE s.r.o. ","47563028","Slovenská republika","Ľubotice","08006","Bardejovská 43A","Kúpna zmluva","Prefabrikované konštrukcie a kryty","44114200-4 Betónové výrobky;44114250-9 Betónové dosky (tabule);44175000-7 Panely;45223500-1 Konštrukcie zo železobetónu;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Nitriansky","Topoľčany","Topoľčany","Tovarnícka1249","9/25/2023 3:12:00 PM","9/29/2023 3:12:00 PM","","ks","1.0000","43333.330","20.000","52000.000","38000.000","9/19/2023 4:26:00 PM","",
"Z20239683","Z20239683_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","Štefan Nagy - FAN – AUTO ","32529597","Slovenská republika","Košice","04001","Južná trieda 66 ","Kúpna zmluva","Zariadenia na manipuláciu s materiálom ","42415200-0 Pracovné vozíky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Nitriansky","Topoľčany","Topoľčany","Tovarnícka1249","9/25/2023 3:35:00 PM","9/29/2023 3:35:00 PM","","ks","1.0000","3124.980","20.000","3749.980","1027.940","9/20/2023 5:22:00 PM","",
"Z20239601","Z20239601_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","Dreamtex, s.r.o.","53688813","Slovenská republika","Moldava nad Bodvou","04501","Košická 2","Kúpna zmluva","Interiérové vybavenie - špeciálny nábytok vyrábaný na mieru","39141300-5 Skrine;39143121-0 Šatníky;39143300-9 Nábytok do obývacej izby;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Nitriansky","Topoľčany","Topoľčany","Tovarnícka1249","9/18/2023 3:30:00 PM","9/22/2023 3:30:00 PM","","ks","1.0000","12000.000","20.000","14400.000","2540.400","9/12/2023 8:58:00 AM","",
"Z20239496","Z20239496_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","OBLOK s.r.o.","36213977","Slovenská republika","Spišská Nová Ves","05201","Starosaská 11","Zmluva o dielo","Okná, dvere a súvisiace prvky","44221000-5 Okná, dvere a súvisiace prvky;44221100-6 Okná;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Nitriansky","Topoľčany","Topoľčany","Tovarnícka1249","9/18/2023 2:43:00 PM","9/22/2023 2:43:00 PM","","ks","1.0000","4665.810","20.000","5598.970","1095.270","9/7/2023 3:58:00 PM","",
"Z20239257","Z20239257_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","Radek Tykva","63942224","Česká republika","Líšnice","25210","Líšnice e.v.512","Zmluva o poskytovaní služieb","Oprava a údržba nafukovacích kompresorov k nafukovacím stanom, multifunkčným nafukovacím halám a stanom univerzálny typ TPSE .","31000000-6 Elektrické stroje, prístroje, zariadenia a spotrebný tovar; osvetlenie;50000000-5 Opravárske a údržbárske služby;50530000-9 Opravy a údržba strojov;50800000-3 Rôzne opravárske a údržbárske služby;50830000-2 Oprava odevov a textilu;60000000-8 Dopravné služby (bez prepravy odpadu)","Služba","","Slovenská republika","Nitriansky","Topoľčany","Topoľčany","Streďanská 2661/55","9/11/2023 8:40:00 AM","10/27/2023 8:40:00 AM","","Množstvá sú uvedené v opisnom formulári ","1.0000","3472.000","20.000","4166.400","0.000","9/4/2023 9:18:00 AM","",
"Z20239300","Z20239300_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","LOGART s.r.o.","35917601","Slovenská republika","Bratislava","82104","Galvaniho 16","Kúpna zmluva","Materiál na výrobu propagačných predmetov","60000000-8 Dopravné služby (bez prepravy odpadu);22462000-6 Propagačný materiál","Tovar;Služba","","Slovenská republika","Žilinský","Liptovský Mikuláš","Demänová","393","9/18/2023 8:08:00 AM","10/13/2023 8:09:00 AM","","súbor položiek","1.0000","2433.330","20.000","2920.000","1609.010","9/13/2023 10:00:00 AM","",
"Z20239701","Z20239701_Z","Mesto Komárno","00306525","Slovenská republika","Komárno","94501","Nám. gen. Klapku 1","Ing. Peter Gerši - GC Tech.","36880574","Slovenská republika","Trenčín","91101","Jilemnického 6","Kúpna zmluva","Školské potreby pre MŠ Kapitánova","22816300-6 Samolepiace poznámkové bločky;30192000-1 Kancelárske potreby;30194500-0 Písacie pomôcky;30197000-6 Drobné kancelárske vybavenie;30197300-9 Otvárače listov, zošívačky a dierovače;39241200-5 Nožnice;44812300-8 Školské farby;60000000-8 Dopravné služby (bez prepravy odpadu);30192122-2 Plniace perá;30192125-3 Zvýrazňovače","Tovar;Služba","","Slovenská republika","Nitriansky","Komárno","Komárno","Materská škola Kapitánova ul. 29","9/20/2023 8:59:00 AM","10/4/2023 8:59:00 AM","","celý predmet zákazky","1.0000","415.830","20.000","499.000","395.640","9/13/2023 9:56:00 AM","",
"Z20238379","Z20238379_Z","Trenčiansky samosprávny kraj","36126624","Slovenská republika","Trenčín","91101","K dolnej stanici 7282/20A","MIVASOFT, spol. s r.o.","36289906","Slovenská republika","Šaľa","927 01","M.R. Štefánika 67/14","Kúpna zmluva","Modernizácia odborného vzdelávania v SOŠ strojníckej Bánovce nad Bebravou - vybavenie virtuálnej 3D učebne","30200000-1 Počítačové zariadenia a spotrebný materiál;30213000-5 Osobné počítače;48190000-6 Softvérový balík pre oblasť vzdelávania;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Bánovce nad Bebravou","Bánovce nad Bebravou","Partizánska cesta 76","9/19/2023 9:00:00 AM","11/30/2023 2:00:00 PM","","celok","1.0000","77490.830","20.000","92989.000","20394.200","9/5/2023 9:52:00 AM","",
