"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia","IdStavVCrz",
"Z202017005","Z202017005_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","Štefan Nagy - FAN – AUTO ","32529597","Slovenská republika","Košice","04001","Južná trieda 66 ","Kúpna zmluva","Zariadenie a materiál na zachytávanie nebezpečných látok","35100000-5 Pohotovostné a zabezpečovacie zariadenia;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Trebišov","Trebišov","Kapitána Nálepku 1, 07501 , VÚ1101 TV","","","6.8.2020 10:34:00","bal","26,0000","350,000","20,000","420,000","428,330","3.8.2020 11:30:00","",
"Z202017008","Z202017008_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","Filson Slovakia s.r.o.","48157716","Slovenská republika","Dechtice","91953","41","Kúpna zmluva","Čistiace autopotreby","24951310-1 Pripravené tekutiny na odmrazovanie;39831240-0 Zlúčeniny na čistenie","Tovar;Služba","","Slovenská republika","Košický","Trebišov","Trebišov","Kapitána Nálepku 1, 07501 , VÚ1101 TV","","","7.8.2020 10:40:00","ks","113,0000","189,900","20,000","227,880","151,770","4.8.2020 11:39:59","",
"Z202017647","Z202017647_Z","Dopravný podnik mesta Košice, akciová spoločnosť","31701914","Slovenská republika","Košice","04329","Bardejovská 6","Steeling, s.r.o.","31720943","Slovenská republika","Košice - Západ","04011","Plzenská 8/1843","Kúpna zmluva","Náhradné diely na autobusy Sor NB12,NB18 - karoséria","34300000-0 Časti a príslušenstvo vozidiel a ich motorov;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","Slovenská republika","Košický","Košice","Košice","Hornádska 10","","","6.8.2020 13:00:00","ks","14,0000","344,000","20,000","412,800","25,000","3.8.2020 8:52:00","",
"Z202017623","Z202017623_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","Slavka Ivanová-Štýl","41803523","Slovenská republika","Vranov nad Topľou","09302","Sládkovičova 1970/12","Kúpna zmluva","Nákup motorovej kosačky","16311000-8 Kosačky trávnikov;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Michalovce","Michalovce","Užhorodská 1","10.8.2020 7:00:00","14.8.2020 14:00:00","","ks","1,0000","241,670","20,000","290,000","41,000","4.8.2020 10:54:00","",
"Z202015700","Z202015700_Z","Výskumný ústav vodného hospodárstva","00156850","Slovenská republika","Bratislava","81249","Nábr. arm. gen. L. Svobodu 5","IN SITU s. r. o.","48264261","Slovenská republika","Bratislava","81102","Malá 15","Kúpna zmluva","Visacie zámky - s univerzálnym  kľúčom -rovnaký pre všetky zámky				","44521210-3 Visiace zámky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Nábr. arm. gen. L. Svobodu 5, ","31.8.2020 8:00:00","9.10.2020 14:00:00","","celý rozsah špecifikácie","1,0000","5870,000","20,000","7044,000","0,000","6.8.2020 11:38:00","",
"Z202017677","Z202017677_Z","Dopravný podnik mesta Košice, akciová spoločnosť","31701914","Slovenská republika","Košice","04329","Bardejovská 6","Steeling, s.r.o.","31720943","Slovenská republika","Košice - Západ","04011","Plzenská 8/1843","Kúpna zmluva","Náhradné diely na autobusy Sor NB12,NB18 - Hnacie ústrojenstvo","34300000-0 Časti a príslušenstvo vozidiel a ich motorov;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","Slovenská republika","Košický","Košice","Košice","Hornádska 10","","","12.8.2020 11:00:00","ks","6,0000","1095,000","20,000","1314,000","104,040","5.8.2020 10:38:00","",
"Z202017697","Z202017697_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","HENRYSO, s.r.o.","50687115","Slovenská republika","Nitra","94901","Fraňa Mojtu 22","Kúpna zmluva","Zvukové, obrazové prostriedky a príslušenstvo","32351000-8 Príslušenstvo k zvukovým zariadeniam a videozariadeniam;38653400-1 Premietacie plátna;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Prievidza","Zemianske Kostoľany","Pod horou","6.8.2020 7:00:00","11.9.2020 13:00:00","","súbor položiek","1,0000","740,830","20,000","889,000","49,000","3.8.2020 11:14:00","",
"Z202017703","Z202017703_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","VLan s.r.o.","46118896","Slovenská republika","Slovenský Grob","90026","Rastislavova 20","Kúpna zmluva","alkoholtester a náhradné náustky pre alkohol testery CA 10 FS","38431000-5 Detekčné prístroje;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Ministerstvo obrany SR, Agentúra spravy majetku, Za kasárňou 3, 832 47 Bratislava","6.8.2020 8:00:00","7.8.2020 13:00:00","","jeden celok","1,0000","316,670","20,000","380,000","70,000","3.8.2020 13:38:00","",
"Z202017167","Z202017167_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","Ing. Ladislav Kokoška CSc. - GMB","10955216","Slovenská republika","Kapušany","08212","Hlavná 127/54","Kúpna zmluva","Osobné pracovné prostriedky - oblečenie","18221200-6 Bundy;18234000-8 Nohavice;18235000-5 Pulóvre, vesty a podobné výrobky;18235300-8 Tričká s dlhým rukávom;18312000-9 Pánske spodky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Kutozovova 8","5.8.2020 10:00:00","5.10.2020 14:00:00","","súbor položiek podľa kúpnej zmluvy","1,0000","2882,900","20,000","3459,480","0,000","4.8.2020 9:38:00","",
"Z202017324","Z202017324_Z","Gymnázium, Golianova 68, Nitra","00160261","Slovenská republika","Nitra","94901","Golianova 68","Europe Media House s.r.o.","47713399","Slovenská republika","Vranov nad Topľou","09303","Herlianska 507/54","Kúpna zmluva","Zvýšenie kvality vzdelávania na gymnáziu - Didaktické pomôcky - 2. časť - Didaktické pomôcky - príroda","39162200-7 Učebné pomôcky a zariadenia;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Nitriansky","Nitra","Nitra","Golianova 68","21.9.2020 9:00:00","21.10.2020 9:00:00","","súbor","1,0000","3710,000","0,000","3710,000","0,000","3.8.2020 8:38:00","",
