"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia","IdStavVCrz",
"Z201924951","Z201924951_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","FISHER Slovakia, spol. s r.o.","36483095","Slovenská republika","Levoča","05401","Mäsiarska 13","Kúpna zmluva","Spotrebný laboratórny materiál","33790000-4 Laboratórny, zdravotnícky alebo farmaceutický sklenený tovar;33793000-5 Sklenené výrobky pre laboratóriá;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Prievidza","Zemianske Kostoľany","Pod horou","6.9.2019 7:00:00","27.9.2019 13:00:00","","súbor jednotiek","1,0000","395,830","20,000","475,000","57,990","2.9.2019 11:04:01","",
"Z201925065","Z201925065_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","Mikrochem Trade, spol. s r.o.","35948655","Slovenská republika","Pezinok","90201","Za dráhou 33","Kúpna zmluva","Teplomery","33791000-1 Sklenené výrobky;33793000-5 Sklenené výrobky pre laboratóriá;38412000-6 Teplomery;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Prievidza","Zemianske Kostoľany","Pod horou","6.9.2019 7:00:00","4.10.2019 13:00:00","","súbor jednotiek","1,0000","225,000","20,000","270,000","121,000","3.9.2019 10:52:00","",
"Z201924969","Z201924969_Z","Štátna opera","35989327","Slovenská republika","Banská Bystrica","97473","Národná 11","LEON global s.r.o.","36284238","Slovenská republika","Pezinok","90201","Svätoplukova 15","Kúpna zmluva","čistiace,leštiace, hygienické prostriedky","39800000-0 Čistiace a leštiace výrobky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","Národná 11","","","13.9.2019 9:00:00","ks/bal","1701,0000","1750,000","20,000","2100,000","1560,000","2.9.2019 16:52:00","",
"Z201924960","Z201924960_Z","SLOVENSKÝ VODOHOSPODÁRSKY PODNIK, štátny podnik, Odštepný závod Bratislava","36022047 01","Slovenská republika","Bratislava-Karlova Ves","84217","Karloveská 2","SLOVNAFT, a.s. ","31322832","Slovenská republika","Bratislava ","82412","Vlčie hrdlo 1","Rámcová dohoda","Nákup olejov a mazív.","09210000-4 Mazacie prípravky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava IV","Bratislava - mestská časť Karlova Ves","Karloveská 2","","","","zákazka","1,0000","71399,000","20,000","85678,800","0,000","16.9.2019 9:38:00","",
"Z201925316","Z201925316_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","VLan s.r.o.","46118896","Slovenská republika","Slovenský Grob","90026","Rastislavova 20","Kúpna zmluva","Alkoholtestery a náustky","38431000-5 Detekčné prístroje;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Zvolen","Sliač","Československej armády 1","6.9.2019 7:00:00","4.10.2019 14:00:00","","Súhrn požadovaného množstva","1,0000","1084,000","20,000","1300,800","0,000","3.9.2019 10:08:00","",
"Z201925369","Z201925369_Z","Mesto Žilina","00321796","Slovenská republika","Žilina","01131","Námestie obetí komunizmu 1","ERPOS, spol. s r.o.","31588506","Slovenská republika","Žilina","01008","Vysokoškolákov 4","Zmluva o poskytovaní služieb","Prepravné služby","60000000-8 Dopravné služby (bez prepravy odpadu)","Služba","","Slovenská republika","Žilinský","Žilina","Žilina","Námestie obetí komunizmu 1","4.9.2019 13:00:00","3.9.2021 13:00:00","","ks","1,0000","17000,000","20,000","20400,000","0,000","2.9.2019 9:38:00","",
"Z201925533","Z201925533_Z","Stredisko služieb školám a školským zariadeniam Petržalka","31811485","Slovenská republika","Bratislava","85101","Bohrova 1","Ivan Hoferica - LIMAR","34653490","Slovenská republika","Prešov","08001","Pod komínom 8","Kúpna zmluva","Nákup chladiacich a mraziacich zariadení","39711100-0 Chladničky a mrazničky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava V","Bratislava - mestská časť Petržalka","Iljušinova 1,Röntgenova 16,Šustekova 33, Gessayova 31,Strečnianska 2,Ševčenkova 35,Bohrova 1,","16.9.2019 8:45:00","20.9.2019 8:45:00","","ks","8,0000","4170,780","20,000","5004,930","445,060","2.9.2019 10:40:00","",
"Z201925314","Z201925314_Z","Jadrová a vyraďovacia spoločnosť, a.s.","35946024","Slovenská republika","Bratislava","82102","Tomášikova 22","AUTOCONT s.r.o.","36396222","Slovenská republika","Bratislava","85101","Krasovského 14","Zmluva o poskytovaní služieb","Podpora licencií Oracle a Red Hat","72260000-5 Služby súvisiace so softvérom","Služba","","Slovenská republika","Bratislavský","Bratislava II","Bratislava - mestská časť Ružinov","Tomášikova 22","1.1.2020 0:00:00","13.1.2022 0:00:00","","ks","19,0000","39500,000","20,000","47400,000","0,000","2.9.2019 9:38:00","",
"Z201925597","Z201925597_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","5K, spoločnosť s ručením obmedzeným","36200883","Slovenská republika","Tvrdošín","02744","Vojtaššákova 846","Kúpna zmluva","Ručný vozík na tlakové fľaše","42415200-0 Pracovné vozíky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Prievidza","Nováky","Duklianska","30.8.2019 12:15:00","20.9.2019 12:15:00","","ks","1,0000","129,170","20,000","155,000","44,990","4.9.2019 11:48:00","",
"Z201925671","Z201925671_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","COMSIT BRATISLAVA s.r.o.","35745207","Slovenská republika","Bratislava","83106","Púchovská 12","Kúpna zmluva","Ručné nástroje s pohonom","44511000-5 Ručné nástroje;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Prievidza","Zemianske Kostoľany","Pod horou","9.9.2019 7:00:00","27.9.2019 13:00:00","","súbor jednotiek","1,0000","666,500","20,000","799,800","0,000","5.9.2019 10:38:00","",
