"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia","IdStavVCrz",
"Z201846564","Z201846564_Z","Slovenské národné múzeum","00164721","Slovenská republika","Bratislava","81006","Vajanského nábrežie 2","PhDr. Gabriela Spišáková - Majster Papier","33768897","Slovenská republika","Bratislava 5","85101","Wolkrova 5, P.O.BOX 212","Kúpna zmluva","papierové utierky","18141000-9 Pracovné rukavice;33741200-8 Krémy na ruky alebo telové mlieka;33763000-6 Papierové uteráky na ruky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Pezinok","Častá","Hrad Červený Kameň 1","","","12.11.2018 15:00:00","ks","205,0000","209,800","20,000","251,760","0,200","2.11.2018 8:24:00","2",
"Z201846152","Z201846152_Z","Mesto Lučenec","00316181","Slovenská republika","Lučenec","98401","Novohradská 1","ROAX s.r.o.","44526075","Slovenská republika","Andovce","94123","Jasná 276","Kúpna zmluva","Plynový sporák s elektrickou rúrou ","39312000-2 Zariadenia na prípravu jedál;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Lučenec","Lučenec","Ulica novohradská  1","5.11.2018 13:32:00","20.11.2018 13:33:00","","ks","1,0000","1980,000","20,000","2376,000","223,990","2.11.2018 8:24:00","2",
"Z201846576","Z201846576_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","R.M.L. TRENČÍN, s.r.o.","36349631","Slovenská republika","Trenčín","91105","Bratislavská 121/1297","Kúpna zmluva","Konzervačný materiál a tmely na leteckú techniku","24951310-1 Pripravené tekutiny na odmrazovanie;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Malacky","Kuchyňa","VÚ 1201 Kuchyňa","12.11.2018 8:48:00","26.11.2018 13:00:00","","1/5 zákazky (požadujeme len 1 ks nie 5 ks)","1,0000","401,650","20,000","481,980","0,000","2.11.2018 8:24:00","2",
"Z201846625","Z201846625_Z","Základná škola s vyučovacím jazykom maďarským","35543744","Slovenská republika","Drnava","04942","Drnava 105","OBCHOD S PALIVOM BB s.r.o.","51424843","Slovenská republika","Banská Bystrica","97405","Sládkovičova 37/A","Kúpna zmluva","Hnedé uhlie","09111100-1 Uhlie;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Rožňava","Drnava","Základná škola s VJM, Drnava č. 105","5.11.2018 9:00:00","30.4.2019 16:00:00","","t","150,0000","14342,750","20,000","17211,300","0,000","2.11.2018 8:24:01","2",
"Z201846634","Z201846634_Z","Nemocnica s poliklinikou Prievidza so sídlom v Bojniciach","17335795","Slovenská republika","Bojnice","97201","Nemocničná 2","WORLDCOLOUR, s.r.o. ","34121579","Slovenská republika","Trenčín","91101","Zlatovská 2332","Zmluva o poskytovaní služieb","Pranie a prenájom  nemocničnej bielizne","60000000-8 Dopravné služby (bez prepravy odpadu);98310000-9 Pranie a chemické čistenie","Služba","","Slovenská republika","Trenčiansky","Prievidza","Bojnice","Nemocničná 2","3.11.2018 12:00:00","2.2.2019 23:00:00","","kg","52500,0000","47000,000","20,000","56400,000","250,000","2.11.2018 8:24:01","2",
"Z201846662","Z201846662_Z","Centrum biológie rastlín a biodiverzity Slovenskej akadémie vied","00679089","Slovenská republika","Bratislava","84523","Dúbravská cesta 9","Chromservis SK s.r.o.","45515930","Slovenská republika","Bratislava","836 03","Nobelova 34","Kúpna zmluva","Magnetické miešadlo s možnosťou ohrevu 22002013","38436400-4 Magnetické trepačky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava IV","Bratislava - mestská časť Karlova Ves","Dúbravská cesta 9","5.11.2018 11:57:00","30.11.2018 11:58:00","","ks","1,0000","291,660","20,000","349,990","0,000","2.11.2018 8:24:01","2",
"Z201846617","Z201846617_Z","Slovenské národné múzeum","00164721","Slovenská republika","Bratislava","81006","Vajanského nábrežie 2","KoHa pro s.r.o.","47051141","Slovenská republika","Banská Bystrica","97405","Zvolenská cesta 63/B","Kúpna zmluva","dámska pracovná zimná bunda","18110000-3 Pracovné odevy;18221200-6 Bundy;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Pezinok","Častá","Hrad Červený Kameň 1","","","12.11.2018 15:00:00","ks","1,0000","58,970","20,000","70,770","11,020","2.11.2018 8:38:00","2",
"Z201846280","Z201846280_Z","Domov pri kríži","00641405","Slovenská republika","Bratislava","84102","Pri kríži 26","S&G - interior solutions s.r.o.","50434314","Slovenská republika","Bratislava","82108","Klincová 745","Kúpna zmluva","PVC podlahovina","44112230-9 Linoleum;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava IV","Bratislava - mestská časť Dúbravka","Pri kríži 26","7.11.2018 7:00:00","9.11.2018 11:30:00","","m2","240,0000","2599,000","20,000","3118,800","0,000","2.11.2018 8:38:00","2",
"Z201846566","Z201846566_Z","Vojenský úrad sociálneho zabezpečenia Bratislava","00802603","Slovenská republika","Bratislava","81274","Špitálska 22","Xepap, spol. s r. o.","31628605","Slovenská republika","Zvolen","96001","Jesenského 4703","Kúpna zmluva","Kancelárske potreby, kancelársky papier, obálky","30192000-1 Kancelárske potreby;30197200-8 Krúžkové viazače a spony na papier;30199200-2 Obálky, neilustrované karty a korešpondenčné lístky;30199600-6 Priehradky na kancelárske potreby;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Špitálska 22","","","6.11.2018 10:00:00","kus","30230,0000","2499,170","20,000","2999,000","1,000","2.11.2018 8:38:00","2",
"Z201846578","Z201846578_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","STC MARTIN, s.r.o.","36427993","Slovenská republika","Martin","03601","E.B.Lukáča 2","Kúpna zmluva","čistič motora, odmasťovač 500ml","39831220-4 Odmasťovacie prostriedky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Nitriansky","Nitra","Nitra","Novozámocká 1","5.11.2018 8:00:00","9.11.2018 13:00:00","","položka č.1 - 200ks, položka č.2 - 138ks","338,0000","376,670","20,000","452,010","0,000","2.11.2018 8:38:00","2",
