"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia","IdStavVCrz",
"Z20247033","Z20247033_Z","SLOVENSKÝ VODOHOSPODÁRSKY PODNIK, štátny podnik","36022047","Slovenská republika","Bratislava - mestská časť Karlova Ves","84104","Karloveská 2","RIZNER s. r. o.","46360379","Slovenská republika","Lukavica","08621","95","Rámcová dohoda","Zvárací materiál 2024","44315100-2 Príslušenstvo na zváranie;44315200-3 Zváracie materiály;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","","","","","","","","ks","119.0000","99000.000","20.000","118800.000","","9/3/2024 3:40:00 PM","",
"Z20247148","Z20247148_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava - mestská časť Nové Mesto","83247","Námestie generála Viesta 11694/2","RAMOTECH s. r. o.","52700763","Slovenská republika","Bardejov","08501","Richvald 123","Kúpna zmluva","Zariadenia na vykurovanie a ohrev vzduchu a príslušenstvo","39721310-8 Ohrievače vzduchu;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Brezno","Nemecká","Nemecká sup.č. 1023","9/9/2024 12:00:00 PM","10/11/2024 12:00:00 PM","","jeden celok","1.0000","1858.330","20.000","2230.000","650.000","9/6/2024 12:58:00 PM","",
"Z20247166","Z20247166_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava - mestská časť Nové Mesto","83247","Námestie generála Viesta 11694/2","AGROFERT, a. s., organizačná zložka Agrochémia ","36862126","Slovenská republika","Bratislava","83605","Nobelova 34","Kúpna zmluva","Postrekový herbicídny prípravok","24453000-4 Herbicídy;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Zvolen","Zvolen","Borovianska cesta 1","9/9/2024 8:00:00 AM","","","súbor","1.0000","1272.000","20.000","1526.400","1473.500","9/5/2024 9:00:00 AM","",
"Z20247180","Z20247180_Z","Trnavská univerzita so sídlom v Trnave","31825249","Slovenská republika","Trnava","91843","Hornopotočná 23","DMC, s.r.o.","36777455","Slovenská republika","Nové Zámky","94064","J. Murgaša 100","Kúpna zmluva","Tlač brožúry - FF","60000000-8 Dopravné služby (bez prepravy odpadu);79810000-5 Tlačiarenské služby","Služba","","Slovenská republika","Trnavský","Trnava","Trnava","Hornopotočná 23","9/9/2024 8:00:00 AM","9/10/2024 12:00:00 PM","","celok","1.0000","160.000","10.000","176.000","48.000","9/3/2024 9:42:00 AM","",
"Z20247224","Z20247224_Z","Sociálna poisťovňa","30807484","Slovenská republika","Bratislava","81363","29. augusta 8 - 10","AVIR, s.r.o.","36827631","Slovenská republika","Pezinok","90201","Záhumenice 15","Kúpna zmluva","Licencie Intellij IDEA","48000000-8 Softvérové balíky a informačné systémy;48100000-9 Softvérový balík pre konkrétne odvetvie;48218000-9 Softvérový balík na riadenie licencií;72261000-2 Softvérové podporné služby","Tovar","","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Ul. 29 Augusta","9/10/2024 9:00:00 AM","9/10/2025 9:00:00 AM","","ks","7.0000","3945.000","20.000","4734.000","150.000","9/4/2024 10:20:00 AM","",
"Z20247183","Z20247183_Z","Východoslovenská vodárenská spoločnosť, a.s.","36570460","Slovenská republika","Košice","04248","Komenského 50","Aquastar, s.r.o.","50344978","Slovenská republika","Oravský Podzámok","02741","Dolná Lehota 544","Kúpna zmluva","Potrubia, príruby a tvarovky pozinkované","39370000-6 Vodoinštalácie;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Michalovce","Michalovce","Hviezdoslavova 66, 071 01 Michalovce","9/9/2024 9:12:00 AM","9/20/2024 9:12:00 AM","","celok","1.0000","3100.000","20.000","3720.000","0.000","9/4/2024 9:50:00 AM","",
"Z20247192","Z20247192_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava - mestská časť Nové Mesto","83247","Námestie generála Viesta 11694/2","Štefan Nagy - FAN – AUTO","32529597","Slovenská republika","Košice - mestská časť Juh,","04001","Južná trieda 66","Kúpna zmluva","Náhradné diely motorové vozidlá","34913000-0 Rôzne náhradné diely;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Zvolen","Zvolen","Borovianska cesta 1","9/10/2024 11:16:00 AM","10/10/2024 11:16:00 AM","","Súbor (podľa technickej špecifikácie)","1.0000","3249.980","20.000","3899.980","1860.020","9/5/2024 1:24:00 PM","",
"Z20247193","Z20247193_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava - mestská časť Nové Mesto","83247","Námestie generála Viesta 11694/2","ROTEX ELEKTRO s.r.o.","36322229","Slovenská republika","Stará Turá","91601","SNP 77","Kúpna zmluva","Elektroinštalačný materiál","31681400-7 Elektrické súčiastky;31681410-0 Elektromateriály;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Martin","Martin","Československej armády 3","9/23/2024 11:21:00 AM","9/27/2024 11:21:00 AM","","zákazka","1.0000","1083.330","20.000","1300.000","320.000","9/10/2024 11:58:00 AM","",
"Z20247206","Z20247206_Z","Prešovská univerzita v Prešove","17070775","Slovenská republika","Prešov","08001","Ul. 17. novembra 15","Ultra Print, s.r.o.","31399088","Slovenská republika","Bratislava","83103","Pluhová 49","Zmluva o poskytovaní služieb","Tlačiarenské služby","60000000-8 Dopravné služby (bez prepravy odpadu);79810000-5 Tlačiarenské služby","Služba;Tovar","","Slovenská republika","Prešovský","Prešov","Prešov","ul. 17.novembra č.1, ÚRJK CJKNM","","","9/25/2024 10:00:00 AM","ks","100.0000","302.730","10.000","333.000","877.000","9/2/2024 9:56:00 AM","",
"Z20246934","Z20246934_Z","Akadémia ozbrojených síl generála Milana Rastislava Štefánika","37910337","Slovenská republika","Liptovský Mikuláš","03101","Demänová 393","airo, s. r. o.","48286621","Slovenská republika","Bratislava","82104","Ivanská cesta 30/B","Zmluva o poskytovaní služieb","Aktualizácia a SW renewal systému pre centralizované ukladanie správ a logov","72267100-0 Údržba programového vybavenia (softvér) informačných technológií","Služba","","Slovenská republika","Žilinský","Liptovský Mikuláš","Liptovský Mikuláš","Demänová 393","9/5/2024 7:00:00 AM","1/10/2026 11:59:00 PM","","zákazka","1.0000","3524.950","20.000","4229.940","0.000","9/2/2024 8:38:00 AM","",
