"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia",
"Z201817634","Z201817634_Z","Stredná odborná škola polytechnická","00891894","Slovenská republika","Ružomberok","03401","Sládkovičova ulica 104","DIDACTIC Martin, s.r.o.","36374881","Slovenská republika","Martin","03601","Novomeského 5/24","Kúpna zmluva","Vybavenie odbornej učebne pneumatiky a elektropneumatiky s príslušenstvom","31600000-2 Elektrické zariadenia a prístroje;31611000-2 Elektroinštalačné súpravy;31681000-3 Elektropríslušenstvo;31710000-6 Elektronické zariadenia;31720000-9 Elektromechanické zariadenia;42121000-3 Stroje a motory na hydraulický alebo pneumatický pohon;42123000-7 Kompresory;42123610-6 Pneumatické súpravy;42124130-4 Časti pneumatických strojov;42677000-2 Časti pneumatických nástrojov;48000000-8 Softvérové balíky a informačné systémy;60000000-8 Dopravné služby (bez prepravy odpadu);80511000-9 Školenie pracovníkov","Tovar;Služba","","Slovenská republika","Žilinský","Ružomberok","Ružomberok","Sládkovičova ulica 104","15.5.2018 12:00:00","29.6.2018 12:00:00","","podľa technickej špecifikácie","1,0000","35666,000","20,000","42799,200","0,000","4.5.2018 9:38:00",
"Z201817231","Z201817231_Z","Mesto Žilina","00321796","Slovenská republika","Žilina","01131","Námestie obetí komunizmu 1","Petit Press, a.s.","35790253","Slovenská republika","Bratislava","81108","Lazaretska  12","Zmluva o poskytovaní služieb","Tlač schránkových novín a služby súvisiace s tlačou","60000000-8 Dopravné služby (bez prepravy odpadu);79820000-8 Služby súvisiace s tlačou","Služba","","Slovenská republika","Žilinský","Žilina","Žilina","Námestie obetí komunizmu 1","","","30.11.2018 11:00:00","ks","252000,0000","9916,670","20,000","11900,000","2380,000","4.5.2018 12:16:00",
"Z201817669","Z201817669_Z","Univerzita Pavla Jozefa Šafárika v Košiciach","00397768","Slovenská republika","Košice","04180","Šrobárova 2","Farby Kušnír, s.r.o.","47564831","Slovenská republika","Košice","040 01","Kavečianska cesta 1B","Rámcová dohoda","Stavebný materiál","44111000-1 Stavebné materiály;44190000-8 Rôzne stavebné materiály;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice","Košice","","","","","komplet","1,0000","37466,670","20,000","44960,000","9028,000","3.5.2018 11:05:59",
"Z201816070","Z201816070_Z","Univerzita Pavla Jozefa Šafárika v Košiciach","00397768","Slovenská republika","Košice","04180","Šrobárova 2","Farby Kušnír, s.r.o.","47564831","Slovenská republika","Košice","040 01","Kavečianska cesta 1B","Rámcová dohoda","Maliarske potreby","37820000-2 Potreby pre maliarov;44174000-0 Fólia;44190000-8 Rôzne stavebné materiály;44800000-8 Náterové farby, laky a tmely;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice","Košice","","","","","komplet","1,0000","14908,330","20,000","17890,000","6098,000","3.5.2018 11:02:00",
"Z201818413","Z201818413_Z","Jadrová a vyraďovacia spoločnosť, a.s.","35946024","Slovenská republika","Bratislava","82102","Tomášikova 22","nanoTECH s.r.o.","43798608","Slovenská republika","Prešov","08001","Veselá 2","Kúpna zmluva","Pásky pre tvorbu štítkov a laminovacia lepiaca páska","30192320-0 Pásky do tlačiarní;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trnavský","Trnava","Jaslovské Bohunice","Areál JE V1, Jaslovské Bohunice 919 31","11.5.2018 0:00:00","11.6.2018 0:00:00","","ks","14,0000","112,000","20,000","134,400","38,000","2.5.2018 9:44:00",
"Z201818437","Z201818437_Z","Domov sociálnych služieb pre deti a dospelých v Rohove","00655546","Slovenská republika","Rohov","90604","Rohov 27","MABONEX SLOVAKIA spol. s r.o. ","31428819","Slovenská republika","Piešťany","92101","Krajinská cesta 3","Kúpna zmluva","mrazená hydina a čerstvé slepačie vajcia","03142500-3 Vajcia;15000000-8 Potraviny, nápoje, tabak a príbuzné produkty;15100000-9 Živočíšne výrobky, mäso a mäsové výrobky;15112000-6 Hydina;15112120-3 Morky;15112130-6 Kurčatá;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trnavský","Senica","Rohov","DSS č.p.27","1.7.2018 8:35:00","31.12.2018 8:36:00","","kg","1,0000","4000,000","20,000","4800,000","600,000","10.5.2018 9:12:00",
"Z201818439","Z201818439_Z","Mesto Žilina","00321796","Slovenská republika","Žilina","01131","Námestie obetí komunizmu 1","Copytrend, s.r.o.","36616524","Slovenská republika","Bratislava - mestská časť Ružinov","82101","Tomášikova 16550/3","Zmluva o dielo","Určenie jednorazovej odplaty za zriadenie vecného bremena formou znaleckého posudku","60000000-8 Dopravné služby (bez prepravy odpadu);71319000-7 Služby znalcov (expertíza)","Služba","","Slovenská republika","Žilinský","Žilina","Žilina","Námestie obetí komunizmu 1","","","25.5.2018 13:00:00","ks","3,0000","54,170","20,000","65,000","135,000","2.5.2018 9:24:00",
"Z201818445","Z201818445_Z","Domov sociálnych služieb pre deti a dospelých v Rohove","00655546","Slovenská republika","Rohov","90604","Rohov 27","Liana Jesenská","41836952","Slovenská republika","Senica","90501","Štefánikova 721/26","Kúpna zmluva","čerstvá zelenina , čerstvé ovocie a zemiaky konzumné neskoré typu B","03212100-1 Zemiaky;03220000-9 Zelenina, ovocie a orechy;03221000-6 Zelenina;03221100-7 Koreňová a hľuzová zelenina;03221112-4 Mrkva;03221113-1 Cibuľa;03221230-7 Papriky;03221240-0 Paradajka;03221270-9 Uhorka;15331142-4 Spracovaná kapusta;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trnavský","Senica","Rohov","DSS č.p.27","1.7.2018 0:00:00","31.12.2018 23:45:00","","kg","1,0000","10850,000","20,000","13020,000","0,000","10.5.2018 9:24:00",
"Z201818447","Z201818447_Z","Mesto Žilina","00321796","Slovenská republika","Žilina","01131","Námestie obetí komunizmu 1","Copytrend, s.r.o.","36616524","Slovenská republika","Bratislava - mestská časť Ružinov","82101","Tomášikova 16550/3","Zmluva o dielo","Stanovenie všeobecnej hodnoty nehnuteľnosti formou znaleckého posudku","71319000-7 Služby znalcov (expertíza)","Služba","","Slovenská republika","Žilinský","Žilina","Žilina","Námestie obetí komunizmu 1","","","25.5.2018 13:00:00","ks","3,0000","63,330","20,000","76,000","124,000","2.5.2018 9:24:00",
"Z201818451","Z201818451_Z","Domov sociálnych služieb pre deti a dospelých v Rohove","00655546","Slovenská republika","Rohov","90604","Rohov 27","MABONEX SLOVAKIA spol. s r.o. ","31428819","Slovenská republika","Piešťany","92101","Krajinská cesta 3","Kúpna zmluva","mrazená zelenina, mrazené ryby a mrazené polotovary, treska v majonéze","03221000-6 Zelenina;03310000-5 Ryby, kôrovce a produkty vodného prostredia;15000000-8 Potraviny, nápoje, tabak a príbuzné produkty;15100000-9 Živočíšne výrobky, mäso a mäsové výrobky;15200000-0 Spracované a konzervované ryby;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trnavský","Senica","Rohov","DSS č.p.27","1.7.2018 0:00:00","31.12.2018 23:56:00","","kg","1,0000","1825,000","20,000","2190,000","810,000","10.5.2018 9:42:00",
