"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia","IdStavVCrz",
"Z2023250","Z2023250_Z","Slovenská technická univerzita v Bratislave","00397687","Slovenská republika","Bratislava","81243","Vazovova 5","SIAD Slovakia spol. s r. o.","35746343","Slovenská republika","Bratislava","83104","Rožňavská 17","Rámcová dohoda","Kvapalný dusík.","24111800-3 Kvapalný dusík;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trnavský","Trnava","Trnava","Ulica Jána Bottu 25","","","","ks","1,0000","13799,000","20,000","16558,800","6251,000","2.2.2023 13:44:00","",
"Z2023375","Z2023375_Z","Dopravný podnik mesta Košice, akciová spoločnosť","31701914","Slovenská republika","Košice","04329","Bardejovská 6","FEBA - ECO s. r. o., r. s. p.","54108390","Slovenská republika","Sabinov","08301","Hollého 12","Zmluva o poskytovaní služieb","Zabezpečenie upratovacích služieb administratívnych priestorov DPMK, a.s.","60000000-8 Dopravné služby (bez prepravy odpadu);90910000-9 Upratovacie služby;90911200-8 Čistenie (upratovanie) budov;90919200-4 Čistenie (upratovanie) kancelárií","Služba","","Slovenská republika","Košický","Košice","Košice","Bardejovská 6;  Hornádska 10","1.3.2023 6:00:00","29.2.2024 23:59:00","","komplet","1,0000","27800,000","20,000","33360,000","21800,000","7.2.2023 11:40:00","",
"Z2023380","Z2023380_Z","Detská fakultná nemocnica s poliklinikou Banská Bystrica","37957937","Slovenská republika","Banská Bystrica ","97409","Námestie L.Svobodu 4","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","31625657","Slovenská republika","Bojnice","97201","Opatovská cesta 4","Rámcová dohoda","Liek ATC skupiny č. J06BB16","33651500-3 Imunitné očkovacie látky a imunoglobulíny","Tovar","","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","Námestie L. Svobodu, 4","","","","MJ","580,0000","202909,090","10,000","223200,000","9000,100","6.2.2023 12:56:00","",
"Z2023414","Z2023414_Z","Dopravný podnik mesta Košice, akciová spoločnosť","31701914","Slovenská republika","Košice","04329","Bardejovská 6","FEBA - ECO s. r. o., r. s. p.","54108390","Slovenská republika","Sabinov","08301","Hollého 12","Zmluva o poskytovaní služieb","Zabezpečenie upratovacích služieb prevádzkových priestorov DPMK, a.s.","60000000-8 Dopravné služby (bez prepravy odpadu);90910000-9 Upratovacie služby;90911200-8 Čistenie (upratovanie) budov","Služba","","Slovenská republika","Košický","Košice","Košice","Bardejovská 6;  Hornádska 10","1.3.2023 6:00:00","29.2.2024 23:59:00","","komplet","1,0000","12350,000","20,000","14820,000","8650,000","8.2.2023 11:44:00","",
"Z2023417","Z2023417_Z","Obec Radošina","00311014","Slovenská republika","Radošina","95605","Školská 416","EMATECH, s.r.o. ","31413919","Slovenská republika","Radošina","95605","Piešťanská 3/3","Kúpna zmluva","TRIEDENÝ ZBER KOMUNÁLNYCH ODPADOV V OBCI RADOŠINA _KOMUNÁLNA TECHNIKA","16700000-2 Traktory/ťahače;34390000-7 Príslušenstvo ťahačov/traktorov;43414000-8 Drviče;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Nitriansky","Topoľčany","Radošina","Obecný úrad Radošina, Školská 416","1.4.2023 8:46:00","27.9.2023 8:46:00","","projekt","1,0000","209333,330","20,000","251200,000","80,000","10.2.2023 9:38:00","",
"Z2023422","Z2023422_Z","Mesto Nitra","308307","Slovenská republika","Nitra","95006","Štefánikova trieda 60","Škola.sk, s. r. o.","50293893","Slovenská republika","Bratislava","83102","Odborárska 21","Kúpna zmluva","Rozvoj motoriky, pohybovej zručnosti detí.","37524000-7 Hry;37524100-8 Vzdelávacie hry;37524400-1 Hry zamerané na spoluprácu","Tovar;Služba","","Slovenská republika","Nitriansky","Nitra","Nitra","MŠ na území mesta Nitry","8.2.2023 9:57:00","3.3.2023 9:59:00","","celý predmet zákazky","1,0000","27475,000","20,000","32970,000","2406,000","3.2.2023 10:34:00","",
"Z2023423","Z2023423_Z","Správny súd v Banskej Bystrici","54908469","Slovenská republika","Banská Bystrica","97401","Robotnícka 3905/6","AUTOGRAND, a. s.","34109986","Slovenská republika","Bratislava","83237","Vajnorská 167","Kúpna zmluva","Osobný automobil","34110000-1 Osobné automobily;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","Skuteckého 7","6.2.2023 10:16:00","6.3.2023 10:23:00","","zákazka","1,0000","32375,000","20,000","38850,000","150,000","2.2.2023 11:54:00","",
"Z2023434","Z2023434_Z","Mesto Nitra","308307","Slovenská republika","Nitra","95006","Štefánikova trieda 60","NOMIland s.r.o. ","36174319","Slovenská republika","Košice","04013","Magnezitárska 11","Kúpna zmluva","Detské pružinové hojdačky a kolotoče.","37535210-2 Ihriskové hojdačky;37535230-8 Ihriskové kolotoče","Tovar;Služba","","Slovenská republika","Nitriansky","Nitra","Nitra","MŠ na území mesta Nitry","13.2.2023 13:36:00","17.3.2023 13:36:00","","celý predmet zákazky","1,0000","13375,000","20,000","16050,000","1950,000","7.2.2023 14:14:00","",
"Z2023433","Z2023433_Z","Správa služieb diplomatickému zboru, a.s.","35822163","Slovenská republika","Brastislava","81106","Palisády 31","O2 Slovakia, s.r.o.","35848863","Slovenská republika","Bratislava","85101","Einsteinova 24","Zmluva o poskytovaní služieb","Nákup a dodávka MT s príslušenstvom, mobilné a hlasové služby","32250000-0 Mobilné telefóny;60000000-8 Dopravné služby (bez prepravy odpadu);64212000-5 Mobilné telefónne služby","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Palisády 31","1.3.2023 0:00:00","28.2.2025 23:59:00","","balík služieb","1,0000","36861,000","20,000","44233,200","5138,000","2.2.2023 10:38:00","",
"Z2023447","Z2023447_Z","Univerzitná nemocnica - Nemocnica svätého Michala, a. s.","44570783","Slovenská republika","Bratislava","81108","Satinského I.7770/1","KORAKO plus, s. r. o.","43959954","Slovenská republika","Partizánske","95804","Bielická 369","Rámcová dohoda","Hygienické potreby","33760000-5 Toaletný papier, vreckovky, uteráky na ruky a servítky;33771000-5 Hygienické výrobky z papiera;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava","Bratislava","Satinského I.7770/1","","","","súbor v zmysle technickej špecifikácie","1,0000","30832,500","20,000","36999,000","55485,010","6.2.2023 12:52:00","",
