"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia","IdStavVCrz",
"Z20199403","Z20199403_Z","Univerzita sv. Cyrila a Metoda v Trnave","36078913","Slovenská republika","Trnava","91701","Nám. J. Herdu 2","VWR International GmbH","FN 189903 w","Rakúska republika","Viedeň","1150","Graumanngasse 7","Kúpna zmluva","Laboratórne pomôcky","33793000-5 Sklenené výrobky pre laboratóriá;38000000-5 Laboratórne, optické a presné prístroje a vybavenie (s výnimkou skiel);60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trnavský","Trnava","Špačince","Hlavná 418, 919 51 Špačince","25.3.2019 8:30:00","4.4.2019 14:30:00","","položka ","7,0000","2215,000","20,000","2658,000","0,000","21.3.2019 13:34:00","2",
"Z20196648","Z20196648_Z","Výskumný ústav vodného hospodárstva","00156850","Slovenská republika","Bratislava","81249","Nábr. arm. gen. L. Svobodu 5","VWR International GmbH","FN 189903 w","Rakúska republika","Viedeň","1150","Graumanngasse 7","Kúpna zmluva","Chemikálie","24300000-7 Základné anorganické a organické chemikálie;24900000-3 Čisté a rôzne chemické výrobky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Nábr. arm. gen. L. Svobodu 5, ","8.3.2019 8:00:00","10.5.2019 14:00:00","","celý rozsah špecifikácie","1,0000","2209,800","20,000","2651,760","0,000","5.3.2019 11:38:00","2",
"Z20197307","Z20197307_Z","Výskumný ústav vodného hospodárstva","00156850","Slovenská republika","Bratislava","81249","Nábr. arm. gen. L. Svobodu 5","VWR International GmbH","FN 189903 w","Rakúska republika","Viedeň","1150","Graumanngasse 7","Kúpna zmluva"," Spotrebný materiál do laboratória ","38000000-5 Laboratórne, optické a presné prístroje a vybavenie (s výnimkou skiel);60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Nábr. arm. gen. L. Svobodu 5, ","12.3.2019 8:00:00","12.4.2019 14:00:00","","celý rozsah špecifikácie","1,0000","1599,000","20,000","1918,800","0,000","7.3.2019 12:24:00","2",
"Z20196645","Z20196645_Z","Výskumný ústav vodného hospodárstva","00156850","Slovenská republika","Bratislava","81249","Nábr. arm. gen. L. Svobodu 5","VWR International GmbH","FN 189903 w","Rakúska republika","Viedeň","1150","Graumanngasse 7","Kúpna zmluva"," Spotrebný materiál do laboratória pre homogenizátor","38000000-5 Laboratórne, optické a presné prístroje a vybavenie (s výnimkou skiel);60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Nábr. arm. gen. L. Svobodu 5, ","8.3.2019 8:00:00","5.4.2019 14:00:00","","celý rozsah špecifikácie","1,0000","2560,000","20,000","3072,000","100,000","5.3.2019 11:08:00","2",
"Z20198778","Z20198778_Z","Univerzita Pavla Jozefa Šafárika v Košiciach","00397768","Slovenská republika","Košice","04180","Šrobárova 2","OPAlight media online s.r.o.","04102746","Česká republika","Praha","11000","Dlouhá 730/35","Zmluva o poskytovaní služieb","Odborné prehliadky a skúšky elektroinštalácie, elektrozariadení a bleskozvodov","60000000-8 Dopravné služby (bez prepravy odpadu);71630000-3 Technická inšpekcia a skúšanie;71632000-7 Technické skúšky","Služba","","Slovenská republika","Košický","Košice","Košice","Popradská 66","22.3.2019 8:00:00","26.4.2019 14:00:00","","JV","1,0000","500,000","","500,000","1900,000","19.3.2019 9:56:00","2",
"Z20197378","Z20197378_Z","Univerzita Pavla Jozefa Šafárika v Košiciach","00397768","Slovenská republika","Košice","04180","Šrobárova 2","OPAlight media online s.r.o.","04102746","Česká republika","Praha","11000","Dlouhá 730/35","Zmluva o poskytovaní služieb","Odborné prehliadky a skúšky elektrozariadení","50532000-3 Opravy a údržba elektrických strojov, prístrojov a súvisiaceho vybavenia;60000000-8 Dopravné služby (bez prepravy odpadu);71630000-3 Technická inšpekcia a skúšanie;71632000-7 Technické skúšky","Služba","","Slovenská republika","Košický","Košice","Košice","Kováčska 26","12.3.2019 8:00:00","29.3.2019 14:00:00","","JV","1,0000","400,000","","400,000","200,000","8.3.2019 9:40:00","2",
"Z20197348","Z20197348_Z","Dopravný podnik mesta Košice, akciová spoločnosť","31701914","Slovenská republika","Košice","04329","Bardejovská 6","ADIP, spol. s r. o.","42341001","Česká republika","Březnice","76001","Březnice 537","Kúpna zmluva","Náhradné diely na autobusy Solaris U15","34900000-6 Rôzne dopravné zariadenia a náhradné diely;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","Slovenská republika","Košický","Košice","Košice","Hornádska 10","","","14.3.2019 8:00:00","ks","32,0000","774,000","","774,000","76,000","8.3.2019 12:42:00","2",
"Z20197803","Z20197803_Z","Univerzita veterinárskeho lekárstva a farmácie v Košiciach","00397474","Slovenská republika","Košice","04181","Komenského 73","O.K. SERVIS BioPro, s.r.o.","62914511","Česká republika","Praha 9","19300","Bořetická 2668/1","Kúpna zmluva","Lactoscan SCC KIT ","33690000-3 Rôzne liečivá;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice I","Košice - mestská časť Sever","Komenského 73","14.3.2019 8:00:00","29.3.2019 14:00:00","","bal","3,0000","403,500","20,000","484,200","0,000","12.3.2019 14:02:00","2",
"Z20198851","Z20198851_Z","Správa ciest Žilinského samosprávneho kraja","42054575","Slovenská republika","Žilina","01001","M. Rázusa 104","Pasz s. r. o.","05004209","Česká republika","Orlová","73511","V Zimném dole 758","Kúpna zmluva","Studená obaľovaná drva","44113700-2 Materiály na opravu ciest","Tovar","","Slovenská republika","Žilinský","Dolný Kubín","Dolný Kubín","Kubínska 8","25.3.2019 6:15:00","27.3.2019 13:15:00","","súbor","1,0000","1620,000","0,000","1620,000","280,000","20.3.2019 9:08:00","2",
"Z20198656","Z20198656_Z","Správa a údržba ciest Prešovského samosprávneho kraja","37936859","Slovenská republika","Prešov","08005","Jesenná 14","Pasz s. r. o.","05004209","Česká republika","Orlová","73511","V Zimném dole 758","Kúpna zmluva","Asfaltová zmes aplikovaná za studena","44113700-2 Materiály na opravu ciest","Tovar","","Slovenská republika","Prešovský","Poprad","","Poprad, Stará Ľubovňa","22.3.2019 7:00:00","4.4.2019 15:00:00","","t","20,0000","3661,000","0,000","3661,000","0,000","19.3.2019 11:38:00","2",
"Z20198785","Z20198785_Z","Mesto Partizánske","00310905","Slovenská republika","Partizánske","95801","Nám. SNP 212/4","Mátl & Bula, spol. s r.o.","25313568","Česká republika","Rajhrad","66461","Stará pošta 750","Kúpna zmluva","Rolba na úpravu ľadu ","37481000-3 Stroje na úpravu ľadovej plochy;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Partizánske","Partizánske","Mestská hokejová hala, Rudolfa Jašíka 1956, Partizánske ","30.8.2019 9:00:00","30.9.2019 23:59:00","","ks","1,0000","107438,020","21,000","130000,000","16604,000","20.3.2019 9:46:00","2",
"Z20198678","Z20198678_Z","Slovenská zdravotnícka univerzita v Bratislave","00165361","Slovenská republika","Bratislava ","83303","Limbová 12","ELISABETH PHARMACON spol. s r.o.","26258412","Česká republika","Brno-Židenice","61500","Rokycanova 4437/5","Rámcová dohoda","Diagnostické súpravy","33141625-7 Diagnostické súpravy;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava","Bratislava","Limbová 14","","","","sada","1,0000","10080,000","0,000","10080,000","0,000","18.3.2019 15:38:00","2",
"Z20198757","Z20198757_Z","Správa mestskej zelene v Košiciach","17078202","Slovenská republika","Košice","04001","Rastislavova 79","ARBOEKO s.r.o.","27926826","Česká republika","Obříství","277 42","Bedřicha Smetany 230","Kúpna zmluva","Nákup drevín pre náhradnú výsadbu ","03452000-3 Stromy;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice I","Košice","Rastislavova 79","22.3.2019 8:00:00","15.4.2019 9:00:00","","ks","28,0000","2550,000","","2550,000","533,000","19.3.2019 9:48:00","2",
"Z20197496","Z20197496_Z","Univerzita Komenského v Bratislave","00397865","Slovenská republika","Bratislava","81499","Šafárikovo nám. 6","Mgr. Petr Stavinoha","75341093","Česká republika","Brno - Žabovřesky","61600","Bochořákova 2537/11","Kúpna zmluva","Chladená, vyhrievaná laboratórna centrifúga","38000000-5 Laboratórne, optické a presné prístroje a vybavenie (s výnimkou skiel);42931100-2 Laboratórne odstredivky a príslušenstvo;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Martin","Martin","Peter Bystrický, Kompetenčné centrum, Malá Hora 4A, 036 01 Martin","13.3.2019 10:00:00","20.3.2019 14:00:00","","Kompletný predmet zákazky","1,0000","4750,000","20,000","5700,000","0,000","11.3.2019 9:38:01","2",
"Z20198375","Z20198375_Z","Fakultná nemocnica s poliklinikou J.A.Reimana Prešov","00610577","Slovenská republika","Prešov","08181","Hollého 14","Biuro Usług Technicznych Krzysztof Nowicki","370337075","Poľská republika","Łężany","38-423","hr. Jana Potockiego 97","Kúpna zmluva","Plastový pás na ochranu stien a rohov","19520000-7 Plastové výrobky;31219000-4 Ochranné kryty;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Prešov","Prešov","Hollého 14","12.4.2019 7:00:00","12.4.2019 14:00:00","","súbor ","1,0000","4000,000","20,000","4800,000","1200,000","14.3.2019 14:56:00","2",
"Z20198760","Z20198760_Z","Správa mestskej zelene v Košiciach","17078202","Slovenská republika","Košice","04001","Rastislavova 79","Biuro Usług Technicznych Krzysztof Nowicki","370337075","Poľská republika","Łężany","38-423","hr. Jana Potockiego 97","Kúpna zmluva","Nákup a dodanie závesných kvetináčov  a pyramíd","03121000-5 Záhradnícke produkty;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice I","Košice","Rastislavova 79","22.3.2019 8:00:00","8.4.2019 8:00:00","","ks","58,0000","18055,830","20,000","21667,000","0,000","19.3.2019 9:08:00","2",
"Z20196647","Z20196647_Z","Výskumný ústav vodného hospodárstva","00156850","Slovenská republika","Bratislava","81249","Nábr. arm. gen. L. Svobodu 5","AZ CHROM s. r. o.","44984936","Slovenská republika","Bratislava","83103","Robotnícka 10","Kúpna zmluva","Laboratórne vybavenie-Plastové škatuľky na vialky","38000000-5 Laboratórne, optické a presné prístroje a vybavenie (s výnimkou skiel);60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Nábr. arm. gen. L. Svobodu 5, ","8.3.2019 8:00:00","5.4.2019 14:00:00","","celý rozsah špecifikácie","1,0000","1315,000","20,000","1578,000","1316,800","5.3.2019 11:44:00","2",
"Z20197321","Z20197321_Z","Technická univerzita v Košiciach","00397610","Slovenská republika","Košice","04200","Letná 9","Bidfood Slovakia s. r. o.","34152199","Slovenská republika","Nové Mesto nad Váhom","91501","Piešťanská 2321/71","Kúpna zmluva","Mrazená hydina","15112000-6 Hydina;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice","Košice","Němcovej 1","14.3.2019 9:00:00","30.8.2019 11:00:00","","bal","1,0000","51277,000","20,000","61532,400","7316,000","7.3.2019 11:54:00","2",
"Z20197345","Z20197345_Z","Dopravný podnik mesta Košice, akciová spoločnosť","31701914","Slovenská republika","Košice","04329","Bardejovská 6","Tempus - Trans s. r. o.","31712380","Slovenská republika","Košice","04015","Železiarenská 49","Kúpna zmluva","Náhradné diely na autobusy Citelis","34900000-6 Rôzne dopravné zariadenia a náhradné diely;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","Slovenská republika","Košický","Košice","Košice","Hornádska 10","","","13.3.2019 8:00:00","ks","143,0000","1000,000","20,000","1200,000","200,000","7.3.2019 13:38:00","2",
"Z20197347","Z20197347_Z","Dopravný podnik mesta Košice, akciová spoločnosť","31701914","Slovenská republika","Košice","04329","Bardejovská 6","Steeling, s.r.o.","31720943","Slovenská republika","Košice - Západ","04011","Plzenská 8/1843","Kúpna zmluva","Náhradné diely na autobusy Sor NB12,NB18","34900000-6 Rôzne dopravné zariadenia a náhradné diely;34913000-0 Rôzne náhradné diely;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","Slovenská republika","Košický","Košice","Košice","Hornádska 10","","","14.3.2019 8:00:00","ks,m","61,0000","2488,000","20,000","2985,600","0,000","8.3.2019 8:44:00","2",
