"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia","IdStavVCrz",
"Z202123575","Z202123575_Z","Mesto Nitra","308307","Slovenská republika","Nitra","95006","Štefánikova trieda 60","ITSK, s.r.o.","36556050","Slovenská republika","Nitra","94905","Zelená 29","Kúpna zmluva","Stolové počítače  a monitory","30213000-5 Osobné počítače;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Nitriansky","Nitra","Nitra","Štefánikova tr. 60","","","21.12.2021 10:00:00","uvedené v technickej špecifikácii","1,0000","12332,500","20,000","14799,000","1879,800","1.12.2021 8:20:00","",
"Z202123913","Z202123913_Z","Okresný súd Nitra","00165662","Slovenská republika","Nitra","94968","Štúrova 9","Ing. Peter Gerši - GC Tech.","36880574","Slovenská republika","Trenčín","91101","Jilemnického 6","Kúpna zmluva","Kancelársky papier","30197643-5 Papier na fotokopírovanie;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Nitriansky","Nitra","Nitra - Staré Mesto","Štúrova 9","7.12.2021 8:00:00","7.12.2021 14:00:00","","balík / 500 listov","1200,0000","3898,330","20,000","4678,000","21,200","1.12.2021 8:24:00","",
"Z202122176","Z202122176_Z","Sociálna poisťovňa","30807484","Slovenská republika","Bratislava","81363","29. augusta 8 - 10","IIT Development a. s.","50393031","Slovenská republika","Bratislava","83103","Pluhová 2","Zmluva o dielo","Modernizácia aplikácií do kontajnerového prostredia","48211000-0 Softvérový balík na vzájomnú prepojiteľnosť počítačových platforiem;60000000-8 Dopravné služby (bez prepravy odpadu);72212211-1 Služby na vývoj softvéru pre vzájomnú prepojiteľnosť platforiem","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","29. augusta 8 a 10","6.12.2021 8:00:00","31.12.2022 10:00:00","","celok","1,0000","209500,000","20,000","251400,000","360,000","1.12.2021 8:54:00","",
"Z202123514","Z202123514_Z","Okresný súd Trnava","165719","Slovenská republika","Trnava","91783","Hlavná 49","Stredoslovenská energetika, a. s.","51865467","Slovenská republika","Žilina","01047","Pri Rajčianke 8591/4B","Kúpna zmluva","Združená dodávka elektrickej energie","09310000-5 Elektrická energia;65300000-6 Rozvod elektriny a súvisiace služby","Tovar;Služba","","Slovenská republika","Trnavský","Trnava","Trnava","Hlavná 49","1.1.2022 0:00:00","31.12.2022 23:59:00","","MWh","113,0100","31460,310","20,000","37752,370","2237,600","1.12.2021 9:10:00","",
"Z202122628","Z202122628_Z","Univerzita sv. Cyrila a Metoda v Trnave","36078913","Slovenská republika","Trnava","91701","Nám. J. Herdu 2","Unicomp s.r.o.","31660967","Slovenská republika","Poprad","05801","Svätoplukova 23","Kúpna zmluva","Laboratórne chemikálie","24000000-4 Chemické výrobky;24300000-7 Základné anorganické a organické chemikálie;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trnavský","Trnava","Špačince","Hlavná 418, Špačince","6.12.2021 8:00:00","21.12.2021 15:00:00","","ks. ","6,0000","371,000","20,000","445,200","0,000","1.12.2021 9:24:00","",
"Z202123376","Z202123376_Z","Ústav na výkon väzby a Ústav na výkon trestu odňatia slobody","00738280","Slovenská republika","Nitra","95050","Cintorínska 3","GLOBUS spol. s r.o.","31571697","Slovenská republika","Zvolen","96001","Lieskovská cesta 472","Rámcová dohoda","Cukor, cukrovinky a med (12-16)","15821200-1 Sladké piškóty;15830000-5 Cukor a jemu príbuzné výrobky;15840000-8 Kakao; čokoláda a cukrovinky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Nitriansky","Nitra","Nitra - Staré Mesto","Cintorínska 3","","","","na základe čiastkových objednávok","1,0000","","","8239,000","1011,990","1.12.2021 9:28:00","",
"Z202122633","Z202122633_Z","Univerzita sv. Cyrila a Metoda v Trnave","36078913","Slovenská republika","Trnava","91701","Nám. J. Herdu 2","VWR International s.r.o.","63073242","Česká republika","Stříbrná Skalice","28167","Pražská 442","Kúpna zmluva","Laboratórne chemikálie","24000000-4 Chemické výrobky;24300000-7 Základné anorganické a organické chemikálie;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trnavský","Trnava","Špačince","Hlavná 418, Špačince","6.12.2021 8:00:00","21.12.2021 15:00:00","","bal.","5,0000","391,670","20,000","470,000","6,520","1.12.2021 9:30:00","",
"Z202122810","Z202122810_Z","Ekonomická univerzita v Bratislave","00399957","Slovenská republika","Bratislava - mestská časť Petržalka","85235","Dolnozemská cesta 1","CLEAN TONERY, s.r.o.","35891866","Slovenská republika","Pezinok","90201","Za Hradbami 27","Kúpna zmluva","Dodávka originálnych a kompatibilných tonerov do tlačiarní","30125100-2 Tonerové náplne;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice I","Košice - mestská časť Staré Mesto","Tajovského 13","3.12.2021 10:00:00","17.12.2021 14:00:00","","celý predmet zákazky","1,0000","1771,110","20,000","2125,330","0,000","1.12.2021 9:38:00","",
"Z202123529","Z202123529_Z","Vojenský technický a skúšobný ústav Záhorie","00800902","Slovenská republika","Záhorie","90524","Záhorie 266","SYNTCHEM, spol. s r.o.","36010481","Slovenská republika","Chrenovec-Brusno","972 32","Chrenovec-Brusno 198","Kúpna zmluva","Termočlánok s datalogerom na meranie teploty energetických materiálov pri skúškach na stanovenie ich zloženia","38540000-2 Testovacie a meracie stroje a prístroje;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Malacky","Záhorie (vojenský obvod)","Záhorie 266","10.12.2021 7:00:00","10.12.2021 11:00:00","","zákazka","1,0000","5800,000","20,000","6960,000","0,000","1.12.2021 9:38:00","",
"Z202123685","Z202123685_Z","Slovenská zdravotnícka univerzita v Bratislave","00165361","Slovenská republika","Bratislava ","83303","Limbová 12","Unicomp s.r.o.","31660967","Slovenská republika","Poprad","05801","Svätoplukova 23","Kúpna zmluva","Diagnostiká","33141625-7 Diagnostické súpravy;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava","Bratislava","Limbová 14","6.12.2021 8:00:00","20.12.2021 12:00:00","","sada","1,0000","422,000","20,000","506,400","0,000","1.12.2021 9:38:00","",
