"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia","IdStavVCrz",
"Z202031128","Z202031128_Z","Dopravný podnik mesta Košice, akciová spoločnosť","31701914","Slovenská republika","Košice","04329","Bardejovská 6","KÚPELE NOVÝ SMOKOVEC, a.s. ","31714471","Slovenská republika","Vysoké Tatry","06201","Nový Smokovec 32","Zmluva o poskytovaní služieb","Rehabilitačný pobyt zameraný na dýchacie cesty","85312500-4 Rehabilitačné služby","Služba","","Slovenská republika","Košický","Košice II","Košice - mestská časť Západ","Bardejovská 6","12.4.2021 12:00:00","18.4.2021 10:00:00","","jedna osoba/6 nocí","60,0000","15840,000","0,000","15840,000","0,000","8.12.2020 10:38:00","",
"Z202031174","Z202031174_Z","Žilinský samosprávny kraj","37808427","Slovenská republika","Žilina","01109","Komenského 48","ROIN, s. r. o.","35848901","Slovenská republika","Bratislava","82104","Pestovateľská 9","Kúpna zmluva","Bezdotykové dávkovače dezinfekcie na ruky – stojany vrátane dezinfekčných roztokov","24455000-8 Dezinfekčné prostriedky;33741300-9 Dezinfekčné prostriedky na ruky;42968000-9 Dávkovače;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Žilina","Žilina","Komenského 48","4.12.2020 8:00:00","14.12.2020 15:00:00","","kpl","1,0000","6580,830","20,000","7897,000","35543,000","1.12.2020 14:20:00","",
"Z202031260","Z202031260_Z","Ekonomická univerzita v Bratislave","00399957","Slovenská republika","Bratislava - mestská časť Petržalka","85235","Dolnozemská cesta 1","5K, spoločnosť s ručením obmedzeným","36200883","Slovenská republika","Tvrdošín","02744","Vojtaššákova 846","Kúpna zmluva","Spotrebný tovar,  príslušenstvo a doplnkový tovar k PC","30230000-0 Zariadenia súvisiace s počítačmi;30237000-9 Časti a príslušenstvo počítačov a spotrebný materiál k nim;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava V","Bratislava - mestská časť Petržalka","Dolnozemská cesta č.1","11.12.2020 10:00:00","14.12.2020 14:00:00","","celý predmet zákazky","1,0000","9205,830","20,000","11047,000","570,990","2.12.2020 11:42:00","",
"Z202031296","Z202031296_Z","Ekonomická univerzita v Bratislave","00399957","Slovenská republika","Bratislava - mestská časť Petržalka","85235","Dolnozemská cesta 1","JUEL, s.r.o. ","36235334","Slovenská republika","Suchá nad Parnou","91901","Suchá nad Parnou 787","Kúpna zmluva","Maliarske potreby a materiál","24200000-6 Farby a pigmenty;24300000-7 Základné anorganické a organické chemikálie;24960000-1 Rôzne chemické výrobky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava V","Bratislava - mestská časť Petržalka","Dolnozemská cesta 1","10.12.2020 11:22:00","11.12.2020 11:22:00","","kpl.","1,0000","997,500","20,000","1197,000","0,000","1.12.2020 11:00:00","",
"Z202031345","Z202031345_Z","Prešovská univerzita v Prešove","17070775","Slovenská republika","Prešov","08001","Ul. 17. novembra 15","DMC, s.r.o.","36777455","Slovenská republika","Nové Zámky","94064","J. Murgaša 100","Zmluva o poskytovaní služieb","Tlačiarenské služby - tlač knihy","60000000-8 Dopravné služby (bez prepravy odpadu);79810000-5 Tlačiarenské služby","Služba;Tovar","","Slovenská republika","Prešovský","Prešov","Prešov","ul. 17.novembra č.15, Rektorát","","","17.12.2020 13:00:00","ks","110,0000","76,360","10,000","84,000","356,000","1.12.2020 10:38:00","",
"Z202031348","Z202031348_Z","Slovenská inšpekcia životného prostredia","00156906","Slovenská republika","Bratislava - mestská časť Staré Mesto","81109","Grösslingová 7152/5","flex-it, s.r.o.","50603698","Slovenská republika","Bratislava","82101","Tomášikova 26","Kúpna zmluva","VÝPOČTOVÁ TECHNIKA 1","30213100-6 Prenosné počítače;30231000-7 Počítačové monitory a konzoly;30233300-4 Čítačky kariet smart;30237230-0 Pamäte;30237240-3 Webová kamera;30237270-2 Puzdrá na prenosné počítače;30237410-6 Počítačová myš;30237460-1 Počítačové klávesnice;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Grösslingová 5","4.12.2020 9:00:00","21.12.2020 14:00:00","","ks","20,0000","20249,990","20,000","24299,990","10860,010","1.12.2020 9:48:00","",
"Z202031365","Z202031365_Z","Fakultná nemocnica s poliklinikou F. D. Roosevelta Banská Bystrica","00165549","Slovenská republika","Banská Bystrica","97517","Námestie L. Svobodu č. 1","R A D I X spol. s r.o.","00615803","Slovenská republika","Banská Bystrica","97405","Kremnička 36","Kúpna zmluva","Rozšírenie vybavenosti existujúcej laparoskopickej zostavy značky STORZ","33164000-7 Laparoskopické prístroje;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","Nám. L. Svobodu č.1, 917 75 Banská Bystrica","11.12.2020 8:00:00","5.2.2021 8:00:00","","ks","1,0000","68800,000","20,000","82560,000","164,050","3.12.2020 9:38:00","",
"Z202031385","Z202031385_Z","Ústav na výkon väzby a Ústav na výkon trestu odňatia slobody","00738409","Slovenská republika","Prešov","08113","Kpt. Nálepku 1","INMEDIA, spol. s r.o.","36019208","Slovenská republika","Zvolen","96001","Námestie SNP 11","Rámcová dohoda","Mrazená hydina, mrazené ryby","15112000-6 Hydina;15220000-6 Mrazené ryby, rybie filé a ostatné rybie mäso;15221000-3 Mrazené ryby;15229000-9 Mrazené rybie výrobky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","","","","","","","podľa technickej špecifikácie predmetu zákazky","1,0000","16416,670","20,000","19700,000","1300,000","2.12.2020 10:38:01","",
"Z202030290","Z202030290_Z","Katolícka univerzita v Ružomberku","37801279","Slovenská republika","Ružomberok","03401","Hrabovská cesta 1A","ELVAC SOLUTIONS s.r.o.","27396649","Česká republika","Ostrava - Hrabůvka","700 30","Hasičská 930/53","Kúpna zmluva","Informačný a navigačný systém pre študentov so špecifickými potrebami (HW, SW s uvedením do prevádzky).","30213000-5 Osobné počítače;32324100-1 Farebné televízory;44212314-3 Závesné rúrové konzoly;48000000-8 Softvérové balíky a informačné systémy;48316000-6 Softvérový balík na vytváranie prezentácií;60000000-8 Dopravné služby (bez prepravy odpadu);80533100-0 Školenia na prácu s počítačmi","Tovar;Služba","","Slovenská republika","Žilinský","Ružomberok","Ružomberok","Hrabovská cesta 1A","7.12.2020 7:00:00","10.2.2021 14:00:00","","súbor definovaných tovarov, služieb","1,0000","24785,120","21,000","29990,000","12010,000","2.12.2020 13:12:00","",
"Z202030520","Z202030520_Z","Ministerstvo hospodárstva Slovenskej republiky","686832","Slovenská republika","Bratislava  ","82715","Mlynské nivy 44/a","Ing. Peter Gerši - GC Tech.","36880574","Slovenská republika","Trenčín","91101","Jilemnického 6","Kúpna zmluva","Kancelárske potreby","30192000-1 Kancelárske potreby;30193000-8 Organizéry a príslušenstvo;30197000-6 Drobné kancelárske vybavenie;30199000-0 Papiernický tovar a iné položky","Tovar","","Slovenská republika","Bratislavský","Bratislava II","Bratislava - mestská časť Ružinov","Mlynské Nivy 44/a, 827 15 Bratislava","4.12.2020 10:30:00","18.12.2020 14:00:00","","celé množstvo","1,0000","4665,830","20,000","5599,000","23,190","2.12.2020 10:38:00","",
