"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia","IdStavVCrz",
"Z201934422","Z201934422_Z","Mesto Trnava","00313114","Slovenská republika","Trnava","91771","Hlavná 1","PC SEMA, s.r.o.","36426041","Slovenská republika","Žilina","01001","Bôrická cesta 103","Kúpna zmluva","Zabezpečenie odborných učební v ZŠ - polytechnika OF 2.10.2019","39162200-7 Učebné pomôcky a zariadenia;60000000-8 Dopravné služby (bez prepravy odpadu);80531200-7 Technické školenia","Tovar;Služba","","Slovenská republika","Trnavský","Trnava","Trnava","Trhová č. 3","31.1.2020 10:00:00","28.2.2020 10:00:00","","celok","1,0000","48333,330","20,000","58000,000","5960,000","2.12.2019 10:38:00","",
"Z201934447","Z201934447_Z","Mesto Trnava","00313114","Slovenská republika","Trnava","91771","Hlavná 1","MICROCOMP - Computersystém s r.o.","31410952","Slovenská republika","Nitra","94901","Kupecká 9","Kúpna zmluva","Zabezpečenie odborných učební v ZŠ - počítače OF 2.10.2019","39162200-7 Učebné pomôcky a zariadenia;60000000-8 Dopravné služby (bez prepravy odpadu);80531200-7 Technické školenia;80533100-0 Školenia na prácu s počítačmi","Tovar;Služba","","Slovenská republika","Trnavský","Trnava","Trnava","Trhová č. 3","31.1.2020 10:00:00","28.2.2020 10:00:00","","celok","1,0000","6637,500","20,000","7965,000","40,200","2.12.2019 11:06:00","",
"Z201934453","Z201934453_Z","Mesto Trnava","00313114","Slovenská republika","Trnava","91771","Hlavná 1","HELAGO-SK, s. r. o. ","47479256","Slovenská republika","Bratislava","82107","Kosodrevinová 2","Kúpna zmluva","Zabezpečenie odborných učební v ZŠ - nábytok OF 2.10.2019","39160000-1 Školský nábytok;39180000-7 Laboratórny nábytok;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trnavský","Trnava","Trnava","Trhová č. 3","31.1.2020 10:00:00","28.2.2020 10:00:00","","celok","1,0000","9195,000","20,000","11034,000","6,000","2.12.2019 10:38:01","",
"Z201934460","Z201934460_Z","Mesto Trnava","00313114","Slovenská republika","Trnava","91771","Hlavná 1","WARGAS s.r.o. ","43902138","Slovenská republika","Šamorín","93101","Bratislavská 1184","Kúpna zmluva","Zabezpečenie odborných učební v ZŠ - knihy a DVD OF 2.10.2019","22111000-1 Knihy pre školy;22112000-8 Učebnice;22114500-7 Encyklopédie;39162200-7 Učebné pomôcky a zariadenia;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trnavský","Trnava","Trnava","Trhová č. 3","31.12.2019 10:00:00","28.2.2020 10:00:00","","celok","1,0000","3384,900","20,000","4061,880","0,120","2.12.2019 10:38:01","",
"Z201934470","Z201934470_Z","Mesto Trnava","00313114","Slovenská republika","Trnava","91771","Hlavná 1","HELAGO-SK, s. r. o. ","47479256","Slovenská republika","Bratislava","82107","Kosodrevinová 2","Kúpna zmluva","Zabezpečenie odborných učební v ZŠ - chémia OF 2.10.2019","39162200-7 Učebné pomôcky a zariadenia;60000000-8 Dopravné služby (bez prepravy odpadu);80531200-7 Technické školenia","Tovar;Služba","","Slovenská republika","Trnavský","Trnava","Trnava","Trhová č. 3","31.1.2020 10:00:00","28.2.2020 10:00:00","","celok","1,0000","3374,170","20,000","4049,000","2,200","2.12.2019 10:38:02","",
"Z201934480","Z201934480_Z","Mesto Trnava","00313114","Slovenská republika","Trnava","91771","Hlavná 1","HELAGO-SK, s. r. o. ","47479256","Slovenská republika","Bratislava","82107","Kosodrevinová 2","Kúpna zmluva","Zabezpečenie odborných učební v ZŠ - biológia OF 2.10.2019","39162200-7 Učebné pomôcky a zariadenia;60000000-8 Dopravné služby (bez prepravy odpadu);80531200-7 Technické školenia","Tovar;Služba","","Slovenská republika","Trnavský","Trnava","Trnava","Trhová č. 3","31.1.2020 10:00:00","28.2.2020 10:00:00","","celok","1,0000","35841,670","20,000","43010,000","4,000","2.12.2019 10:38:02","",
"Z201935596","Z201935596_Z","Psychiatrická nemocnica prof. Matulaya Kremnica","00606987","Slovenská republika","Kremnica","96701","Čsl. armády 234/139","VIDRA a spol. s.r.o.","31589561","Slovenská republika","Žilina","01196","Štrková 8","Rámcová dohoda","Špeciálny zdravotný materiál","33140000-3 Zdravotnícky spotrebný materiál;33141110-4 Chirurgické obväzy;33141320-9 Lekárske ihly","Tovar","","Slovenská republika","Banskobystrický","Žiar nad Hronom","Kremnica","ČSA 234/139","","","","ks, bal.","1,0000","5865,830","20,000","7039,000","1418,000","2.12.2019 10:04:01","",
"Z201935636","Z201935636_Z","Psychiatrická nemocnica prof. Matulaya Kremnica","00606987","Slovenská republika","Kremnica","96701","Čsl. armády 234/139","TENEX SERVIS s.r.o.","36040461","Slovenská republika","Zvolen","96001","Lieskovská cesta 1078/16","Rámcová dohoda","Čistiace prostriedky a potreby","33711900-6 Mydlo;33741100-7 Čistiace prostriedky na ruky;39224000-8 Metly a kefy a iné predmety rôznych typov;39291000-8 Prací spotrebný materiál;39830000-9 Čistiace výrobky","Tovar","","Slovenská republika","Banskobystrický","Žiar nad Hronom","Kremnica","ČSA 234/139","","","","ks","1,0000","3991,670","20,000","4790,000","3298,000","4.12.2019 10:28:00","",
"Z201935642","Z201935642_Z","Psychiatrická nemocnica prof. Matulaya Kremnica","00606987","Slovenská republika","Kremnica","96701","Čsl. armády 234/139","Tibor Varga TSV PAPIER","32627211","Slovenská republika","Lučenec","98401","Vajanského 80","Rámcová dohoda","Kancelárske potreby","30192000-1 Kancelárske potreby","Tovar;Služba","","Slovenská republika","Banskobystrický","Žiar nad Hronom","Kremnica","ČSA 234/139","","","","ks, bal.","1,0000","4400,000","20,000","5280,000","3261,000","3.12.2019 12:52:00","",
"Z201935691","Z201935691_Z","Generálna prokuratúra Slovenskej republiky","166481","Slovenská republika","Bratislava ","81285","Štúrova 2","AUTOCONT s.r.o.","36396222","Slovenská republika","Bratislava","85101","Krasovského 14","Kúpna zmluva","Antivírusová ochrana koncových zariadení a serverov","48760000-3 Softvérový balík na ochranu pred vírusmi;48761000-0 Antivírusový softvérový balík;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Štúrova 2","","","5.12.2019 0:00:00","súbor","1,0000","112500,000","20,000","135000,000","25,200","2.12.2019 14:38:00","",
