"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia",
"Z201746246","Z201746246_Z","Mesto Žilina","00321796","Slovenská republika","Žilina","01131","Námestie obetí komunizmu 1","FRANCE-TECH, spol. s r.o.","36189359","Slovenská republika","Košice","04011","Rozvojová 1","Kúpna zmluva","Nové motorové vozidlo úžitkové Peugeot BOXER Furgon alebo EKVIVALENT","34100000-8 Motorové vozidlá;34136200-1 Dodávkové automobily skriňové","Tovar;Služba","","Slovenská republika","Žilinský","Žilina","Žilina","Námestie obetí komunizmu 1","5.12.2017 14:47:00","7.12.2017 14:46:00","","ks","1,0000","21099,980","20,000","25319,980","180,020","5.10.2017 10:22:00",
"Z201746435","Z201746435_Z","Knižnica Jána Kollára","35987197","Slovenská republika","Kremnica","96701","Štefánikovo námestie 33/40","OSKO, a.s.","36044717","Slovenská republika","Banská Bystrica","97403","Zvolenská cesta 14","Kúpna zmluva","Akumulačné pece, podložky pod akumulačné pece","31600000-2 Elektrické zariadenia a prístroje;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Žiar nad Hronom","Kremnica","Štefánikovo námestie 33/40","9.10.2017 11:05:00","20.10.2017 11:05:00","","ks","8,0000","3125,000","20,000","3750,000","1242,000","6.10.2017 11:42:00",
"Z201747125","Z201747125_Z","Centrum sociálnych služieb ANIMA","00647799","Slovenská republika","Liptovský Mikuláš","03104","Jefremovská 634","GEMEX SLOVAKIA s.r.o.","44809590","Slovenská republika","Liptovský Mikuláš","031 01","Priemyselná 1/2034","Kúpna zmluva","Protipožiarne dvere","44221220-3 Protipožiarne dvere;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Liptovský Mikuláš","Liptovský Mikuláš","Jefremovská 634","23.10.2017 9:31:00","23.10.2017 9:31:00","","ks","110,0000","22140,000","20,000","26568,000","0,000","2.10.2017 9:56:00",
"Z201747147","Z201747147_Z","Krajská prokuratúra","00166456","Slovenská republika","Banská Bystrica","97562","Partizánska cesta 1","INTEP, s.r.o.","36043613","Slovenská republika","Banská Bystrica","97401","Riečka 25","Zmluva o poskytovaní služieb","Čistiace a upratovacie služby","60000000-8 Dopravné služby (bez prepravy odpadu);90910000-9 Upratovacie služby;90911200-8 Čistenie (upratovanie) budov;90911300-9 Umývanie okien;90919200-4 Čistenie (upratovanie) kancelárií","Služba;Tovar","","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","Partizánska cesta 1","16.10.2017 10:23:00","15.10.2019 10:23:00","","m2 ","22795,0000","","","49700,000","10299,000","9.10.2017 11:02:00",
"Z201747750","Z201747750_Z","Štátny ústav pre kontrolu liečiv","00165221","Slovenská republika","Bratislava","82508","Kvetná 11","ITSK, s.r.o.","36556050","Slovenská republika","Nitra","94905","Zelená 29","Kúpna zmluva","Príslušenstvo k PC","30237000-9 Časti a príslušenstvo počítačov a spotrebný materiál k nim;30237200-1 Príslušenstvo počítačov;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava","Bratislava","Kvetná 11","16.10.2017 7:00:00","20.10.2017 14:00:00","","kpl","1,0000","337,500","20,000","405,000","22,510","6.10.2017 10:46:00",
"Z201747885","Z201747885_Z","Jadrová a vyraďovacia spoločnosť, a.s.","35946024","Slovenská republika","Bratislava","82102","Tomášikova 22","AutoCont SK a.s. ","36396222","Slovenská republika","Bratislava","85101","Einsteinova 24","Zmluva o poskytovaní služieb","Podpora licencií Oracle a Red Hat","72260000-5 Služby súvisiace so softvérom","Služba","","Slovenská republika","Bratislavský","Bratislava","Bratislava","Tomášikova 22, 821 02 Bratislava","1.1.2018 0:30:00","13.1.2020 23:57:00","","ks ","17,0000","33083,330","20,000","39700,000","0,000","3.10.2017 9:03:02",
"Z201747943","Z201747943_Z","Inšpektorát práce Bratislava","00166367","Slovenská republika","Bratislava","83264","Za kasárňou 1","LASER servis, spol. s.r.o. ","35755989","Slovenská republika","Šenkvice","90081","Lipová 3","Kúpna zmluva","Tonery","30125100-2 Tonerové náplne;30125110-5 Toner do laserových tlačiarní/faxových prístrojov;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Za kasárňou 1","4.10.2017 11:56:00","6.10.2017 11:57:00","","ks","92,0000","957,500","20,000","1149,000","5851,000","2.10.2017 13:08:00",
"Z201747680","Z201747680_Z","Nemocnica Poprad, a. s.","36513458","Slovenská republika","Poprad","05845","Banícka 803/28","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","31625657","Slovenská republika","Bojnice","97201","Opatovská cesta 4","Kúpna zmluva","Analgetická - metamizol","33661200-3 Analgetiká;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Poprad","","","6.10.2017 9:30:00","6.10.2018 9:30:00","","Tabletka","120000,0000","3760,000","10,000","4136,000","55,000","4.10.2017 9:38:00",
"Z201742206","Z201742206_Z","Obec Hontianske Moravce","00319911","Slovenská republika","Hontianske Moravce","96271","Hontianska 255/29","HYDREX, s.r.o.","31633072","Slovenská republika","Hriňová","96205","Partizánska ul. č. 1877","Kúpna zmluva","Kolesový nakladač s príslušenstvom","34144710-8 Nakladače na kolesách;42420000-6 Korčeky, lopaty, drapáky a upínadlá pre žeriavy alebo rýpadlá;43414000-8 Drviče;44511200-7 Vidly;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Krupina","Hontianske Moravce","Hontianska 255/29","20.10.2017 11:00:00","20.12.2017 11:00:00","","ks","1,0000","137290,000","20,000","164748,000","1590,000","3.10.2017 10:38:00",
"Z201742209","Z201742209_Z","Obec Hontianske Moravce","00319911","Slovenská republika","Hontianske Moravce","96271","Hontianska 255/29","PENTIMEX, s.r.o.","31622054","Slovenská republika","Tužina","97214","Tužina 26","Kúpna zmluva","Modulárna prenosná cestná váha","38311200-0 Elektronické technické váhy;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Krupina","Hontianske Moravce","Hontianska 255/29","20.10.2017 11:00:00","20.12.2017 11:00:00","","ks","1,0000","6250,000","20,000","7500,000","16500,000","3.10.2017 13:34:00",
