"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia","IdStavVCrz",
"Z20242980","Z20242980_Z","Univerzita Komenského v Bratislave","00397865","Slovenská republika","Bratislava","81499","Šafárikovo nám. 6","Měřicí technika Morava s.r.o.","29316715","Česká republika","Zastávka","66484","Babická 619","Zmluva o poskytovaní služieb","Servis vákuových púmp Cryoplatform Prodigy k CPP TCI600 kryosonde k NMR prístroju Avance III 600 MHz výrobcu Bruker","50412000-6 Opravy a údržba skúšobných prístrojov;50421000-2 Opravy a údržba lekárskych zariadení;60000000-8 Dopravné služby (bez prepravy odpadu)","Služba","","Slovenská republika","Žilinský","Martin","Martin","Univerzita Komenského v Bratislave, Jesseniova lekárska fakulta v Martine, Malá Hora 4A, 036 01 Martin","5/13/2024 8:00:00 AM","10/31/2024 2:00:00 PM","","kompletný predmet zákazky","1.0000","11500.000","20.000","13800.000","0.000","5/6/2024 10:54:03 AM","",
"Z20243607","Z20243607_Z","Centrum sociálnych služieb ORAVA","00632783","Slovenská republika","Tvrdošín","02744","Medvedzie 136","INMEDIA, spol. s r.o.","36019208","Slovenská republika","Zvolen","96001","Námestie SNP 11","Rámcová dohoda","mrazená zelenina a ovocie, mrazené polotovary","15000000-8 Potraviny, nápoje, tabak a príbuzné produkty;15330000-0 Spracované ovocie a zelenina;15331000-7 Spracovaná zelenina;15331100-8 Čerstvá alebo mrazená zelenina;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Tvrdošín","Tvrdošín","Medvedzie 136","","","","zákazka","1.0000","5500.000","20.000","6600.000","571.990","5/21/2024 2:54:01 PM","",
"Z20243083","Z20243083_Z","Kancelária Národnej rady Slovenskej republiky","00151491","Slovenská republika","Bratislava - Staré Mesto","81280","Nám. Alexandra Dubčeka 1","Hengst Air Filtration Czech Republic s.r.o.","07515910","Česká republika","Liberec","46312","Slovanská 781","Kúpna zmluva","Filtre do vzduchotechniky","42514310-8 Vzduchové filtre;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Námestie Alexandra Dubčeka 1","","","6/17/2024 10:00:00 AM","kus podľa technickej špecifikácie","270.0000","2958.330","20.000","3550.000","1367.000","5/13/2024 10:52:00 AM","",
"Z20243122","Z20243122_Z","Univerzita Pavla Jozefa Šafárika v Košiciach","00397768","Slovenská republika","Košice","04180","Šrobárova 2","Měřicí technika Morava s.r.o.","29316715","Česká republika","Zastávka","66484","Babická 619","Kúpna zmluva","Upgrade existujúceho Atómového silového mikroskopu","38500000-0 Kontrolné a testovacie prístroje;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice","Košice","Park Angelinum 9","5/6/2024 8:00:00 AM","8/26/2024 2:00:00 PM","","kompletný predmet zákazky","1.0000","74999.000","20.000","89998.800","0.000","5/3/2024 10:38:00 AM","",
"Z20243012","Z20243012_Z","Centrum sociálnych služieb-Bôrik","00648710","Slovenská republika","Nitrianske Pravno","97213","Žltá 319/25","BYTOVÝ TEXTIL Škodák a.s.","06021255","Česká republika","Napajedla","763 61","Kvítkovická 1528","Kúpna zmluva","Metrový textil, PVC obrusovina","19200000-8 Textílie a príbuzné položky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Prievidza","Nitrianske Pravno","Žltá 319/25","5/14/2024 7:00:00 AM","5/14/2024 1:00:00 PM","","celok","1.0000","1000.000","20.000","1200.000","1089.000","5/2/2024 9:42:00 AM","",
"Z20243229","Z20243229_Z","Správa ciest Žilinského samosprávneho kraja","42054575","Slovenská republika","Žilina","01001","M. Rázusa 104","HATRICK, s.r.o.","36626350","Slovenská republika","Valaská - Piesok","97643","Strojárenská 305","Kúpna zmluva","Smerové stĺpiky - cestné a zvodidlové","34928000-8 Vybavenie ciest;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Čadca","Čadca","A.Hlinku 2621","5/23/2024 12:00:00 AM","5/31/2024 12:00:00 AM","","komplet","1.0000","7000.000","20.000","8400.000","1619.500","5/16/2024 9:54:00 AM","",
"Z20243325","Z20243325_Z","UNIVERZITA J. SELYEHO","37961632","Slovenská republika","Komárno","94501","Bratislavská cesta 3322","HS technology s.r.o.","52081061","Slovenská republika","Nitra","94901","Fraňa Mojtu 22","Kúpna zmluva","IKT ","30200000-1 Počítačové zariadenia a spotrebný materiál;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Nitriansky","Komárno","Komárno","Elektrárenská č. 2 - Rektorát UJS","5/13/2024 9:00:00 AM","5/17/2024 3:00:00 PM","","ks","1.0000","475.000","20.000","570.000","0.000","5/9/2024 8:24:00 AM","",
"Z20243658","Z20243658_Z","""LIPKA"" Zariadenie sociálnych služieb Lipová","00587052","Slovenská republika","Lipová","94102","Lipová č.474","INMEDIA, spol. s r.o.","36019208","Slovenská republika","Zvolen","96001","Námestie SNP 11","Rámcová dohoda","Chladená a mrazená hydina,ryby a mrazené výrobky ","15112000-6 Hydina;15220000-6 Mrazené ryby, rybie filé a ostatné rybie mäso;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Nitriansky","Nové Zámky","Lipová","Lipová 131","","","","Zakázka","1.0000","1683.330","20.000","2020.000","660.740","5/24/2024 1:38:00 PM","",
"Z20243652","Z20243652_Z","Fakultná nemocnica Trenčín","00610470","Slovenská republika","Trenčín","91171","Legionárska 28","EKONA COR s.r.o.","04387601","Česká republika","Hranice IV-Drahotuše","75361","Hranická 225","Kúpna zmluva","Defibrilátory","33182100-0 Defribrilátory;51410000-9 Inštalácia lekárskych zariadení;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Trenčín","Trenčín","Legionárska 28","5/29/2024 7:00:00 AM","7/29/2024 3:00:00 PM","","ks","2.0000","4888.000","21.000","5914.480","5492.000","5/24/2024 11:16:00 AM","",
"Z20243716","Z20243716_Z","Východoslovenská vodárenská spoločnosť, a.s.","36570460","Slovenská republika","Košice","04248","Komenského 50","PAPIER LECHMAN s.r.o.","47102357","Slovenská republika","Michalovce","07101","Močarianska 5067","Kúpna zmluva","Čistiace a hygienické potreby a dezinfekčné prostriedky","33771000-5 Hygienické výrobky z papiera;39514200-0 Kychynské utierky;39800000-0 Čistiace a leštiace výrobky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Vranov nad Topľou","Vranov nad Topľou","Mlynská 1348","5/27/2024 1:16:00 PM","6/7/2024 1:17:00 PM","","celok","1.0000","265.000","20.000","318.000","229.900","5/22/2024 3:00:00 PM","",
