"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia",
"Z20177943","Z20177943_Z","Bratislavský samosprávny kraj","36063606","Slovenská republika","Bratislava","82005","Sabinovská 16","Tlačová agentúra Slovenskej republiky","31320414","Slovenská republika","Bratislava","84104","Dúbravská cesta 14","Zmluva o poskytovaní služieb","Spravodajský servis, monitoring médií a služby s tým súvisiace","79811000-2 Služby v oblasti digitálnej tlače;92400000-5 Služby spravodajských agentúr","Služba","","Slovenská republika","Bratislavský","Bratislava II","Bratislava - mestská časť Ružinov","Sabinovská 16","25.2.2017 12:00:00","24.2.2018 23:00:00","","počet mesiacov poskytovania služby","12,0000","39588,000","20,000","47505,600","0,000","24.2.2017 12:08:00",
"Z20174615","Z20174615_Z","Ministerstvo vnútra Slovenskej republiky","00151866","Slovenská republika","Bratislava","81272","Pribinova 2","KVANT spol. s r.o.","31398294","Slovenská republika","Bratislava","84248","Fakulta matematiky, fyziky a informatiky UK, Mlynská Dolina ","Kúpna zmluva","Laboratórny nábytok","33192000-2 Zdravotnícky nábytok;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava IV","Bratislava - m. č. Devínska Nová Ves","Vápencová 36","20.2.2017 8:00:00","20.3.2017 15:00:00","","súbor položiek zákazky","1,0000","9230,000","20,000","11076,000","34,800","9.2.2017 10:38:00",
"Z20177274","Z20177274_Z","Ministerstvo vnútra Slovenskej republiky","00151866","Slovenská republika","Bratislava","81272","Pribinova 2","KVANT spol. s r.o.","31398294","Slovenská republika","Bratislava","84248","Fakulta matematiky, fyziky a informatiky UK, Mlynská Dolina ","Kúpna zmluva","Cvičné figuríny","35112100-3 Záchranárske cvičné figuríny;39162200-7 Učebné pomôcky a zariadenia;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Žilina","Žilina","Bánovská cesta 8111","","","31.3.2017 13:00:00","súbor položiek zákazky","1,0000","14250,000","20,000","17100,000","2199,600","28.2.2017 13:02:00",
"Z20175910","Z20175910_Z","Obec Hontianske Moravce","00319911","Slovenská republika","Hontianske Moravce","96271","Hontianska 255/29","KRAJSPOL SK, s.r.o.","36712736","Slovenská republika","Žilina","01001","Závodská cesta 14","Kúpna zmluva","Modulárna prenosná cestná váha","38311200-0 Elektronické technické váhy;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Krupina","Hontianske Moravce","Hontianska 255/29","1.4.2017 15:40:00","31.12.2017 15:40:00","","kus","1,0000","7500,000","20,000","9000,000","12600,000","14.2.2017 17:58:00",
"Z20174099","Z20174099_Z","Obec Beckov","00311413","Slovenská republika","Beckov","91638","Beckov 180","PRO AUTO, s.r.o.","36044598","Slovenská republika","Banská Bystrica","97405","Zvolenská cesta 18","Kúpna zmluva","Nové osobné motorové vozidlo, SUZUKI VITARA 1,6 VVT 4 WD PREMIUM, alebo ekvivalent","34100000-8 Motorové vozidlá;34110000-1 Osobné automobily;34115200-8 Motorové vozidlá na prepravu menej než 10 osôb","Tovar","","Slovenská republika","Trenčiansky","Nové Mesto nad Váhom","Beckov","180","6.2.2017 13:27:00","13.2.2017 13:27:00","","ks","1,0000","14582,500","20,000","17499,000","0,000","3.2.2017 14:02:00",
"Z20175180","Z20175180_Z","Obec Makov","00314129","Slovenská republika","Makov","02356","Makov 60","PRO AUTO, s.r.o.","36044598","Slovenská republika","Banská Bystrica","97405","Zvolenská cesta 18","Kúpna zmluva","Suzuki Vitara 1,6 Comfort, 4 WD, alebo ekvivalent","34110000-1 Osobné automobily;60000000-8 Dopravné služby (bez prepravy odpadu);66114000-2 Finančný lízing","Tovar;Služba","","Slovenská republika","Žilinský","Čadca","Makov","60","","","24.2.2017 12:00:00","ks","1,0000","13749,170","20,000","16499,010","0,000","9.2.2017 12:08:00",
"Z20174625","Z20174625_Z","Cirkevná základná umelecká škola sv. Gorazda, M.A.Beňovského 371/45, 922 03 Vrbové","37844148","Slovenská republika","Vrbové","92203","M.A.Beňovského 371/45","TRACO Computers s.r.o.","31421652","Slovenská republika","Piešťany","92101","Kukučínova 3","Kúpna zmluva","Grafický tablet k PC","30237450-8 Grafické tablety;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trnavský","Piešťany","Vrbové","","15.2.2017 14:34:00","22.2.2017 14:35:00","","ks","8,0000","","","1490,000","104,000","10.2.2017 10:40:00",
"Z20177691","Z20177691_Z","Úrad vládneho auditu","50086821","Slovenská republika","Zvolen","96001","T. G. Masaryka 10","ContiTrade Slovakia s.r.o.","36336556","Slovenská republika","Púchov","02001","Terézie Vansovej 1054","Zmluva o poskytovaní služieb","Oprava a údržba služobných osobných motorových vozidiel – pozáručný servis","50112000-3 Oprava a údržba osobných motorových vozidiel;50116000-1 Oprava a údržba konkrétnych častí vozidiel","Služba;Tovar","","Slovenská republika","Banskobystrický","Zvolen","Zvolen","T.G. Masaryka 10","1.3.2017 8:30:00","28.2.2018 14:30:00","","normohodina za poskytnutú opravu/údržbu/servis","1,0000","12,500","20,000","15,000","1,500","23.2.2017 11:08:00",
"Z20178319","Z20178319_Z","Ústav na výkon väzby a Ústav na výkon trestu odňatia slobody","00738409","Slovenská republika","Prešov","08113","Kpt. Nálepku 1","ContiTrade Slovakia s.r.o.","36336556","Slovenská republika","Púchov","02001","Terézie Vansovej 1054","Zmluva o poskytovaní služieb","Servisná prehliadka motorového vozidla","50100000-6 Opravy, údržba a súvisiace služby pre vozidlá a príbuzné vybavenie;50110000-9 Opravy a údržbárske služby pre motorové vozidlá a súvisiace vybavenie;50113200-2 Údržba autobusov;60000000-8 Dopravné služby (bez prepravy odpadu)","Služba","","Slovenská republika","Prešovský","Prešov","Prešov","kpt. Nálepku 1","3.3.2017 8:00:00","10.3.2017 14:00:00","","podľa technickej špecifikácie predmetu zákazky","1,0000","483,000","20,000","579,600","20,400","28.2.2017 9:08:00",
"Z20177995","Z20177995_Z","Štatistický úrad Slovenskej republiky","00166197","Slovenská republika","Bratislava","82467","Miletičova 3","ContiTrade Slovakia s.r.o.","36336556","Slovenská republika","Púchov","02001","Terézie Vansovej 1054","Zmluva o dielo","Servisná prehliadka  a výmena rozvodov na osobnom automobile ","34330000-9 Náhradné diely pre vozidlá na prepravu tovaru, pre dodávky a osobné automobily;50100000-6 Opravy, údržba a súvisiace služby pre vozidlá a príbuzné vybavenie","Služba","","Slovenská republika","Nitriansky","Nitra","Nitra","Rázusova 9","13.3.2017 12:47:00","17.3.2017 12:47:00","","ks","1,0000","376,660","20,000","451,990","0,000","28.2.2017 13:26:00",
