"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia","IdStavVCrz",
"Z20193060","Z20193060_Z","Národná diaľničná spoločnosť, a.s.","35919001","Slovenská republika","Bratislava","84104","Dúbravská cesta 14","MEVA-SK s.r.o. Rožňava","31681051","Slovenská republika","Brzotín, časť Bak","04951","Krátka 574","Kúpna zmluva","Vaňový kontajner","34928480-6 Kontajnery a nádoby na odpad a odpadky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trnavský","Galanta","Galanta","Matúškovská cesta č. 886","11.2.2019 13:16:00","13.2.2019 13:17:00","","zákazka","1,0000","453,500","20,000","544,200","0,500","1.2.2019 8:38:01","2",
"Z20193028","Z20193028_Z","Centrum vedecko-technických informácií Slovenskej republiky","00151882","Slovenská republika","Bratislava","81104","Lamačská cesta 8/A","Martin Gall - MG COMP","41751477","Slovenská republika","Prešov","08001","Šmeralova 23","Kúpna zmluva","osobné počítače, monitory","30213000-5 Osobné počítače;33195100-4 Monitory","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Lamačská cesta 8/A","4.2.2019 12:55:00","13.2.2019 15:00:00","","podla specifikacie","1,0000","14333,330","20,000","17200,000","5769,990","1.2.2019 8:42:00","2",
"Z20193074","Z20193074_Z","Univerzitná nemocnica L. Pasteura Košice","00606707","Slovenská republika","Košice","04190","Rastislavova 43","MARINI TRADE s.r.o.","51153025","Slovenská republika","Prešov","08001","Malinová 20","Kúpna zmluva","Kartotečná skrinka kovová- 4 zásuvková","39132200-8 Kartotékové skrine;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice IV","Košice - mestská časť Juh","Rastislavova 43","7.2.2019 14:24:00","4.3.2019 14:24:00","","ks","8,0000","1390,000","20,000","1668,000","130,000","1.2.2019 8:44:00","2",
"Z20192987","Z20192987_Z","Národný ústav srdcových a cievnych chorôb, a.s.","35971126","Slovenská republika","Bratislava","83348","Pod Krásnou hôrkou 1","Fresenius Medical Care Slovensko, spol. s r.o.","31412971","Slovenská republika","Piešťany","92101","Teplická 99","Kúpna zmluva","Roztok na hemofiltráciu","33621400-3 Krvné náhrady a prečisťovacie roztoky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Pod Krásnou hôrkou 1","13.2.2019 8:22:00","13.2.2021 0:00:00","","ks","4100,0000","56416,000","10,000","62057,600","0,000","1.2.2019 9:00:00","2",
"Z20192758","Z20192758_Z","Ústav na výkon trestu odňatia slobody Želiezovce","738298","Slovenská republika","Želiezovce","93701","Veľký Dvor 12","Tibor Varga TSV PAPIER","32627211","Slovenská republika","Lučenec","98401","Vajanského 80","Kúpna zmluva","Kancelárske potreby","30197000-6 Drobné kancelárske vybavenie;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Rimavská Sobota","Sabová","Otvorené oddelenie Sabová, 979 01  Rimavská Sobota","13.2.2019 8:00:00","15.2.2019 14:00:00","","v zmysle bodu II. objednávkového formulára","1,0000","2299,990","20,000","2759,990","0,010","1.2.2019 9:24:00","2",
"Z20192971","Z20192971_Z","Technická univerzita vo Zvolene","00397440","Slovenská republika","Zvolen","96053","T. G. Masaryka 24","Peron Slovakia, s.r.o.","45347352","Slovenská republika","Očová","96223","ČSA 79/79","Kúpna zmluva","Pracovné odevy, pracovná obuv a pracovné ochranné pomôcky","18110000-3 Pracovné odevy;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","Slovenská republika","Banskobystrický","Zvolen","Zvolen","T.G. Masaryka 24","8.2.2019 8:00:00","7.3.2019 14:00:00","","súbor podľa technickej špecifikácie","1,0000","8187,580","20,000","9825,100","0,990","1.2.2019 9:38:00","2",
"Z20193126","Z20193126_Z","Ústav na výkon väzby a Ústav na výkon trestu odňatia slobody","00738280","Slovenská republika","Nitra","95050","Cintorínska 3","GROTTO TRADE s. r. o. ","44036752","Slovenská republika","Bratislava","81108","Dunajská 25","Rámcová dohoda","Bagety (12-21)","15811511-1 Pripravené sendviče;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Nitriansky","Nitra","Nitra - Staré Mesto","Cintorínska 3","","","","na základe čiastkových objednávok","1,0000","4919,000","20,000","5902,800","0,000","1.2.2019 9:38:00","2",
"Z20192993","Z20192993_Z","Správa ciest Košického samosprávneho kraja","35555777","Slovenská republika","Košice","04266","Námestie Maratónu mieru 1","AMETYS s.r.o. Košice","31662064","Slovenská republika","Košice - mestská časť Pereš","04011","Krompašská 9","Rámcová dohoda","2. Kamenivo na zimný posyp ciest ","14212300-3 Drvený a mletý kameň;44113910-7 Materiály na zimnú údržbu","Tovar;Služba","","Slovenská republika","Košický","Košice - okolie","Čaňa","","","","","tona","200,0000","2150,000","20,000","2580,000","0,000","1.2.2019 9:38:00","2",
"Z20193121","Z20193121_Z","Regionálna správa a údržba ciest Nitra a.s.","35960736","Slovenská republika","Nitra","94965","Štúrova 147","EUROVIA - Kameňolomy, s.r.o.","36574988","Slovenská republika","Košice","04017","Osloboditeľov 66","Kúpna zmluva","Prírodné hutné drvené kamenivo  (NR - 2019)","14212300-3 Drvený a mletý kameň;44113900-4 Materiály na údržbu ciest;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Nitriansky","Nitra","","Štúrova č. 100 - Vráble, Štúrova č. 147  - Nitra, Tehelná č.2 - Zlaté Moravce","4.2.2019 7:00:00","31.3.2019 15:00:00","","tona","1000,0000","15000,000","20,000","18000,000","0,000","1.2.2019 9:38:00","2",
"Z20193003","Z20193003_Z","Spojená škola, Malé Tatry 3, Ružomberok","37982541","Slovenská republika","Ružomberok","03401","Malé Tatry 3","Up Slovensko, s. r. o.","31396674","Slovenská republika","Bratislava","82101","Tomášikova 23/D","Zmluva o poskytovaní služieb","Stravné poukážky alebo ekvivalent","30199770-8 Stravné poukážky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","Slovenská republika","Žilinský","Ružomberok","Ružomberok","Malé Tatry 3","4.2.2019 9:08:00","31.12.2019 9:08:00","","ks","3500,0000","12597,480","","12597,480","2,520","1.2.2019 9:44:00","2",
"Z20193136","Z20193136_Z","Univerzita Mateja Bela v Banskej Bystrici","30232295","Slovenská republika","Banská Bystrica","97401","Národná 12","LASER servis, spol. s.r.o. ","35755989","Slovenská republika","Šenkvice","90081","Lipová 3","Kúpna zmluva","Tonerové  náplne ","30125100-2 Tonerové náplne;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","Ružová 13, 974 11 Banská Bystrica","8.2.2019 9:00:00","8.2.2019 14:00:00","","ks","3,0000","53,330","20,000","64,000","90,870","1.2.2019 9:46:00","4",
"Z20193131","Z20193131_Z","Fakultná nemocnica s poliklinikou J.A.Reimana Prešov","00610577","Slovenská republika","Prešov","08181","Hollého 14","Elektroservis VV, s.r.o.","44602731","Slovenská republika","Vranov nad Topľou","09303","Čemernianska 50","Kúpna zmluva","Gastro spotrebiče","42959000-3 Umývačky riadu nie pre domácnosť;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Prešov","Prešov","Hollého 14","","","12.2.2019 8:19:00","ks","1,0000","1966,670","20,000","2360,000","280,000","1.2.2019 10:12:00","2",
"Z20193019","Z20193019_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","CLEAN TONERY, s.r.o.","35891866","Slovenská republika","Pezinok","90201","Za Hradbami 27","Kúpna zmluva","Originálny spotrebný materiál pre  kopírovacie stroje od výrobcov zariadení  značiek TOSHIBA, KYOCERA, TRIUMMH ADLER, SHARP","30125100-2 Tonerové náplne;30125120-8 Toner do fotokopírovacích strojov;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Za kasárňou 3","18.2.2019 9:00:00","20.2.2019 13:00:00","","súbor položiek zákazky","1,0000","7910,000","20,000","9492,000","419,000","1.2.2019 10:50:00","2",
"Z20192281","Z20192281_Z","Mesto Trenčín","00312037","Slovenská republika","Trenčín","91164","Mierové námestie 2","Ing. Peter Gerši - GC Tech.","36880574","Slovenská republika","Trenčín","91101","Jilemnického 6","Rámcová dohoda","Kancelárske potreby 2019","30192000-1 Kancelárske potreby;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Trenčín","Trenčín","Mierové námestie 2","","","","celok v zmysle vyššie uvedených požiadaviek","1,0000","7249,170","20,000","8699,000","852,700","1.2.2019 10:50:00","2",
"Z20192175","Z20192175_Z","Psychiatrická nemocnica prof. Matulaya Kremnica","00606987","Slovenská republika","Kremnica","96701","Čsl. armády 234/139","MR SERVIS spol.s r.o.","36170305","Slovenská republika","Košice","04001","Mäsiarska 30","Zmluva o poskytovaní služieb","Deratizácia a dezinsekcia objektov a celého areálu","90921000-9 Dezinfekčné a hubiace služby;90922000-6 Hubenie škodcov;90923000-3 Deratizačné služby","Služba","","Slovenská republika","Banskobystrický","Žiar nad Hronom","Kremnica","ČSA 234/139","4.2.2019 0:00:00","31.12.2019 0:00:00","","ks, m2","1,0000","1983,330","20,000","2380,000","4419,990","1.2.2019 10:52:00","2",
"Z20193143","Z20193143_Z","Slovenská poľnohospodárska univerzita v Nitre","00397482","Slovenská republika","Nitra","94976","Trieda Andreja Hlinku 2","ITSK, s.r.o.","36556050","Slovenská republika","Nitra","94905","Zelená 29","Kúpna zmluva","Osobný počítač All in One 23,8“, full HD, SSD","30213000-5 Osobné počítače;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Nitriansky","Nitra","Nitra","Tr. A. Hlinku 2, 949 76  Nitra","11.2.2019 9:20:00","15.2.2019 12:00:00","","ks","1,0000","633,330","20,000","760,000","74,000","1.2.2019 10:54:00","2",
