"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia","IdStavVCrz",
"Z20242633","Z20242633_Z","Technické a záhradnícke služby mesta Michalovce","186490","Slovenská republika","Michalovce","07101","Partizánska 55","ADAM OIL, spol. s r.o. ","31682804","Slovenská republika","Michalovce","07101","Letná 3973 ","Kúpna zmluva","Motorový olej STIHL","09211100-2 Motorové oleje;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Michalovce","Michalovce","Partizánska 55","","","4/19/2024 2:00:00 PM","ks","20.0000","178.000","20.000","213.600","82.000","4/17/2024 8:26:00 AM","",
"Z20242364","Z20242364_Z","Cirkevná spojená škola, Ulica Československej armády 1450/39, Moldava nad Bodvou","50295829","Slovenská republika","Moldava nad Bodvou","04501","Ul. Československej armády 1450/39","HS technology s.r.o.","52081061","Slovenská republika","Nitra","94901","Fraňa Mojtu 22","Kúpna zmluva","Technické vybavenie - tlačiareň","30232110-8 Laserové tlačiarne;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice - okolie","Moldava nad Bodvou","Ulica Československej armády 1450/39","","","4/30/2024 4:00:00 PM","celok","1.0000","106.670","20.000","128.000","136.000","4/15/2024 1:40:00 PM","",
"Z20242578","Z20242578_Z","Cirkevná spojená škola, Ulica Československej armády 1450/39, Moldava nad Bodvou","50295829","Slovenská republika","Moldava nad Bodvou","04501","Ul. Československej armády 1450/39","LIsyst s.r.o.","53706587","Slovenská republika","Beluša","01861","Žilinská 864/6","Kúpna zmluva","Technické vybavenie - tablety ","30213200-7 Tabletový počítač;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice - okolie","Moldava nad Bodvou","Ulica Československej armády 1450/39","","","4/30/2024 4:00:00 PM","celok","1.0000","3942.250","20.000","4730.700","0.000","4/15/2024 10:38:01 AM","",
"Z20242626","Z20242626_Z","Centrum sociálnych služieb - Jesienka","00596264","Slovenská republika","Myjava","90701","Staromyjavská 77","Peter Staňo MODEN","22812067","Slovenská republika","Kolačno","95841","299","Kúpna zmluva","Ochranné pracovné pomôcky ","35113400-3 Ochranné a bezpečnostné odevy;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Myjava","Myjava","Staromyjavská 889/77","4/22/2024 9:15:00 AM","5/10/2024 9:16:00 AM","","ks, sada, pár","118.0000","1520.000","","1520.000","1600.000","4/17/2024 11:32:00 AM","",
"Z20243134","Z20243134_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava - mestská časť Nové Mesto","83247","Námestie generála Viesta 11694/2","STOLAMED PLUS, s. r. o.","46892923","Slovenská republika","Bratislava","81103","Michalská 9","Zmluva o poskytovaní služieb","Oprava hasiacich prístrojov ","35111300-8 Hasiace zariadenia;50514000-1 Opravy a údržba kovových nádob;60000000-8 Dopravné služby (bez prepravy odpadu);71356100-9 Technická kontrola","Služba","","Slovenská republika","Trenčiansky","Trenčín","Nemšová","Slovenskej Armády 52","9/2/2024 9:00:00 AM","9/20/2024 12:00:00 PM","","súbor (podľa technickej špecifikácie)","1.0000","825.000","20.000","990.000","9.000","4/29/2024 12:03:00 PM","",
"Z20242411","Z20242411_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava - mestská časť Nové Mesto","83247","Námestie generála Viesta 11694/2","Jana Vladárová Stavželing SŽI","41366611","Slovenská republika","Prievidza","97101","Rad L. N.Tolstého 715/9","Zmluva o poskytovaní služieb","Stavebno-udržiavací dohľad koľají a výhybiek na železničnej vlečke ","50220000-3 Opravy, údržba a súvisiace služby týkajúce sa železníc a iných zariadení;60000000-8 Dopravné služby (bez prepravy odpadu)","Služba","","Slovenská republika","Trenčiansky","Trenčín","Nemšová","Slovenskej Armády 52","4/15/2024 8:00:00 AM","10/25/2024 12:00:00 PM","","súbor (podľa technickej špecifikácie)","1.0000","240.000","20.000","288.000","391.200","4/11/2024 9:38:00 AM","",
"Z20242566","Z20242566_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava - mestská časť Nové Mesto","83247","Námestie generála Viesta 11694/2","PhDr. Gabriela Spišáková - Majster Papier","33768897","Slovenská republika","Bratislava 5","85101","Wolkrova 5, P.O.BOX 212","Kúpna zmluva","Potreby pre verejné stravovanie na jedno použitie","39222100-5 Potreby pre verejné stravovanie na jedno použitie;39222110-8 Príbor a taniere na jedno použitie;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Trenčín","Nemšová","Slovenskej armády 52","4/16/2024 11:00:00 AM","5/17/2024 1:00:00 PM","","súbor (podľa technickej špecifikácie)-ks, balenia","1.0000","633.330","20.000","760.000","639.000","4/15/2024 10:12:00 AM","",
"Z20243041","Z20243041_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava - mestská časť Nové Mesto","83247","Námestie generála Viesta 11694/2","ZA PBS s. r. o.","55859755","Slovenská republika","Poprad","05801","Ústecko - Orlická 3300/25","Zmluva o poskytovaní služieb","Kontroly hasiacich prístrojov","35111300-8 Hasiace zariadenia;60000000-8 Dopravné služby (bez prepravy odpadu);71356100-9 Technická kontrola","Služba","","Slovenská republika","Trenčiansky","Trenčín","Nemšová","Slovenskej Armády 52","8/5/2024 9:00:00 AM","9/13/2024 1:00:00 PM","","súbor (podľa technickej špecifikácie)","1.0000","750.000","0.000","750.000","1646.000","4/26/2024 10:16:00 AM","",
"Z20242742","Z20242742_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava - mestská časť Nové Mesto","83247","Námestie generála Viesta 11694/2","ROTEX ELEKTRO s.r.o.","36322229","Slovenská republika","Stará Turá","91601","SNP 77","Kúpna zmluva","Elektroinštalačný materiál ","31211300-1 Poistky;31211310-4 Vypínacie poistky/vypínače;31681410-0 Elektromateriály;32442100-4 Svorkovnice;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Trenčín","Nemšová","Slovenskej Armády 52","4/19/2024 8:00:00 AM","5/31/2024 12:00:00 PM","","súbor (podľa technickej špecifikácie)","1.0000","466.670","20.000","560.000","417.160","4/17/2024 9:44:00 AM","",
"Z20242664","Z20242664_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava - mestská časť Nové Mesto","83247","Námestie generála Viesta 11694/2","PAH s.r.o.","36602124","Slovenská republika","Košice - mestská časť Nad jaze","04001","Textilná 4","Kúpna zmluva","Maliarske náradie a pomôcky","37820000-2 Potreby pre maliarov;39224210-3 Maliarske štetce;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Trenčín","Nemšová","Slovenskej armády 52","4/18/2024 6:00:00 AM","5/17/2024 1:00:00 PM","","súbor (podľa technickej špecifikácie)-ks","1.0000","375.000","20.000","450.000","186.000","4/16/2024 9:38:00 AM","",
