"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia","IdStavVCrz",
"Z201918240","Z201918240_Z","Psychiatrická nemocnica prof. Matulaya Kremnica","00606987","Slovenská republika","Kremnica","96701","Čsl. armády 234/139","Slovak TREND, s.r.o.","44238894","Slovenská republika","Košice","04022","Buzulucká 4","Zmluva o dielo","Nákup, dodávka a kladenie podlahy s prípravou podkladu vrátane demontáže a odvozu pôvodnej podlahy v priestoroch objednávateľa (homogénne PVC)","44112200-0 Podlahové krytiny;45432000-4 Kladenie podláh a dlažbových krytín, povrchová úprava stien;60000000-8 Dopravné služby (bez prepravy odpadu);90500000-2 Služby súvisiace s likvidáciou odpadu a odpadom","Tovar;Služba","","Slovenská republika","Banskobystrický","Žiar nad Hronom","Kremnica","ČSA 234/139","1.8.2019 0:00:00","31.1.2020 0:00:00","","dielo","1,0000","49999,990","20,000","59999,990","33600,010","10.7.2019 12:20:00","",
"Z201918754","Z201918754_Z","Asociácia samaritánov Slovenskej republiky","42028701","Slovenská republika","Poprad","05801","Joliota Curie 737/41","AUTOKLUB, a. s.","45516286","Slovenská republika","Poprad","05801","Teplická cesta 1","Kúpna zmluva","Prepravné prostriedky s vozíkom","34110000-1 Osobné automobily;34113200-4 Terénne a cestné vozidlá;34115200-8 Motorové vozidlá na prepravu menej než 10 osôb;34223000-6 Prívesy a návesy;34223300-9 Prívesy;34223310-2 Univerzálne prívesy;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Stará Ľubovňa","Plaveč","Lipová Alej 1","20.8.2019 8:00:00","20.2.2020 10:00:00","","ks","1,0000","90600,000","20,000","108720,000","34,990","9.7.2019 10:38:00","",
"Z201920026","Z201920026_Z","Social. Trans, n.o.","35581654","Slovenská republika","Spišské Vlachy","05361","Jarná 23","ECOMP Slovakia,s.r.o.","44788495","Slovenská republika","Košťany nad Turcom","03841","Košťany nad Turcom 124","Kúpna zmluva","Gravírovací a rezací CO2 laser NUMCO C1290 s CCD kamerou ","42962500-2 Gravírovacie stroje;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Spišská Nová Ves","Spišské Vlachy","Jarná 23","4.7.2019 10:28:00","31.10.2019 10:29:00","",",,sada´´","1,0000","11689,920","20,000","14027,900","1285,060","2.7.2019 10:40:00","",
"Z201920057","Z201920057_Z","Ekonomická univerzita v Bratislave","00399957","Slovenská republika","Bratislava - mestská časť Petržalka","85235","Dolnozemská cesta 1","Martin Gall - MG COMP","41751477","Slovenská republika","Prešov","08001","Šmeralova 23","Kúpna zmluva","Dodávka výpočtovej techniky","30213000-5 Osobné počítače;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava V","Bratislava - mestská časť Petržalka","Dolnozemská cesta č. 1","22.7.2019 10:00:00","26.7.2019 14:00:00","","celý predmet zákazky","1,0000","27665,820","20,000","33198,990","7874,010","4.7.2019 13:26:00","",
"Z201920067","Z201920067_Z","Základná škola","35546832","Slovenská republika","Košice","04022","Postupimská 37","EUROGASTROP s.r.o.","44137761","Slovenská republika","Prešov","08001","Čergovská 10","Kúpna zmluva","Nákup gastrozariadení s príslušenstvom pre kuchyňu ŠJ","39220000-0 Kuchynské zariadenie, domáce potreby a potreby pre domáce hospodárstvo a dodávky pre stravovacie zariadenia;39312000-2 Zariadenia na prípravu jedál;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice III","Košice - m. č. Dargovských hrdinov","Postupimská 37","16.8.2019 8:00:00","28.8.2019 14:00:00","","ks","1,0000","11825,000","20,000","14190,000","10210,000","1.7.2019 12:32:00","",
"Z201920070","Z201920070_Z","Mesto Senica ","00309974","Slovenská republika","Senica ","90525","Štefánikova 1408/56","Pavel Scholtz","43206735","Slovenská republika","Banska Bystrica","97404","THK 2","Kúpna zmluva","Kancelárska technika","30213100-6 Prenosné počítače;30232110-8 Laserové tlačiarne;30236000-2 Rôzne počítačové vybavenie;30237270-2 Puzdrá na prenosné počítače;38652120-7 Videoprojektory;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trnavský","Senica","Senica","Štefánikova 1408/56","10.7.2019 9:00:00","12.7.2019 14:00:00","","súbor","1,0000","1820,000","20,000","2184,000","366,000","1.7.2019 9:58:00","",
"Z201920304","Z201920304_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","nanoTECH s.r.o.","43798608","Slovenská republika","Prešov","08001","Zemplínska 15","Kúpna zmluva","Nákup monočlánkov - batérie","31400000-0 Akumulátory, galvanické články a batérie;31411000-0 Alkalické batérie;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Prievidza","Nováky","Duklianska 1","4.7.2019 8:00:00","15.7.2019 13:00:00","","ks","1740,0000","762,500","20,000","915,000","1603,000","2.7.2019 8:54:00","",
"Z201920303","Z201920303_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","Roman Laco - ROADA","33191921","Slovenská republika","Neporadza","91326","Bošianska Neporadza 329","Kúpna zmluva","Prací prostriedok, aviváž","39831000-6 Pracie prostriedky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Prievidza","Nováky","Duklianska 1","4.7.2019 8:00:00","15.7.2019 13:00:00","","ks","27,0000","120,830","20,000","145,000","24,990","2.7.2019 8:38:00","",
"Z201920347","Z201920347_Z","Centrum sociálnych služieb-Bôrik","00648710","Slovenská republika","Nitrianske Pravno","97213","Žltá 319/25","SLOVCARE s.r.o.","46520261","Slovenská republika","Trnava","91701","Sladovnícka 5/2554","Kúpna zmluva","20 x el. polohovateľné postele s hrazdou, hrazdičkou s antidekubitným matracom, 20 x nočné stolíky s vysúvacou jedálenskou doskou, 20 x šatníkové skrine.","33192100-3 Lôžka na zdravotnícke účely;39100000-3 Nábytok;39141300-5 Skrine;39143123-4 Nočné stolíky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Prievidza","Nitrianske Pravno","Žltá 319/25","1.8.2019 9:13:00","30.9.2019 9:13:00","","celok","1,0000","15808,330","20,000","18970,000","0,000","1.7.2019 9:50:00","",
"Z201920351","Z201920351_Z","Nemocnica s poliklinikou Myjava","00610721","Slovenská republika","Myjava","90701","Staromyjavská 59","WEGA - MS spol. s r.o.","30998328","Slovenská republika","Moravany nad Váhom","92221","Pálenická 1/601 ","Kúpna zmluva","EEG prístroj","33121100-5 Elektroencefalografy;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Myjava","Myjava","Staromyjavská 59","3.7.2019 11:00:00","2.8.2019 12:00:00","","ks","1,0000","7600,000","20,000","9120,000","7335,000","1.7.2019 10:32:00","",
