"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia",
"Z2016639","Z2016639_Z","Národný onkologický ústav","00165336","Slovenská republika","Bratislava","83110","Klenová 1","MIK, s.r.o. ","34099514","Slovenská republika","Šaľa","92701","Hollého č. 1999/13","Kúpna zmluva","Mäso a mäsové výrobky","15110000-2 Mäso;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Klenova","10.6.2016 6:30:00","23.9.2016 9:00:00","","kg","1920,0000","6850,000","","","2143,000","31.5.2016 8:42:00",
"Z20165158","Z20165158_Z","Ministerstvo vnútra Slovenskej republiky","00151866","Slovenská republika","Bratislava","81272","Pribinova 2","EFZET, s. r. o.","47417803","Slovenská republika","Pezinok","90201","Záhradná 13","Kúpna zmluva","Protipreklzový systém pre nákladné automobily","34324000-4 Kolesá, ich časti a príslušenstvo;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","","","","","27.5.2016 10:00:00","24.6.2016 18:00:00","","protipreklzový systém","28,0000","133000,000","20,000","159600,000","0,000","17.5.2016 10:38:03",
"Z20165703","Z20165703_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","Ib-elektro s.r.o.","46375210","Slovenská republika","Rimavská Sobota","97901","Železničiarska 48","Kúpna zmluva","Rýchlovarná kanvica IV","39711300-2 Elektrotepelné prístroje;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava","Bratislava","Za kasárňou 3","11.5.2016 9:00:00","31.5.2016 13:00:00","","kus","30,0000","204,170","20,000","245,000","655,000","2.5.2016 8:44:00",
"Z20165818","Z20165818_Z","Národný onkologický ústav","00165336","Slovenská republika","Bratislava","83110","Klenová 1","BOFIL s.r.o.","44073585","Slovenská republika","Nitra","94901","Cabajská 10","Kúpna zmluva","Trvanlivé polotučné mlieko 1,5%","15511000-3 Mlieko;15511210-8 Ultravysoko zohriate mlieko;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Klenova","10.6.2016 6:30:00","23.9.2016 9:00:00","","liter","9000,0000","2560,000","10,000","2816,000","840,000","31.5.2016 8:38:00",
"Z20167140","Z20167140_Z","Národný onkologický ústav","00165336","Slovenská republika","Bratislava","83110","Klenová 1","Messer Medical Home Care Slovakia, s. r. o. ","46378979","Slovenská republika","Nové Mesto nad Váhom","91501","Piešťanská 12","Kúpna zmluva","Monitorovací systém ","33123210-3 Prístroje na monitorovanie srdca;33195000-3 Systém monitorovania pacientov;33195200-5 Centrálne monitorovacie stanice;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Klenová 1","23.5.2016 0:00:00","23.5.2016 0:00:00","","ks","3,0000","9834,000","20,000","11800,800","156,000","10.5.2016 14:38:00",
"Z20168507","Z20168507_Z","Národný onkologický ústav","00165336","Slovenská republika","Bratislava","83110","Klenová 1","MZ SLOVAKIA, s.r.o.","34128557","Slovenská republika","Piešťany","92101","Krajinská cesta 9 ","Kúpna zmluva","Osvetľovacia rampa nad lôžko pacienta s držiakom príslušenstva","33192300-5 Zdravotnícke vybavenie okrem lôžok a stolov","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Klenová 1","14.6.2016 0:00:00","16.6.2016 0:00:00","","ks","9,0000","8400,000","20,000","10080,000","1550,000","23.5.2016 11:58:00",
"Z20168671","Z20168671_Z","Mestské kultúrne stredisko v Sabinove","00149683","Slovenská republika","Sabinov","08301","Janka Borodáča 18","Ademma s.r.o.","47428252","Slovenská republika","Ludrová","03471","Ludrová 454 ","Zmluva o dielo","Rekonštrukcia  sociálnych zariadení ","44111700-8 Dlaždice;44190000-8 Rôzne stavebné materiály;44411000-4 Sanitárne výrobky;45000000-7 Stavebné práce;45400000-1 Kompletizačné (dokončovacie) práce;45410000-4 Omietkarské práce;45430000-0 Obkladanie stien a kladenie dlažbových krytín;45432000-4 Kladenie podláh a dlažbových krytín, povrchová úprava stien;45442100-8 Maliarske a natieračské práce;60000000-8 Dopravné služby (bez prepravy odpadu);45310000-3 Elektroinštalačné práce","Stavebná práca;Tovar;Služba","1. Opravy a údržba","Slovenská republika","Prešovský","Sabinov","Sabinov","Janka Borodáča 18","16.5.2016 8:00:00","15.7.2016 9:00:00","","celok","1,0000","13260,000","20,000","15912,000","6888,000","2.5.2016 10:03:02",
"Z20168672","Z20168672_Z","Žilinská univerzita v Žiline","00397563","Slovenská republika","Žilina","01026","Univerzitná 8215/1","NEONYX, s.r.o.","44788045","Slovenská republika","Žilina","01001","Daniela Dlabača 978","Kúpna zmluva","Zabezpečenie psychologického testovania","79634000-7 Služby profesijného poradenstva;85312300-2 Usmerňovanie a poradenské služby;85121270-6 Služby psychiatra alebo psychológa","Služba","27. Ostatné služby","Slovenská republika","Žilinský","Žilina","Žilina","Univerzitná 8215/1","","","17.6.2016 13:41:00","osoba","300,0000","5500,000","20,000","6600,000","0,000","16.5.2016 13:39:00",
"Z20168674","Z20168674_Z","Národný onkologický ústav","00165336","Slovenská republika","Bratislava","83110","Klenová 1","UNOMED spol. s r. o.","00612791","Slovenská republika","Trenčín","91101","Zlatovská 2211","Kúpna zmluva","FloTrac MHD6","33123210-3 Prístroje na monitorovanie srdca;33140000-3 Zdravotnícky spotrebný materiál;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Klenová 1","13.5.2016 13:47:00","31.5.2016 13:47:00","","ks","10,0000","1658,330","20,000","1990,000","0,000","3.5.2016 14:26:00",
"Z20168842","Z20168842_Z","Rozhlas a televízia Slovenska","47232480","Slovenská republika","Bratislava-Karlova Ves","84545","Mlynská dolina","G - Tec Professional s.r.o. ","35868929","Slovenská republika","Pezinok","90201","Mýtna 36","Kúpna zmluva","3x Softvér na spracovanie zvuku","48521000-6 Softvérový balík na strih hudby a zvuku;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava","Bratislava","","30.5.2016 9:00:00","30.6.2016 17:00:00","","kus (licencia + dongle)","3,0000","8400,000","20,000","10080,000","1500,000","17.5.2016 10:54:00",
