"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia",
"Z201625973","Z201625973_Z","Ústav na výkon trestu odňatia slobody","00738263","Slovenská republika","Hrnčiarovce nad Parnou","91935","Dlhé Lúky 1","MICROCOMP - Computersystém s r.o.","31410952","Slovenská republika","Nitra","94901","Kupecká 9","Kúpna zmluva","Nákup osobných počítačov s nízkym vplyvom na životné prostredie počas životného cyklu","30213000-5 Osobné počítače","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Trnavský","Trnava","Hrnčiarovce n/Parnou","Dlhé Luky 1","18.10.2016 8:00:00","20.10.2016 14:00:00","","ks","40,0000","21668,000","20,000","26001,600","0,000","3.10.2016 8:38:00",
"Z201626872","Z201626872_Z","Národný ústav tuberkulózy, pľúcnych chorôb a hrudníkovej chirurgie Vyšné Hágy","00227811","Slovenská republika","Vyšné Hágy","05984","1","B.Braun Medical s.r.o.","31350780","Slovenská republika","Bratislava","83103","Hlučínska 3","Rámcová dohoda","Látky ničiace baktérie na systémové použitie III","33651100-9 Látky ničiace baktérie na systémové použitie;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Prešovský","Poprad","Vyšné Hágy","","","","","ako balík","1,0000","4275,000","10,000","4702,500","93,600","11.10.2016 9:34:00",
"Z201626930","Z201626930_Z","Lesopoľnohospodársky majetok Ulič, štátny podnik","00492531","Slovenská republika","Ulič","06767","Ulič 96","Rastislav Hančin - PNEUSERVIS","34291679","Slovenská republika","Ulič","06767","Ulič 10","Kúpna zmluva","Pneumatiky a ich odborné prezutie.","34351100-3 Pneumatiky pre motorové vozidlá;50116500-6 Opravy pneumatík vrátane montáže a vyvažovania;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Prešovský","Snina","Ulič","Ulič 96","17.10.2016 7:00:00","17.10.2016 14:00:00","","ks","4,0000","386,800","20,000","464,160","13,200","3.10.2016 9:38:00",
"Z201626935","Z201626935_Z","Lesopoľnohospodársky majetok Ulič, štátny podnik","00492531","Slovenská republika","Ulič","06767","Ulič 96","Rastislav Hančin - PNEUSERVIS","34291679","Slovenská republika","Ulič","06767","Ulič 10","Kúpna zmluva","Pneumatiky a ich odborné prezutie.","34351100-3 Pneumatiky pre motorové vozidlá;50116500-6 Opravy pneumatík vrátane montáže a vyvažovania;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Prešovský","Snina","Ulič","Ulič 96","19.10.2016 7:00:00","19.10.2016 14:00:00","","ks","4,0000","386,800","20,000","464,160","13,200","3.10.2016 10:38:00",
"Z201627466","Z201627466_Z","Mesto Považská Bystrica","317667","Slovenská republika","Považská Bystrica","01713","Centrum 2/3","FEREX, s.r.o.","17682258","Slovenská republika","Nitra","94901","Vodná 23","Kúpna zmluva","Odpadkový kôš 50l","34928480-6 Kontajnery a nádoby na odpad a odpadky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Trenčiansky","Považská Bystrica","Považská Bystrica","Centrum 2/3","12.10.2016 8:00:00","14.10.2016 12:00:00","","ks","120,0000","1874,990","20,000","2249,990","350,000","3.10.2016 9:52:00",
"Z201627599","Z201627599_Z","Mestská časť Bratislava - Karlova Ves","00603520","Slovenská republika","Bratislava","84262","Nám. sv. Františka 8","Marián Šupa","11906022","Slovenská republika","Veľké Kostoľany","92207","Hollého 164","Zmluva o poskytovaní služieb","Prenájom traktorov so zimným príslušenstvom (radlica a sypač)","90620000-9 Odpratávanie snehu;90630000-2 Odpratávanie ľadu","Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava IV","Bratislava - mestská časť Karlova Ves","Namestie sv. Františka č. 8","1.11.2016 0:00:00","31.3.2019 23:59:00","","motohodina","3000,0000","91666,660","20,000","109999,990","0,000","3.10.2016 10:03:03",
"Z201627629","Z201627629_Z","Športové gymnázium, Staničná 6, Trenčín","00515159","Slovenská republika","Trenčín","91105","Staničná 6","Ing. Peter Gerši GCTECH","36880574","Slovenská republika","Trenčín","91101","Jilemnického 6","Kúpna zmluva","Bazénová chémia - chlornan sodný a kyselina sírová","24311411-1 Kyselina sírová;24312220-2 Chlórnan sodný;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Trenčiansky","Trenčín","Trenčín","Staničná 6","7.10.2016 10:52:00","10.10.2016 10:52:00","","celok","1,0000","666,660","20,000","799,990","954,310","4.10.2016 11:40:00",
"Z201627807","Z201627807_Z","Univerzitná nemocnica L. Pasteura Košice","00606707","Slovenská republika","Košice","04190","Rastislavova 43","Andrej Timko Ing. TA-TRANS","10792848","Slovenská republika","Trebišov","07501","Štefánikova 713/342","Kúpna zmluva","Mlieko, maslo, nátierka","15511000-3 Mlieko;15530000-2 Maslo;60130000-8 Služby osobnej cestnej dopravy na osobitné účely","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Košický","Košice IV","Košice - mestská časť Juh","Rastislavova 43","14.10.2016 5:00:00","21.10.2016 5:00:00","","ks","1,0000","63890,000","10,000","70279,000","23900,000","4.10.2016 11:20:00",
"Z201627819","Z201627819_Z","Psychiatrická nemocnica prof. Matulaya Kremnica","00606987","Slovenská republika","Kremnica","96701","Čsl. armády 234/139","Slovenský plynárenský priemysel, a.s.","35815256","Slovenská republika","Bratislava","82511","Mlynské nivy   44/a","Kúpna zmluva","Združená dodávka elektrickej energie","09310000-5 Elektrická energia","Tovar;Služba","27. Ostatné služby","Slovenská republika","Banskobystrický","Žiar nad Hronom","Kremnica","Československej armády 234/139","1.1.2017 0:00:00","31.12.2017 23:59:00","","kWh","350000,0000","40000,000","20,000","48000,000","1920,000","3.10.2016 10:38:01",
"Z201627832","Z201627832_Z","Univerzitná nemocnica L. Pasteura Košice","00606707","Slovenská republika","Košice","04190","Rastislavova 43","Andrej Timko Ing. TA-TRANS","10792848","Slovenská republika","Trebišov","07501","Štefánikova 713/342","Kúpna zmluva"," Mliečne výrobky ","15512000-0 Smotana;15512100-1 Smotana s nízkym obsahom tuku;15512200-2 Smotana s vyšším obsahom tuku;15512900-9 Smotana na šľahanie;15530000-2 Maslo;15540000-5 Syrárske výrobky;15541000-2 Lahôdkový syr;15542000-9 Čerstvý (nevyzretý) syr;15543000-6 Strúhaný, práškový, syr s modrou plesňou a iný syr;15544000-3 Tvrdý syr;15545000-0 Syrové nátierky;15550000-8 Mliečne výrobky rôznych druhov;15551000-5 Jogurt a ostatné fermentované mliečne výrobky;60130000-8 Služby osobnej cestnej dopravy na osobitné účely","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Košický","Košice IV","Košice - mestská časť Juh","Rastislavova 43","17.10.2016 9:24:00","21.10.2016 9:25:00","","ks","1,0000","76190,000","20,000","91428,000","24895,000","5.10.2016 12:16:00",
