"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia",
"Z201821784","Z201821784_Z","Mesto Žilina","00321796","Slovenská republika","Žilina","01131","Námestie obetí komunizmu 1","NOVÝ TOPCAR, s.r.o.","36371653","Slovenská republika","Žilina","01009","Bytčická cesta 88","Kúpna zmluva","Osobné motorové vozidlá ","31620000-8 Zvukové alebo svetelné signalizačné zariadenia;32342410-9 Zvukové zariadenie;34110000-1 Osobné automobily;34114200-1 Policajné automobily;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Žilina","Žilina","Hollého 11","25.6.2018 14:00:00","15.8.2018 14:00:00","","ks","2,0000","22829,170","20,000","27395,000","49,000","1.6.2018 10:37:59",
"Z201822061","Z201822061_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","SYNTCHEM, spol. s r.o.","36010481","Slovenská republika","Chrenovec-Brusno","972 32","Chrenovec-Brusno 198","Kúpna zmluva","Detekčné trubičky na bojové otravné látky, priemyselné škodliviny a toxické chemické látky","38432100-3 Analyzátory plynu;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Prievidza","Zemianske Kostoľany","Vojenský útvar 1056, Pod horou 1, 972 43 Zemianske Kostoľany","15.6.2018 6:00:00","28.9.2018 13:00:00","","Súbor položiek ","1,0000","17748,500","20,000","21298,200","0,000","1.6.2018 10:37:59",
"Z201822383","Z201822383_Z","Nemocnica Alexandra Wintera n. o.","36084221","Slovenská republika","Piešťany","92163","Winterova 66","BAX PHARMA, s.r.o.","35758481","Slovenská republika","Bratislava","81104","Leškova 8","Rámcová dohoda","Lieky","33600000-6 Farmaceutické výrobky;33661100-2 Anestetiká;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trnavský","Piešťany","Piešťany","","","","","fľaša","84,0000","6438,980","10,000","7082,880","0,000","5.6.2018 8:52:00",
"Z201822386","Z201822386_Z","Nemocnica Alexandra Wintera n. o.","36084221","Slovenská republika","Piešťany","92163","Winterova 66","GUTTA Slovakia, spol. s r.o.","35707364","Slovenská republika","Bratislava","811 02","Svetlá 1","Kúpna zmluva","Mobilný digitálny RTG prístroj s C-ramenom","33111000-1 Röntgenové prístroje;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trnavský","Piešťany","Piešťany","","29.6.2018 8:36:00","31.7.2018 8:36:00","","ks","1,0000","45750,000","20,000","54900,000","9150,000","1.6.2018 9:43:59",
"Z201822417","Z201822417_Z","Nemocnica Alexandra Wintera n. o.","36084221","Slovenská republika","Piešťany","92163","Winterova 66","MED - ART, spol. s r.o.","34113924","Slovenská republika","Nitra","94901","Hornočermánska 4","Rámcová dohoda","Lieky","33600000-6 Farmaceutické výrobky;33617000-8 Minerálne doplnky;33622300-9 Diuretiká;33632100-0 Protizápalové a protireumatické prípravky;33632200-1 Svalové relaxanciá;33642200-4 Kortikosteroidy na systémové použitie;33651000-8 Všeobecné antiinfekčné látky na systémové použitie a očkovacie látky;33651100-9 Látky ničiace baktérie na systémové použitie;33651200-0 Antimykotiká na systémové použitie;33661000-1 Liečivá pre nervový systém;33661100-2 Anestetiká;33661200-3 Analgetiká;33692500-2 Injektovateľné roztoky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trnavský","Piešťany","Piešťany","","","","","súbor","1,0000","139201,000","10,000","153121,100","0,000","5.6.2018 10:42:00",
"Z201823049","Z201823049_Z","Krajský súd v Banskej Bystrici","00215775","Slovenská republika","Banská Bystrica","97487","Skuteckého 7","SELVIT, spol. s r.o.","36370053","Slovenská republika","Zilina","01001","Tichá 15A/8560","Kúpna zmluva","Nákup a montáž vystražného svetelného a zvukového znamenia (maják) do motorového služobného vozidla","31620000-8 Zvukové alebo svetelné signalizačné zariadenia;34000000-7 Prepravné zariadenia a pomocné výrobky na prepravu;34900000-6 Rôzne dopravné zariadenia a náhradné diely;34928430-1 Majáky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","Skuteckého 7","14.6.2018 8:00:00","13.7.2018 15:00:00","","súprava","1,0000","1208,330","20,000","1450,000","0,000","12.6.2018 10:38:00",
"Z201823205","Z201823205_Z","Centrum účelových zariadení","42137004","Slovenská republika","Piešťany","92101","Rekreačná 13","Liptovské pekárne a cukrárne VČELA - Lippek k.s.","36394556","Slovenská republika","Liptovský Mikuláš","031 01","1.mája 1919","Rámcová dohoda","Čerstvý chlieb, pečivo a pekárenske výrobky","15811100-7 Chlieb;15811200-8 Rožky;15812100-4 Pečivo;15813000-0 Raňajkové pečivo;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Banská Bystrica","Donovaly","Drotárska cesta 46 - kontaktná adresa","","","","ks","1,0000","44899,850","20,000","53879,820","0,000","1.6.2018 8:37:59",
"Z201823228","Z201823228_Z","Slovenská poľnohospodárska univerzita v Nitre","00397482","Slovenská republika","Nitra","94976","Trieda Andreja Hlinku 2","Mikrochem Trade, spol. s r.o.","35948655","Slovenská republika","Pezinok","90201","Za dráhou 33","Kúpna zmluva","Etanol 96 % p.a., Kyselina octová p.a., Chloroform p.a.","24000000-4 Chemické výrobky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Nitriansky","Nitra","Nitra","Tr. A. Hlinku 2, 949 76 Nitra","11.6.2018 9:00:00","15.6.2018 14:00:00","","podľa rozpisu v technickej špecifikácii","1,0000","","","282,600","0,000","4.6.2018 9:07:59",
"Z201823230","Z201823230_Z","Mesto Nová Baňa","00320897","Slovenská republika","Nová Baňa","96826","Námestie Slobody 1","MEVA-SK s.r.o. Rožňava","31681051","Slovenská republika","Brzotín, časť Bak","04951","Krátka 574","Kúpna zmluva","Záhradné kompostéry","39234000-1 Škatule na kompost;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Žarnovica","Nová Baňa","Námestie slobody č. 1","7.6.2018 12:05:00","30.9.2018 12:05:00","","ks","905,0000","","","86000,000","48000,000","4.6.2018 13:14:00",
"Z201823294","Z201823294_Z","Stredisko služieb škole","35540419","Slovenská republika","Košice","04011","Trieda SNP 48/A","Auto Gábriel, s.r.o. Košice","31699090","Slovenská republika","Košice","04017","Osloboditeľov 70","Kúpna zmluva","Osobný automobil nižšej strednej triedy","34110000-1 Osobné automobily;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice II","Košice - mestská časť Západ","Trieda SNP 48/A","8.6.2018 12:00:00","9.7.2018 12:00:00","","ks","1,0000","9124,170","20,000","10949,010","50,980","6.6.2018 10:38:00",
