"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia","IdStavVCrz",
"Z20231971","Z20231971_Z","Trenčiansky samosprávny kraj","36126624","Slovenská republika","Trenčín","91101","K dolnej stanici 7282/20A","Carl Zeiss Slovakia, s. r. o.","46095969","Slovenská republika","Bratislava","83102","Račianska 12481/77/A","Kúpna zmluva","3D súradnicový merací stroj","38300000-8 Meracie prístroje;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Partizánske","Partizánske","Námestie SNP 5","4.9.2023 8:00:00","31.10.2023 15:00:00","","ks","1,0000","64500,000","20,000","77400,000","11400,000","6.4.2023 10:40:00","",
"Z20231998","Z20231998_Z","Hornooravská nemocnica s poliklinikou Trstená","00634891","Slovenská republika","Trstená","02801","ul. Mieru 549/16","SIAD Slovakia spol. s r. o.","35746343","Slovenská republika","Bratislava","83104","Rožňavská 17","Kúpna zmluva","Medicinálny kvapalný kyslík a prenájom zásobníkovej stanice","24111900-4 Kyslík;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Tvrdošín","Trstená","Mieru 549/16","6.4.2023 9:00:00","5.4.2026 9:00:00","","ks","1,0000","87498,000","20,000","104997,600","443,000","3.4.2023 10:38:00","",
"Z20232014","Z20232014_Z","Akadémia ozbrojených síl generála Milana Rastislava Štefánika","37910337","Slovenská republika","Liptovský Mikuláš","03101","Demänová 393","INMEDIA, spol. s r.o.","36019208","Slovenská republika","Zvolen","96001","Námestie SNP 11","Rámcová dohoda","Mliečne výrobky a mlieko","15500000-3 Mliečne výrobky","Tovar","","Slovenská republika","Žilinský","Liptovský Mikuláš","Liptovský Mikuláš","Demänová 393","","","","zákazka","1,0000","","","44600,000","3400,000","24.4.2023 11:02:00","",
"Z20232038","Z20232038_Z","Dopravný podnik mesta Košice, akciová spoločnosť","31701914","Slovenská republika","Košice","04329","Bardejovská 6","ŠIMKOVIČ - PROTEKTOR spoločnosť s ručením obmedzeným","31654606","Slovenská republika","Sečovce","07801","Kollárova 15","Rámcová dohoda","Protektorované pneumatiky 2023","34913200-2 Protektorované pneumatiky;50116510-9 Protektorovanie pneumatík;60000000-8 Dopravné služby (bez prepravy odpadu);90510000-5 Likvidácia a spracovanie odpadu","Tovar;Služba","","Slovenská republika","Košický","Košice II","Košice - mestská časť Západ","Bardejovská 6","","","","komplet","1,0000","44500,000","20,000","53400,000","3581,000","4.4.2023 8:54:00","",
"Z20232046","Z20232046_Z","Horská záchranná služba","37879693","Slovenská republika","Vysoké Tatry","06201","Horný Smokovec 52","Ing. Kamil Dobranský - AMD","47768681","Slovenská republika","Hrašovík","04442","Hrašovík 91","Rámcová dohoda","Elektrobicykle","34422000-7 Bicykle s prídavným motorom;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Poprad","Horný Smokovec","Horný Smokovec 17052","","","","ks","33,0000","191663,330","20,000","229996,000","20028,800","3.4.2023 10:44:00","",
"Z20232047","Z20232047_Z","Mesto Kysucké Nové Mesto","00314099","Slovenská republika","Kysucké Nové Mesto","02401","Námestie slobody 94","AUTO MARKET, s.r.o.","36371629","Slovenská republika","Žilina","01001","Košická 3623","Kúpna zmluva","Úžitkové  motorové vozidlo ","34144700-5 Úžitkové vozidlá;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Kysucké Nové Mesto","Kysucké Nové Mesto","Cesta do Rudiny 637/10","10.4.2023 0:00:00","20.12.2023 18:00:00","","Ks","1,0000","29158,330","20,000","34990,000","5009,600","3.4.2023 11:04:00","",
"Z20232054","Z20232054_Z","Ústav na výkon väzby a Ústav na výkon trestu odňatia slobody","00738255","Slovenská republika","Bratislava","81229","Chorvátska 5","ELSTROTE, spol. s r.o.","30222915","Slovenská republika","Dolná Mariková","01802","551","Rámcová dohoda","Pracovná obuv ","18100000-0 Pracovné odevy, špeciálne pracovné odevy a doplnky;18813000-1 Obuv s koženým zvrškom;18830000-6 Ochranná obuv;18831000-3 Obuv so zabudovaným kovovým chráničom špičky;18832000-0 Špeciálna obuv;35113400-3 Ochranné a bezpečnostné odevy;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Chorvátska 5","","","","pár","60,0000","1140,000","20,000","1368,000","144,000","13.4.2023 9:46:00","",
"Z20232133","Z20232133_Z","Úrad pre správu zaisteného majetku","53803175","Slovenská republika","Bratislava","81106","Námestie slobody 12","Lamitec, spol. s r.o.","35710691","Slovenská republika","Bratislava","82104","Pestovateľská 16147/9","Rámcová dohoda","Kancelárske potreby, kancelársky tovar a iné produkty","15000000-8 Potraviny, nápoje, tabak a príbuzné produkty;15320000-7 Ovocné a zeleninové šťavy;15321000-4 Ovocné šťavy;15321700-1 Zmesi nekoncentrovaných štiav;15321800-2 Koncentrované šťavy;15322000-1 Zeleninové šťavy;15332200-6 Džemy a marmelády, ovocné želé; ovocné alebo orechové pyré a pasty/pretlaky;15332400-8 Konzervované ovocie;15332410-1 Sušené ovocie;15500000-3 Mliečne výrobky;15510000-6 Mlieko a smotana;15550000-8 Mliečne výrobky rôznych druhov;15551000-5 Jogurt a ostatné fermentované mliečne výrobky;15555000-3 Zmrzlina a podobné výrobky;15800000-6 Rôzne potravinárske výrobky;15810000-9 Pekársky tovar, čerstvé pečivo a cukrárske výrobky;15811000-6 Pekársky tovar;15812000-3 Pečivo a cukrovinky;15812100-4 Pečivo;15813000-0 Raňajkové pečivo;15820000-2 Sucháre a piškóty; trvanlivé pečivo a cukrovinky;15830000-5 Cukor a jemu príbuzné výrobky;15831000-2 Cukor;15831600-8 Med;15833100-7 Dezerty;15842000-2 Čokoláda a cukrovinky;15842100-3 Čokoláda;15842200-4 Čokoládové výrobky;15842210-7 Čokoládové nápoje;15842220-0 Čokoládové tyčinky;15842300-5 Cukrovinky;15842310-8 Tvrdé cukríky;15860000-4 Káva, čaj a príbuzné produkty;15861000-1 Káva;15871274-5 Nátierky na chlieb;15872400-5 Soľ;15880000-0 Výrobky špeciálnej výživy;15890000-3 Rôzne potravinové výrobky a sušený tovar;15897300-5 Potravinové balíčky;15980000-1 Nealkoholické nápoje;18141000-9 Pracovné rukavice;18937000-6 Vrecia na balenie tovaru;19513200-7 Lepiaca páska z pogumovaných textílií;22600000-6 Atrament;22800000-8 Papierové alebo lepenkové registre, účtovné knihy, rýchloviazače, formuláre a iné druhy tlačeného papierenského tovaru;22810000-1 Papierové alebo lepenkové registre;22815000-6 Zápisníky;22816000-3 Bloky;22816100-4 Poznámkové bloky;22816300-6 Samolepiace poznámkové bločky;22830000-7 Zošity;22850000-3 Rýchloviazače a súvisiace príslušenstvo;22851000-0 Rýchloviazače;22852000-7 Zakladače;22852100-8 Spisové dosky;22900000-9 Rôzne tlačoviny;30000000-9 Kancelárske a počítacie stroje, vybavenie a spotrebný materiál s výnimkou nábytku a softvérových balíkov;30100000-0 Kancelárske stroje, vybavenie a spotrebný materiál s výnimkou počítačov, tlačiarní a nábytku;30123000-7 Kancelárske a obchodné stroje;30124000-4 Časti a príslušenstvo kancelárskych strojov;30124510-2 Popisovače;30125000-1 Časti a príslušenstvo fotokopírovacích prístrojov;30125100-2 Tonerové náplne;30125120-8 Toner do fotokopírovacích strojov;30141100-0 Vreckové kalkulačky;30141200-1 Stolové kalkulačky;30152000-9 Časti a príslušenstvo písacích strojov;30190000-7 Rôzne kancelárske zariadenia a kancelárske potreby;30191000-4 Kancelárske zariadenia s výnimkou nábytku;30191120-1 Stojany na časopisy;30191130-4 Písacie dosky so svorkou;30191400-8 Skartovače;30192000-1 Kancelárske potreby;30192100-2 Vymazávacie potreby (guma, zmizík);30192130-1 Ceruzky;30192132-5 Náhradné tuhy do ceruziek;30192133-2 Strúhadlá na ceruzky;30192150-7 Dátumové pečiatky;30192153-8 Textové pečiatky;30192154-5 Vymeniteľné pečiatkové podušky;30192160-0 Korektory;30192170-3 Nástenky;30192300-4 Farbiace pásky;30192800-9 Samolepiace etikety;30192900-0 Korekčné prostriedky;30192910-3 Korekčný pás alebo páska;30192930-9 Korekčné perá;30192940-2 Náplne do korekčných pier;30193000-8 Organizéry a príslušenstvo;30193200-0 Stolové zásobníky alebo organizéry;30193700-5 Škatuľa na ukladanie spisov;30194000-5 Rysovacie potreby;30194200-7 Body, pásky, filmy a iné pomôcky na prilepenie výkresov;30194210-0 Body a pásky na prilepenie výkresov;30194220-3 Lepiace filmy na výkresy;30194500-0 Písacie pomôcky;30194800-3 Príložníky a trojuholníky;30195600-8 Vývesné tabule alebo príslušenstvo;30195900-1 Biele tabule a magnetické tabule;30195920-7 Magnetické tabule;30197000-6 Drobné kancelárske vybavenie;30197100-7 Sponky, cvočky, pripináčiky;30197110-0 Svorky;30197120-3 Cvočky;30197130-6 Pripináčiky;30197200-8 Krúžkové viazače a spony na papier;30197210-1 Krúžkové viazače;30197220-4 Spony na papier;30197300-9 Otvárače listov, zošívačky a dierovače;30197320-5 Zošívačky;30197321-2 Rozošívače;30197330-8 Dierovače;30197620-8 Písací papier;30197630-1 Papier na tlač alebo iné grafické účely;30197640-4 Samokopírovací a iný kopírovací papier;30197642-8 Papier na fotokopírovanie a xerografický papier;30197643-5 Papier na fotokopírovanie;30197644-2 Xerografický papier;30199000-0 Papiernický tovar a iné položky;30199200-2 Obálky, neilustrované karty a korešpondenčné lístky;30199230-1 Obálky;30199330-2 Papier do počítačových tlačiarní v páse;30199700-7 Tlačené výrobky z papiera okrem formulárov;30199710-0 Tlačené obálky;30199720-3 Listový papier;30199731-3 Vizitkáre;30199740-9 Firemné vizitky;30199780-1 Podpisové knihy;30199792-8 Kalendáre;30200000-1 Počítačové zariadenia a spotrebný materiál;30232000-4 Periférne vybavenie;30234000-8 Pamäťové médiá;30234500-3 Pamäťové archivačné médiá;30234600-4 Flash pamäť;30236000-2 Rôzne počítačové vybavenie;30237000-9 Časti a príslušenstvo počítačov a spotrebný materiál k nim;30237200-1 Príslušenstvo počítačov;30237270-2 Puzdrá na prenosné počítače;30237300-2 Spotrebný materiál k počítačom;31000000-6 Elektrické stroje, prístroje, zariadenia a spotrebný tovar; osvetlenie;31400000-0 Akumulátory, galvanické články a batérie;31410000-3 Galvanické články;31711422-7 Mikrovlnné zariadenia;32420000-3 Sieťové zariadenia;33191000-5 Sterilizačné, dezinfekčné a hygienické prístroje;33711430-0 Jednorazové utierky;33711900-6 Mydlo;33741100-7 Čistiace prostriedky na ruky;33760000-5 Toaletný papier, vreckovky, uteráky na ruky a servítky;33761000-2 Toaletný papier;33770000-8 Papierové hygienické výrobky;33771000-5 Hygienické výrobky z papiera;35113400-3 Ochranné a bezpečnostné odevy;35121600-4 Štítky;37820000-2 Potreby pre maliarov;37822100-7 Pastelky;39000000-2 Nábytok (vrátane kancelárskeho nábytku), zariadenie interiéru, domáce spotrebiče (s výnimkou osvetlenia) a čistiace prostriedky;39100000-3 Nábytok;39110000-6 Sedadlá, stoličky a podobné výrobky a súvisiace časti;39112000-0 Stoličky;39113000-7 Rôzne sedadlá a stoličky;39130000-2 Kancelársky nábytok;39224210-3 Maliarske štetce;39241200-5 Nožnice;39264000-0 Príslušenstvo pre rýchloviazače alebo zoraďovače;39290000-1 Rôzne vybavenie a zariadenie interiérov;39292500-0 Pravítka;39541110-0 Povrazy;39711310-5 Elektrické kávovary;39711440-5 Variče;39800000-0 Čistiace a leštiace výrobky;39830000-9 Čistiace výrobky;39831300-9 Čistiace prostriedky na podlahu;39831600-2 Čistiace prostriedky na toalety;39832000-3 Čistiace prostriedky na riad;41110000-3 Pitná voda;44174000-0 Fólia;44423810-2 Gumené pečiatky;44424200-0 Priľnavé pásky;44812000-5 Farby na umeleckú maľbu;44812300-8 Školské farby;60000000-8 Dopravné služby (bez prepravy odpadu);79341000-6 Reklamné služby;22460000-2 Obchodno-reklamný materiál, komerčné katalógy a príručky;30192121-5 Guľôčkové perá;30192122-2 Plniace perá;30192124-6 Fixky;30192125-3 Zvýrazňovače","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Námestie slobody 2906/12","","","","zákazka","1,0000","45000,000","20,000","54000,000","4900,000","3.4.2023 9:38:00","",
"Z20232142","Z20232142_Z","Univerzitná nemocnica - Nemocnica svätého Michala, a. s.","44570783","Slovenská republika","Bratislava","81108","Satinského I.7770/1","KORAKO plus, s. r. o.","43959954","Slovenská republika","Partizánske","95804","Bielická 369","Rámcová dohoda","Hygienické potreby","33760000-5 Toaletný papier, vreckovky, uteráky na ruky a servítky;33771000-5 Hygienické výrobky z papiera;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava","Bratislava","Satinského I.7770/1","","","","súbor v zmysle technickej špecifikácie","1,0000","44497,500","20,000","53397,000","9739,620","3.4.2023 15:50:00","",
"Z20232145","Z20232145_Z","Centrum sociálnych služieb STUDIENKA","00632830","Slovenská republika","Novoť","02955","Novoť 976","dk, s.r.o.","47225548","Slovenská republika","Novoť","02955","Novoť  902","Kúpna zmluva","Drevné pelety","09111400-4 Drevné palivá;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Námestovo","Novoť","Novoť č. 976","6.4.2023 7:00:00","31.7.2023 15:00:00","","tona","35,0000","9375,000","20,000","11250,000","3296,400","3.4.2023 10:58:00","",
