"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia",
"Z201748753","Z201748753_Z","Spojená škola","37956108","Slovenská republika","Banská Bystrica","97590","Školská 7","LASER servis, spol. s.r.o. ","35755989","Slovenská republika","Šenkvice","90081","Lipová 3","Rámcová dohoda","Tonery, náplne do tlačiarní a kopíriek, originálne, repasované, kompatibilné náhrady","30125100-2 Tonerové náplne;30125110-5 Toner do laserových tlačiarní/faxových prístrojov;30125120-8 Toner do fotokopírovacích strojov;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","Školská 7","","","","obsah opisného formulára","1,0000","1299,170","20,000","1559,000","","4.12.2017 11:50:00",
"Z201762706","Z201762706_Z","Psychiatrická nemocnica Philippa Pinela Pezinok","30801397","Slovenská republika","Pezinok","90218","Malacká cesta 63","Ľubica Križanová - Veľkoobchod OZ","43555811","Slovenská republika","Trnava","91701","Trstínska cesta 9","Kúpna zmluva","Konzumné zemiaky neskoré - balenie 25 kg - v.01","03212100-1 Zemiaky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Pezinok","Pezinok","Malacká cesta č. 63","2.1.2018 8:00:00","29.3.2018 13:00:00","","kg/mesiac","4000,0000","879,170","20,000","1055,000","344,990","1.12.2017 11:08:00",
"Z201762715","Z201762715_Z","Psychiatrická nemocnica Philippa Pinela Pezinok","30801397","Slovenská republika","Pezinok","90218","Malacká cesta 63","DEMIFOOD spol. s r.o.","36324124","Slovenská republika","Nové Mesto nad Váhom","91501","Piešťanská 2503/43","Kúpna zmluva","Základné a dlhodobo skladovateľné potraviny - v.01 ","15000000-8 Potraviny, nápoje, tabak a príbuzné produkty;15240000-2 Ryby v konzerve a inak pripravené alebo konzervované ryby;15331400-1 Nakladaná a/alebo konzervovaná zelenina;15332200-6 Džemy a marmelády, ovocné želé; ovocné alebo orechové pyré a pasty/pretlaky;15400000-2 Živočíšne alebo rastlinné oleje a tuky;15600000-4 Mlynské výrobky, škrob a škrobové výrobky;15820000-2 Sucháre a piškóty; trvanlivé pečivo a cukrovinky;15830000-5 Cukor a jemu príbuzné výrobky;15831500-7 Cukrové sirupy;15840000-8 Kakao; čokoláda a cukrovinky;15850000-1 Cestoviny;15860000-4 Káva, čaj a príbuzné produkty;15870000-7 Koreniny a chuťové prísady;15897200-4 Výrobky v konzerve;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Pezinok","Pezinok","Malacká cesta č. 63","2.1.2018 8:00:00","29.6.2018 13:00:00","","ks, kg, l / 1 mesiac","10832,5000","","","4400,000","1100,000","1.12.2017 11:44:00",
"Z201762720","Z201762720_Z","Psychiatrická nemocnica Philippa Pinela Pezinok","30801397","Slovenská republika","Pezinok","90218","Malacká cesta 63","Bidfood Slovakia s. r. o.","34152199","Slovenská republika","Nové Mesto nad Váhom","91501","Piešťanská 2321/71","Kúpna zmluva","Mrazené potraviny - v.01","15896000-5 Hlboko zmrazené výrobky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Pezinok","Pezinok","Malacká cesta č. 63","2.1.2018 8:00:00","29.6.2018 13:00:00","","kg, ks / 1 mesiac","1370,0000","2925,000","20,000","3510,000","490,000","1.12.2017 11:38:00",
"Z201762728","Z201762728_Z","Psychiatrická nemocnica Philippa Pinela Pezinok","30801397","Slovenská republika","Pezinok","90218","Malacká cesta 63","DEMIFOOD spol. s r.o.","36324124","Slovenská republika","Nové Mesto nad Váhom","91501","Piešťanská 2503/43","Kúpna zmluva","Mlieko a mliečne výrobky - v.01","15500000-3 Mliečne výrobky;15511000-3 Mlieko;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Pezinok","Pezinok","Malacká cesta č. 63","2.1.2018 8:00:00","29.6.2018 13:00:00","","kg, ks/ 1 mesiac","14099,0000","6000,000","","6000,000","574,000","1.12.2017 11:50:00",
"Z201762734","Z201762734_Z","Psychiatrická nemocnica Philippa Pinela Pezinok","30801397","Slovenská republika","Pezinok","90218","Malacká cesta 63","Eurozel s.r.o.","47837934","Slovenská republika","Bernolákovo","90027","Národného oslobodenia 20/A","Kúpna zmluva","Ovocie a zelenina (jeseň - zima) - v.02","03220000-9 Zelenina, ovocie a orechy;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Pezinok","Pezinok","Malacká cesta č. 63","2.1.2018 8:00:00","29.3.2018 13:00:00","","kg / mesiac","4139,0000","3124,000","20,000","3748,800","218,200","1.12.2017 11:54:00",
"Z201762924","Z201762924_Z","Mesto Žilina","00321796","Slovenská republika","Žilina","01131","Námestie obetí komunizmu 1","Meditech SK, s.r.o.","46964690","Slovenská republika","Žilina","01001","Veľká Okružná 43","Kúpna zmluva","Elektricky polohovateľná posteľ s antidekubitným matracom,s hrazdou a hrazdičkou alebo EKVIVALENT","33192130-2 Motorizované lôžka;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Žilina","Žilina","Osiková 26","15.12.2017 8:31:00","18.12.2017 8:32:00","","ks","5,0000","4075,000","20,000","4890,000","0,000","1.12.2017 9:08:00",
"Z201762926","Z201762926_Z","Mesto Žilina","00321796","Slovenská republika","Žilina","01131","Námestie obetí komunizmu 1","Vitizon Crowell, spol. s r.o.","48214400","Slovenská republika","Bratislava","82108","Bazová 1108/9","Kúpna zmluva","Relaxačné kardiokreslo","33193120-6 Kreslá na kolieskach;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Žilina","Žilina","Osiková 26","15.12.2017 8:35:00","18.12.2017 8:35:00","","ks","3,0000","1649,170","20,000","1979,000","553,000","1.12.2017 10:24:00",
"Z201763282","Z201763282_Z","Spojená škola","37956248","Slovenská republika","Modrý Kameň","99280","Jarmočná 1","GASTROTECHNIKA, s.r.o. ","46660437","Slovenská republika","Košice","04001","Slovenská 93","Kúpna zmluva","Elektrický parný konvektomat s príslušenstvom","39711430-2 Ohrievače jedla;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Veľký Krtíš","Modrý Kameň","Jarmočná 1, 992 80 Modrý Kameň","8.12.2017 8:00:00","8.12.2017 12:00:00","","ks","14,0000","4830,830","20,000","5797,000","2903,000","1.12.2017 13:52:00",
"Z201763281","Z201763281_Z","Základná škola, Štúrova 341, Hanušovce nad Topľou","37873288","Slovenská republika","Hanušovce nad Topľou","09431","Štúrova 341","Ing. Martin Kováč - Gastrotechnika plus","33905690","Slovenská republika","Košice - mestská časť Sever","040 01","Slovenská 93","Kúpna zmluva","Elektrický konvektomat ","39722000-9 Časti sporákov, varičov, ohrievačov a prístrojov pre domácnosť;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Vranov nad Topľou","Hanušovce nad Topľou","Šturova 341","15.12.2017 9:11:00","22.12.2017 9:11:00","","ks","1,0000","6305,830","20,000","7567,000","4973,000","13.12.2017 10:46:00",
