"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia",
"Z201617782","Z201617782_Z","STEFE Trnava, s. r. o.","36277215","Slovenská republika","Trnava","91732","Františkánska 16","DOMALL s.r.o.","36275310","Slovenská republika","Trnava","91701","Rovná 2","Zmluva o dielo","Výmena svetlíkov na plochej streche meštianskeho domu","44112410-5 Strešné rámové konštrukcie;45000000-7 Stavebné práce;45442100-8 Maliarske a natieračské práce;60000000-8 Dopravné služby (bez prepravy odpadu)","Stavebná práca;Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Trnavský","","Trnava","Hlavná ul. č.5","8.8.2016 8:00:00","14.9.2016 14:00:00","","celok","1,0000","8000,000","20,000","9600,000","0,000","1.8.2016 15:03:00",
"Z201617971","Z201617971_Z","Obec Rimavská Seč","319023","Slovenská republika","Rimavská Seč","98042","294","LUKA Centrum s.r.o.","47536756","Slovenská republika","Tornaľa","98201","Šafárikova 1967/72 ","Kúpna zmluva","Dodanie technológia pre zberný dvor","16700000-2 Traktory/ťahače;34223000-6 Prívesy a návesy;34928480-6 Kontajnery a nádoby na odpad a odpadky;34953000-2 Prístupové rampy;42923000-2 Strojové váhy a váhy;43250000-0 Čelné lopatové nakladače;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Banskobystrický","Rimavská Sobota","Rimavská Seč","","1.1.2017 0:00:00","30.4.2017 0:00:00","","zákazka","1,0000","","","134000,000","22558,000","1.8.2016 15:50:00",
"Z201617983","Z201617983_Z","Univerzita Konštantína Filozofa v Nitre","00157716","Slovenská republika","Nitra","94974","Trieda Andreja Hlinku 1","Tibor Varga TSV PAPIER","32627211","Slovenská republika","Lučenec","98401","Vajanského 80","Rámcová dohoda","Kancelárske potreby","30192000-1 Kancelárske potreby","Tovar","","Slovenská republika","Nitriansky","Nitra","Nitra","Tr.A.Hlinku 1,Dražovská č.4, Dražovská č.2, Nábrežie mládeže 1, Slančíkovej 1","","","","súbor","1,0000","26488,650","20,000","31786,380","5417,520","8.8.2016 10:38:00",
"Z201618284","Z201618284_Z","Základná škola s vyučovacím jazykom maďarským Eötvösova ul. 39, Komárno Eötvös Utcai Magyar Tanítási Nyelvü Alapiskola Komárom","37861204","Slovenská republika","Komárno","94501","Eötvösova 39","Kníhkupectvo alter ego, s.r.o.","36492922","Slovenská republika","Kežmarok","060 01","Hlavné námestie 3","Kúpna zmluva","Učebnice anglického jazyka na vyučovanie anglického jazyka v základnej škole ","22112000-8 Učebnice;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Nitriansky","Komárno","Komárno","Eötvösova 39","25.8.2016 9:17:00","31.8.2016 9:17:00","","kus","142,0000","1390,000","10,000","1529,000","1,940","1.8.2016 9:52:00",
"Z201618322","Z201618322_Z","Univerzita Konštantína Filozofa v Nitre","00157716","Slovenská republika","Nitra","94974","Trieda Andreja Hlinku 1","PhDr. Gabriela Spišáková - Majster Papier","33768897","Slovenská republika","Bratislava 5","85101","Wolkrova 5, P.O.BOX 212","Rámcová dohoda","Čistiace a hygienické prípravky a výrobky na upratovanie","39224300-1 Metly a kefy a iné výrobky na upratovanie domácností;39224310-4 WC kefy;39224320-7 Špongie;39224330-0 Vedrá;39224340-3 Koše;39224350-6 Lopatky na smeti;39811000-0 Prípravky na parfumovanie alebo dezodoráciu miestností;39830000-9 Čistiace výrobky;39831000-6 Pracie prostriedky;39831300-9 Čistiace prostriedky na podlahu;39831500-1 Čistiace prostriedky na autá;39831600-2 Čistiace prostriedky na toalety;39832000-3 Čistiace prostriedky na riad","Tovar","","Slovenská republika","Nitriansky","Nitra","Nitra","Tr.A.Hlinku 1,Dražovská č.4, Dražovská č.2, Nábrežie mládeže 1, Slančíkovej 1, Štefánikova 67, Kraskova 1","","","","súbor","1,0000","","","42499,000","34651,000","4.8.2016 12:06:00",
"Z201618451","Z201618451_Z","ONDAVA - Domov sociálnych služieb","00695190","Slovenská republika","Rakovec nad Ondavou","07203","Rakovec nad Ondavou 45","Elektroservis VV, s.r.o.","44602731","Slovenská republika","Vranov nad Topľou","09303","Čemernianska 50","Kúpna zmluva","Krájač zeleniny s príslušenstvom","31000000-6 Elektrické stroje, prístroje, zariadenia a spotrebný tovar; osvetlenie;39220000-0 Kuchynské zariadenie, domáce potreby a potreby pre domáce hospodárstvo a dodávky pre stravovacie zariadenia;39310000-8 Zariadenia hromadného stravovania;39312000-2 Zariadenia na prípravu jedál;39312200-4 Zariadenia závodných jedální;39314000-6 Priemyselné vybavenie kuchýň;51100000-3 Inštalácia elektrických a mechanických zariadení;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Košický","Michalovce","","","11.8.2016 8:00:00","18.8.2016 13:00:00","","ks","1,0000","3499,170","20,000","4199,010","800,980","1.8.2016 8:38:00",
"Z201618457","Z201618457_Z","Ústredný kontrolný a skúšobný ústav poľnohospodársky","00156582","Slovenská republika","Bratislava - Nové Mesto","83316","Matúškova 21","LEGUSEM pt, a.s.","50041592","Slovenská republika","Piešťany","92101","Štefánikova 9","Kúpna zmluva","Priemyselné hnojivá a zlúčeniny dusíka","24400000-8 Priemyselné hnojivá a zlúčeniny dusíka;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Nitriansky","Levice","Želiezovce","ul. kpt. Nálepku 65 ","8.8.2016 14:23:00","9.8.2016 14:23:00","","ton","7,0000","2583,330","20,000","3100,000","650,000","3.8.2016 15:08:00",
"Z201618461","Z201618461_Z","Ústredný kontrolný a skúšobný ústav poľnohospodársky","00156582","Slovenská republika","Bratislava - Nové Mesto","83316","Matúškova 21","Ing.Jaroslav Kmeť - TONER","34495827","Slovenská republika","Žilina","01001","Suvorovova 36","Kúpna zmluva","Skartovače","30191400-8 Skartovače","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Matúškova č. 21","5.8.2016 14:28:00","9.8.2016 14:28:00","","ks","2,0000","379,160","20,000","454,990","44,210","3.8.2016 15:30:00",
"Z201618456","Z201618456_Z","Mesto Nová Dubnica","00317586","Slovenská republika","Nová Dubnica","01851","Trenčianska 45/41","Auto Unicom, s.r.o.","36033031","Slovenská republika","Zvolen","96001","Strážska cesta 8325/53","Kúpna zmluva","Obstaranie motorového vozidla Citroen Berlingo VTI 120XTR pre príslušníkov mestskej polície","34115200-8 Motorové vozidlá na prepravu menej než 10 osôb;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Trenčiansky","Ilava","Nová Dubnica","trenčianska 45/41, 018 51  Nová Dubnica","11.8.2016 14:15:00","25.8.2016 14:15:00","","ks","1,0000","12999,000","20,000","15598,800","1,200","10.8.2016 14:58:00",
"Z201618463","Z201618463_Z","Ústredný kontrolný a skúšobný ústav poľnohospodársky","00156582","Slovenská republika","Bratislava - Nové Mesto","83316","Matúškova 21","ABAMET, s.r.o.","47966947","Slovenská republika","Sládkovičovo","92521","Fučíkova 460 ","Kúpna zmluva","Bezpečnostné skrine","44421722-4 Bezpečnostné skrine;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Matúškova č. 21","5.8.2016 14:33:00","8.8.2016 14:33:00","","ks","2,0000","298,000","20,000","357,600","0,000","3.8.2016 15:10:00",
