"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia","IdStavVCrz",
"Z20227637","Z20227637_Z","Fakultná nemocnica s poliklinikou J.A.Reimana Prešov","00610577","Slovenská republika","Prešov","08181","Hollého 14","ECOLAB GESELLSCHAFT MBH","FN 82573 g","Rakúska republika","Wien","1200","Rivergate, Handelskai 92","Kúpna zmluva","Dezinfekčné prostriedky","24455000-8 Dezinfekčné prostriedky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Prešov","Prešov","Hollého 14","25.7.2022 7:00:00","5.8.2022 14:00:00","","súbor","1,0000","681,000","20,000","817,200","0,000","19.7.2022 14:24:00","",
"Z20227563","Z20227563_Z","Fakultná nemocnica s poliklinikou J.A.Reimana Prešov","00610577","Slovenská republika","Prešov","08181","Hollého 14","ECOLAB GESELLSCHAFT MBH","FN 82573 g","Rakúska republika","Wien","1200","Rivergate, Handelskai 92","Kúpna zmluva","Dezinfekčné prostriedky","24455000-8 Dezinfekčné prostriedky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Prešov","Prešov","Hollého 14","22.7.2022 7:00:00","3.8.2022 14:00:00","","súbor","1,0000","178,560","20,000","214,270","0,000","18.7.2022 14:08:00","",
"Z20227564","Z20227564_Z","Fakultná nemocnica s poliklinikou J.A.Reimana Prešov","00610577","Slovenská republika","Prešov","08181","Hollého 14","ECOLAB GESELLSCHAFT MBH","FN 82573 g","Rakúska republika","Wien","1200","Rivergate, Handelskai 92","Kúpna zmluva","Dezinfekčné prostriedky","24455000-8 Dezinfekčné prostriedky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Prešov","Prešov","Hollého 14","25.7.2022 7:00:00","5.8.2022 14:00:00","","súbor","1,0000","3430,800","20,000","4116,960","0,000","19.7.2022 9:07:59","",
"Z20226928","Z20226928_Z","Detská fakultná nemocnica s poliklinikou Banská Bystrica","37957937","Slovenská republika","Banská Bystrica ","97409","Námestie L.Svobodu 4","bioMérieux CZ s.r.o.","27391981","Česká republika","Praha 4","14078","Hvězdova 1716/2b","Rámcová dohoda","Hemokultivačné fľaštičky na aeróbnu kultiváciu, pediatrické","33140000-3 Zdravotnícky spotrebný materiál","Tovar;Služba","","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","Námestie L. Svobodu, 4","","","","podľa rozpisu položiek","1,0000","9996,000","20,000","11995,200","0,000","6.7.2022 15:08:00","",
"Z20227144","Z20227144_Z","Centrum biológie rastlín a biodiverzity Slovenskej akadémie vied, v. v. i.","00679089","Slovenská republika","Bratislava","84523","Dúbravská cesta 9","VWR International s.r.o.","63073242","Česká republika","Stříbrná Skalice","28167","Pražská 442","Kúpna zmluva","enzymatická purifikácia PCR produktov ExoSap","24950000-8 Špecializované chemické výrobky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava IV","Bratislava - mestská časť Karlova Ves","Dúbravská cesta9","8.7.2022 12:17:00","29.7.2022 12:17:00","","sada","1,0000","1100,000","20,000","1320,000","0,000","1.7.2022 12:56:01","",
"Z20227725","Z20227725_Z","Dopravný podnik mesta Košice, akciová spoločnosť","31701914","Slovenská republika","Košice","04329","Bardejovská 6","ADIP, spol. s r. o.","42341001","Česká republika","Ostrava","70200","Vítkovická 3083/1","Kúpna zmluva","Náhradné diely na autobusy Solaris U15 - podvozok","34121100-2 Autobusy verejnej dopravy;34139200-2 Samotný podvozok;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","Slovenská republika","Košický","Košice","Košice","Hornádska 10","","","22.7.2022 13:30:00","ks","14,0000","2948,000","","2948,000","2,000","18.7.2022 10:54:00","",
"Z20227726","Z20227726_Z","Dopravný podnik mesta Košice, akciová spoločnosť","31701914","Slovenská republika","Košice","04329","Bardejovská 6","ADIP, spol. s r. o.","42341001","Česká republika","Ostrava","70200","Vítkovická 3083/1","Kúpna zmluva","Náhradné diely na autobusy Solaris U15 - hnacie ústrojenstvo","34121100-2 Autobusy verejnej dopravy;42111000-0 Motory a hnacie zariadenia;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","Slovenská republika","Košický","Košice","Košice","Hornádska 10","","","22.7.2022 13:30:00","ks","15,0000","800,000","","800,000","0,000","18.7.2022 11:54:00","",
"Z20227161","Z20227161_Z","Univerzita Komenského v Bratislave","00397865","Slovenská republika","Bratislava","81499","Šafárikovo nám. 6","SPECION, s.r.o.","48112836","Česká republika","Praha 4","14000","Budějovická 1998/55","Kúpna zmluva","Systém na prípravu biologických vzoriek pre účely ich vyšetrenia v elektrónových mikroskopoch","38000000-5 Laboratórne, optické a presné prístroje a vybavenie (s výnimkou skiel);60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava","Bratislava","Univerzita Komenského v Bratislave, Lekárska fakulta, Špitálska 24, 813 72 Bratislava","28.7.2022 8:00:00","2.11.2022 14:00:00","","kompletný predmet zákazky","1,0000","96070,000","","96070,000","0,000","22.7.2022 10:38:00","",
"Z20227320","Z20227320_Z","Univerzita Konštantína Filozofa v Nitre","00157716","Slovenská republika","Nitra","94974","Trieda Andreja Hlinku 1","Nextis Services s.r.o.","29385920","Česká republika","Ostrava - Hrabová","720 00","Krmelínská 934/4","Rámcová dohoda","SSD disk","30234000-8 Pamäťové médiá","Tovar","","Slovenská republika","Nitriansky","Nitra","Nitra","Dražovská cesta 4","","","","súbor","1,0000","1636,600","20,000","1963,920","0,000","20.7.2022 13:38:00","",
"Z20227333","Z20227333_Z","Žilinská univerzita v Žiline","00397563","Slovenská republika","Žilina","01026","Univerzitná 8215/1","VWR International s.r.o.","63073242","Česká republika","Stříbrná Skalice","28167","Pražská 442","Kúpna zmluva","Ultrazvukový homogenizátor ","42990000-2 Rôzne špeciálne strojové zariadenia;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Žilina","Žilina","Univerzitná 1, fakulta Fakulta elektrotechniky a informačných technológií, katedra Katedra fyziky","14.7.2022 10:00:00","4.8.2022 13:00:00","","ks","1,0000","2920,000","20,000","3504,000","640,000","12.7.2022 9:40:00","",
