"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia",
"Z201538170","Z201538170_Z","Fakultná nemocnica Trnava","00610381","Slovenská republika","Trnava","91775","A. Žarnova  11","KONIMPEX, spoločnosť s ručením obmedzeným","36174874","Slovenská republika","Košice","04001","Jantárova 32","Kúpna zmluva","Kancelársky nábytok","39110000-6 Sedadlá, stoličky a podobné výrobky a súvisiace časti;39121100-7 Písacie stoly;39122000-3 Skrine a knižnice;39130000-2 Kancelársky nábytok;39132200-8 Kartotékové skrine;39143210-1 Jedálenské stoly;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Trnavský","Trnava","Trnava","A. Žarnova 11","25.1.2016 10:23:00","26.2.2016 10:23:00","","ks","119,0000","9814,170","20,000","11777,000","6739,000","12.1.2016 14:57:59",
"Z201538777","Z201538777_Z","Fakultná nemocnica Trnava","00610381","Slovenská republika","Trnava","91775","A. Žarnova  11","ULTRAMED s.r.o.","36638404","Slovenská republika","Žiar nad Hronom","96501","Š. Moysesa 431/14","Kúpna zmluva","Kreslo vyšetrovacie gynekologické","33192210-7 Vyšetrovacie stoly;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Trnavský","Trnava","Trnava","A. Žarnova 11","21.1.2016 10:11:00","29.2.2016 10:11:00","","ks","3,0000","8065,000","20,000","9678,000","1,200","11.1.2016 10:48:00",
"Z201539188","Z201539188_Z","Žilinská univerzita v Žiline","00397563","Slovenská republika","Žilina","01026","Univerzitná 8215/1","EKOFIN Prešov, s.r.o. ","44865414","Slovenská republika","Prešov","08001","Justičná 2/6503 ","Kúpna zmluva","Materiál na prípravu metalografických vzoriek","09222000-1 Špeciálne liehy;24327000-2 Rôzne organické chemikálie;60000000-8 Dopravné služby (bez prepravy odpadu);24322000-7 Alkoholy, fenoly, fenolalkholy a ich halogén-, sulfo-, nitro- alebo nitrozoderiváty; priemyselné mastné alkoholy","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Žilinský","Žilina","Žilina","Univerzitná 8215/1, Strojnícka fakulta, Katedra energetickej techniky","25.1.2016 15:00:00","29.1.2016 14:00:00","","súbor","1,0000","154,000","","154,000","0,000","14.1.2016 15:38:00",
"Z201539201","Z201539201_Z","Ústredie práce, sociálnych vecí a rodiny","30794536","Slovenská republika","Bratislava","81267","Špitálska 8","Súkromná bezpečnostná služba SHIELD, spol. s r.o.","36208922","Slovenská republika","Michalovce","07101","Ľudovíta Štúra 70","Zmluva o poskytovaní služieb","Strážna a informačná služba/Veľký Krtíš","79700000-1 Pátracie a bezpečnostné služby;79710000-4 Bezpečnostné služby;79713000-5 Strážne služby;85312310-5 Usmerňovanie","Služba","23. Vyšetrovacie a bezpečnostné služby okrem služieb obrnených automobilov 
","Slovenská republika","Banskobystrický","Veľký Krtíš","Veľký Krtíš","","1.2.2016 0:01:00","31.12.2016 23:59:00","","Počet hodín spolu/hod.","9888,0000","26894,990","20,000","32273,990","23375,660","18.1.2016 12:03:00",
"Z201539320","Z201539320_Z","Národný onkologický ústav","00165336","Slovenská republika","Bratislava","83110","Klenová 1","MEDICAL GROUP SK a. s.","31708030","Slovenská republika","Bratislava","83104","Trnavská cesta 27/B","Kúpna zmluva","Brentuximab vedotín - 3265A","33652000-5 Antineoplastické a imunomodulačné činidlá;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Klenová 1","29.1.2016 17:11:00","29.2.2016 17:11:00","","bal","35,0000","97601,000","10,000","107361,100","1,000","20.1.2016 9:16:00",
"Z201539483","Z201539483_Z","Nemocnica Poprad, a. s.","36513458","Slovenská republika","Poprad","05845","Banícka 803/28","MEPIS HEALTHCARE, s.r.o. ","36605751","Slovenská republika","Košice","04001","Letná 47","Kúpna zmluva","Anesteziologický prístroj s monitorom ","33172100-7 Prístroje na anestéziu;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","3. Služby osobnej a nákladnej leteckej dopravy okrem prepravy poštových zásielok 
","Slovenská republika","Prešovský","Poprad","Poprad","","21.1.2016 9:03:00","22.2.2016 9:04:00","","ks","2,0000","57990,000","20,000","69588,000","12010,000","8.1.2016 10:38:00",
"Z201539617","Z201539617_Z","Národný onkologický ústav","00165336","Slovenská republika","Bratislava","83110","Klenová 1","VICOM  s.r.o.","35908076","Slovenská republika","Bratislava","82105","Mlynské Nivy 70","Kúpna zmluva","čistiace prostriedky  na ruky a povrchy VI.","39800000-0 Čistiace a leštiace výrobky;39830000-9 Čistiace výrobky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Klenová 1","3.2.2016 8:00:00","5.2.2016 10:00:00","","bal","180,0000","2050,000","","","1010,000","22.1.2016 15:08:00",
"Z201539991","Z201539991_Z","Národný onkologický ústav","00165336","Slovenská republika","Bratislava","83110","Klenová 1","TIMED, s.r.o. ","00602175","Slovenská republika","Bratislava","82101","Trnavská cesta 112","Kúpna zmluva","Prenosný lôžkový monitor kapnografie a oxymetrie pacienta","33195000-3 Systém monitorovania pacientov;33195100-4 Monitory;33195110-7 Respiračné monitory","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Klenova 1","25.1.2016 0:00:00","25.1.2016 0:00:00","","ks","2,0000","8599,000","20,000","10318,800","0,000","11.1.2016 11:38:00",
"Z201540001","Z201540001_Z","Národný onkologický ústav","00165336","Slovenská republika","Bratislava","83110","Klenová 1","TIMED, s.r.o. ","00602175","Slovenská republika","Bratislava","82101","Trnavská cesta 112","Kúpna zmluva","zdravotnícky spotrebný materiál Medical","33000000-0 Zdravotnícke vybavenie, farmaceutický materiál a výrobky osobnej starostlivosti;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Kelenová 1","25.1.2016 0:00:00","25.1.2016 0:00:00","","ks","4,0000","4399,000","20,000","5278,800","1,000","11.1.2016 10:38:00",
"Z201540056","Z201540056_Z","Národný bezpečnostný úrad","36061701","Slovenská republika","Bratislava","85007","Budatínska 30","R.M.L. TRENČÍN, s.r.o.","36349631","Slovenská republika","Trenčín","91105","Bratislavská 121/1297","Kúpna zmluva","Osobné ochranné pracovné prostriedky","18000000-9 Odevy, obuv, brašnárske výrobky a príslušenstvo;18100000-0 Pracovné odevy, špeciálne pracovné odevy a doplnky;18110000-3 Pracovné odevy;18130000-9 Špeciálne pracovné odevy;18140000-2 Doplnky pracovných odevov;18210000-4 Kabáty;18300000-2 Odevy;18400000-3 Špeciálne odevy a doplnky;18830000-6 Ochranná obuv;18831000-3 Obuv so zabudovaným kovovým chráničom špičky;18832000-0 Špeciálna obuv;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava V","Bratislava - mestská časť Petržalka","Budatínska 30","26.1.2016 7:30:00","10.2.2016 15:30:00","","celá zákazka","1,0000","2553,720","20,000","3064,460","0,000","12.1.2016 10:38:00",
"Z201540149","Z201540149_Z","Národný onkologický ústav","00165336","Slovenská republika","Bratislava","83110","Klenová 1","B.Braun Medical s.r.o.","31350780","Slovenská republika","Bratislava","83103","Hlučínska 3","Kúpna zmluva","  Infúzna súprava pre použitie s infúznou technikou Infusomat Space a Infusomat FMS ","33140000-3 Zdravotnícky spotrebný materiál;33194000-6 Prístroje a nástroje na transfúziu a infúziu;33194100-7 Prístroje a nástroje na infúziu;33194120-3 Potreby na infúzie;33196000-0 Zdravotné pomôcky","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Klenová 1","29.1.2016 8:53:00","29.2.2016 8:53:00","","ks","600,0000","1194,000","20,000","1432,800","0,000","19.1.2016 9:30:00",
"Z201540155","Z201540155_Z","Národný onkologický ústav","00165336","Slovenská republika","Bratislava","83110","Klenová 1","B.Braun Medical s.r.o.","31350780","Slovenská republika","Bratislava","83103","Hlučínska 3","Kúpna zmluva","Bezpečnostný uzatvorený set na kanyláciu perifernej žily Therapy pack G20 ","33000000-0 Zdravotnícke vybavenie, farmaceutický materiál a výrobky osobnej starostlivosti;33140000-3 Zdravotnícky spotrebný materiál;33141200-2 Katétre;33141220-8 Kanyly;33141300-3 Punkcia ciev, prístroje na odber vzoriek krvi;33141320-9 Lekárske ihly;33141321-6 Ihly na anestéziu;33141322-3 Arteriálne ihly;33141327-8 Ihly s odtokom;33194000-6 Prístroje a nástroje na transfúziu a infúziu;33194100-7 Prístroje a nástroje na infúziu;33194120-3 Potreby na infúzie;33194200-8 Prístroje a nástroje na transfúziu;33194220-4 Spotrebný materiál na transfúziu krvi;33196000-0 Zdravotné pomôcky","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Klenová 1","29.1.2016 8:59:00","29.2.2016 8:59:00","","bal","3,0000","747,000","20,000","896,400","0,000","19.1.2016 9:37:59",
"Z201540164","Z201540164_Z","Národný onkologický ústav","00165336","Slovenská republika","Bratislava","83110","Klenová 1","B.Braun Medical s.r.o.","31350780","Slovenská republika","Bratislava","83103","Hlučínska 3","Kúpna zmluva","Bezpečnostný uzatvorený set na kanyláciu perifernej žily Therapy pack G22 ","33000000-0 Zdravotnícke vybavenie, farmaceutický materiál a výrobky osobnej starostlivosti;33140000-3 Zdravotnícky spotrebný materiál;33141200-2 Katétre;33141220-8 Kanyly;33141300-3 Punkcia ciev, prístroje na odber vzoriek krvi;33141320-9 Lekárske ihly;33141321-6 Ihly na anestéziu;33141322-3 Arteriálne ihly;33141327-8 Ihly s odtokom;33194000-6 Prístroje a nástroje na transfúziu a infúziu;33194100-7 Prístroje a nástroje na infúziu;33194120-3 Potreby na infúzie;33194200-8 Prístroje a nástroje na transfúziu;33194220-4 Spotrebný materiál na transfúziu krvi;33196000-0 Zdravotné pomôcky","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Klenová 1","29.1.2016 9:05:00","29.2.2016 9:05:00","","bal","6,0000","1494,000","20,000","1792,800","0,000","19.1.2016 9:44:00",
"Z201540173","Z201540173_Z","Národný onkologický ústav","00165336","Slovenská republika","Bratislava","83110","Klenová 1","B.Braun Medical s.r.o.","31350780","Slovenská republika","Bratislava","83103","Hlučínska 3","Kúpna zmluva","Infúzna súprava bezpečnostná 210cm  s bezihlovým vstupom","33140000-3 Zdravotnícky spotrebný materiál;33194000-6 Prístroje a nástroje na transfúziu a infúziu;33194120-3 Potreby na infúzie;33196000-0 Zdravotné pomôcky","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Klenová 1","29.1.2016 9:12:00","29.2.2016 9:12:00","","ks","1000,0000","1210,000","20,000","1452,000","0,000","19.1.2016 9:50:00",
