"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia",
"Z201738443","Z201738443_Z","Slovenský hydrometeorologický ústav","00156884","Slovenská republika","Bratislava","833 15","Jeséniova 17","NUVIA s.r.o. ","45004790","Slovenská republika","Trnava","91701","Piešťanská 8188/3","Kúpna zmluva","Meradlá príkonu dávkového ekvivalentu gama žiarenia v životnom prostredí pre radiačnú monitorovaciu sieť","33141641-5 Sondy;38300000-8 Meracie prístroje;38945000-7 Merače žiarenia gama;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Jeséniova 17","11.9.2017 0:00:00","11.12.2017 0:00:00","","ks","20,0000","43900,000","20,000","52680,000","37700,000","8.9.2017 11:18:00",
"Z201738968","Z201738968_Z","Krajská prokuratúra","00166456","Slovenská republika","Banská Bystrica","97562","Partizánska cesta 1","EM-Tech s.r.o.","36569101","Slovenská republika","Košice - mestská časť Juh","04001","Rosná 3","Zmluva o dielo","Vnútorné a vonkajšie klimatizačné zariadenie, dodanie, montáž, servis do priestorov Objednávateľa.","42512000-8 Klimatizačné zariadenia;60000000-8 Dopravné služby (bez prepravy odpadu);45331220-4 Inštalovanie klimatizácie","Tovar;Služba","","Slovenská republika","Banskobystrický","Žiar nad Hronom","Žiar nad Hronom","Námestie Matice Slovenskej 409/6","11.9.2017 12:13:00","26.9.2017 12:15:00","","ks","17,0000","","","10000,000","15000,000","7.9.2017 11:10:00",
"Z201727677","Z201727677_Z","Obec Trnovec nad Váhom","00306240","Slovenská republika","Trnovec nad Váhom","92571","Trnovec nad Váhom 587","Marián Šupa","11906022","Slovenská republika","Veľké Kostoľany","92207","Hollého 164","Kúpna zmluva","Čelný kolesový nakladač","34144710-8 Nakladače na kolesách;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Nitriansky","","","Trnovec nad Váhom 587","14.9.2017 7:30:00","14.11.2017 15:30:00","","kus","1,0000","","","76000,000","12166,000","11.9.2017 11:58:00",
"Z201740899","Z201740899_Z","Nemocnica s poliklinikou Prievidza so sídlom v Bojniciach","17335795","Slovenská republika","Bojnice","97201","Nemocničná 2","LASER servis, spol. s.r.o. ","35755989","Slovenská republika","Šenkvice","90081","Lipová 3","Rámcová dohoda","Renovácia tonerov","30125100-2 Tonerové náplne;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Prievidza","Bojnice","Nemocničná 2","","","","celok","1,0000","21890,000","20,000","26268,000","","4.9.2017 10:54:00",
"Z201740916","Z201740916_Z","Univerzita Konštantína Filozofa v Nitre","00157716","Slovenská republika","Nitra","94974","Trieda Andreja Hlinku 1","PhDr. Gabriela Spišáková - Majster Papier","33768897","Slovenská republika","Bratislava 5","85101","Wolkrova 5, P.O.BOX 212","Rámcová dohoda","Čistiace a hygienické prípravky a výrobky na upratovanie","39224300-1 Metly a kefy a iné výrobky na upratovanie domácností;39224310-4 WC kefy;39224320-7 Špongie;39224330-0 Vedrá;39224340-3 Koše;39224350-6 Lopatky na smeti;39811000-0 Prípravky na parfumovanie alebo dezodoráciu miestností;39830000-9 Čistiace výrobky;39831000-6 Pracie prostriedky;39831300-9 Čistiace prostriedky na podlahu;39831500-1 Čistiace prostriedky na autá;39831600-2 Čistiace prostriedky na toalety;39832000-3 Čistiace prostriedky na riad","Tovar","","Slovenská republika","Nitriansky","Nitra","Nitra","Tr. A. Hlinku 1, Drážovská 2, Drážovská 4, Nábrežie mládeže 1, Nábrežie mládeže 91, Slančíkovej 1, Štefánikova 67, Hodžova 1, Kraskova 1","","","","súbor","1,0000","31658,330","20,000","37990,000","33951,990","5.9.2017 12:08:00",
"Z201740975","Z201740975_Z","Nemocnica s poliklinikou Prievidza so sídlom v Bojniciach","17335795","Slovenská republika","Bojnice","97201","Nemocničná 2","EKONA COR s.r.o.","04387601","Česká republika","Hranice IV-Drahotuše","75361","Hranická 225","Kúpna zmluva","Injekčný dávkovač liečiv","33000000-0 Zdravotnícke vybavenie, farmaceutický materiál a výrobky osobnej starostlivosti;33194000-6 Prístroje a nástroje na transfúziu a infúziu;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Trenčiansky","Prievidza","Bojnice","Nemocničná 2","8.9.2017 13:00:00","2.10.2017 13:00:00","","ks","17,0000","12299,000","21,000","14881,790","","4.9.2017 10:20:00",
"Z201741130","Z201741130_Z","Obec Braväcovo","00313301","Slovenská republika","Braväcovo","97664","196","OBCHOD S PALIVOM, s.r.o.","36018457","Slovenská republika","Banská Bystrica","97405","Sládkovičova 37/A ","Kúpna zmluva","Hnedé uhlie","09111100-1 Uhlie;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Banskobystrický","Brezno","Braväcovo","196","7.9.2017 8:41:00","8.9.2017 8:41:00","","t","20,0000","2000,000","20,000","2400,000","0,000","4.9.2017 9:18:00",
"Z201740716","Z201740716_Z","Fakultná nemocnica s poliklinikou F. D. Roosevelta Banská Bystrica","00165549","Slovenská republika","Banská Bystrica","97517","Námestie L. Svobodu č. 1","Trend Hygiena, s.r.o.","44783892","Slovenská republika","Ohrady","93012","Višňová ulica 463/23 ","Rámcová dohoda","PAPIEROVÉ HYGIENICKÉ POTREBY A ZÁSOBNÍKY","33760000-5 Toaletný papier, vreckovky, uteráky na ruky a servítky;42968000-9 Dávkovače;44611600-2 Zásobníky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","","","","","súbor","1,0000","15200,000","20,000","18240,000","6267,000","6.9.2017 11:48:00",
"Z201741219","Z201741219_Z","Nemocnica s poliklinikou Považská Bystrica","00610411","Slovenská republika","Považská Bystrica","01726","Nemocničná 986","VIDRA a spol. s.r.o.","31589561","Slovenská republika","Žilina","01196","Štrková 8","Kúpna zmluva","Vata buničitá delená-tampóny, vata obväzová skladaná","33141117-3 Vata;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Považská Bystrica","Považská Bystrica","Nemocničná 986","","","8.9.2017 14:00:00","ks/bal","116,0000","253,000","20,000","303,600","0,000","6.9.2017 10:38:00",
"Z201741764","Z201741764_Z","Slovenské národné múzeum","00164721","Slovenská republika","Bratislava","81006","Vajanského nábrežie 2","Ivana Košťálová - Kreativika","34593608","Slovenská republika","Čadca","02201","Staničná ul. 193","Kúpna zmluva","Výroba archivačných krabíc","30199500-5 Škatuľové zaraďovače, listové priehradky, skladovacie škatule a podobné výrobky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Vajanského nábrežie 2","25.9.2017 11:10:00","24.11.2017 11:10:00","","ks","750,0000","2020,000","20,000","2424,000","0,000","4.9.2017 11:42:00",
"Z201741771","Z201741771_Z","Domov dôchodcov a domov sociálnych služieb","00648493","Slovenská republika","Hriňová","96205","Krivec 785","COMFORTA TEXTIL SERVIS, s.r.o.","44798695","Slovenská republika","Martin","03601","Clementisova 5119/16","Kúpna zmluva","Stroj na žehlenie","42718100-3 Žehliace stroje;51540000-9 Inštalácia špeciálnych strojov a zariadení;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Detva","Hriňová","Krivec 785","11.9.2017 11:13:00","12.9.2017 11:13:00","","ks","1,0000","4283,330","20,000","5140,000","2360,000","6.9.2017 13:10:00",
"Z201741863","Z201741863_Z","FINIT WOOD, s. r. o.","44153538","Slovenská republika","Čeľadince","95616","2","EXCELLENT CD, spol. s r.o.","36017671","Slovenská republika","Zvolen","960 01","Š. Moyzesa 3","Kúpna zmluva","5 osové CNC obrábacie centrum","42612000-9 Obrábacie centrá (strediská);42642100-9 Obrábacie stroje na drevo;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Nitriansky","Topoľčany","Čeľadince","Čeľadince 2","2.11.2017 10:00:00","31.5.2018 16:00:00","","ks","1,0000","208900,000","","","11100,000","8.9.2017 14:44:00",
