"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia","IdStavVCrz",
"Z20251702","Z20251702_Z","Žilinská univerzita v Žiline","00397563","Slovenská republika","Žilina","01026","Univerzitná 8215/1","CLEAN TONERY, s.r.o.","35891866","Slovenská republika","Pezinok","90201","Za Hradbami 27","Kúpna zmluva","Tonerové náplne ","30125100-2 Tonerové náplne;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Žilina","Žilina","Univerzitná  8215/1, 010 26 Žilina, Dekanát FHV","5/6/2025 10:00:00 AM","5/20/2025 2:00:00 PM","","ks","9.0000","892.000","23.000","1097.160","0.000","5/2/2025 9:38:00 AM","",
"Z20251694","Z20251694_Z","Žilinská univerzita v Žiline","00397563","Slovenská republika","Žilina","01026","Univerzitná 8215/1","Martin Gall - MG COMP","41751477","Slovenská republika","Prešov","08001","Šmeralova 23","Kúpna zmluva","Monitor","30230000-0 Zariadenia súvisiace s počítačmi;30236200-4 Zariadenia na spracovanie údajov;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Žilina","Žilina","Univerzitná 8215/1, 010 26 Žilina, FEIT, KEEP","5/6/2025 10:00:00 AM","6/6/2025 2:00:00 PM","","ks","1.0000","840.000","23.000","1033.200","140.000","5/2/2025 9:40:00 AM","",
"Z20251689","Z20251689_Z","Žilinská univerzita v Žiline","00397563","Slovenská republika","Žilina","01026","Univerzitná 8215/1","ITSK, s.r.o.","36556050","Slovenská republika","Nitra","94905","Zelená 29","Kúpna zmluva","Pracovný počítač s príslušenstvom","30213000-5 Osobné počítače;30230000-0 Zariadenia súvisiace s počítačmi;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Žilina","Žilina","Univerzitná  8215/1, 010 26 Žilina","5/6/2025 10:00:00 AM","6/6/2025 2:00:00 PM","","celok","1.0000","1099.000","23.000","1351.770","151.000","5/2/2025 9:42:00 AM","",
"Z20251723","Z20251723_Z","Univerzita veterinárskeho lekárstva a farmácie v Košiciach","00397474","Slovenská republika","Košice -Sever","04181","Komenského 73","Lambda Life a.s.","35848189","Slovenská republika","Bratislava","85101","Levočská 3","Kúpna zmluva","Chemikálie pre imunohistochémiu a molekulové analýzy","24960000-1 Rôzne chemické výrobky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice I","Košice - mestská časť Sever","Komenského 73","5/5/2025 8:00:00 AM","6/11/2025 2:00:00 PM","","súbor","1.0000","5853.650","23.000","7199.990","0.000","5/2/2025 10:38:00 AM","",
"Z20251724","Z20251724_Z","Univerzita veterinárskeho lekárstva a farmácie v Košiciach","00397474","Slovenská republika","Košice -Sever","04181","Komenského 73","EM-Tech s.r.o.","36569101","Slovenská republika","Košice - mestská časť Juh","04001","Rosná 3","Kúpna zmluva","Monosplitové klimatizačné zariadenie","42500000-1 Chladiace a ventilačné zariadenia;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice I","Košice - mestská časť Sever","Komenského 73","5/5/2025 8:00:00 AM","5/23/2025 2:00:00 PM","","ks","1.0000","1498.300","23.000","1842.910","0.000","5/2/2025 11:38:00 AM","",
"Z20251720","Z20251720_Z","Univerzita veterinárskeho lekárstva a farmácie v Košiciach","00397474","Slovenská republika","Košice -Sever","04181","Komenského 73","MIKROP Slovensko, s.r.o.","31717063","Slovenská republika","Trnava","91701","Priemyselná 5","Rámcová dohoda","Drvené seno speletované ","03000000-1 Poľnohospodárske, farmárske, rybárske, lesnícke a súvisiace produkty;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice II","Košice - mestská časť Sídlisko KVP","Trieda KVP 59","","","","kg","2250.0000","1395.000","23.000","1715.850","6.150","5/2/2025 12:38:00 PM","",
"Z20251641","Z20251641_Z","Stredná odborná škola technická, Bratislavská 439/18, Dubnica nad Váhom (skrátený názov ""SOŠ technická Dubnica nad Váhom"")","42026393","Slovenská republika","Dubnica nad Váhom","01841","Bratislavská 439/18","STAKEON s. r. o.","55261787","Slovenská republika","Bratislava - mestská časť Staré Mesto","81106","Tolstého 5","Kúpna zmluva","Výpočtová technika","30213100-6 Prenosné počítače;30213300-8 Stolový počítač;30231000-7 Počítačové monitory a konzoly;30237240-3 Webová kamera;30237450-8 Grafické tablety","Tovar;Služba","","Slovenská republika","Trenčiansky","Ilava","Dubnica nad Váhom","Bratislavská 439/18","","","5/30/2025 12:00:00 PM","celok","1.0000","7154.470","23.000","8800.000","2639.000","5/2/2025 12:40:00 PM","",
"Z20251704","Z20251704_Z","Žilinská univerzita v Žiline","00397563","Slovenská republika","Žilina","01026","Univerzitná 8215/1","ITSK, s.r.o.","36556050","Slovenská republika","Nitra","94905","Zelená 29","Kúpna zmluva","3D tlačiareň CORE One kit + saténový plát navyše","42960000-3 Ovládací a riadiaci systém, tlačiarenské a grafické vybavenie, vybavenie na automatizáciu kancelárskych prác a spracovanie informácií;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Žilina","Žilina","Univerzitná 8215/1, Žilina 010 26, Stavebná fakulta, KPSU ","5/7/2025 8:00:00 AM","7/25/2025 2:00:00 PM","","ks","2.0000","1638.000","23.000","2014.740","149.000","5/2/2025 12:46:00 PM","",
"Z20251732","Z20251732_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava - mestská časť Nové Mesto","83247","Námestie generála Viesta 11694/2","COPY PRINT GROUP, a.s.","45310106","Slovenská republika","Bratislava","83104","Bojnická 3","Zmluva o poskytovaní služieb","Opravy a údržba kopírovacích strojov a príslušenstva ","30121100-4 Fotokopírovacie stroje;30121200-5 Zariadenia na fotokopírovanie;50313100-3 Opravy fotokopírovacích strojov;50313200-4 Údržba fotokopírovacích strojov;60000000-8 Dopravné služby (bez prepravy odpadu)","Služba;Tovar","","Slovenská republika","Trenčiansky","Trenčín","Nemšová","Slovenskej Armády 52","5/5/2025 8:00:00 AM","8/28/2025 1:00:00 PM","","normohodina","1.0000","0.410","23.000","0.500","","5/2/2025 1:52:03 PM","",
"Z20251738","Z20251738_Z","Slovenská zdravotnícka univerzita v Bratislave","00165361","Slovenská republika","Bratislava ","83303","Limbová 12","Bio G, spol. s r.o.","34123415","Slovenská republika","Bratislava","83104","Elektrárenská 12092","Rámcová dohoda","Diagnostické súpravy","33124130-5 Diagnostický spotrebný materiál;33141625-7 Diagnostické súpravy;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava","Bratislava","Limbová 14","","","","sada","1.0000","14413.720","5.000","15134.410","0.000","5/2/2025 3:38:00 PM","",
