"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia",
"Z201620424","Z201620424_Z","Slavistický ústav Jána Stanislava Slovenskej akadémie vied","31750940","Slovenská republika","Bratislava","84104","Dúbravská cesta 9","ITSK, s.r.o.","36556050","Slovenská republika","Nitra","94905","Zelená 29","Kúpna zmluva","Kingston DataTraveler HyperX Predator 512 GB, Kingston DataTraveler HyperX Predator 1000 GB","30000000-9 Kancelárske a počítacie stroje, vybavenie a spotrebný materiál s výnimkou nábytku a softvérových balíkov;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava IV","Bratislava - mestská časť Karlova Ves","Dúbravská cesta 9","6.9.2016 9:47:00","9.9.2016 9:48:00","","kus","1,0000","899,000","20,000","1078,800","281,000","6.9.2016 9:13:13",
"Z201620497","Z201620497_Z","Univerzita Konštantína Filozofa v Nitre","00157716","Slovenská republika","Nitra","94974","Trieda Andreja Hlinku 1","ENERGYR NITRA, s.r.o.","31438415","Slovenská republika","Nitra","94901","Pražská 11","Zmluva o poskytovaní služieb","Revízie, servis a opravy tlakových, plynových a technologických zariadení kotolní ","42160000-8 Zariadenia kotolní;50312600-1 Údržba a opravy zariadení informačných technológií;50410000-2 Opravy a údržba meracích, skúšobných a kontrolných prístrojov;50413100-4 Opravy a údržba zariadení na detekciu plynu;50510000-3 Opravy a údržba čerpadiel, ventilov, kohútov a kovových nádob;50531100-7 Opravy a údržba kotlov;50531200-8 Služby na údržbu plynových zariadení;50720000-8 Opravy a údržba ústredného kúrenia;71631100-1 Inšpekcia strojov a strojových zariadení;71631430-3 Skúšky tesnosti;71632000-7 Technické skúšky;71632100-8 Skúšky ventilov","Služba;Tovar","1. Opravy a údržba","Slovenská republika","Nitriansky","Nitra","Nitra","Nitra, Patince, Spišská Nová Ves","7.9.2016 15:00:00","31.12.2017 15:00:00","","súbor","1,0000","","","61206,000","10500,000","2.9.2016 13:03:00",
"Z201620627","Z201620627_Z","Univerzita Konštantína Filozofa v Nitre","00157716","Slovenská republika","Nitra","94974","Trieda Andreja Hlinku 1","MICROCOMP - Computersystém s r.o.","31410952","Slovenská republika","Nitra","94901","Kupecká 9","Rámcová dohoda","Údržba a opravy výpočtovej techniky vrátane dodávok náhradných dielov","30200000-1 Počítačové zariadenia a spotrebný materiál;30230000-0 Zariadenia súvisiace s počítačmi;30237000-9 Časti a príslušenstvo počítačov a spotrebný materiál k nim;30237300-2 Spotrebný materiál k počítačom;50312000-5 Údržba a opravy počítačového vybavenia;50312600-1 Údržba a opravy zariadení informačných technológií","Služba;Tovar","1. Opravy a údržba","Slovenská republika","Nitriansky","Nitra","Nitra","Nitra, Dražovská 4, CIKT","","","","súbor","1,0000","","","94314,440","1501,960","2.9.2016 10:03:01",
"Z201621238","Z201621238_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","jai group s.r.o.","45328919","Slovenská republika","Mníšek nad Popradom","06522","Pilhov 229","Zmluva o dielo","oprava živičnej strešnej krytiny","45261410-1 Strešné izolačné práce;60000000-8 Dopravné služby (bez prepravy odpadu)","Stavebná práca;Služba;Tovar","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Košický","Rožňava","Rožňava","Delostrelecké kasárne, Šafáriková 109, b.č. 20, Rožňava","19.9.2016 7:00:00","30.11.2016 14:00:00","","celok","1,0000","4899,000","20,000","5878,800","81,000","6.9.2016 9:03:01",
"Z201621662","Z201621662_Z","Stredná odborná škola elektrotechnická","00893170","Slovenská republika","Liptovský Hrádok","03315","Celiny 536","IMPA Liptovský Mikuláš, s.r.o.","35761768","Slovenská republika","Bratislava","811 06","Kuzmányho 12","Kúpna zmluva","Nové osobné motorové vozidlo Combi","34100000-8 Motorové vozidlá;34110000-1 Osobné automobily;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Žilinský","Liptovský Mikuláš","Liptovský Hrádok","Celiny 536","16.9.2016 9:00:00","14.10.2016 9:00:00","","ks","1,0000","9666,640","20,000","11599,970","0,020","14.9.2016 10:37:59",
"Z201621674","Z201621674_Z","Technická inšpekcia, a.s.","36653004","Slovenská republika","Bratislava","82101","Trnavská cesta 56","FIBI, s.r.o.","35845821","Slovenská republika","Bratislava","85105","Budatínska 17","Kúpna zmluva","Reklamné propagačné predmety","22310000-6 Pohľadnice;22320000-9 Tlačené pohľadnice s pozdravmi;22817000-0 Diáre alebo osobné organizéry;22900000-9 Rôzne tlačoviny;60000000-8 Dopravné služby (bez prepravy odpadu);22462000-6 Propagačný materiál","Tovar;Služba","20. Podporné a pomocné dopravné služby","Slovenská republika","Bratislavský","Bratislava II","Bratislava - mestská časť Ružinov","Trnavská cesta 56","3.10.2016 10:19:00","28.10.2016 10:20:00","","komplet celá zákazka ","1,0000","5550,000","","","4950,000","5.9.2016 12:01:59",
"Z201621915","Z201621915_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","Daffer spol. s r. o.","36320439","Slovenská republika","Prievidza","97101","Včelárska 1","Kúpna zmluva","Kynológický materiál - taška pre kynológa","35000000-4 Bezpečnostné, hasičské, policajné a ochranné vybavenie;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Trenčiansky","Trenčín","Trenčín","Železničná 3","19.9.2016 15:09:00","14.10.2016 12:15:00","","podľa technickej špecifikácie predmetu zákazky","1,0000","499,800","20,000","599,760","0,000","5.9.2016 10:37:59",
"Z201622092","Z201622092_Z","Ústredný kontrolný a skúšobný ústav poľnohospodársky","00156582","Slovenská republika","Bratislava - Nové Mesto","83316","Matúškova 21","Malacky Auto, s. r. o.","46657789","Slovenská republika","Malacky","90101","Pezinská 37","Kúpna zmluva","Osobný automobil","34110000-1 Osobné automobily;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Matúšková 21","7.9.2016 0:00:00","30.9.2016 14:00:00","","kus","3,0000","27416,670","20,000","32900,000","3099,980","5.9.2016 15:38:08",
"Z201622154","Z201622154_Z","Mesto Ilava","00317331","Slovenská republika","Ilava","01901","Mierové námestie 16/31","ABCOM Košice s.r.o.","46112961","Slovenská republika","Košice","04001","Rumunská 11","Kúpna zmluva","Tlačiareň I-Sensys Canon LBP6310dn+PowerLine","30200000-1 Počítačové zariadenia a spotrebný materiál;30232110-8 Laserové tlačiarne;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Trenčiansky","","Ilava","Mierové námestie 16/31","31.8.2016 8:07:00","7.9.2016 8:09:00","","1+1+1 ks","1,0000","221,250","20,000","265,500","89,500","2.9.2016 12:08:25",
"Z201622218","Z201622218_Z","Materská škola, Zuzkin park 2, Košice","35559438","Slovenská republika","Košice","04011","Zuzkin park 2","LANAX s.r.o.","47719923","Slovenská republika","Košice","04012","Raketová 3","Zmluva o dielo","Rekonštrukcia spojovacej chodby","45000000-7 Stavebné práce;45100000-8 Príprava staveniska;45110000-1 Búranie budov a demolačné práce a zemné práce;45112000-5 Výkopové zemné práce a presun zemín;45112210-0 Odstránenie pôdneho zvršku;45112400-9 Výkopové práce;45200000-9 Práce na kompletnej alebo čiastočnej stavbe a práce inžinierskych stavieb;45400000-1 Kompletizačné (dokončovacie) práce;45500000-2 Prenájom stavebných strojov a zariadení a strojov a zariadení stavebného inžinierstva s obsluhou;45341000-9 Montáž zábradlí;45342000-6 Montáž oplotenia","Stavebná práca;Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Košický","Košice II","Košice - mestská časť Západ","Zuzkin park 2","16.9.2016 9:40:00","30.11.2016 9:41:00","","celok","1,0000","49900,000","","49900,000","16700,000","5.9.2016 9:43:00",
"Z201622270","Z201622270_Z","Ústredný kontrolný a skúšobný ústav poľnohospodársky","00156582","Slovenská republika","Bratislava - Nové Mesto","83316","Matúškova 21","LEGUSEM pt, a.s.","50041592","Slovenská republika","Piešťany","92101","Štefánikova 9","Kúpna zmluva","Priemyselné hnojivá a zlúčeniny dusíka","24400000-8 Priemyselné hnojivá a zlúčeniny dusíka;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Pezinok","Báhoň","ul. 1. Mája 36","8.9.2016 10:55:00","12.9.2016 10:55:00","","tona","3,6000","1250,000","20,000","1500,000","6,000","5.9.2016 11:31:59",
"Z201622273","Z201622273_Z","Ústredný kontrolný a skúšobný ústav poľnohospodársky","00156582","Slovenská republika","Bratislava - Nové Mesto","83316","Matúškova 21","Ing. Ľubica Lazová","33169535","Slovenská republika","Mníchová Lehota","91321","385","Kúpna zmluva","Priemyselné hnojivá a zlúčeniny dusíka","24400000-8 Priemyselné hnojivá a zlúčeniny dusíka;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Nitriansky","Levice","Želiezovce","ul. kpt. Nálepku 65","8.9.2016 11:03:00","12.9.2016 11:03:00","","ton","2,8000","1245,000","20,000","1494,000","6,000","5.9.2016 11:42:00",
"Z201622280","Z201622280_Z","Ústredný kontrolný a skúšobný ústav poľnohospodársky","00156582","Slovenská republika","Bratislava - Nové Mesto","83316","Matúškova 21","BOAT a.s.","35756764","Slovenská republika","Bratislava","832 37","Vajnorská 167","Kúpna zmluva","motorové vozidlo","34100000-8 Motorové vozidlá","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Matúškova 21","7.9.2016 8:00:00","15.12.2016 14:00:00","","kus","1,0000","29416,660","20,000","35299,990","0,000","5.9.2016 11:37:59",
"Z201622314","Z201622314_Z","Mesto Spišská Nová Ves","00329614","Slovenská republika","Spišská Nová Ves","05270","Radničné námestie 7","Strojspiš, spol. s r.o.","31717080","Slovenská republika","Spišská Nová Ves","05201","Tepličská cesta 10","Zmluva o dielo","Rekonštrukcia strešného plášťa","45261410-1 Strešné izolačné práce;45261900-3 Opravy a údržba striech;45261910-6 Opravy striech;60000000-8 Dopravné služby (bez prepravy odpadu)","Stavebná práca","","Slovenská republika","Košický","Spišská Nová Ves","Spišská Nová Ves","T. Vansovej 10","26.9.2016 7:00:00","11.11.2016 15:00:00","","celok","1,0000","124000,000","20,000","148800,000","101149,990","7.9.2016 10:03:01",
"Z201622332","Z201622332_Z","Technická inšpekcia, a.s.","36653004","Slovenská republika","Bratislava","82101","Trnavská cesta 56","DANUBIASERVICE, a.s.","31397549","Slovenská republika","Bratislava","82104","Rožňavská 30","Kúpna zmluva","Osobné motorové vozidlo","34100000-8 Motorové vozidlá;34110000-1 Osobné automobily","Tovar","","Slovenská republika","Bratislavský","Bratislava II","Bratislava - mestská časť Ružinov","Trnavská cesta 56","2.11.2016 10:00:00","16.12.2016 13:00:00","","osobné motorové vozidlo Combi","3,0000","57500,000","","","0,000","9.9.2016 10:38:00",
"Z201622363","Z201622363_Z","Mesto Komárno","00306525","Slovenská republika","Komárno","94501","Nám. gen. Klapku 1","Majster mäsiar, s.r.o. ","46658181","Slovenská republika","Hlohovec ","92001","Svätopeterská 66","Rámcová dohoda","Čerstvé kuchynsky opracované mäso - potraviny pre školské jedálne.","15111100-0 Hovädzie mäso;15113000-3 Bravčové mäso","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Nitriansky","Komárno","Komárno","Námestie gen. Klapku č. 1, 945 01  Komárno","","","","cely predmet zákazky","1,0000","66073,640","10,000","72681,000","21369,000","7.9.2016 9:13:59",
"Z201622366","Z201622366_Z","Mesto Komárno","00306525","Slovenská republika","Komárno","94501","Nám. gen. Klapku 1","Majster mäsiar, s.r.o. ","46658181","Slovenská republika","Hlohovec ","92001","Svätopeterská 66","Rámcová dohoda","Mäsové výrobky pre potreby školskej jedálne","15130000-8 Mäsové výrobky;15131120-2 Klobásové výrobky;15131130-5 Klobásy/párky/saláma/jaternice;15131220-3 Slanina;15131230-6 Saláma;15131410-2 Šunka","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Nitriansky","Komárno","Komárno","Námestie gen. Klapku č. 1, 945 01  Komárno","","","","cely predmet zákazky","1,0000","4364,260","20,000","5237,110","137,590","7.9.2016 10:16:00",
"Z201622457","Z201622457_Z","Slovenská poľnohospodárska univerzita v Nitre","00397482","Slovenská republika","Nitra","94976","Trieda Andreja Hlinku 2","Biuro Usług Technicznych Krzysztof Nowicki","370337075","Poľská republika","Łężany","38-423","hr. Jana Potockiego 97","Kúpna zmluva","Terakotový plastový kvetináč štvorcový","16160000-4 Rôzne záhradnícke potreby;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Nitriansky","Nitra","Nitra","Tr. Andreja Hlinku 2","13.9.2016 8:03:00","21.9.2016 14:00:00","","ks","500,0000","1626,010","23,000","1999,990","0,000","2.9.2016 10:38:00",
"Z201622483","Z201622483_Z","Slovenské národné múzeum","00164721","Slovenská republika","Bratislava","81006","Vajanského nábrežie 2","Železiarstvo HAMMER, s.r.o.","36428353","Slovenská republika","Krásno nad Kysucou","02302","Kalinov 1493","Kúpna zmluva","Detektor kovov XP DEUS V3.2 WS5","35124000-9 Detektory kovov;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","2. Služby pozemnej dopravy, vrátane služieb pancierových automobilov a kuriérskych služieb okrem prepravy poštových zásielok","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Žižkova 12","8.9.2016 9:29:00","20.9.2016 9:29:00","","ks","1,0000","1090,000","20,000","1308,000","110,000","5.9.2016 10:15:59",
