"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia","IdStavVCrz",
"Z202120324","Z202120324_Z","Sociálna poisťovňa","30807484","Slovenská republika","Bratislava","81363","29. augusta 8 - 10","SOITRON, s.r.o.","35955678","Slovenská republika","Bratislava","829 75","Plynárenská 5","Kúpna zmluva","Upgrade servisnej časti sieťovej infraštruktúry","48820000-2 Servery;60000000-8 Dopravné služby (bez prepravy odpadu);72511000-0 Softvérové služby na správu sietí;72700000-7 Služby pre počítačové siete","Tovar;Služba","","Slovenská republika","","","","","5.11.2021 9:00:00","15.11.2021 9:00:00","","cena celkom","1,0000","126500,000","20,000","151800,000","0,000","2.11.2021 9:38:00","",
"Z202120322","Z202120322_Z","Sociálna poisťovňa","30807484","Slovenská republika","Bratislava","81363","29. augusta 8 - 10","NTT Slovakia s. r. o.","35804262","Slovenská republika","Bratislava","83151","Jozefa Hagaru 9","Kúpna zmluva","Zvýšenie výkonnosti chrbticovej a prístupovej sieťovej infraštruktúry","32410000-0 Lokálne siete (LAN);32413100-2 Sieťové smerovače;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","","","","","5.11.2021 9:00:00","15.11.2021 9:00:00","","cena celkom","1,0000","213000,000","20,000","255600,000","0,000","2.11.2021 9:38:00","",
"Z202120593","Z202120593_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","IS-LOM s.r.o., Maglovec","31720803","Slovenská republika","Košice","042 45","Priemyselná 7","Kúpna zmluva","Kamenivo a miešaná kamenná drť","14212300-3 Drvený a mletý kameň;44111000-1 Stavebné materiály;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Nitriansky","Levice","Levice","Šafárikova 9","3.11.2021 15:24:00","19.11.2021 13:25:00","","ks","1,0000","89425,950","20,000","107311,140","0,000","2.11.2021 8:24:00","",
"Z202120400","Z202120400_Z","Regionálna správa a údržba ciest Nitra a.s.","35960736","Slovenská republika","Nitra","94965","Štúrova 147","FRANCE-TECH Nitra s.r.o.","31423019","Slovenská republika","Nitra","94901","Hlohovecká 9","Kúpna zmluva","Nákup úžitkových motorových vozidiel s nižšou hmotnosťou 2.2 BLUE HDi 165 (VAN - Valník 4dv. s predĺženou kabínou) -N1 - NA (DO 3 500 KG) - nové","34100000-8 Motorové vozidlá;34144700-5 Úžitkové vozidlá;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Nitriansky","Nitra","Nitra","Štúrova č. 147","15.11.2021 7:00:00","17.1.2022 15:00:00","","kus","2,0000","44970,000","20,000","53964,000","30,000","2.11.2021 10:40:00","",
"Z202120852","Z202120852_Z","Materská škola","35557338","Slovenská republika","Košice","04003","Smetanova 11","EMATRADE s.r.o.","46954767","Slovenská republika","Košice","04022","Krosnianska 79","Rámcová dohoda","Ovocie a zelenina","03220000-9 Zelenina, ovocie a orechy;03221113-1 Cibuľa;03221240-0 Paradajka;03221410-3 Kapusta;03221430-9 Brokolica;03222111-4 Banány;03222200-5 Citrusové plody;03222320-2 Jablká, hrušky a dule;03222334-3 Slivky;03222340-8 Hrozno;15872100-2 Paprika;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice IV","Košice - mestská časť Juh","Smetanova 11","","","","celok","1,0000","","","6450,000","3260,000","2.11.2021 10:42:00","",
"Z202120654","Z202120654_Z","Univerzita Pavla Jozefa Šafárika v Košiciach","00397768","Slovenská republika","Košice","04180","Šrobárova 2","LifeTechnologies s.r.o.","45341931","Slovenská republika","Bratislava","81101","Laurinská 18","Kúpna zmluva","Diagnostické kity","24000000-4 Chemické výrobky;24300000-7 Základné anorganické a organické chemikálie;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice","Košice","Trieda SNP 1","5.11.2021 8:00:00","12.11.2021 12:00:00","","kpl","1,0000","1038,300","10,000","1142,130","0,000","2.11.2021 15:08:00","",
"Z202121020","Z202121020_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","Železiarstvo HAMMER, s.r.o.","36428353","Slovenská republika","Krásno nad Kysucou","02302","Kalinov 1493","Kúpna zmluva","Ručné nástroje a príslušenstvo","44511000-5 Ručné nástroje;44512000-2 Rôzne ručné nástroje;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Martin","Martin","Československej armády 3, 036 01 Martin, Zásobovacia základňa II.","8.11.2021 8:31:00","19.11.2021 8:32:00","","podľa špecifikácie","1,0000","2582,500","20,000","3099,000","131,750","3.11.2021 9:52:00","",
"Z202120707","Z202120707_Z","Univerzita Pavla Jozefa Šafárika v Košiciach","00397768","Slovenská republika","Košice","04180","Šrobárova 2","Chromservis SK s.r.o.","45515930","Slovenská republika","Bratislava","836 03","Nobelova 34","Kúpna zmluva","Elektróda na meranie pH roztokov","33140000-3 Zdravotnícky spotrebný materiál;38416000-4 pH metre;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice","Košice","Mánesova 23","8.11.2021 8:00:00","30.11.2021 14:00:00","","ks","1,0000","89,000","20,000","106,800","0,000","5.11.2021 10:38:00","",
"Z202120720","Z202120720_Z","Sociálna poisťovňa","30807484","Slovenská republika","Bratislava","81363","29. augusta 8 - 10","IOPS, s.r.o.","50332449","Slovenská republika","Bratislava","83101","Miletičová 5A","Kúpna zmluva","Modernizácia prístupu na dátové uložiská","30210000-4 Stroje na spracovanie údajov (hardvér);32561000-3 Optické spojenia;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","29. augusta 8 a 10,  813 63 Bratislava","12.11.2021 10:00:00","22.11.2021 10:00:00","","celok","1,0000","180000,000","20,000","216000,000","0,000","9.11.2021 10:38:00","",
"Z202120449","Z202120449_Z","Žilinská univerzita v Žiline","00397563","Slovenská republika","Žilina","01026","Univerzitná 8215/1","GIEGO s.r.o.","51055724","Slovenská republika","Tvrdošín","02744","Vojtaššákova 846","Kúpna zmluva","Myš, slúchadlá, mikrofón, taška      ","30237000-9 Časti a príslušenstvo počítačov a spotrebný materiál k nim;32341000-5 Mikrofóny;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Žilina","Žilina","Fakulta bezpečnostného inžiniestva, Ul. 1.mája 32, 010 01 Žilina, Katedra krízového manažmentu","5.11.2021 8:00:00","16.11.2021 14:00:00","","ks","8,0000","299,400","20,000","359,280","0,600","2.11.2021 8:38:00","",
"Z202120442","Z202120442_Z","Žilinská univerzita v Žiline","00397563","Slovenská republika","Žilina","01026","Univerzitná 8215/1","Henrich Sonnenschein - ITSK","37212931","Slovenská republika","Nitra","94901","Fraňa Mojtu 22","Kúpna zmluva","Tablet  ","30213100-6 Prenosné počítače;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Žilina","Žilina","Fakulta bezpečnostného inžiniestva, Ul. 1.mája 32, 010 01 Žilina, Katedra krízového manažmentu","5.11.2021 8:00:00","16.11.2021 14:00:00","","ks","1,0000","830,000","20,000","996,000","90,000","2.11.2021 9:24:00","",
"Z202120583","Z202120583_Z","Prešovská univerzita v Prešove","17070775","Slovenská republika","Prešov","08001","Ul. 17. novembra 15","EQUILIBRIA, s.r.o.","36582051","Slovenská republika","Košice","04011","Krásnohorská 82","Zmluva o poskytovaní služieb","Tlačiarenské služby","60000000-8 Dopravné služby (bez prepravy odpadu);79810000-5 Tlačiarenské služby","Služba;Tovar","","Slovenská republika","Prešovský","Prešov","Prešov","ul. 17.novembra č.15, Pedagogická fakulta","","","12.11.2021 14:00:00","ks","120,0000","736,360","10,000","810,000","158,000","2.11.2021 9:38:01","",
"Z202120622","Z202120622_Z","Univerzita Komenského v Bratislave","00397865","Slovenská republika","Bratislava","81499","Šafárikovo nám. 6","Nilfisk s.r.o.","35874112","Slovenská republika","Bratislava","82103","Bancíkovej   1/A","Kúpna zmluva","Vysávač na mokré aj suché vysávanie","39713430-6 Vysávače prachu;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava","Bratislava","Univerzita Komenského v Bratislave, Farmaceutická fakulta, Odbojárov 10, 832 32, Bratislava","11.11.2021 8:00:00","19.11.2021 14:00:00","","kompletný predmet zákazky","1,0000","90,000","20,000","108,000","132,350","5.11.2021 11:38:00","",
"Z202120865","Z202120865_Z","Materská škola","35557338","Slovenská republika","Košice","04003","Smetanova 11","INMEDIA, spol. s r.o.","36019208","Slovenská republika","Zvolen","96001","Námestie SNP 11","Rámcová dohoda","Mlieko a mliečne výrobky","15500000-3 Mliečne výrobky;15511000-3 Mlieko;15512000-0 Smotana;15530000-2 Maslo;15542200-1 Mäkký syr;15544000-3 Tvrdý syr;15551300-8 Jogurt;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice IV","Košice - mestská časť Juh","Smetanova 11","","","","celok","1,0000","","","9929,000","0,580","2.11.2021 12:38:00","",
"Z202120872","Z202120872_Z","Materská škola","35557338","Slovenská republika","Košice","04003","Smetanova 11","MASO J+L, s.r.o.","36569194","Slovenská republika","Košice","04014","Herlianska 20","Rámcová dohoda","Mäso a mäsové výrobky","15100000-9 Živočíšne výrobky, mäso a mäsové výrobky;15111100-0 Hovädzie mäso;15112000-6 Hydina;15113000-3 Bravčové mäso;15130000-8 Mäsové výrobky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice IV","Košice - mestská časť Juh","Smetanova 11","","","","celok","1,0000","","","9200,000","3583,180","2.11.2021 9:42:00","",
"Z202120655","Z202120655_Z","Žilinská univerzita v Žiline","00397563","Slovenská republika","Žilina","01026","Univerzitná 8215/1","GIEGO s.r.o.","51055724","Slovenská republika","Tvrdošín","02744","Vojtaššákova 846","Kúpna zmluva","Notebooky a príslušenstvo","30213100-6 Prenosné počítače;30232100-5 Tlačiarne a zapisovače;30236000-2 Rôzne počítačové vybavenie;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Žilina","Žilina","Univerzitná 8215/1, Univerzitný vedecký park","8.11.2021 10:00:00","22.11.2021 14:00:00","","súbor","1,0000","4400,000","20,000","5280,000","","4.11.2021 12:00:00","",
"Z202120634","Z202120634_Z","Univerzita sv. Cyrila a Metoda v Trnave","36078913","Slovenská republika","Trnava","91701","Nám. J. Herdu 2","ITSK, s.r.o.","36556050","Slovenská republika","Nitra","94905","Zelená 29","Kúpna zmluva","IKT zariadenia","30213000-5 Osobné počítače;30213100-6 Prenosné počítače;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trnavský","Trnava","Trnava","Nám. J. Herdu - súp. č. 577 / orient. č. 2","9.11.2021 9:00:00","19.11.2021 13:00:00","","kus","1,0000","640,830","20,000","769,000","71,000","3.11.2021 11:18:00","",
"Z202120637","Z202120637_Z","Univerzita Komenského v Bratislave","00397865","Slovenská republika","Bratislava","81499","Šafárikovo nám. 6","PAREX-G, spol. s r.o. ","31638830","Slovenská republika","Zvolen","96001","Lieskovská cesta 3332","Kúpna zmluva","Molitan","39143112-4 Matrace;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava","Bratislava","Univerzita Komenského v Bratislave, Vysokoškolské mesto Ľ. Štúra - Mlyny UK, Staré Grunty 36, 841 04 Bratislava","11.11.2021 8:00:00","26.11.2021 14:00:00","","kompletný predmet zákazky","1,0000","6349,000","20,000","7618,800","2951,000","5.11.2021 10:12:00","",
"Z202120777","Z202120777_Z","Univerzita veterinárskeho lekárstva a farmácie v Košiciach","00397474","Slovenská republika","Košice","04181","Komenského 73","FaxCopy Pro s. r. o.","47076178","Slovenská republika","Bratislava","82105","Domkárska 15","Kúpna zmluva","Ultrazoomový digitálny fotoaparát Leica V-LUX5  alebo ekvivalent","38600000-1 Optické nástroje;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice I","Košice - mestská časť Sever","Komenského 73","8.11.2021 8:00:00","18.11.2021 14:00:00","","ks","1,0000","999,000","20,000","1198,800","1,200","4.11.2021 13:38:00","",
"Z202121323","Z202121323_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","FERMAT SK s.r.o.","50963791","Slovenská republika","Sereď","92601","Čepeňská 2369/34","Kúpna zmluva","Ručné náradie s pohonom, ručné nástroje a príslušenstvo, čerpadlá, kompresory a príslušenstvo, trubky, potrubia, hadice a armatúry","31000000-6 Elektrické stroje, prístroje, zariadenia a spotrebný tovar; osvetlenie;31600000-2 Elektrické zariadenia a prístroje;42120000-6 Čerpadlá a kompresory;42650000-7 Pneumatické alebo motorové ručné nástroje;42651000-4 Pneumatické ručné nástroje;44165100-5 Hadice;44511000-5 Ručné nástroje;44615100-5 Oceľové tlakové nádoby;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Za kasárňou 3","8.11.2021 8:00:00","19.11.2021 13:00:00","","súbor položiek zákazky","1,0000","745,480","20,000","894,580","0,000","2.11.2021 8:38:01","",
"Z202121196","Z202121196_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","LOVTEK, s.r.o.","36534153","Slovenská republika","Beluša","01861","Slatinská 1705/248","Kúpna zmluva","Pneumatiky na podvozky vozidiel typu Zil-131, Ural-375, Tatrapan a KRAZ-260 ","19511000-1 Duše, obruče a ochranné vložky;19511100-2 Ochranné vložky do ráfika pneumatiky;19511200-3 Duše;34352100-0 Pneumatiky pre nákladné vozidlá;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Nitriansky","Nitra","Nitra","Jelenecká ulica 1 (Vojenský útvar 4405)","8.11.2021 7:00:00","31.12.2021 12:00:00","","ks","72,0000","18333,330","20,000","22000,000","14100,000","3.11.2021 14:46:00","",
"Z202121110","Z202121110_Z","ŠTÁTNA VEDECKÁ KNIŽNICA V BANSKEJ BYSTRICI","35987006","Slovenská republika","Banská Bystrica","97558","Lazovná 9","ITSK, s.r.o.","36556050","Slovenská republika","Nitra","94905","Zelená 29","Kúpna zmluva","Počítač kancelársky typ "" All-in-One"" - základná jednotka integrovaná s monitorom","30213300-8 Stolový počítač;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","Lazovná 9","8.11.2021 12:20:00","10.11.2021 12:20:00","","ks","10,0000","5308,330","20,000","6370,000","1529,600","2.11.2021 15:12:00","",
"Z202120989","Z202120989_Z","Prešovská univerzita v Prešove","17070775","Slovenská republika","Prešov","08001","Ul. 17. novembra 15","R-DAS, s. r. o.","44984251","Slovenská republika","Sliač","96231","Rybárska 408/28","Kúpna zmluva","Originálne tonery","30125000-1 Časti a príslušenstvo fotokopírovacích prístrojov;30125100-2 Tonerové náplne;30125120-8 Toner do fotokopírovacích strojov;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Prešov","Prešov","ul. 17.novembra č.15, Pedagogická fakulta","","","18.11.2021 10:00:00","ks","1,0000","112,500","20,000","135,000","0,600","8.11.2021 9:38:00","",
"Z202120925","Z202120925_Z","Žilinská univerzita v Žiline","00397563","Slovenská republika","Žilina","01026","Univerzitná 8215/1","Henrich Sonnenschein - ITSK","37212931","Slovenská republika","Nitra","94901","Fraňa Mojtu 22","Kúpna zmluva","Monitory","30236000-2 Rôzne počítačové vybavenie;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Žilina","Žilina","Univerzitná 8215/1, 01026 Žilina, DFHV, ","10.11.2021 10:00:00","9.12.2021 14:00:00","","ks","4,0000","860,000","20,000","1032,000","20,000","8.11.2021 9:46:00","",
