"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia","IdStavVCrz",
"Z202211430","Z202211430_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","GRAPP CZ, s.r.o.","26805413","Česká republika","Praha 9 - Hloubětín","19000","V Novém Hloubětíně 874/12","Kúpna zmluva","polygrafické služby","30192153-8 Textové pečiatky;44423810-2 Gumené pečiatky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Nitriansky","Topoľčany","Topoľčany","Továrnická 1249","24.10.2022 15:39:00","28.10.2022 15:39:00","","ks","1,0000","211,670","20,000","254,000","206,000","17.10.2022 17:02:00","",
"Z202210712","Z202210712_Z","Centrum sociálnych služieb - DEMY","00351741","Slovenská republika","Trenčín","91104","Biskupická 2046/46","KOVONAX TRADE s.r.o.","14337487","Česká republika","Bystřice pod Hostýnem","768 61","Sušilova 477","Kúpna zmluva","10 ks elektricky polohovateľná posteľ s hrazdou, hrazdičkou a antidekubitným matracom; 5 ks polohovateľné kreslo","33192000-2 Zdravotnícky nábytok;33192130-2 Motorizované lôžka;33193120-6 Kreslá na kolieskach;39113100-8 Kreslá;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Trenčín","Trenčín","Biskupická 2046/46","28.11.2022 8:00:00","2.12.2022 13:00:00","","celok","1,0000","13291,670","20,000","15950,000","334,000","5.10.2022 14:53:59","",
"Z202211469","Z202211469_Z","Centrum sociálnych služieb - DEMY","00351741","Slovenská republika","Trenčín","91104","Biskupická 2046/46","KOVONAX TRADE s.r.o.","14337487","Česká republika","Bystřice pod Hostýnem","768 61","Sušilova 477","Kúpna zmluva","10 ks elektricky polohovateľná posteľ s hrazdou, hrazdičkou a antidekubitným matracom; 5 ks polohovateľné kreslo","33192000-2 Zdravotnícky nábytok;33192130-2 Motorizované lôžka;33193120-6 Kreslá na kolieskach;39113100-8 Kreslá;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Trenčín","Trenčín","Biskupická 2046/46","28.11.2022 8:00:00","2.12.2022 13:00:00","","celok","1,0000","12910,000","20,000","15492,000","792,000","18.10.2022 14:38:00","",
"Z202210644","Z202210644_Z","Národný ústav detskej tuberkulózy a respiračných chorôb, n. o. Dolný Smokovec","37886479","Slovenská republika","Vysoké Tatry","05981","Dolný Smokovec 70","Phadia, s.r.o.","28538153","Česká republika","Praha 9","19000","Drahobejlova 1019/27","Kúpna zmluva","Diagnostika špecifických imunoglobulínov s aplikáciou na analyzátor „LuxScan 10K/A“","33124130-5 Diagnostický spotrebný materiál;33141625-7 Diagnostické súpravy;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Poprad","Vysoké Tatry","Dolný Smokovec č. 70","10.10.2022 8:00:00","30.12.2022 15:00:00","","bal.","6,0000","11580,000","21,000","14011,800","0,000","3.10.2022 10:38:01","",
"Z202211213","Z202211213_Z","Centrum sociálnych služieb - Lednické Rovne","00630250","Slovenská republika","Lednické Rovne","02061","Medňanská 80 ","KOVONAX TRADE s.r.o.","14337487","Česká republika","Bystřice pod Hostýnem","768 61","Sušilova 477","Kúpna zmluva","8ks elektricky poľohovateľná posteľ s hrazdou, hrazdičkou a antidekubitným matracom ","33192000-2 Zdravotnícky nábytok;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Púchov","Lednické Rovne","Medňanská, 80/10","10.10.2022 10:34:00","21.11.2022 10:34:00","","ks","8,0000","7620,000","20,000","9144,000","55,800","6.10.2022 11:28:00","",
"Z202211150","Z202211150_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","RMI, s.r.o.","25288083","Česká republika","Lázně Bohdaneč","53341","Pernštýnská 116","Zmluva o poskytovaní služieb","Školenia, kurzy, semináre","79632000-3 Školenia a výcvik personálu;80510000-2 Služby týkajúce sa odborných školení","Služba","","Slovenská republika","Košický","Rožňava","Rožňava","Šafárikova 109","24.10.2022 6:57:00","30.11.2022 6:57:00","","podľa opisného formuláru","1,0000","1743,700","21,000","2109,880","0,000","18.10.2022 8:38:00","",
"Z202210618","Z202210618_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","Kateřina Tykvová","75472848","Česká republika","Praha 5","15800","Mezi školami 2324","Zmluva o poskytovaní služieb","Opravy a údržba skladových kontajnerov s príslušenstvom","50800000-3 Rôzne opravárske a údržbárske služby;50830000-2 Oprava odevov a textilu;60000000-8 Dopravné služby (bez prepravy odpadu)","Služba","","Slovenská republika","Žilinský","Martin","Martin","Československej armády 3","6.10.2022 9:47:00","31.10.2022 9:48:00","","zákazka","1,0000","2081,000","20,000","2497,200","0,000","3.10.2022 9:58:00","",
"Z202210117","Z202210117_Z","Detská fakultná nemocnica s poliklinikou Banská Bystrica","37957937","Slovenská republika","Banská Bystrica ","97409","Námestie L.Svobodu 4","Euromedical spol. s r.o.","41192923","Česká republika","Praha 6","16900","Rozýnova 12","Rámcová dohoda","Spotrebný materiál pre príručný koagulometer","33124130-5 Diagnostický spotrebný materiál;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","Námestie L. Svobodu, 4","","","","podľa rozpisu položiek","1,0000","5100,000","20,000","6120,000","0,000","5.10.2022 11:26:00","",
"Z202211253","Z202211253_Z","Žilinská univerzita v Žiline","00397563","Slovenská republika","Žilina","01026","Univerzitná 8215/1","FORMICA CZ, s.r.o.","28529375","Česká republika","Čestlice","25101","Obchodní 126","Rámcová dohoda","Servis a oprava zariadení knihárskej dielne aj s náhradnými dielmi - znášačka, lepička, rezačka","50530000-9 Opravy a údržba strojov;60000000-8 Dopravné služby (bez prepravy odpadu)","Služba","","Slovenská republika","Žilinský","Žilina","Žilina","Univerzitná 8215/1, 010 26 Žilina, EDIS - vydavateľské centrum ŽU","","","","služba","1,0000","3292,000","0,000","3292,000","0,000","17.10.2022 8:38:00","",
"Z202211217","Z202211217_Z","Výskumný ústav vodného hospodárstva","00156850","Slovenská republika","Bratislava","81249","Nábr. arm. gen. L. Svobodu 5","VWR International s.r.o.","63073242","Česká republika","Stříbrná Skalice","28167","Pražská 442","Kúpna zmluva","Síran sodný bezvodý","24300000-7 Základné anorganické a organické chemikálie;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Nábrežie armádneho generála L. Svobodu 5, 812 49 Bratislava","17.10.2022 9:00:00","28.11.2022 14:00:00","","Celý rozsah špecifikácie","1,0000","642,000","20,000","770,400","0,000","12.10.2022 12:38:00","",
