"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia","IdStavVCrz",
"Z20235990","Z20235990_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","ALGATECH s.r.o.","52242269","Slovenská republika","Pieštany","92101","Cintorínska 2702/13","Zmluva o poskytovaní služieb","Oprava a servis vysokozdvižných vozíkov - Hyundai 33D-9","42415110-2 Vysokozdvižné vozíky;50530000-9 Opravy a údržba strojov;60000000-8 Dopravné služby (bez prepravy odpadu)","Služba","","Slovenská republika","Nitriansky","Nitra","Nitra","Jelenecká ulica (11. brigáda Vzdušných síl)","7/10/2023 8:00:00 AM","8/10/2023 4:00:00 PM","","Počet vozidiel na servis","1.0000","2500.000","20.000","3000.000","352.800","7/7/2023 8:48:00 AM","",
"Z20236490","Z20236490_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","AGROFERT, a. s., organizačná zložka Agrochémia ","36862126","Slovenská republika","Bratislava","83605","Nobelova 34","Kúpna zmluva","Hnojivá, pesticídy a semená","24453000-4 Herbicídy;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Nitriansky","Nitra","Nitra","Jelenecká ulica","7/10/2023 8:00:00 AM","7/31/2023 8:00:00 AM","","L","60.0000","972.000","20.000","1166.400","675.600","7/4/2023 3:48:00 PM","",
"Z20236391","Z20236391_Z","Prevádzkareň obce Lendak","35514698","Slovenská republika","Lendak","05907","Revolučná 1285/1A","OfficeLand, s.r.o.","35843136","Slovenská republika","Bratislava","82105","Mierová ulica 183 ","Kúpna zmluva","Stavba: Lendak - rozšírenie ČOV stavebná časť - oceľová výstuž a príslušenstvo","44190000-8 Rôzne stavebné materiály;44330000-2 Tyče, prúty, drôty a profily používané v stavebníctve;44332000-6 Prúty (stavebné);60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Kežmarok","Lendak","Revolučná 1285/1A","7/12/2023 10:15:00 AM","7/21/2023 10:15:00 AM","","kpl","1.0000","14499.000","20.000","17398.800","9501.000","7/7/2023 10:52:00 AM","",
"Z20236551","Z20236551_Z","Centrum pre deti a rodiny Bratislava - Učiteľská","31746659","Slovenská republika","Bratislava","82106","Učiteľská 10705/42","Auto Ideal s.r.o.","35845295","Slovenská republika","Bratislava","83104","Vajnorská 97/A ","Kúpna zmluva","7 - miestne osobné motorové vozidlo","34110000-1 Osobné automobily;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava II","Bratislava - m. č. Podunajské Biskupice","Učiteľská, 42","7/10/2023 8:43:00 AM","7/12/2023 8:48:00 AM","","ks","1.0000","18058.330","20.000","21670.000","0.000","7/3/2023 9:04:00 AM","",
"Z20236498","Z20236498_Z","Stredná priemyselná škola elektrotechnická, Komenského 44, Košice","00161756","Slovenská republika","Košice","04001","Komenského 44","LIsyst s.r.o.","53706587","Slovenská republika","Beluša","01861","Žilinská 864/6","Kúpna zmluva","IT vybavenie","30200000-1 Počítačové zariadenia a spotrebný materiál;30232110-8 Laserové tlačiarne;30237200-1 Príslušenstvo počítačov;32420000-3 Sieťové zariadenia;38652120-7 Videoprojektory;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice I","Košice - mestská časť Sever","Komenského, 60/44","8/14/2023 8:00:00 AM","8/16/2023 10:00:00 AM","","celok","1.0000","6041.670","20.000","7250.000","485.200","7/6/2023 9:54:00 AM","",
"Z20236557","Z20236557_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","AKRA CLEAN s. r. o.","52792510","Slovenská republika","Bratislava","82108","Klincová 37/A","Kúpna zmluva","Prostriedky a pomôcky na zachytávanie nebezpečných látok","35100000-5 Pohotovostné a zabezpečovacie zariadenia;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Ružomberok","Ružomberok","Zarevúca 2","7/12/2023 10:01:00 AM","7/28/2023 2:00:00 PM","","ks","1.0000","670.000","20.000","804.000","249.600","7/7/2023 11:14:00 AM","",
"Z20236348","Z20236348_Z","Správa ciest Trenčianskeho samosprávneho kraja","37915568","Slovenská republika","Trenčín","91105","Brnianska 3","SPAREX SK, spol. s r.o.","45282722","Slovenská republika","Bánovce nad Bebravou","95703","Horné Ozorovce 298","Rámcová dohoda","Náhradné diely do mechanizácie Tatra","34320000-6 Mechanické náhradné súčiastky okrem motorov a ich častí;34330000-9 Náhradné diely pre vozidlá na prepravu tovaru, pre dodávky a osobné automobily;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","","","","","","","ks","314.0000","10964.000","20.000","13156.800","19.450","7/13/2023 9:24:00 AM","",
"Z20236583","Z20236583_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","ROFA SLOVENSKO, spol s r.o.","31340962","Slovenská republika","Bratislava","82003","Vlčie hrdlo, P.O.Box 16","Zmluva o poskytovaní služieb","Opravy a údržba laboratórnych prístrojov, zariadení a príslušenstva","34913000-0 Rôzne náhradné diely;50410000-2 Opravy a údržba meracích, skúšobných a kontrolných prístrojov;50430000-8 Opravy a údržba presných zariadení;60000000-8 Dopravné služby (bez prepravy odpadu)","Služba;Tovar","","Slovenská republika","Trenčiansky","Prievidza","Zemianske Kostoľany","Pod horou","7/6/2023 7:00:00 AM","10/31/2023 1:00:00 PM","","súbor jednotiek","1.0000","10800.000","20.000","12960.000","0.000","7/3/2023 9:38:00 AM","",
"Z20236208","Z20236208_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","TOWDY s. r. o.","44801777","Slovenská republika","Bratislava","85101","Planckova 4","Kúpna zmluva","Tonery, catridge, pásky do tlačiarní","30125000-1 Časti a príslušenstvo fotokopírovacích prístrojov;30125100-2 Tonerové náplne;30125120-8 Toner do fotokopírovacích strojov;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Zvolen","Zvolen","Borovianska cesta 1","7/7/2023 7:36:00 AM","8/7/2023 7:37:00 AM","","Súbor (podľa technickej špecifikácie)","1.0000","11999.170","20.000","14399.000","15601.000","7/3/2023 9:24:00 AM","",
"Z20236512","Z20236512_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","Ib-elektro s.r.o.","46375210","Slovenská republika","Rimavská Sobota","97901","Železničiarska 48","Kúpna zmluva","Zariadenia na klimatizáciu, cirkuláciu vzduchu a príslušenstvo","39714100-1 Ventilátory;39717000-1 Ventilátory a klimatizačné spotrebiče;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Trenčín","Trenčín","Smetanova 6","7/20/2023 9:30:00 AM","8/4/2023 1:00:00 PM","","súbor podľa špecifikácie","1.0000","499.170","20.000","599.000","213.400","7/18/2023 9:58:00 AM","",
