"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia","IdStavVCrz",
"Z202023483","Z202023483_Z","Národná banka Slovenska","30844789","Slovenská republika","Bratislava - Staré Mesto","81325","Imricha Karvaša 1","NTT Slovakia s. r. o.","35804262","Slovenská republika","Bratislava","83151","Jozefa Hagaru 9","Kúpna zmluva","VPN zariadenia","32420000-3 Sieťové zariadenia;72000000-5 Služby informačných technológií: konzultácie, vývoj softvéru, internet a podpora","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","","5.10.2020 0:00:00","3.12.2020 0:00:00","","sada","1,0000","44392,000","20,000","53270,400","23,000","1.10.2020 13:38:00","",
"Z202023578","Z202023578_Z","Ekonomická univerzita v Bratislave","00399957","Slovenská republika","Bratislava - mestská časť Petržalka","85235","Dolnozemská cesta 1","MANNET spol. s r.o.","36227552","Slovenská republika","Madunice","92242","Družstevná 616/13","Kúpna zmluva","Traktor s príslušenstvom a záhradný traktor","16300000-8 Žacie mechanizmy;16700000-2 Traktory/ťahače;34390000-7 Príslušenstvo ťahačov/traktorov;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava V","Bratislava - mestská časť Petržalka","Dolnozemská cesta 1","29.10.2020 12:37:00","30.10.2020 12:38:00","","kpl.","1,0000","39233,330","20,000","47080,000","75,990","1.10.2020 13:16:00","",
"Z202023613","Z202023613_Z","Slovenská technická univerzita v Bratislave","00397687","Slovenská republika","Bratislava","81243","Vazovova 5","HENRYSO, s.r.o.","50687115","Slovenská republika","Nitra","94901","Fraňa Mojtu 22","Kúpna zmluva","Stolový počítač","30213300-8 Stolový počítač;60100000-9 Služby cestnej dopravy","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava","Bratislava","Radlinského 11 - Stavebná fakulta STU","5.10.2020 8:00:00","15.10.2020 16:00:00","","ks","1,0000","787,000","20,000","944,400","3,000","1.10.2020 8:56:00","",
"Z202023617","Z202023617_Z","Slovenská technická univerzita v Bratislave","00397687","Slovenská republika","Bratislava","81243","Vazovova 5","Martin Gall - MG COMP","41751477","Slovenská republika","Prešov","08001","Šmeralova 23","Kúpna zmluva","Stolový počítač","30213300-8 Stolový počítač;60100000-9 Služby cestnej dopravy","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava","Bratislava","Radlinského 11 - Stavebná fakulta STU","5.10.2020 8:00:00","15.10.2020 16:00:00","","ks","1,0000","589,990","20,000","707,990","125,010","1.10.2020 11:30:00","",
"Z202023767","Z202023767_Z","Akadémia ozbrojených síl generála Milana Rastislava Štefánika","37910337","Slovenská republika","Liptovský Mikuláš","03101","Demänová 393","Lucia Hucíková - ŠKOLÁĆIK MAJO","47880775","Slovenská republika","Brezovica","02801","Pekárenská 277","Kúpna zmluva","Nábytok - stoly, kontajnery, skrine, regály","39000000-2 Nábytok (vrátane kancelárskeho nábytku), zariadenie interiéru, domáce spotrebiče (s výnimkou osvetlenia) a čistiace prostriedky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Liptovský Mikuláš","Liptovský Mikuláš","Demänová 393","9.10.2020 8:17:00","20.11.2020 8:18:00","","1 zákazka","1,0000","7583,330","20,000","9100,000","2924,000","1.10.2020 10:54:00","",
"Z202023790","Z202023790_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","SELVIT, spol. s r.o.","36370053","Slovenská republika","Zilina","01001","Tichá 15A/8560","Zmluva o poskytovaní služieb","Servisná prehliadka s bezpečnostno technickou kontrolou zdravotníckych prístrojov. ","50421000-2 Opravy a údržba lekárskych zariadení","Služba","","Slovenská republika","Žilinský","Liptovský Mikuláš","Liptovský Mikuláš","Pod stráňami 1","12.10.2020 8:00:00","27.11.2020 11:00:00","","počet jednotiek podľa zmluvy","1,0000","1716,000","20,000","2059,200","0,000","5.10.2020 10:08:00","",
"Z202023793","Z202023793_Z","Správa ciest Žilinského samosprávneho kraja","42054575","Slovenská republika","Žilina","01001","M. Rázusa 104","SATES, a.s.","31628541","Slovenská republika","Považská Bystrica","01701","Slovenských partizánov 1423/1","Kúpna zmluva","Zvislé dopravné značky a príslušenstvo","34920000-2 Cestné príslušenstvo;34992200-9 Dopravné značky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Martin","Martin","Kollárova 94","7.10.2020 10:00:00","28.10.2020 14:00:00","","ks","21,0000","1150,000","20,000","1380,000","680,000","2.10.2020 10:50:00","",
"Z202023809","Z202023809_Z","Slovenská poľnohospodárska univerzita v Nitre","00397482","Slovenská republika","Nitra","94976","Trieda Andreja Hlinku 2","ITSK, s.r.o.","36556050","Slovenská republika","Nitra","94905","Zelená 29","Kúpna zmluva","USB kľúč 256 GBPamäťová karta microSD 512 GB","30234500-3 Pamäťové archivačné médiá;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Nitriansky","Nitra","Nitra","Katedra krajinného inžinierstva, FZKI, Hospodárska 7, 949 01 Nitra","12.10.2020 9:45:00","16.10.2020 14:00:00","","ks","10,0000","482,420","20,000","578,900","21,100","1.10.2020 10:10:01","",
"Z202023076","Z202023076_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","Geotronics Slovakia, s.r.o.","36356654","Slovenská republika","Bratislava","83102","Račianska 77/A","Kúpna zmluva","Značkovací fluorescenčný sprej","24200000-6 Farby a pigmenty;24950000-8 Špecializované chemické výrobky;38290000-4 Prieskumné, hydrografické, oceánografické a hydrologické nástroje a prístroje;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Trenčín","Trenčín","Olbrachtova 5","15.10.2020 9:53:00","30.10.2020 9:53:00","","ks","1,0000","210,810","20,000","252,970","87,030","9.10.2020 11:00:00","",
"Z202023540","Z202023540_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","Démos trade, s.r.o.","36439851","Slovenská republika","Žilina","01001","Pri Rajčianke 8913/25","Kúpna zmluva","Rezivo/polotovary a výrobky z reziva","03410000-7 Drevo;03411000-4 Ihličnaté drevo;03419000-0 Stavebné drevo/rezivo;44171000-9 Dosky (stavebné);44191300-8 Drevotriesková doska;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Trenčín","Trenčín","Železničná 3, 911 01 Trenčín","5.10.2020 8:00:00","16.10.2020 11:00:00","","obsah objednávky podľa opisného formulára","1,0000","332,500","20,000","399,000","0,000","2.10.2020 9:38:00","",
