"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia",
"Z201643456","Z201643456_Z","Mestská časť Bratislava-Petržalka","00603201","Slovenská republika","Bratislava","85212","Kutlíkova 17","CLEAN TONERY, s.r.o.","35891866","Slovenská republika","Pezinok","90201","Za Hradbami 27","Rámcová dohoda","Nákup originálnych tonerov, atramentových náplní, optických valcov do tlačiarní a kopírok ","30125000-1 Časti a príslušenstvo fotokopírovacích prístrojov;30125100-2 Tonerové náplne;30125110-5 Toner do laserových tlačiarní/faxových prístrojov;30125120-8 Toner do fotokopírovacích strojov;30237310-5 Doplnkové náplne do tlačiarní;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava V","Bratislava - mestská časť Petržalka","Kutlíková 17, 85212 - Miestny úrad MČ Bratislava-Petržalka, TECHNOPOL","","","","ks","896,0000","70000,000","20,000","84000,000","960,240","2.1.2017 11:44:00",
"Z201639645","Z201639645_Z","Slovenská inovačná a energetická agentúra","00002801","Slovenská republika","Bratislava","82799","Bajkalská 27","Miroslav Prekop - AUTODIELŇA","43249132","Slovenská republika","Trenčianska Turná","91321","717","Rámcová dohoda","Opravy, údržba, technická kontrola a súvisiace služby pre motorové vozidlá  ","50110000-9 Opravy a údržbárske služby pre motorové vozidlá a súvisiace vybavenie;50112000-3 Oprava a údržba osobných motorových vozidiel","Služba","","Slovenská republika","Trenčiansky","Trenčín","Trenčín","Hurbanova 59","","","","sluzba pre ks vozidiel","7,0000","3500,000","20,000","4200,000","0,000","4.1.2017 9:03:00",
"Z201646277","Z201646277_Z","Univerzita Konštantína Filozofa v Nitre","00157716","Slovenská republika","Nitra","94974","Trieda Andreja Hlinku 1","KORAKO plus, s. r. o.","43959954","Slovenská republika","Partizánske","95804","Bielická 369","Kúpna zmluva","Nákup posteľnej bielizne a vankúšov","39512000-4 Posteľná bielizeň;39512500-9 Obliečky na vankúše;39514100-9 Uteráky;39516110-6 Vankúše","Tovar","","Slovenská republika","Nitriansky","Nitra","Nitra","Dražovská 2","18.1.2017 8:00:00","3.2.2017 15:00:00","","súbor","1,0000","4984,270","20,000","5981,130","3018,870","10.1.2017 10:38:00",
"Z201646420","Z201646420_Z","Univerzita Konštantína Filozofa v Nitre","00157716","Slovenská republika","Nitra","94974","Trieda Andreja Hlinku 1","PERGAMON spol. s r.o.","31327681","Slovenská republika","Bratislava","83104","Chemická 1","Rámcová dohoda","Dodávka nových, originálnych tonerov a náplní","30125100-2 Tonerové náplne;30125110-5 Toner do laserových tlačiarní/faxových prístrojov;30125120-8 Toner do fotokopírovacích strojov","Tovar;Služba","","Slovenská republika","Nitriansky","Nitra","Nitra","Trieda A. Hlinku 1, Nábrežie mládeže 1, Nábrežie mládeže 91, Dražovská 2, Dražovská 4, Kraskova 1, Štefánikova 67, Slančíkovej 1, Hodžova 1","","","","súbor","1,0000","64450,000","20,000","77340,000","118,920","10.1.2017 10:48:00",
"Z201646447","Z201646447_Z","Liptovská nemocnica s poliklinikou MUDr. Ivana Stodolu Liptovský Mikuláš","17336163","Slovenská republika","Liptovský Mikuláš","03123","Palúčanská   25","UNOTECH, spol. s r.o.","31424562","Slovenská republika","Trenčín","91101","Zlatovská 2211","Kúpna zmluva","Suburetálna páska","33141621-9 Súpravy pre inkontinentných pacientov;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","Slovenská republika","Žilinský","Liptovský Mikuláš","Liptovský Mikuláš","Palučanská 25","9.1.2017 0:00:00","31.12.2017 0:00:00","","v technickej špecifikácii predmetu zákazky","1,0000","4383,000","10,000","4821,300","116,000","5.1.2017 10:38:00",
"Z201647247","Z201647247_Z","Univerzita Konštantína Filozofa v Nitre","00157716","Slovenská republika","Nitra","94974","Trieda Andreja Hlinku 1","FaxCopy Pro s. r. o.","47076178","Slovenská republika","Bratislava","82105","Domkárska 15","Kúpna zmluva","Kompaktný fotoaparát pokročilý","38651600-9 Digitálne fotoaparáty","Tovar","","Slovenská republika","Nitriansky","Nitra","Nitra","Hodžova 1, č. dverí H-201","18.1.2017 9:00:00","31.1.2017 15:00:00","","ks","1,0000","1415,800","20,000","1698,960","0,000","10.1.2017 9:38:00",
"Z201647337","Z201647337_Z","Horská záchranná služba","37879693","Slovenská republika","Vysoké Tatry","06201","Horný Smokovec 52","KORAKO plus, s. r. o.","43959954","Slovenská republika","Partizánske","95804","Bielická 369","Kúpna zmluva","Materiálno technické a osobné prostriedky","35800000-2 Individuálny a pomocný výstroj;37410000-5 Výbava pre športy vo voľnej prírode alebo na ihrisku;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","Slovenská republika","Prešovský","Poprad","Vysoké Tatry","Horný Smokovec 52","27.1.2017 14:24:00","31.3.2017 14:24:00","","ks","780,0000","101666,670","20,000","122000,000","2800,000","17.1.2017 15:04:00",
"Z201647339","Z201647339_Z","Horská záchranná služba","37879693","Slovenská republika","Vysoké Tatry","06201","Horný Smokovec 52","mediatip.sk, s. r. o.","36013978","Slovenská republika","Dubnica nad Váhom","01841","Bratislavská 432/7","Kúpna zmluva","Výbava pre psovodov","37400000-2 Športový tovar a výbava;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","Slovenská republika","Prešovský","Poprad","Vysoké Tatry","Horný Smokovec 52","27.1.2017 14:27:00","31.3.2017 14:27:00","","ks","250,0000","22999,000","20,000","27598,800","","17.1.2017 15:06:00",
"Z201647512","Z201647512_Z","Univerzita Konštantína Filozofa v Nitre","00157716","Slovenská republika","Nitra","94974","Trieda Andreja Hlinku 1","Gekkon s.r.o.","35789719","Slovenská republika","Bratislava","83107","Rybničná 30","Kúpna zmluva","Ručný paletový vozík","42415200-0 Pracovné vozíky","Tovar","","Slovenská republika","Nitriansky","Nitra","Nitra","Nábrežie mládeže 1","16.1.2017 10:00:00","27.1.2017 15:00:00","","súbor","1,0000","239,000","20,000","286,800","0,000","10.1.2017 10:38:01",
"Z201647549","Z201647549_Z","Univerzita Komenského v Bratislave","00397865","Slovenská republika","Bratislava","81499","Šafárikovo nám. 6","MABONEX SLOVAKIA spol. s r.o. ","31428819","Slovenská republika","Piešťany","92101","Krajinská cesta 3","Kúpna zmluva","Cestoviny","15614000-5 Spracovaná ryža;15850000-1 Cestoviny;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava","Bratislava","Univerzita Komenského v Bratislave, Vysokoškolské mesto Ľ. Štúra - Mlyny UK, Staré Grunty 36, 841 04 Bratislava","26.1.2017 9:00:00","10.1.2018 14:00:00","","Kompletný predmet zákazky","1,0000","59990,000","","","10,000","10.1.2017 9:38:00",
