"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia",
"Z201733200","Z201733200_Z","Základná umelecká škola Ul. Komenského 807/27, Svidník","36158291","Slovenská republika","Svidník","08901","Komenského 807/27","LE CHEQUE DEJEUNER s.r.o.","31396674","Slovenská republika","Bratislava","821 01","Tomášikova 23/D","Zmluva o poskytovaní služieb","Stravné poukážky","30199770-8 Stravné poukážky;55520000-1 Služby hromadného stravovania;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Svidník","Svidník","Komenského 807/27","2.9.2017 0:01:00","1.9.2019 23:59:00","","ks","1,0000","43965,740","","43965,740","234,260","4.8.2017 9:38:00",
"Z201733267","Z201733267_Z","Krajská prokuratúra","00166456","Slovenská republika","Banská Bystrica","97562","Partizánska cesta 1","EM-Tech s.r.o.","36569101","Slovenská republika","Košice - mestská časť Juh","04001","Rosná 3","Zmluva o dielo","Vnútorné a vonkajšie klimatizačné zariadenie, dodanie, montáž, servis do priestorov Objednávateľa.","42512000-8 Klimatizačné zariadenia;60000000-8 Dopravné služby (bez prepravy odpadu);45331220-4 Inštalovanie klimatizácie","Tovar;Služba","","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","Partizánska cesta 1","11.8.2017 10:12:00","25.8.2017 10:12:00","","ks","14,0000","","","8609,000","5557,660","8.8.2017 11:40:00",
"Z201734873","Z201734873_Z","EKO - podnik VPS","491870","Slovenská republika","Bratislava","83290","Halašova 20","MONTRÚR s. r. o. Košice ","31657095","Slovenská republika","Košice","04017","Medená 21","Kúpna zmluva","Nové vozidlo s polievacou nadstavbou","34144000-8 Motorové vozidlá na špeciálne účely;34144400-2 Vozidlá na údržbu ciest","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Halašova 20","2.9.2017 9:00:00","30.11.2017 9:00:00","","ks","1,0000","91664,200","20,000","109997,040","0,800","1.8.2017 9:43:59",
"Z201735096","Z201735096_Z","Správa ciest Žilinského samosprávneho kraja","42054575","Slovenská republika","Žilina","01001","M. Rázusa 104","CESTY SK s.r.o.","36580058","Slovenská republika","Košice","04001","Mojmírova 8","Zmluva o dielo","Zosilnenie povrchu cesty v okrese Čadca, 3. časti (1. časť k.ú. Korňa - 2 úseky;  2. časť k.ú. Makov - 1 úsek; 3. časť k.ú. Horný Kelčov - 1 úsek)","45000000-7 Stavebné práce;45233142-6 Práce na oprave ciest;45233223-8 Obnova povrchu vozoviek;60000000-8 Dopravné služby (bez prepravy odpadu)","Stavebná práca","","Slovenská republika","Žilinský","Čadca","","","16.8.2017 6:00:00","18.9.2017 13:00:00","","m2","20810,0000","147777,000","20,000","177332,400","64223,000","7.8.2017 9:03:02",
"Z201735105","Z201735105_Z","Okresný súd Lučenec","00165778","Slovenská republika","Lučenec","98437","Dr. Herza 14","IMPA Liptovský Mikuláš, s.r.o.","35761768","Slovenská republika","Bratislava","811 06","Kuzmányho 12","Kúpna zmluva","Osobné motorové vozidlo Škoda Octavia Ambition 1,4 TSi, 110 kW alebo ekvivalent","34100000-8 Motorové vozidlá;34110000-1 Osobné automobily;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Lučenec","Lučenec","Dr. Herza 14","7.8.2017 8:24:00","5.10.2017 8:24:00","","ks","1,0000","15991,670","20,000","19190,000","809,990","2.8.2017 9:12:00",
"Z201735326","Z201735326_Z","Slovenská technická univerzita v Bratislave","00397687","Slovenská republika","Bratislava","81243","Vazovova 5","ZAMA interiér s.r.o.","46952691","Slovenská republika","Vlčkovce","91923","Vlčkovce 369","Kúpna zmluva","Interiérové dvere","44221200-7 Dvere;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trnavský","Trnava","Trnava","Ulica Jána Bottu 21, 917 01 Trnava","3.8.2017 12:00:00","15.8.2017 23:59:00","","ks","1,0000","5200,000","20,000","6240,000","60,000","1.8.2017 8:42:00",
"Z201735381","Z201735381_Z","Stredná odborná škola obchodu a služieb, Ul. 1. mája 1264, Púchov","00158569","Slovenská republika","Púchov","02001","Ul. 1. mája 1264","Ing. Peter Gerši - GC Tech.","36880574","Slovenská republika","Trenčín","91101","Jilemnického 6","Rámcová dohoda","Kancelársky materiál, potreby a papier","30192000-1 Kancelárske potreby;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Púchov","Púchov","1.mája 1264","","","","ks","14914,0000","987,500","20,000","1185,000","984,410","1.8.2017 11:28:00",
"Z201735414","Z201735414_Z","Spišská katolícka charita","35514221","Slovenská republika","Spišská Nová Ves","05201","Jesenského 5","PhDr. Gabriela Spišáková - Majster Papier","33768897","Slovenská republika","Bratislava 5","85101","Wolkrova 5, P.O.BOX 212","Kúpna zmluva","Čistiace, hygienické prostriedky a zdravotnícke potreby","31531000-7 Žiarovky;33700000-7 Predmety osobnej starostlivosti;33760000-5 Toaletný papier, vreckovky, uteráky na ruky a servítky;39830000-9 Čistiace výrobky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Spišská Nová Ves","Spišské Vlachy","Dom Charitas Sv. Damiána de Veuster, Požiarnická 49","7.8.2017 9:00:00","10.8.2017 12:00:00","","ks","672,0000","541,670","20,000","650,000","149,000","2.8.2017 12:42:00",
"Z201735453","Z201735453_Z","Fakultná nemocnica s poliklinikou Žilina","17335825","Slovenská republika","Žilina","01207","ul.Vojtecha Spanyola 43","EKONA COR s.r.o.","04387601","Česká republika","Hranice IV-Drahotuše","75361","Hranická 225","Kúpna zmluva","Defibrilátor","33172200-8 Prístroje na resuscitáciu;33182100-0 Defribrilátory;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Žilina","Žilina","Ul. Vojtecha  Spanyola 43","7.8.2017 14:55:00","7.9.2017 14:55:00","","ks","5,0000","23000,000","21,000","27830,000","4833,000","4.8.2017 13:40:00",
"Z201735463","Z201735463_Z","EKO - podnik VPS","491870","Slovenská republika","Bratislava","83290","Halašova 20","Vassal EKO, s. r. o.","44523921","Slovenská republika","Bratislava","82107","Slovnaftská 102","Rámcová dohoda","Odber a zhodnotenie odpadu","90510000-5 Likvidácia a spracovanie odpadu","Služba","","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Halašova 20","","","","súbor","1,0000","175986,000","20,000","211183,200","14,000","1.8.2017 10:38:00",
