"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia","IdStavVCrz",
"Z20215836","Z20215836_Z","Mesto Dolný Kubín","00314463","Slovenská republika","Dolný Kubín","02601","Hviezdoslavovo námestie 1651/2","TT Ice-snow s.r.o.","07087039","Česká republika","Praha 10","10000","Křeslická 1507/2","Kúpna zmluva","Rolba","37481000-3 Stroje na úpravu ľadovej plochy;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Dolný Kubín","Dolný Kubín","Hviezdoslavovo námestie 1651/2","1.11.2021 8:37:00","15.12.2021 8:37:00","","ks","1,0000","96666,670","20,000","116000,000","44000,000","16.6.2021 10:24:00","",
"Z20218320","Z20218320_Z","Univerzitná nemocnica Bratislava","31813861","Slovenská republika","Bratislava","82101","Pažítková 4","JNL s.r.o.","51026414","Slovenská republika","Uzovce","08266","Uzovce 26","Rámcová dohoda","Operačné prádlo a nemocničná bielizeň","18130000-9 Špeciálne pracovné odevy;39511000-7 Prikrývky a cestovné prikrývky;39512000-4 Posteľná bielizeň;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava","Bratislava","Antolská 11","","","","skupina produktov","1,0000","142700,000","20,000","171240,000","71060,000","3.6.2021 16:24:00","",
"Z20218966","Z20218966_Z","COLORgrafik, spol. s r.o.","46308032","Slovenská republika","Banská Bystrica","97405","Podháj 61","FaxCopy Pro s. r. o.","47076178","Slovenská republika","Bratislava","82105","Domkárska 15","Kúpna zmluva","Technológie na fotografickú činnosť","30213300-8 Stolový počítač;30232130-4 Farebné grafické tlačiarne;30234000-8 Pamäťové médiá;31000000-6 Elektrické stroje, prístroje, zariadenia a spotrebný tovar; osvetlenie;38650000-6 Fotografické zariadenia;38651000-3 Fotografické prístroje;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","ČSA 18","1.7.2021 14:09:00","30.9.2021 14:09:00","","zákazka","1,0000","44049,000","20,000","52858,800","1,000","1.6.2021 14:50:00","",
"Z20219931","Z20219931_Z","""PLATAN"",Zariadenie sociálnych služieb Lontov","00596841","Slovenská republika","Lontov","93575","Lontov 48","INMEDIA, spol. s r.o.","36019208","Slovenská republika","Zvolen","96001","Námestie SNP 11","Rámcová dohoda","Hrubý tovar","03111200-4 Arašidové oriešky;03142500-3 Vajcia;03211300-6 Ryža;03212211-2 Šošovica;03221210-1 Fazuľa;15241400-3 Tuniak v konzerve;15331400-1 Nakladaná a/alebo konzervovaná zelenina;15332100-5 Spracované ovocie;15332290-3 Džemy;15612110-5 Hrubá múka;15612130-1 Hladká múka;15613380-5 Ovsené vločky;15831000-2 Cukor;15831500-7 Cukrové sirupy;15831600-8 Med;15841000-5 Kakao;15842100-3 Čokoláda;15842220-0 Čokoládové tyčinky;15850000-1 Cestoviny;15863000-5 Čaj;15871110-8 Ocot alebo ekvivalent;15871250-1 Horčica;15871274-5 Nátierky na chlieb;15872200-3 Korenie;15872400-5 Soľ;15891000-0 Polievky a bujóny;15899000-6 Kypriaci prášok;15980000-1 Nealkoholické nápoje","Tovar;Služba","","Slovenská republika","Nitriansky","Levice","Lontov","Lontov č. 48","","","","ks","41837,0000","","","15868,000","0,090","10.6.2021 9:38:00","",
"Z202110136","Z202110136_Z","OZ CIBULÁK","42165270","Slovenská republika","Popudinské Močidľany","90861","Popudinské Močidľany 176","Sanita a technika, s.r.o.","46461388","Slovenská republika","Sabinov","08301","Matice slovenskej 5/612","Kúpna zmluva","Vybavenie - stany, lavice, stoly","39113300-0 Lavice bez operadla;39121200-8 Stoly;39522530-1 Stany;44400000-4 Rôzne montované výrobky a súvisiace diely;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trnavský","Skalica","Popudinské Močidľany","176","25.6.2021 15:04:00","31.12.2021 15:12:00","","súbor","1,0000","99166,670","20,000","119000,000","16858,000","1.6.2021 12:52:00","",
"Z202110367","Z202110367_Z","Trenčiansky samosprávny kraj","36126624","Slovenská republika","Trenčín","91101","K dolnej stanici 7282/20A","GOTANA, s. r. o.","46279491","Slovenská republika","Nedanovce","95843","Nedanovce 301","Kúpna zmluva","Interaktívna zostava","39162100-6 Vybavenie na vyučovanie;39162200-7 Učebné pomôcky a zariadenia;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Trenčín","Trenčín","Staničná 4","9.7.2021 8:00:00","17.12.2021 15:00:00","","ks","20,0000","5250,000","20,000","6300,000","2514,000","3.6.2021 12:36:00","",
"Z202110412","Z202110412_Z","Mesto Turany","00316962","Slovenská republika","Turany","03853","Osloboditeľov 83/91","Brantner Fatra, s.r.o.","31578861","Slovenská republika","Martin","03601","Robotnícka 20","Zmluva o poskytovaní služieb","Zber, odvoz a zhodnotenie komunálneho, objemného, ostatného a nebezpečného odpadu  ","90500000-2 Služby súvisiace s likvidáciou odpadu a odpadom;90510000-5 Likvidácia a spracovanie odpadu;90511000-2 Služby na zber odpadu;90511100-3 Zber tuhého komunálneho odpadu;90512000-9 Služby na prepravu odpadu;90513000-6 Služby na spracovanie a likvidáciu nie nebezpečného odpadu","Služba","","Slovenská republika","Žilinský","Martin","Turany","Osloboditeľov 83/91","1.7.2021 0:00:00","30.6.2023 23:59:00","","celok","1,0000","173500,000","20,000","208200,000","0,000","7.6.2021 13:38:00","",
"Z202110446","Z202110446_Z","Dopravný podnik mesta Košice, akciová spoločnosť","31701914","Slovenská republika","Košice","04329","Bardejovská 6","ŠIMKOVIČ - PROTEKTOR spoločnosť s ručením obmedzeným","31654606","Slovenská republika","Sečovce","07801","Kollárova 15","Rámcová dohoda","Protektorované pneumatiky 2021/22","34913200-2 Protektorované pneumatiky;90510000-5 Likvidácia a spracovanie odpadu","Tovar;Služba","","Slovenská republika","Košický","Košice I","Košice - mestská časť Džungľa","Hornádska 10","","","","Súhrn definovaných požiadaviek","1,0000","47585,000","20,000","57102,000","1,000","4.6.2021 9:38:00","",
"Z202110628","Z202110628_Z","Univerzita veterinárskeho lekárstva a farmácie v Košiciach","00397474","Slovenská republika","Košice","04181","Komenského 73","IN kom, s.r.o.","36200361","Slovenská republika","Košice","040 01","Cesta pod Hradovou 40","Rámcová dohoda","Elektromateriál","31680000-6 Elektropotreby a príslušenstvo;31682000-0 Elektropotreby;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice I","Košice - mestská časť Sever","Komenského 73","","","","podľa opisu - súbor","1,0000","7540,830","20,000","9049,000","1583,000","3.6.2021 10:32:00","",
"Z202110659","Z202110659_Z","Mesto Žilina","00321796","Slovenská republika","Žilina","01131","Námestie obetí komunizmu 1","Venimex Slovakia s.r.o.","46115498","Slovenská republika","Bratislava ","82108","Klincová 37","Zmluva o poskytovaní služieb","Výkon služobnej prevádzky a údržby sústavy verejného osvetlenia","50232000-0 Údržba verejného osvetlenia a dopravných signalizácií (semaforov);50232100-1 Údržba pouličného osvetlenia;50232110-4 Prevádzka verejného osvetlenia","Služba","","Slovenská republika","Žilinský","Žilina","Žilina","Námestie obetí komunizmu č.1","1.7.2021 0:00:00","1.3.2022 0:00:00","","CKP, počet mesiacov - kritérium hodnotenia ponúk ","8,0000","83333,320","20,000","99999,990","71120,010","7.6.2021 16:26:00","",
"Z202110689","Z202110689_Z","Domov pre seniorov","00691798","Slovenská republika","Stará Ľubovňa","06401","Mierová 88","INMEDIA, spol. s r.o.","36019208","Slovenská republika","Zvolen","96001","Námestie SNP 11","Rámcová dohoda","„Vybrané druhy potravín a spracovaného ovocia a zeleniny“ ","03142500-3 Vajcia;15200000-0 Spracované a konzervované ryby;15220000-6 Mrazené ryby, rybie filé a ostatné rybie mäso;15320000-7 Ovocné a zeleninové šťavy;15330000-0 Spracované ovocie a zelenina;15331120-4 Spracovaná hľuzová zelenina;15331130-7 Fazuľa, hrach, paprika, paradajky a iná zelenina;15331150-3 Spracované strukoviny;15331400-1 Nakladaná a/alebo konzervovaná zelenina;15332000-4 Spracované ovocie a orechy;15600000-4 Mlynské výrobky, škrob a škrobové výrobky;15800000-6 Rôzne potravinárske výrobky;15820000-2 Sucháre a piškóty; trvanlivé pečivo a cukrovinky;15830000-5 Cukor a jemu príbuzné výrobky;15841000-5 Kakao;15850000-1 Cestoviny;15860000-4 Káva, čaj a príbuzné produkty;15870000-7 Koreniny a chuťové prísady;15880000-0 Výrobky špeciálnej výživy;15891000-0 Polievky a bujóny;15895000-8 Výrobky rýchleho občerstvenia;15898000-9 Droždie;15899000-6 Kypriaci prášok;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Stará Ľubovňa","Stará Ľubovňa","Mierová 88","","","","kg; ks; l","71795,0000","","","46020,000","10,000","3.6.2021 9:37:59","",
