"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia","IdStavVCrz",
"Z20217195","Z20217195_Z","Obec Hlinné","00332411","Slovenská republika","Hlinné","09435","Hlinné 74","Up Slovensko, s. r. o.","31396674","Slovenská republika","Bratislava","82101","Tomášikova 23/D","Kúpna zmluva","Stravné poukážky","30199770-8 Stravné poukážky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Vranov nad Topľou","Hlinné","","23.4.2021 8:00:00","3.5.2021 12:00:00","","ks","1200,0000","4802,300","","4802,300","7,700","20.4.2021 13:38:00","",
"Z20216605","Z20216605_Z","Mesto Hlohovec","00312509","Slovenská republika","Hlohovec","92001","M.R.Štefánika 1","Martin Gall - MG COMP","41751477","Slovenská republika","Prešov","08001","Šmeralova 23","Kúpna zmluva","Notebook s možnosťou dokovania","30200000-1 Počítačové zariadenia a spotrebný materiál;30210000-4 Stroje na spracovanie údajov (hardvér);30213000-5 Osobné počítače;30213100-6 Prenosné počítače;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trnavský","Hlohovec","Hlohovec","M. R. Štefánika 1","","","21.4.2021 14:00:00","ks","11,0000","10150,000","20,000","12180,000","3660,000","14.4.2021 14:16:00","",
"Z20216084","Z20216084_Z","Mesto Hlohovec","00312509","Slovenská republika","Hlohovec","92001","M.R.Štefánika 1","Hardware Support s.r.o.","46178899","Slovenská republika","Trenčín","91105","Brnianska 2417","Kúpna zmluva","Switch HP 2530-24G alebo ekvivalent s príslušenstvom ","32400000-7 Siete;32440000-9 Telemetrické a koncové zariadenia;32442000-3 Koncové zariadenia","Tovar;Služba","","Slovenská republika","Trnavský","Hlohovec","Hlohovec","M. R. Štefánika 1","","","20.4.2021 14:00:00","ks","1,0000","329,170","20,000","395,000","395,000","12.4.2021 15:24:00","",
"Z20216081","Z20216081_Z","Mesto Hlohovec","00312509","Slovenská republika","Hlohovec","92001","M.R.Štefánika 1","Henrich Sonnenschein - ITSK","37212931","Slovenská republika","Nitra","94901","Fraňa Mojtu 22","Kúpna zmluva","Switch HP 2530-24G alebo ekvivalent s príslušenstvom ","32400000-7 Siete;32440000-9 Telemetrické a koncové zariadenia;32442000-3 Koncové zariadenia","Tovar;Služba","","Slovenská republika","Trnavský","Hlohovec","Hlohovec","M. R. Štefánika 1","","","20.4.2021 14:00:00","ks","1,0000","567,500","20,000","681,000","358,290","12.4.2021 15:24:00","",
"Z20216082","Z20216082_Z","Mesto Hlohovec","00312509","Slovenská republika","Hlohovec","92001","M.R.Štefánika 1","Hardware Support s.r.o.","46178899","Slovenská republika","Trenčín","91105","Brnianska 2417","Kúpna zmluva","Switch HP 2530-24G alebo ekvivalent s príslušenstvom ","32400000-7 Siete;32440000-9 Telemetrické a koncové zariadenia;32442000-3 Koncové zariadenia","Tovar;Služba","","Slovenská republika","Trnavský","Hlohovec","Hlohovec","M. R. Štefánika 1","","","20.4.2021 14:00:00","ks","2,0000","235,000","20,000","282,000","217,990","12.4.2021 14:56:00","",
"Z20216700","Z20216700_Z","Mesto Holíč","00309541","Slovenská republika","Holíč","90851","Bratislavská 5","Ing. Peter Gerši - GC Tech.","36880574","Slovenská republika","Trenčín","91101","Jilemnického 6","Kúpna zmluva","Kancelárske potreby a papier","30197642-8 Papier na fotokopírovanie a xerografický papier;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trnavský","Skalica","Holíč","Bratislavská 5","19.4.2021 8:00:00","19.4.2021 14:00:00","","%","100,0000","490,000","20,000","588,000","162,000","13.4.2021 9:20:00","",
"Z20216940","Z20216940_Z","Ústav na výkon trestu odňatia slobody","00738263","Slovenská republika","Hrnčiarovce nad Parnou","91935","Dlhé Lúky 1","Tamal s. r. o.","52378101","Slovenská republika","Žilina","01001","M.R.Štefánika 57","Rámcová dohoda","OOPP - Pracovné odevy","18110000-3 Pracovné odevy;35113400-3 Ochranné a bezpečnostné odevy;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","Slovenská republika","Trnavský","Trnava","Hrnčiarovce n/Parnou","Dlhé Lúky 1","","","","ks","18,0000","306,670","20,000","368,000","2,000","16.4.2021 9:38:00","",
"Z20216111","Z20216111_Z","Technické služby mesta Humenné","186155","Slovenská republika","Humenné","06601","Sninská 27/1018","PLANT SERVICE s.r.o.","35804521","Slovenská republika","Senec","90301","Hviezdoslavova 13/973","Kúpna zmluva","Dreviny v rámci jarnej  náhradnej výsadby","03452000-3 Stromy;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","Slovenská republika","Prešovský","Humenné","Humenné","Sninska 27","8.4.2021 17:51:00","12.4.2021 17:51:00","","ks","123,0000","5500,000","20,000","6600,000","0,000","6.4.2021 8:24:00","",
"Z20217040","Z20217040_Z","Technické služby mesta Humenné","186155","Slovenská republika","Humenné","06601","Sninská 27/1018","WINKLER, s.r.o.","36179868","Slovenská republika","Michalovce","07101","Lastomírska 161","Kúpna zmluva","Vozidlo na zber a zvoz   veľkoobjemového odpadu","34144000-8 Motorové vozidlá na špeciálne účely;34144511-3 Vozidlá na odvoz smetí","Tovar","","Slovenská republika","Prešovský","Humenné","Humenné","sninská 27","30.6.2021 13:53:00","31.8.2021 13:53:00","","ks","1,0000","25416,650","20,000","30499,980","0,010","19.4.2021 14:30:00","",
"Z20217041","Z20217041_Z","Technické služby mesta Humenné","186155","Slovenská republika","Humenné","06601","Sninská 27/1018","T a M trans spedition, s.r.o.","34140425","Slovenská republika","Šarovce","93552","545","Kúpna zmluva","Motorová nafta","09134100-8 Motorová nafta;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Humenné","Humenné","sninská 27","26.4.2021 13:58:00","30.4.2021 13:58:00","","liter","12000,0000","10812,500","20,000","12975,000","1024,200","16.4.2021 15:42:00","",
