"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia","IdStavVCrz",
"Z20237180","Z20237180_Z","Fakultná nemocnica Trenčín","00610470","Slovenská republika","Trenčín","91171","Legionárska 28","MED - ART, spol. s r.o.","34113924","Slovenská republika","Nitra","94901","Hornočermánska 4","Rámcová dohoda","Lieky ATC skupiny A11 - Vitamíny, A12 -  Minerálne doplnky","33616000-1 Vitamíny;33617000-8 Minerálne doplnky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Trenčín","Trenčín","Legionárska 28","","","","celok","1.0000","46189.000","10.000","50807.900","12053.540","8/7/2023 11:48:00 AM","",
"Z20237233","Z20237233_Z","Národná diaľničná spoločnosť, a.s.","35919001","Slovenská republika","Bratislava","84104","Dúbravská cesta 14","INMEDIA, spol. s r.o.","36019208","Slovenská republika","Zvolen","96001","Námestie SNP 11","Rámcová dohoda","Potraviny pre školiace stredisko Liptovský Ján - suchý koloniál","03211300-6 Ryža;03212220-8 Strukoviny;15235000-4 Konzervované ryby;15312300-1 Zemiakové lupienky;15321000-4 Ovocné šťavy;15331000-7 Spracovaná zelenina;15332000-4 Spracované ovocie a orechy;15411100-3 Rastlinné oleje;15612000-1 Obilná alebo rastlinná múka a príbuzné výrobky;15613313-5 Müsli alebo ekvivalent;15623000-1 Škroby;15830000-5 Cukor a jemu príbuzné výrobky;15840000-8 Kakao; čokoláda a cukrovinky;15850000-1 Cestoviny;15860000-4 Káva, čaj a príbuzné produkty;15870000-7 Koreniny a chuťové prísady;15871000-4 Ocot; omáčky; miešané korenisté zmesi; horčičná múčka a prášok; pripravená horčica;15872000-1 Bylinky a korenie;15891000-0 Polievky a bujóny;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Liptovský Mikuláš","Liptovský Ján","Za Plavom 10","","","","ks/kg/bal","11110.0000","10864.000","","","0.240","8/2/2023 12:38:06 PM","",
"Z20237263","Z20237263_Z","Stredná odborná škola agrotechnických a gastronomických služieb","00159557","Slovenská republika","Pribeník","07651","J. Majlátha 2","INMEDIA, spol. s r.o.","36019208","Slovenská republika","Zvolen","96001","Námestie SNP 11","Kúpna zmluva","Cestoviny ","15850000-1 Cestoviny;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Trebišov","Pribeník","J. Majlátha 2 ","8/15/2023 8:44:00 AM","1/31/2024 8:44:00 AM","","je uvedené v prílohe č. 1","1.0000","516.250","20.000","619.500","0.490","8/3/2023 10:38:00 AM","",
"Z20237265","Z20237265_Z","Stredná odborná škola agrotechnických a gastronomických služieb","00159557","Slovenská republika","Pribeník","07651","J. Majlátha 2","INMEDIA, spol. s r.o.","36019208","Slovenská republika","Zvolen","96001","Námestie SNP 11","Kúpna zmluva","Mrazená hydina a ryby ","15112000-6 Hydina;15220000-6 Mrazené ryby, rybie filé a ostatné rybie mäso;15896000-5 Hlboko zmrazené výrobky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Trebišov","Pribeník","J. Majlátha 2 ","8/15/2023 8:53:00 AM","1/31/2024 8:53:00 AM","","je uvedené v prílohe č. 1","1.0000","2758.330","20.000","3310.000","1557.990","8/3/2023 1:38:00 PM","",
"Z20237268","Z20237268_Z","Stredná odborná škola agrotechnických a gastronomických služieb","00159557","Slovenská republika","Pribeník","07651","J. Majlátha 2","INMEDIA, spol. s r.o.","36019208","Slovenská republika","Zvolen","96001","Námestie SNP 11","Kúpna zmluva","Mrazená zelenina, ovocie a mrazené polotovary  ","15331170-9 Mrazená zelenina;15896000-5 Hlboko zmrazené výrobky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Trebišov","","J. Majlátha 2 ","8/15/2023 8:57:00 AM","1/31/2024 8:57:00 AM","","je uvedené v prílohe č. 1","1.0000","734.580","20.000","881.500","0.500","8/4/2023 10:38:00 AM","",
"Z20237270","Z20237270_Z","Stredná odborná škola agrotechnických a gastronomických služieb","00159557","Slovenská republika","Pribeník","07651","J. Majlátha 2","INMEDIA, spol. s r.o.","36019208","Slovenská republika","Zvolen","96001","Námestie SNP 11","Kúpna zmluva","Mlieko, mliečne výrobky a syry ","15500000-3 Mliečne výrobky;15511000-3 Mlieko;15540000-5 Syrárske výrobky;15550000-8 Mliečne výrobky rôznych druhov;15551300-8 Jogurt;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Trebišov","Pribeník","J. Majlátha 2 ","8/15/2023 9:04:00 AM","1/31/2024 9:04:00 AM","","je uvedené v prílohe č. 1","1.0000","","","2291.500","0.500","8/4/2023 1:38:00 PM","",
"Z20237272","Z20237272_Z","Ústav na výkon väzby a Ústav na výkon trestu odňatia slobody","00738255","Slovenská republika","Bratislava","81229","Chorvátska 5","Ing. Ladislav Kokoška CSc. - GMB","10955216","Slovenská republika","Kapušany","08212","Hlavná 127/54","Kúpna zmluva","OOPP pre pracovníkov zdravotníckeho zariadenia","18100000-0 Pracovné odevy, špeciálne pracovné odevy a doplnky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Chorvátska 5","8/11/2023 9:00:00 AM","8/31/2023 2:00:00 PM","","ks","28.0000","473.890","20.000","568.670","0.000","8/9/2023 8:38:00 AM","",
"Z20237321","Z20237321_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","Hermes LabSystems, s.r.o.","35693487","Slovenská republika","Bratislava","831 06","Púchovská 12","Kúpna zmluva","Laboratórne diagnostické pomôcky a materiál  ","33790000-4 Laboratórny, zdravotnícky alebo farmaceutický sklenený tovar;33793000-5 Sklenené výrobky pre laboratóriá;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Žilina","Žilina","Rajecká cesta 18","8/4/2023 7:00:00 AM","9/22/2023 1:00:00 PM","","súbor jednotiek","1.0000","2000.000","20.000","2400.000","1293.600","8/1/2023 9:48:00 AM","",
"Z20237326","Z20237326_Z","Generálne riaditeľstvo Zboru väzenskej a justičnej stráže","00212008","Slovenská republika","Bratislava","82108","Šagátova 1","PETRO CARS, s.r.o.","46065857","Slovenská republika","Galanta","92436","29. augusta 1646/6","Kúpna zmluva","Osobné motorové vozidlo nižšej strednej triedy - segment ""C"" - motorové vozidlo, osobný automobil - kombi","34100000-8 Motorové vozidlá;34110000-1 Osobné automobily;34111100-9 Polododávky (automobil kombi);60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava II","Bratislava - mestská časť Ružinov","Šagátová 1","8/31/2023 8:00:00 AM","12/11/2023 10:00:00 AM","","ks","3.0000","74166.670","20.000","89000.000","10990.000","8/3/2023 11:16:00 AM","",
"Z20237350","Z20237350_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","B.T.SERVIS SK, s.r.o.","36844659","Slovenská republika","Sliač","962 31","Letecká 2","Kúpna zmluva","Slnečné okuliare pre čestnú stráž","33733000-7 Slnečné okuliare;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","","8/14/2023 8:00:00 AM","10/31/2023 12:00:00 PM","","ks","114.0000","9345.830","20.000","11215.000","7985.000","8/10/2023 2:40:00 PM","",
