"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia","IdStavVCrz",
"Z20219417","Z20219417_Z","Stredoslovenský ústav srdcových a cievnych chorôb, a.s.","36644331","Slovenská republika","Banská Bystrica","97401","Cesta k nemocnici 1","SANOVA Pharma GesmbH","FN 115019 x","Rakúska republika","Wien","1110","Haidestraße 4","Kúpna zmluva","Injektor k CT prístroju ","33124200-7 Rádiodiagnostické prístroje;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","Cesta k nemocnici 1","21.5.2021 7:00:00","30.6.2021 15:00:00","","celok","1,0000","24569,000","20,000","29482,800","1,000","14.5.2021 15:34:00","",
"Z20219567","Z20219567_Z","Fakultná nemocnica s poliklinikou J.A.Reimana Prešov","00610577","Slovenská republika","Prešov","08181","Hollého 14","Ecolab s.r.o.","46995935","Česká republika","Praha 8","180 00","Voctářova 2449/5","Kúpna zmluva","Dezinfekčné prostriedky","24455000-8 Dezinfekčné prostriedky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Prešov","Prešov","Hollého 14","21.5.2021 7:00:00","26.5.2021 14:00:00","","súbor","1,0000","571,600","20,000","685,920","0,070","18.5.2021 12:38:00","",
"Z20219561","Z20219561_Z","Fakultná nemocnica s poliklinikou J.A.Reimana Prešov","00610577","Slovenská republika","Prešov","08181","Hollého 14","Ecolab s.r.o.","46995935","Česká republika","Praha 8","180 00","Voctářova 2449/5","Kúpna zmluva","Dezinfekčné prostriedky","24455000-8 Dezinfekčné prostriedky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Prešov","Prešov","Hollého 14","20.5.2021 7:00:00","25.5.2021 14:00:00","","súbor","1,0000","522,600","20,000","627,120","0,880","17.5.2021 13:38:00","",
"Z20218317","Z20218317_Z","Technická univerzita vo Zvolene","00397440","Slovenská republika","Zvolen","96053","T. G. Masaryka 24","MERCI, s.r.o.","46966447","Česká republika","Brno","62700","Hviezdoslavova 1192/55b","Kúpna zmluva","Digestor do laboratória","38430000-8 Prístroje na detekciu a rozbory;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","Slovenská republika","Banskobystrický","Zvolen","Zvolen","T. G. Masaryka 24","14.6.2021 7:00:00","23.6.2021 14:00:00","","ks","1,0000","6836,670","20,000","8204,000","19,600","3.5.2021 14:38:00","",
"Z20218324","Z20218324_Z","Správa ciest Košického samosprávneho kraja","35555777","Slovenská republika","Košice","04266","Námestie Maratónu mieru 1","HARDMAN UH a.s.","26215951","Česká republika","Uherské Hradiště","68601","Dlouhá 688","Kúpna zmluva","Značkovací stroj","34922000-6 Zariadenia na značkovanie vozoviek","Tovar;Služba","","Slovenská republika","Košický","Trebišov","Trebišov","","20.5.2021 12:00:00","31.8.2021 15:00:00","","celok","1,0000","154621,990","0,000","154621,990","7,010","3.5.2021 15:54:00","",
"Z20219270","Z20219270_Z","Nemocnica s poliklinikou Prievidza so sídlom v Bojniciach","17335795","Slovenská republika","Bojnice","97201","Nemocničná 2","EUREX MEDICA, spol. s r.o.","47681331","Česká republika","Ostrava-Vítkovice","70300","Výstavní 604/111","Rámcová dohoda","Mikrotómové čepieľky ","33000000-0 Zdravotnícke vybavenie, farmaceutický materiál a výrobky osobnej starostlivosti;33140000-3 Zdravotnícky spotrebný materiál;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Prievidza","Bojnice","Nemocničná 2","","","","balenie","65,0000","5259,500","20,000","6311,400","5,500","13.5.2021 14:30:00","",
"Z20218636","Z20218636_Z","Ústredná vojenská nemocnica SNP Ružomberok-fakultná nemocnica","31936415","Slovenská republika","Ružomberok","03426","Gen. Miloša Vesela 21","The Binding Site s.r.o.","29021600","Česká republika","Praha 4 - Nusle","14000","Pujmanové 1753/10a","Kúpna zmluva"," Reagencie a spotrebný materiál pre analyzátor Optilite","33694000-1 Diagnostické činidlá;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Ružomberok","Ružomberok","Generála Miloša Vesela 21, 034 26  Ružomberok","14.5.2021 12:00:00","13.5.2023 12:00:00","","balík","1,0000","50040,000","","50040,000","0,000","7.5.2021 9:38:01","",
"Z20218631","Z20218631_Z","Univerzita sv. Cyrila a Metoda v Trnave","36078913","Slovenská republika","Trnava","91701","Nám. J. Herdu 2","VWR International s.r.o.","63073242","Česká republika","Stříbrná Skalice","28167","Pražská 442","Kúpna zmluva","Laboratórne pomôcky","33793000-5 Sklenené výrobky pre laboratóriá;38000000-5 Laboratórne, optické a presné prístroje a vybavenie (s výnimkou skiel)","Tovar;Služba","","Slovenská republika","Trnavský","Trnava","Špačince","Hlavná 418, Špačince","10.5.2021 8:30:00","21.5.2021 14:30:00","","položka","13,0000","340,000","0,000","340,000","0,000","6.5.2021 12:54:00","",
"Z20218325","Z20218325_Z","Národný ústav detskej tuberkulózy a respiračných chorôb, n. o. Dolný Smokovec","37886479","Slovenská republika","Vysoké Tatry","05981","Dolný Smokovec 70","IMEDEX s.r.o.","27510204","Česká republika","Hradec Králové","50003","Kladská 1092/1a","Kúpna zmluva","Jednorázové pažerákové pH-metrické sondy s impedanciou - dvojkanálové","33141641-5 Sondy;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Poprad","Vysoké Tatry","","12.5.2021 14:45:00","31.12.2021 0:00:00","","sub.","1,0000","4520,000","20,000","5424,000","0,000","5.5.2021 15:00:00","",
"Z20217883","Z20217883_Z","Regionálna správa a údržba ciest Nitra a.s.","35960736","Slovenská republika","Nitra","94965","Štúrova 147","HARDMAN UH a.s.","26215951","Česká republika","Uherské Hradiště","68601","Dlouhá 688","Kúpna zmluva","Cestný značkovací stroj Hofmann  RM3D-2, alebo ekvivalent vrátane doplnkovej výbavy - nový","34223300-9 Prívesy;34922000-6 Zariadenia na značkovanie vozoviek;42122000-0 Čerpadlá;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Nitriansky","Nitra","Nitra","Štúrova ul. č. 147","12.5.2021 10:00:00","31.8.2021 15:00:00","","celok ( podľa OF )","1,0000","118799,990","0,000","118799,990","1200,010","10.5.2021 9:40:00","",
