"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia","IdStavVCrz",
"Z2025656","Z2025656_Z","Jadrová a vyraďovacia spoločnosť, a.s.","35946024","Slovenská republika","Jaslovské Bohunice","91930","Jaslovské Bohunice 360","Brenntag Slovakia s.r.o.","31336884","Slovenská republika","Pezinok","90203","Glejovka 15","Kúpna zmluva","Chemikálie prevádzkové 2","24000000-4 Chemické výrobky;24300000-7 Základné anorganické a organické chemikálie;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trnavský","Trnava","Jaslovské Bohunice","Jaslovské Bohunice V1","3/6/2025 7:00:00 AM","4/4/2025 2:00:00 PM","","celok","1.0000","20365.000","23.000","25048.950","0.000","3/3/2025 10:38:00 AM","",
"Z2025676","Z2025676_Z","Regionálny úrad verejného zdravotníctva so sídlom v Dunajskej Strede","17335981","Slovenská republika","Dunajská Streda","92901","Veľkoblahovská 1067/30","EURO MEDIA Košice, s.r.o. ","31608426","Slovenská republika","Košice","04001","Rastislavova 104","Kúpna zmluva","Spotrebný materiál do tlačiarne","30125110-5 Toner do laserových tlačiarní/faxových prístrojov;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trnavský","Dunajská Streda","Dunajská Streda","Veľkoblahovská 1067","3/10/2025 7:56:00 AM","3/14/2025 7:57:00 AM","","položky","3.0000","698.000","23.000","858.540","760.720","3/4/2025 10:04:00 AM","",
"Z2025681","Z2025681_Z","Univerzita veterinárskeho lekárstva a farmácie v Košiciach","00397474","Slovenská republika","Košice -Sever","04181","Komenského 73","HygArt s.r.o.","51447878","Slovenská republika","Bardejov","08501","Nábrežná 861/15","Rámcová dohoda","Čistiace, dezinfekčné a hygienické prostriedky","39830000-9 Čistiace výrobky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice I","Košice - mestská časť Sever","Komenského 73","","","","súbor","1.0000","52845.530","23.000","65000.000","23484.000","3/6/2025 10:24:00 AM","",
"Z2025705","Z2025705_Z","Dopravný podnik mesta Košice, akciová spoločnosť","31701914","Slovenská republika","Košice","04329","Bardejovská 6","Steeling, s.r.o.","31720943","Slovenská republika","Košice - Západ","04011","Plzenská 8/1843","Kúpna zmluva","Náhradné diely na autobusy Sor NB12, NB18 ","34121100-2 Autobusy verejnej dopravy;34121200-3 Kĺbové autobusy;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice","Košice","Hornádska 10","","","3/11/2025 1:30:00 PM","celok","1.0000","1440.000","23.000","1771.200","0.000","3/4/2025 9:24:00 AM","",
"Z2025700","Z2025700_Z","Žilinská univerzita v Žiline","00397563","Slovenská republika","Žilina","01026","Univerzitná 8215/1","ITSK, s.r.o.","36556050","Slovenská republika","Nitra","94905","Zelená 29","Kúpna zmluva","Notebook a príslušenstvo","30213100-6 Prenosné počítače;30236000-2 Rôzne počítačové vybavenie;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Žilina","Žilina","Univerzitná 8215/1, Elektrotechnická fakulta, Katedra multimédií a informačno-komunikačných technológií","3/7/2025 10:00:00 AM","4/4/2025 2:00:00 PM","","ks","11.0000","1688.990","23.000","2077.460","365.010","3/5/2025 11:54:00 AM","",
"Z2025728","Z2025728_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava - mestská časť Nové Mesto","83247","Námestie generála Viesta 11694/2","GASTRO-HAAL, s.r.o. ","31435076","Slovenská republika","Nové Zámky","94067","Považská 16","Zmluva o poskytovaní služieb","Servis a pozáručné opravy veľkokuchynských strojov a zariadení, vrátane dodávky a montáže náhradných dielov","50883000-8 Opravy a údržba zariadenia pre verejné stravovanie;60000000-8 Dopravné služby (bez prepravy odpadu)","Služba","","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Námestie gen. Viesta 2; Za kasárňou 3","3/10/2025 8:00:00 AM","12/31/2025 12:00:00 PM","","normohodina","1.0000","53.200","23.000","65.440","0.100","3/7/2025 8:38:00 AM","",
"Z2025726","Z2025726_Z","Centrum biológie rastlín a biodiverzity Slovenskej akadémie vied, v. v. i.","00679089","Slovenská republika","Bratislava","84523","Dúbravská cesta 9","Martin Gall - MG COMP","41751477","Slovenská republika","Prešov","08001","Šmeralova 23","Kúpna zmluva","notebook DELL Vostro 16-5640 sivá","30213000-5 Osobné počítače;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava IV","Bratislava - mestská časť Karlova Ves","Dubravska cesta 9","3/12/2025 11:51:00 AM","3/13/2025 11:51:00 AM","","sada","1.0000","737.400","23.000","907.000","193.000","3/6/2025 1:22:00 PM","",
"Z2025772","Z2025772_Z","Univerzitná nemocnica L. Pasteura Košice","00606707","Slovenská republika","Košice","04190","Rastislavova 43","Hermes LabSystems, s.r.o.","35693487","Slovenská republika","Bratislava","831 06","Púchovská 12","Zmluva o poskytovaní služieb","Kalibrácia prístrojov určených na meranie teploty, vlhkosti a iné","50433000-9 Kalibrovanie;60000000-8 Dopravné služby (bez prepravy odpadu)","Služba","","Slovenská republika","Košický","Košice IV","Košice - mestská časť Juh","Rastislavova 43, 041 90 Košice","3/20/2025 7:00:00 AM","3/19/2027 3:00:00 PM","","celok","1.0000","69999.000","23.000","86098.770","62851.000","3/17/2025 1:26:00 PM","",
"Z2025664","Z2025664_Z","Univerzitná nemocnica L. Pasteura Košice","00606707","Slovenská republika","Košice","04190","Rastislavova 43","PULImedical, spol. s r.o.","31344399","Slovenská republika","Ivanka pri Dunaji","90028","Nádražná 34","Rámcová dohoda","Nádoba na medicínsky odpad 60l ","34928480-6 Kontajnery a nádoby na odpad a odpadky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice IV","Košice - mestská časť Juh","Rastislavova 43","","","","ks","5000.0000","22500.000","23.000","27675.000","3500.000","3/10/2025 9:32:00 AM","",
"Z2025674","Z2025674_Z","Slovenská zdravotnícka univerzita v Bratislave","00165361","Slovenská republika","Bratislava ","83303","Limbová 12","REGALSISTEM s.r.o.","34144994","Slovenská republika","Trenčín","91101","Soblahovská 7040","Kúpna zmluva","Policové regále určené na archiváciu dokumentov","39151100-6 Regály;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava","Bratislava","Limbová 12","3/6/2025 12:00:00 AM","3/17/2025 12:00:00 AM","","sada","1.0000","3328.520","0.000","3328.520","1833.480","3/3/2025 10:38:00 AM","",
