"IdentifikatorZakazky","ZakazkaUrl","StavZakazky","PouzityPostup","ObjednavatelDruh","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DatumVyhlasenia","DatumZazmluvnenia","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularFunkcnaSpecifikacia","OpisnyFormularTechnickaSpecifikaciaTextova","OpisnyFormularTechnickaSpecifikaciaCiselna","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","MaximalnaVyskaZdrojov","ZmluvnyVztah","FinancovanieEU","HodnotiaceKriterium","LehotaNaPredkladaniePonuk","PocetNotifikovanychDodavatelov","VstupnaCena","PocetSutaziacich","PocetPredlozenychPonuk","ZaciatokAukcie","TrvanieAukcie_Minut","PredlzovanieAukcie_Minut","ProtokolOPriebehuZadavaniaZakazky","Priloha_c1_ZmluvnyFormularZakazky","Priloha_c2_VyslednePoradieDodavatelov","Priloha_c3_Zmluva","Priloha_c4A_ZaznamOSystemovychUdalostiachZakazky","Priloha_c4B_ZaznamOSystemovychUdalostiachElektronickejAukcie","AnonymnyZmluvnyFormularZakazky","ObjednavkovyFormularZakazky",
"Z201929381","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/249949","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. d)","Národný ústav srdcových a cievnych chorôb, a.s.","35971126","Slovenská republika","Bratislava","83348","Pod Krásnou hôrkou 1","26.9.2019 14:19:04","5.11.2019 14:58:00","diklofenak epolamín náplasť","liečivá proti bolesti kĺbov a svalov na lokálne použitie, nesteroidové antiflogistiká na lokálne použitie","33632100-0 Protizápalové a protireumatické prípravky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","humánny liek","Technické vlastnosti: ATC skupina :, Hodnota / charakteristika: M02AA15; Technické vlastnosti: Účinná látka :, Hodnota / charakteristika: diklofenak epolamín; POZOR, nie diklofenak sodná soľ; Technické vlastnosti: Lieková forma :, Hodnota / charakteristika: liečivá náplasť, slonovinovo biela pastovitá hmota nanesená v rovnomernom množstve na polyesterovej tkanine s odstrániteľnou polypropylénovou ochrannou fóliou; Technické vlastnosti: Veľkosť :, Hodnota / charakteristika: 10 cm x 14 cm; Technické vlastnosti: Obsah :, Hodnota / charakteristika: každá náplasť 10 cm x 14 cm obsahuje 14 g gélu; Technické vlastnosti: - každých 100 gramov gélu obsahuje :, Hodnota / charakteristika: diclofenacum epolaminum - zodpovedajúci 1 g diclofenacum natricum (1 % w/w)","Technické vlastnosti: diklofenak epolamín emp med 14 g (vre.papier/PE/Al/kopol.etylénmetakryl.kys.), Jednotka: náplasť, Minimum: , Maximum: , Presná hodnota: 2000","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Pod Krásnou hôrkou 1","","","","náplasť","2000,0000","2500,000","Rámcová dohoda","False","Cena bez DPH","5.11.2019 14:20:00","252","2500,000","1","1","5.11.2019 14:35:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=23a31a68-89dd-418d-a8b5-8ef014117aab","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=1f7ead90-d5bd-4171-a62f-6616fba69534","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=21a9c66d-37cd-4b29-8216-6d25e8468934","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=433902d6-3179-4d90-ae07-ceebf67d6e5b","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=bbf10c46-48db-4bcb-9649-6639d3cf7609","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=81c57c60-2c06-452f-99b4-08f323c2e8d5","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=d5dac56e-e41f-4186-8759-f51eaf77ae69","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=9262e02b-ea8c-46b1-911a-4004c76aa7c4",
"Z201929891","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/250459","zrušená","§ 110 ZVO","","","","","","","","1.10.2019 9:54:45","","Diagnostické súpravy Stanovenie citlivosti na antibiotiká","citlivosť, antibiotiká","33141625-7 Diagnostické súpravy; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","Diagnostická súprava in vitro na stanovenie citlivosti na antibiotiká umožňujúca stanovovať kvalitatívnu aj kvantitatívnu MIC citlivosť enterobaktérií,, pseudomonád, iných gram-negatívnych nefermentujúcich baktérií , stafylokokov,  Enterococcus faecalis a Streptococcus agalactiae na základné spektrum klinicky používaných antibiotík s farmakologickým komentárom a detekciou mechanizmov rezistencie.","Technické vlastnosti: Súprava musí obsahovať :  1. platničky so základným spektrom antibiotík, 2. Softwarové prepojenie, 3. Výsledok s farmakologickým komentárom a detekciou mechanizmov rezistencie (MRSA, ESBL, MLSB, AmpC), Hodnota / charakteristika: ","Technické vlastnosti: A1/ Gram-,Gram+ zostava 10 antibiotík, Jednotka: balenie, Minimum: , Maximum: , Presná hodnota: 85; Technické vlastnosti: A2/veľkosť balenia, Jednotka: test, Minimum: , Maximum: , Presná hodnota: 24; Technické vlastnosti: B1/ Gram-,Gram+ zostava 20 antibiotík, Jednotka: balenie, Minimum: , Maximum: , Presná hodnota: 125; Technické vlastnosti: B2/veľkosť balenia, Jednotka: test, Minimum: , Maximum: , Presná hodnota: 12","Slovenská republika","Prešovský","Poprad","","","","","","ako balík","1,0000","7446,450","Rámcová dohoda","False","Cena bez DPH","6.11.2019 10:00:00","341","","0","0","6.11.2019 10:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=75d55d9b-e34d-4219-aa98-c6e2e7d0547f","","","","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=31bb2c70-e123-4a36-993e-cd15679db2bf","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=f751fe3f-bcf4-47df-a580-86a6b46ed71f","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=979844f8-f972-4662-9727-b97a0d20ca2f","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=14d2dc27-aea8-45e8-9efb-4ff8e47e2819",
"Z201929892","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/250460","zrušená","§ 110 ZVO","","","","","","","","1.10.2019 9:58:14","","Diagnostické súpravy IGRA test na vyšetrenie infekcie zapríčinenej Mycobakterium tuberculosis komplex","Interferon gama, tuberkulóza, Mycobacterium tuberculosis complex, ELISA, ESAT-6,  CFP-10, IFN gama","33141625-7 Diagnostické súpravy; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","Diagnostická súprava  určená pre vyšetrenie infekcie človeka zapríčinenej Mycobacterium tuberculosis komplex cestou in vitro detekcie IFN gama uvoľneného po stimulácii leukocytov periférnej krvi špecifickými antigénmi.; Vyšetrenie má tiež umožniť interpretáciu, či sa jedná o aktiváciu CD4 alebo CD8 lymfocytov.","Technické vlastnosti: Súprava musí obsahovať všetky súčasti potrebné pre vyšetrenie: mikroplatničkové stripy, riediaci roztok, konjugát, substrát, zastavovací roztok, premývací roztok, návod na použitie. Súčasťou prvej dodávky musí byť aj vyhodnocovací program pre počítač., Hodnota / charakteristika: ","Technické vlastnosti: Diagnostická súprava  mikroplatničková ELISA určená pre detekciu IFN gama z ľudskej krvnej plazmy., Jednotka: bal., Minimum: , Maximum: , Presná hodnota: 13","Slovenská republika","Prešovský","Poprad","","","","","","bal.","13,0000","10920,000","Rámcová dohoda","False","Cena bez DPH","6.11.2019 10:05:00","342","","0","0","6.11.2019 10:20:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=97a6f9ee-33d2-460e-81fe-aea0571aaad2","","","","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=21b2a07a-55c8-4b87-bc21-7eb8707320a6","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=dc8d0dbc-ebd9-4d1c-bed4-657433988348","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=4e8c6013-49e1-4755-90cc-edef1b57457c","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=13e6873f-13b8-4d91-84a6-f67a9bfe6216",
"Z201931718","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/252286","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. b) ","Obec Polomka","00313726","Slovenská republika","Polomka","97666","Osloboditeľov 12","16.10.2019 16:58:33","4.11.2019 8:10:00","Základná škola - pomôcky a stavebnice","Pomôcky a stavebnice do polytechnickej dielne","31700000-3 Elektronické, elektromechanické a elektrotechnické potreby; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","na pílenie dreva","","Technické vlastnosti: viď priložený súbor, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 8","Slovenská republika","Banskobystrický","Brezno","Polomka","Osloboditeľov 12","22.11.2019 16:38:00","2.12.2019 16:38:00","","súbor pomôcky + stavebnice","1,0000","10240,000","Kúpna zmluva","True","Cena s DPH","31.10.2019 16:46:00","521","10200,000","4","65","31.10.2019 17:01:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=9173ffdd-bbcb-479f-846d-7bd0211fa5bf","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=5856f569-0f85-403b-9e85-664d9894eea0","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=80d37dd6-137d-435a-85c2-b548c44d8358","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=d476f11d-7b94-4093-9b52-5ff1d593fe5a","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=fb4bae60-7f8f-4c46-b920-b2bd5d2a9348","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=2ac43d2b-37e9-4cbf-b30c-45d50fef82be","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=ab1b51d4-cd35-4ded-afa4-0567187d0ceb","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=0c2ea7f7-9cdf-4252-a4b8-e1d45a8d9420",
"Z201931718","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/252286","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. b) ","Obec Polomka","00313726","Slovenská republika","Polomka","97666","Osloboditeľov 12","16.10.2019 16:58:33","4.11.2019 8:10:00","Základná škola - pomôcky a stavebnice","","","Tovar","","cín na pájkovanie , priem.1 mm, 100 g cievka","","Technické vlastnosti: viď priložený súbor, Jednotka: cievka 100 g, Minimum: , Maximum: , Presná hodnota: 5","Slovenská republika","Banskobystrický","Brezno","Polomka","Osloboditeľov 12","22.11.2019 16:38:00","2.12.2019 16:38:00","","súbor pomôcky + stavebnice","1,0000","10240,000","Kúpna zmluva","True","Cena s DPH","31.10.2019 16:46:00","521","10200,000","4","65","31.10.2019 17:01:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=9173ffdd-bbcb-479f-846d-7bd0211fa5bf","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=5856f569-0f85-403b-9e85-664d9894eea0","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=80d37dd6-137d-435a-85c2-b548c44d8358","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=d476f11d-7b94-4093-9b52-5ff1d593fe5a","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=fb4bae60-7f8f-4c46-b920-b2bd5d2a9348","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=2ac43d2b-37e9-4cbf-b30c-45d50fef82be","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=ab1b51d4-cd35-4ded-afa4-0567187d0ceb","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=0c2ea7f7-9cdf-4252-a4b8-e1d45a8d9420",
"Z201931718","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/252286","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. b) ","Obec Polomka","00313726","Slovenská republika","Polomka","97666","Osloboditeľov 12","16.10.2019 16:58:33","4.11.2019 8:10:00","Základná škola - pomôcky a stavebnice","","","Tovar","","na pílenie dreva, 400 mm","","Technické vlastnosti: viď priložený súbor, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 6","Slovenská republika","Banskobystrický","Brezno","Polomka","Osloboditeľov 12","22.11.2019 16:38:00","2.12.2019 16:38:00","","súbor pomôcky + stavebnice","1,0000","10240,000","Kúpna zmluva","True","Cena s DPH","31.10.2019 16:46:00","521","10200,000","4","65","31.10.2019 17:01:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=9173ffdd-bbcb-479f-846d-7bd0211fa5bf","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=5856f569-0f85-403b-9e85-664d9894eea0","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=80d37dd6-137d-435a-85c2-b548c44d8358","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=d476f11d-7b94-4093-9b52-5ff1d593fe5a","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=fb4bae60-7f8f-4c46-b920-b2bd5d2a9348","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=2ac43d2b-37e9-4cbf-b30c-45d50fef82be","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=ab1b51d4-cd35-4ded-afa4-0567187d0ceb","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=0c2ea7f7-9cdf-4252-a4b8-e1d45a8d9420",
"Z201931718","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/252286","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. b) ","Obec Polomka","00313726","Slovenská republika","Polomka","97666","Osloboditeľov 12","16.10.2019 16:58:33","4.11.2019 8:10:00","Základná škola - pomôcky a stavebnice","","","Tovar","","na vŕtanie do dreva, kovu a pod. ,550W","","Technické vlastnosti: viď priložený súbor, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 1","Slovenská republika","Banskobystrický","Brezno","Polomka","Osloboditeľov 12","22.11.2019 16:38:00","2.12.2019 16:38:00","","súbor pomôcky + stavebnice","1,0000","10240,000","Kúpna zmluva","True","Cena s DPH","31.10.2019 16:46:00","521","10200,000","4","65","31.10.2019 17:01:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=9173ffdd-bbcb-479f-846d-7bd0211fa5bf","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=5856f569-0f85-403b-9e85-664d9894eea0","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=80d37dd6-137d-435a-85c2-b548c44d8358","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=d476f11d-7b94-4093-9b52-5ff1d593fe5a","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=fb4bae60-7f8f-4c46-b920-b2bd5d2a9348","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=2ac43d2b-37e9-4cbf-b30c-45d50fef82be","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=ab1b51d4-cd35-4ded-afa4-0567187d0ceb","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=0c2ea7f7-9cdf-4252-a4b8-e1d45a8d9420",
"Z201931718","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/252286","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. b) ","Obec Polomka","00313726","Slovenská republika","Polomka","97666","Osloboditeľov 12","16.10.2019 16:58:33","4.11.2019 8:10:00","Základná škola - pomôcky a stavebnice","","","Tovar","","na brúsku 115/125 mm","","Technické vlastnosti: viď priložený súbor, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 1","Slovenská republika","Banskobystrický","Brezno","Polomka","Osloboditeľov 12","22.11.2019 16:38:00","2.12.2019 16:38:00","","súbor pomôcky + stavebnice","1,0000","10240,000","Kúpna zmluva","True","Cena s DPH","31.10.2019 16:46:00","521","10200,000","4","65","31.10.2019 17:01:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=9173ffdd-bbcb-479f-846d-7bd0211fa5bf","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=5856f569-0f85-403b-9e85-664d9894eea0","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=80d37dd6-137d-435a-85c2-b548c44d8358","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=d476f11d-7b94-4093-9b52-5ff1d593fe5a","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=fb4bae60-7f8f-4c46-b920-b2bd5d2a9348","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=2ac43d2b-37e9-4cbf-b30c-45d50fef82be","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=ab1b51d4-cd35-4ded-afa4-0567187d0ceb","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=0c2ea7f7-9cdf-4252-a4b8-e1d45a8d9420",
"Z201931718","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/252286","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. b) ","Obec Polomka","00313726","Slovenská republika","Polomka","97666","Osloboditeľov 12","16.10.2019 16:58:33","4.11.2019 8:10:00","Základná škola - pomôcky a stavebnice","","","Tovar","","na lepenie materiálov, príkon do 25W","","Technické vlastnosti: viď priložený súbor, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 18","Slovenská republika","Banskobystrický","Brezno","Polomka","Osloboditeľov 12","22.11.2019 16:38:00","2.12.2019 16:38:00","","súbor pomôcky + stavebnice","1,0000","10240,000","Kúpna zmluva","True","Cena s DPH","31.10.2019 16:46:00","521","10200,000","4","65","31.10.2019 17:01:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=9173ffdd-bbcb-479f-846d-7bd0211fa5bf","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=5856f569-0f85-403b-9e85-664d9894eea0","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=80d37dd6-137d-435a-85c2-b548c44d8358","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=d476f11d-7b94-4093-9b52-5ff1d593fe5a","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=fb4bae60-7f8f-4c46-b920-b2bd5d2a9348","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=2ac43d2b-37e9-4cbf-b30c-45d50fef82be","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=ab1b51d4-cd35-4ded-afa4-0567187d0ceb","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=0c2ea7f7-9cdf-4252-a4b8-e1d45a8d9420",
"Z201931718","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/252286","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. b) ","Obec Polomka","00313726","Slovenská republika","Polomka","97666","Osloboditeľov 12","16.10.2019 16:58:33","4.11.2019 8:10:00","Základná škola - pomôcky a stavebnice","","","Tovar","","náplň 7,5x100 mm","","Technické vlastnosti: viď priložený súbor, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 100","Slovenská republika","Banskobystrický","Brezno","Polomka","Osloboditeľov 12","22.11.2019 16:38:00","2.12.2019 16:38:00","","súbor pomôcky + stavebnice","1,0000","10240,000","Kúpna zmluva","True","Cena s DPH","31.10.2019 16:46:00","521","10200,000","4","65","31.10.2019 17:01:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=9173ffdd-bbcb-479f-846d-7bd0211fa5bf","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=5856f569-0f85-403b-9e85-664d9894eea0","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=80d37dd6-137d-435a-85c2-b548c44d8358","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=d476f11d-7b94-4093-9b52-5ff1d593fe5a","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=fb4bae60-7f8f-4c46-b920-b2bd5d2a9348","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=2ac43d2b-37e9-4cbf-b30c-45d50fef82be","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=ab1b51d4-cd35-4ded-afa4-0567187d0ceb","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=0c2ea7f7-9cdf-4252-a4b8-e1d45a8d9420",
