"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-69060","Po karanténe","Vanessa 2sed","sedačka, sofa, čalúnená sedačka","39111000-3 Sedadlá; 39113000-7 Rôzne sedadlá a stoličky; 39113200-9 Lavice s operadlom; 39156000-0 Nábytok do vstupných hál a recepcií","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/69060","0","0",
"OF-69072","Po karanténe","Vanessa 3sed","sedačka, sofa, čalúnená sedačka","39111000-3 Sedadlá; 39113000-7 Rôzne sedadlá a stoličky; 39113200-9 Lavice s operadlom; 39156000-0 Nábytok do vstupných hál a recepcií","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/69072","0","0",
"OF-69094","Po karanténe","kreslo Alica","kreslo","39111000-3 Sedadlá; 39113000-7 Rôzne sedadlá a stoličky; 39113100-8 Kreslá; 39156000-0 Nábytok do vstupných hál a recepcií","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/69094","0","0",
"OF-69095","Po karanténe","kreslo Win","kreslo","39113100-8 Kreslá; 39111000-3 Sedadlá; 39113000-7 Rôzne sedadlá a stoličky; 39156000-0 Nábytok do vstupných hál a recepcií","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/69095","0","0",
"OF-69097","Po karanténe","kreslo CLUB","kreslo","39113100-8 Kreslá; 39111000-3 Sedadlá; 39113000-7 Rôzne sedadlá a stoličky; 39156000-0 Nábytok do vstupných hál a recepcií","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/69097","0","0",
"OF-69128","Po karanténe","kreslo Ankie","kreslo","39113100-8 Kreslá; 39111000-3 Sedadlá; 39113000-7 Rôzne sedadlá a stoličky; 39156000-0 Nábytok do vstupných hál a recepcií","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/69128","0","0",
"OF-90547","Po karanténe","Čistiace prostriedky na hĺbkové čistenie bazénov","Spotrebný materiál k čistenie a údržbe bazénov","39830000-9 Čistiace výrobky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/90547","0","0",
"OF-122204","Po karanténe","Rozšírenie  FULL HD videoreťazec na 3D","3D FULL HD videoreťazec, prepojovací modul, videoendoskop, sterilizačný košík, odsávací a irigačný tubus, irigačné zariadenie","33000000-0 Zdravotnícke vybavenie, farmaceutický materiál a výrobky osobnej starostlivosti; 33100000-1 Zdravotnícke vybavenie; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/122204","0","0",
"OF-124855","Po karanténe","Analyzátor na online monitoring krvných parametrov pri mimotelovom obehu","analyzátor, online, krvné parametre, mimotelový obeh, pH, PCO2,PO2, K+, optická fluorescencia","33120000-7 Záznamové systémy a vyšetrovacie prístroje; 33123000-8 Kardiovaskulárne prístroje; 33162100-4 Prístroje operačnej sály; 33195000-3 Systém monitorovania pacientov; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/124855","0","0",
"OF-152790","Po karanténe","Hotelový textil v kvalite I. triedy, do hotelových, reštauračných a ubytovacích zariadení objednávateľa v celej SR","textil, froté, uterák, utierka, osuška, obrus, chránič na matrac, chránič pod obrus","19242000-4 Froté tkaniny; 39500000-7 Textilné výrobky; 39512100-5 Plachty; 39513000-1 Stolová bielizeň; 39513100-2 Obrusy; 39513200-3 Obrúsky; 39514000-8 Hygienická a kuchynská bielizeň; 39514100-9 Uteráky; 39514200-0 Kychynské utierky; 39533000-7 Predložky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/152790","1","9150,000",
