"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-284372","Po karanténe","Dodávka elektrickej energie","elektrická energia, dodávky a distribúcia elektrickej energie","09310000-5 Elektrická energia; 65300000-6 Rozvod elektriny a súvisiace služby","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/284372","1","0",
"OF-284374","Po karanténe","Zabezpečenie stravovania zamestnancov prostredníctvom elektronických stravných kariet","Elektronické stravné karty, zabezpečenie hromadného stravovania zamestnancov","55520000-1 Služby hromadného stravovania; 30237131-6 Elektronické karty; 60000000-8 Dopravné služby (bez prepravy odpadu)","Služba; Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/284374","1","94950.000",
"OF-284397","Po karanténe","Drvená peletovaná slama","slama","03000000-1 Poľnohospodárske, farmárske, rybárske, lesnícke a súvisiace produkty; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/284397","1","3600.000",
"OF-284399","Po karanténe","Intraoseálne ihly s príslušenstvom","intraoseálne ihly, fixátor","33140000-3 Zdravotnícky spotrebný materiál; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/284399","1","1468.790",
"OF-284406","Po karanténe","Náhradné diely na autobusy Citelis - podvozok","Náhradné diely, autobus, Citelis, podvozok","34121100-2 Autobusy verejnej dopravy; 34121200-3 Kĺbové autobusy; 34139300-3 Kompletný podvozok; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/284406","1","575.000",
"OF-284431","Po karanténe","Anorganické a organické chemikálie, bunkové média, certifikované referenčné materiály ","Anorganické a organické chemikálie, bunkové média, certifikované referenčné materiály","24300000-7 Základné anorganické a organické chemikálie; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/284431","1","2705.000",
"OF-284433","Po karanténe","Lieky skupiny ATC M01 - Antireumatiká a antiflogistiká","Antireumatiká a antiflogistiká","33690000-3 Rôzne liečivá; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/284433","1","2583.000",
"OF-284438","Po karanténe","Čistiace, hygienické a dezinfekčné prostriedky","čistiace prostriedky na riad, podlahu, nábytok, okná, prášok na pranie, toaletný papier, papierové utierky, mydlá, dezinfekčné prostriedky, handry, rukavice","39800000-0 Čistiace a leštiace výrobky; 24455000-8 Dezinfekčné prostriedky; 39831000-6 Pracie prostriedky; 33760000-5 Toaletný papier, vreckovky, uteráky na ruky a servítky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/284438","1","0",
"OF-284442","Po karanténe","Papierové hygienické výrobky","sevrítky, utierky ZZ","33770000-8 Papierové hygienické výrobky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/284442","1","8165.830",
"OF-284465","Po karanténe","Solárna lavička na nabíjanie","solár, lavička, nabíjanie","39113000-7 Rôzne sedadlá a stoličky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/284465","1","0",
