"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-149306","Po karanténe","Dodávka zemného plynu","dodávka zemného plynu, preprava ZP, distribúcia ZP, služby obchodníka","09123000-7 Zemný plyn; 65200000-5 Rozvod plynu a súvisiace služby","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/149306","1","10997,500",
"OF-149308","Po karanténe","4317 Spotrebný materiál ","4317 plasty, špičky na pipety, rainin pipety","19520000-7 Plastové výrobky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/149308","1","250,000",
"OF-149323","Po karanténe","Originálne tonery do laserových tlačiarní","tonery do laserových tlačiarní, kopírovanie, fotokopírovanie","30125110-5 Toner do laserových tlačiarní/faxových prístrojov; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/149323","1","924,990",
"OF-149325","Po karanténe","Laboratórna chemikália","resin, nikel, agaróza","24300000-7 Základné anorganické a organické chemikálie; 24000000-4 Chemické výrobky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/149325","1","379,000",
"OF-149340","Po karanténe","Tonery.","Toner","30125110-5 Toner do laserových tlačiarní/faxových prístrojov; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/149340","1","754,000",
"OF-149342","Po karanténe","Tabletová soľ","tabletovaná soľ, chemikálie na úpravu vody, regenerácia ionomeničov, úprava technologickej vody.","24962000-5 Chemikálie na úpravu vody; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/149342","1","3030,000",
"OF-149359","Po karanténe","Samsung SSD T5 1 TB čierny","SSD, harddisk, externý, prenosný","30237000-9 Časti a príslušenstvo počítačov a spotrebný materiál k nim; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/149359","1","728,000",
"OF-149372","Po karanténe","Komunálna technika - Traktor s príslušenstvom","Traktor, nakladač, drvič, paletizačné vidly, základná lopata, mulčovač, náves, zametač","16700000-2 Traktory/ťahače; 43250000-0 Čelné lopatové nakladače; 43414000-8 Drviče; 42419000-6 Časti zdvižných a manipulačných zariadení; 43210000-8 Stroje na terénne úpravy; 16000000-5 Poľnohospodárske stroje; 42972000-0 Časti strojov na čistenie; 42418000-9 Zdvižné, manipulačné, nakladacie a vykladacie mechanizmy; 34223100-7 Návesy; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/149372","1","61041,670",
"OF-149374","Po karanténe","Nákup osobných automobilov","Osobný automobil, motorové vozidlo, preprava osôb","34110000-1 Osobné automobily; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/149374","2","209995,820",
"OF-149389","Po karanténe","Podlahová krytina s narezaním-objektová PVC podlahovina a doplnkový tovar","podlahová krytina, objektová PVC podlahovina, PVC sokel, lepidlo na sokle","44112200-0 Podlahové krytiny; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/149389","1","194,170",
