"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-115265","Po karanténe","Spracované a konzervované ryby, oleje a tuky, mlynské a škrobové výrobky.","rybie filé, tuniak v oleji, sardinky v oleji, v tomate, losos filety, treska, zavináče, olivový olej, repkový olej, slnečnicový olej, bravčová masť, múka hladká, hrubá, polohrubá, múka s nízkym obsahom lepku, ryža lúpaná dlhozrnná, guľatozrnná, detská krupica, kukuričná krupica, krúpy, strúhanka, ovsené vločky","15200000-0 Spracované a konzervované ryby; 15400000-2 Živočíšne alebo rastlinné oleje a tuky; 15600000-4 Mlynské výrobky, škrob a škrobové výrobky","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/115265","1","15920,330",
"OF-108430","Po karanténe","Pracovná obuv","Pracovná obuv","18800000-7 Obuv; 18830000-6 Ochranná obuv; 18832000-0 Špeciálna obuv; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/108430","1","9262,000",
"OF-115982","Po karanténe","Obstaranie technického vybavenia na podporu triedeného zberu KO","stroj, zariadenie, triedený zber, traktor, traktorový čelný nakladač, traktorový príves, hákový nosič, drtič konárov ","16000000-5 Poľnohospodárske stroje; 34223000-6 Prívesy a návesy; 16700000-2 Traktory/ťahače; 43414000-8 Drviče; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/115982","0","0",
"OF-116267","Po karanténe","Pracovné odevy OOPP","Pracovné odevy pre zdravotníckych zamestnancov","18110000-3 Pracovné odevy; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/116267","1","28400,000",
"OF-116299","Po karanténe","Dodávka mäsa a mäsových výrobkov","bravčové mäso, hovädzie mäso, králičie mäso, jelenie mäso, kačacie mäso, kuracie mäso, kačica, kurča, morka, sliepka, bresaola, bôčik, pečienka, držky, rebrá, stehno, pečeň, oškvarky, masť, krkovička, koleno, panenka, údené, držky, roštenka, slabina, sviečková, chrbát, prsia, klobása, králik, králičie, krídla, karé, morčacie, párky, paštéta, pršút, jaternice, saláma, slanina, srnčie, filé, šunka, teľacie, špik, jazyk, kosť","15000000-8 Potraviny, nápoje, tabak a príbuzné produkty; 15111100-0 Hovädzie mäso; 15111200-1 Teľacie mäso; 15112000-6 Hydina; 15112100-7 Čerstvá hydina; 15112110-0 Husi; 15112120-3 Morky; 15112130-6 Kurčatá; 15112140-9 Kačice; 15112300-9 Pečene hydiny; 15112310-2 Paštéta z husacej pečene; 15113000-3 Bravčové mäso; 15115100-8 Jahňacie mäso; 15119100-6 Králičie mäso; 15119300-8 Divina; 15130000-8 Mäsové výrobky; 15131100-6 Výrobky z klobásového mäsa; 15131130-5 Klobásy/párky/saláma/jaternice; 15131135-0 Hydinové párky/klobásy; 15131200-7 Sušené, nasolené, údené alebo korenené mäso; 15131210-0 Údená šunka/slanina; 15131220-3 Slanina; 15131230-6 Saláma; 15131310-1 Paštéta; 15131400-9 Bravčové výrobky; 15131410-2 Šunka; 15131500-0 Hydinové výrobky; 15131600-1 Hovädzie a teľacie výrobky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/116299","1","38158,330",
"OF-116435","Po karanténe","Tráviaci trakt a metabolizmus - dinátriumpikosulfát, oxid horečnatý, kyselina citrónová","dinátriumpikosulfát, oxid horečnatý, kyselina citrónová , tráviaci trakt a metabolizmus , laxatíva  ","33600000-6 Farmaceutické výrobky; 33698300-2 Tráviace látky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/116435","0","0",
"OF-116450","Po karanténe","Systémové hormóny s výnimkou pohlavných hormónov - levotyroxín, sodná soľ 25μg","levotyroxín, sodná soľ ,systémové hormóny s výnimkou pohlavných hormónov,hormóny","33600000-6 Farmaceutické výrobky; 33642000-2 Systémové hormonálne prípravky okrem pohlavných hormónov; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/116450","0","0",
"OF-116452","Po karanténe","Tráviaci trakt a metabolizmus - retinol (vitamín A), fytomenadión (vitamín D2), ergokalciferol (vitamín E), tokoferol (vitamín K1)","retinol (vitamín A), fytomenadión (vitamín D2), ergokalciferol (vitamín E), tokoferol (vitamín K1), tráviaci trakt a metabolizmus, vitamíny, vitagény ","33600000-6 Farmaceutické výrobky; 33612000-3 Liečivá pre funkčné gastrointestinálne poruchy; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/116452","0","0",
"OF-116586","Po karanténe","Centrálna nervová sústava - buprenorfín 70μg/1h","buprenorfín  ,centrálna nervová sústava, analgetiká ","33600000-6 Farmaceutické výrobky; 33661200-3 Analgetiká; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/116586","0","0",
"OF-116618","Po karanténe","Centrálna nervová sústava - fenobarbitál 15mg","fenobarbitál ,centrálna nervová sústava, antiepileptiká","33600000-6 Farmaceutické výrobky; 33661200-3 Analgetiká; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/116618","0","0",
"OF-116818","Po karanténe","Centrálna nervová sústava -venlafaxín 75mg","venlafaxín ,centrálna nervová sústava, psychoanaleptiká,antidepresíva","33600000-6 Farmaceutické výrobky; 33661600-7 Psychoanaleptiká; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/116818","0","0",
"OF-116920","Po karanténe","Otorinolaringologiká - dexametazón, cinkochaín, butándiol 5ml"," dexametazón, cinkochaín, butándiol, otorinolaringologiká","33600000-6 Farmaceutické výrobky; 33662000-8 Liečivá pre zmyslové orgány; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/116920","0","0",
"OF-116952","Po karanténe","Rôzne-rozpúšťadlá na parenterálne použitie 10ml","rozpúšťadlá na parenterálne použitie, rôzne (vária)","33600000-6 Farmaceutické výrobky; 33690000-3 Rôzne liečivá; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/116952","0","0",
"OF-117201","Po karanténe","Kvapalný medicinálny kyslík","Kvapalný medicinálny kyslík","24113000-9 Kvapalný a stlačený vzduch; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/117201","1","14755,000",
