"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-296907","Po karanténe","Tlač novín na rok 2025 ","tlačiarenské služby, tlač, dvojmesačník, noviny","79810000-5 Tlačiarenské služby; 60000000-8 Dopravné služby (bez prepravy odpadu)","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/296907","1","20705.000",
"OF-297046","Po karanténe","Spotrebný materiál k infúziám a transfúziám a potreby na infúzie - časť 1","ventil, infúzna súprava, kryt","33194220-4 Spotrebný materiál na transfúziu krvi; 33194000-6 Prístroje a nástroje na transfúziu a infúziu; 33141320-9 Lekárske ihly; 33141000-0 Jednorazový nechemický lekársky spotrebný materiál a hematologický spotrebný materiál; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/297046","0","0",
"OF-297066","Po karanténe","Dodávka čistiacich a upratovacích prostriedkov","Čistiace prostriedky","39830000-9 Čistiace výrobky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/297066","1","14000.000",
"OF-297156","Po karanténe","Spotrebný materiál k infúziám a transfúziám a potreby na infúzie - časť 2","ventil, infúzna súprava, kryt","33194220-4 Spotrebný materiál na transfúziu krvi; 33194000-6 Prístroje a nástroje na transfúziu a infúziu; 33141320-9 Lekárske ihly; 33141000-0 Jednorazový nechemický lekársky spotrebný materiál a hematologický spotrebný materiál; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/297156","0","0",
"OF-297171","Po karanténe","Operačné rúškovanie a sety","rúškovanie, návleky, sety, súpravy, sterilné, operačné","33141000-0 Jednorazový nechemický lekársky spotrebný materiál a hematologický spotrebný materiál; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/297171","1","0",
"OF-297187","Po karanténe","Bronchoskopy s vizualizačným monitorom","bronchoskop, monitor, zobrazovacie zariadenie","33100000-1 Zdravotnícke vybavenie; 33168100-6 Endoskopy; 33168000-5 Endoskopia, endochirurgické prístroje; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/297187","1","5659.790",
"OF-297203","Po karanténe","Náhradné diely na autobusy Sor NB12,NB18 - podvozok","Náhradné diely, autobus,Sor NB12,NB18,podvozok","34121100-2 Autobusy verejnej dopravy; 34139200-2 Samotný podvozok; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/297203","1","3899.900",
"OF-297205","Po karanténe","ihly, injekčné striekačky alebo ekvivalent","ihla, striekačka, kanyla, súpravy infúzne, súpravy infúzny","33140000-3 Zdravotnícky spotrebný materiál; 33141320-9 Lekárske ihly; 33141310-6 Injekčné striekačky; 33141220-8 Kanyly; 33194120-3 Potreby na infúzie; 33194220-4 Spotrebný materiál na transfúziu krvi; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/297205","1","20382.000",
"OF-297206","Po karanténe","Spotrebný zdravotnícky materiál - obväz hydrofilný elastický","zdravotnícky materiál, obväzový materiál,","33140000-3 Zdravotnícky spotrebný materiál; 33141113-4 Ovínadlá; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/297206","0","0",
"OF-297207","Po karanténe","Spotrebný zdravotnícky materiál - gázový materiál, tampóny, vata buničitá","zdravotnícky materiál, gáza, tampóny, vata buničitá","33141114-2 Zdravotnícka gáza; 33140000-3 Zdravotnícky spotrebný materiál; 33141117-3 Vata; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/297207","1","26775.070",
