"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-230582","Po karanténe","Podložky pod chorých 60x60cm, podložky pod chorých 60x90cm","jednorázová podložka, inkontinenčné pomôcky, pomôcky na inkontinenciu, zdravotnícke pomôcky","33198000-4 Výrobky z papiera na nemocničné účely; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/230582","1","1660,000",
"OF-230711","Po karanténe","SFP moduly","SFP modul","32422000-7 Sieťové komponenty; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/230711","1","616,670",
"OF-230625","Po karanténe","Skúšky dlhodobej stability","Skúšky dlhodobej stability","90721600-3 Služby na ochranu pred žiarením; 60000000-8 Dopravné služby (bez prepravy odpadu)","Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/230625","1","14930,200",
"OF-231043","Po karanténe","Hygienické pomôcky a čistiace potreby","čistiace prostriedky na podlahu, WC, riady, tekuté mydlá, hubky na riad, vrecia do koša","39830000-9 Čistiace výrobky; 39831300-9 Čistiace prostriedky na podlahu; 39832100-4 Čistiaci prášok na riad; 39831600-2 Čistiace prostriedky na toalety; 33771000-5 Hygienické výrobky z papiera; 33770000-8 Papierové hygienické výrobky; 39831210-1 Saponáty na umývanie riadu; 39831200-8 Saponáty; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/231043","1","825,000",
"OF-231129","Po karanténe","Vysoká dostupnosť aplikačných a systémových služieb","virtuálny server, konfigurácia virtuálnych serverov","48800000-6 Informačné systémy a servery; 48820000-2 Servery; 48822000-6 Počítačové servery","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/231129","1","47540,000",
"OF-230900","Po karanténe","Tekutá dezinfekcia na ruky a povrchy","antibakteriálne, antivírusové,  dezinfekčný prípravok osobnej hygieny - dezinfekcia rúk, možno použiť aj na povrchy","33741300-9 Dezinfekčné prostriedky na ruky; 24455000-8 Dezinfekčné prostriedky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/230900","1","5741,670",
"OF-231086","Po karanténe","Stolový počítač","Stolový počítač, externý disk","30213300-8 Stolový počítač; 30210000-4 Stroje na spracovanie údajov (hardvér); 30236000-2 Rôzne počítačové vybavenie; 30231000-7 Počítačové monitory a konzoly; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/231086","1","1500,000",
"OF-231186","Po karanténe","Asfaltový betón :  AC8 obrusný II,  AC11 obrusný II , AC16 ložný II - ( LV 2021 )","asfaltový betón, obrusná vrstva","44113300-8 Obalené kamenivo","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/231186","1","0",
"OF-231461","Po karanténe","Grafický tablet Wacom Bamboo Folio small","tablet, grafický tablet","30237450-8 Grafické tablety; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/231461","1","0",
"OF-229964","Po karanténe","Čistiace a hygienické prípravky a výrobky na upratovanie ","čistiace prostriedky na umývanie podláh, na koberce, na umývanie riadu, na umývanie kuchynských povrchov, na čistenie a dezinfekciu plôch, toaliet a ostatných sanitárnych zariadení, na čistenie nerezových plôch a keramiky,  na čistenie skiel, na čistenie rúr, grilov, digestorov, dezinfekčné prostriedky proti plesniam, čistiace pasty, mydlo, dezinfekčné prípravky, prací prášok, aviváž, mydlo, prostriedky do umývačiek riadu, osviežovače vzduchu, prostriedky proti prachu, na koberce, utierky, handry, hubky na riad - špongie, rukavice, sáčky do košov, vrecia na odpad, kefa - ryžák, zmeták, metla, kefa na riad, kefa na WC, kôš na odpad, vedro, zvon gumový, prachovka, drôtenka, lopatka, špachtla, posypová soľ, prostriedky do kávovarov - filtre, tablety, odstraňovač vodného kameňa, dezinfekčný prostriedok na ruky","39830000-9 Čistiace výrobky; 39831300-9 Čistiace prostriedky na podlahu; 39831600-2 Čistiace prostriedky na toalety; 39832000-3 Čistiace prostriedky na riad; 39831500-1 Čistiace prostriedky na autá; 39833000-0 Protiprachové prostriedky; 39831210-1 Saponáty na umývanie riadu; 39831000-6 Pracie prostriedky; 39811100-1 Osviežovač vzduchu; 33711900-6 Mydlo; 33741100-7 Čistiace prostriedky na ruky; 19640000-4 Polyetylénový odpad a odpadkové vrecká a vaky; 34927100-2 Soľ na posyp ciest; 15871110-8 Ocot alebo ekvivalent; 24951311-8 Prípravky proti zamŕzaniu; 39224300-1 Metly a kefy a iné výrobky na upratovanie domácností; 39224310-4 WC kefy; 39224320-7 Špongie; 39224330-0 Vedrá; 39224340-3 Koše; 39224350-6 Lopatky na smeti; 39515100-6 Záclony/závesy; 39831220-4 Odmasťovacie prostriedky; 39813000-4 Brúsne pasty a prášky; 24455000-8 Dezinfekčné prostriedky; 39811000-0 Prípravky na parfumovanie alebo dezodoráciu miestností","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/229964","1","40833,330",
